column_name,data_type,distinct_count,min_value,max_value,p1,p10,p25,median,p75,p90,p99
total_ballots,numeric,0,,,,,,,,,
total_votes,numeric,0,,,,,,,,,
avg_absence_rate,numeric,0,,,,,,,,,
avg_yes_rate,numeric,0,,,,,,,,,
avg_no_rate,numeric,0,,,,,,,,,
avg_abstain_rate,numeric,0,,,,,,,,,
avg_win_rate,numeric,0,,,,,,,,,
avg_rebel_rate,numeric,0,,,,,,,,,
violation_count,bigint,0,,,,,,,,,
violation_types,bigint,0,,,,,,,,,
absence_trend,numeric,0,,,,,,,,,
win_rate_trend,numeric,0,,,,,,,,,
rebel_rate_trend,numeric,0,,,,,,,,,
ma_3month_absence,numeric,0,,,,,,,,,
ma_3month_win_rate,numeric,0,,,,,,,,,
ma_3month_rebel_rate,numeric,0,,,,,,,,,
