election_cycle_id,cycle_year,calendar_year,semester,party_1,party_2,joint_voting_days,joint_ballots,aligned_ballots,alignment_rate,avg_vote_divergence,vote_divergence_stddev,rank_by_alignment,rank_by_activity,rank_by_consistency,percentile_alignment,percentile_cohesion,quartile_coalition_strength,prev_semester_alignment,prev_semester_joint_ballots,prev_semester_divergence,next_semester_alignment,next_semester_divergence,stddev_alignment_sector,stddev_alignment_pair,stddev_divergence_pair,ma_3semester_alignment,alignment_change_absolute,alignment_change_pct,activity_change,divergence_change,coalition_strength,coalition_trend,strategic_shift,volatility_classification,consistency_classification,forecast_trend,alignment_deviation_from_ma,trend_position,coalition_tier,momentum_z_score,stability_score,breakup_risk_score,realignment_probability,coalition_density_score,bridge_classification
2002-2005,4,2005,autumn,-,KD,4,167,0,0.00,27.01,12.64,31,43,67,0.3333333333333333,0.6222222222222222,3,,,,0.00,34.70,31.7570277295618059,25.4300513473958783,20.6026968062431355,0.00000000000000000000,,,,,OPPOSITION,BASELINE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,,48.11,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2022-2025,4,2025,spring,MP,V,5,388,0,0.00,8.78,4.17,71,37,52,0.5185185185185185,0.28888888888888886,3,0.00,64,9.00,,,34.8557019593299599,39.4425609753850410,8.5232541068768942,0.00000000000000000000,0.00,,324,-0.22,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,NO_FORECAST,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,56.12,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2022-2025,2,2023,spring,L,S,5,345,119,34.49,36.70,7.15,39,109,100,0.2814814814814815,0.7481481481481481,2,18.18,44,43.87,25.00,32.39,34.8557019593299599,35.6241446586698827,15.4404333306926789,50.8900000000000000,16.31,89.71,301,-7.17,OPPOSITION,RAPIDLY_STRENGTHENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_DECLINE,16.40,BELOW_TREND,MODERATE_COALITION_TIER,0.46,60.64,75.0,HIGH_PROBABILITY,18.68,MODERATE_BRIDGE
2014-2017,2,2015,spring,S,V,5,277,192,69.31,25.12,5.07,58,101,61,0.44881889763779526,0.5433070866141733,2,100.00,95,25.13,100.00,25.63,40.4221695593943564,42.8650577785828889,8.1541679500114612,56.4366666666666667,-30.69,-30.69,182,-0.01,STRONG_COALITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,-12.87,ABOVE_TREND,MODERATE_COALITION_TIER,-0.72,78.67,50.0,HIGH_PROBABILITY,48.98,MODERATE_BRIDGE
2014-2017,2,2015,autumn,M,MP,4,95,34,35.79,32.68,6.75,39,37,30,0.2992125984251969,0.7244094488188977,2,0.00,343,52.04,100.00,18.04,31.0509595457950318,27.8746522477988507,18.5928859456064178,28.9366666666666667,35.79,,-248,-19.36,WEAK_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,-6.85,ABOVE_TREND,MODERATE_COALITION_TIER,1.28,62.49,75.0,HIGH_PROBABILITY,31.19,MODERATE_BRIDGE
2002-2005,1,2002,autumn,KD,M,3,90,0,0.00,26.37,20.13,31,71,85,0.3333333333333333,0.5888888888888889,4,,,,5.29,11.60,31.7570277295618059,42.9496792625403991,4.2642678247836210,0.00000000000000000000,,,,,OPPOSITION,BASELINE,STABLE,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_IMPROVEMENT,0.00,ON_TREND,MODERATE_COALITION_TIER,,46.05,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2010-2013,2,2011,autumn,C,S,4,106,1,0.94,36.83,19.79,77,78,69,0.6785714285714286,0.5714285714285714,4,0.00,209,59.19,15.48,36.04,42.4760061636714867,32.5526095706575421,17.4091135028779891,0.92000000000000000000,0.94,,-103,-22.36,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,-0.02,ON_TREND,STRONG_COALITION_TIER,0.03,43.39,75.0,MODERATE_PROBABILITY,0.72,STRONG_BRIDGE
2010-2013,2,2011,autumn,C,V,4,106,1,0.94,53.98,32.28,77,78,109,0.6785714285714286,0.8660714285714286,3,0.00,209,73.44,0.00,53.28,42.4760061636714867,26.3208909707458163,24.0247865724258024,0.92000000000000000000,0.94,,-103,-19.46,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_STABLE,-0.02,ON_TREND,STRONG_COALITION_TIER,0.04,34.50,75.0,MODERATE_PROBABILITY,0.72,STRONG_BRIDGE
2018-2021,2,2019,spring,L,MP,5,411,411,100.00,18.84,9.69,1,73,134,0,0.7132867132867133,1,100.00,55,7.80,17.05,5.65,35.7396264906715041,35.4718366942119591,16.8043965420271214,91.2800000000000000,0.00,0.00,356,11.04,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-8.72,ABOVE_TREND,WEAK_COALITION_TIER,0.00,91.44,50.0,MODERATE_PROBABILITY,86.16,WEAK_BRIDGE
2010-2013,3,2012,spring,KD,M,5,340,340,100.00,2.70,1.53,1,29,4,0,0.008403361344537815,1,100.00,125,2.40,100.00,2.84,43.5015080848896803,42.9496792625403991,4.2642678247836210,100.0000000000000000,0.00,0.00,215,0.30,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,98.73,50.0,MODERATE_PROBABILITY,97.14,WEAK_BRIDGE
2014-2017,4,2017,spring,M,SD,5,392,0,0.00,6.75,3.65,91,1,38,0.7086614173228346,0.18110236220472442,4,0.00,109,10.67,37.14,24.51,40.4221695593943564,40.3553429492992360,14.3570095965544146,4.3533333333333333,0.00,,283,-3.92,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,4.35,ON_TREND,STRONG_COALITION_TIER,0.00,56.88,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2018-2021,1,2018,autumn,SD,V,3,70,26,37.14,17.94,2.17,64,73,12,0.4666666666666667,0.6148148148148148,3,28.57,392,20.03,0.00,19.45,39.0017827824269138,11.0109559782770704,16.8613212906541422,21.9033333333333333,8.57,30.00,-322,-2.09,WEAK_COALITION,STRENGTHENING,MINOR_SHIFT,MODERATELY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-15.24,ABOVE_TREND,MODERATE_COALITION_TIER,0.78,68.82,40.0,MODERATE_PROBABILITY,29.54,MODERATE_BRIDGE
2002-2005,4,2005,autumn,S,V,4,167,167,100.00,24.04,2.37,1,43,3,0,0.5222222222222223,1,100.00,342,22.84,97.44,24.07,31.7570277295618059,42.8650577785828889,8.1541679500114612,92.0566666666666667,0.00,0.00,-175,1.20,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,-7.94,ABOVE_TREND,WEAK_COALITION_TIER,0.00,92.08,50.0,MODERATE_PROBABILITY,86.53,WEAK_BRIDGE
2014-2017,4,2017,spring,C,KD,5,392,283,72.19,6.14,5.99,43,1,79,0.33070866141732286,0.15748031496062992,2,18.35,109,8.11,100.00,9.70,40.4221695593943564,43.0157204927055018,11.3520433922983538,57.1233333333333333,53.84,293.41,283,-1.97,STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,-15.07,ABOVE_TREND,MODERATE_COALITION_TIER,1.25,85.24,50.0,HIGH_PROBABILITY,72.19,MODERATE_BRIDGE
2002-2005,3,2004,spring,KD,MP,5,342,0,0.00,20.22,14.09,27,1,52,0.37681159420289856,0.4057971014492754,2,0.00,193,18.64,0.00,26.95,25.4699644944184949,31.6301988646497904,16.4826756025947198,0.00000000000000000000,0.00,,149,1.58,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,49.71,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2022-2025,3,2024,autumn,C,S,5,76,15,19.74,11.35,6.69,67,1,30,0.4888888888888889,0.2,2,0.00,345,12.20,0.00,8.09,35.3448254056102381,32.5526095706575421,17.4091135028779891,6.5800000000000000,19.74,,-269,-0.85,OPPOSITION,RAPIDLY_STRENGTHENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-13.16,ABOVE_TREND,MODERATE_COALITION_TIER,0.61,62.48,75.0,HIGH_PROBABILITY,19.74,MODERATE_BRIDGE
2006-2009,3,2008,spring,KD,V,5,263,0,0.00,70.32,3.89,39,29,27,0.4222222222222222,0.9,3,0.00,126,74.11,0.00,81.00,40.0848605728405238,28.5891260102486829,24.2074823947713391,0.00000000000000000000,0.00,,137,-3.79,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,37.74,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2010-2013,3,2012,autumn,M,S,5,125,58,46.40,34.31,19.66,45,29,68,0.39285714285714285,0.4732142857142857,2,15.48,336,45.30,11.47,43.98,42.4760061636714867,28.2383768194297392,15.3589718325718249,20.9400000000000000,30.92,199.74,-211,-10.99,WEAK_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-25.46,ABOVE_TREND,MODERATE_COALITION_TIER,1.09,62.37,75.0,HIGH_PROBABILITY,41.73,MODERATE_BRIDGE
2022-2025,4,2025,autumn,S,SD,5,64,15,23.44,21.55,16.61,56,37,81,0.4074074074074074,0.34074074074074073,2,0.00,347,20.27,0.00,17.96,35.3448254056102381,18.1132739816227959,14.3534453819747868,16.1466666666666667,23.44,,-283,1.28,OPPOSITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-7.29,ABOVE_TREND,MODERATE_COALITION_TIER,1.29,57.93,75.0,HIGH_PROBABILITY,19.74,MODERATE_BRIDGE
2002-2005,3,2004,spring,S,V,5,342,342,100.00,22.84,9.48,1,1,34,0,0.4782608695652174,1,76.17,193,28.28,100.00,24.04,25.4699644944184949,42.8650577785828889,8.1541679500114612,92.0566666666666667,23.83,31.29,149,-5.44,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,-7.94,ABOVE_TREND,WEAK_COALITION_TIER,0.56,90.30,50.0,HIGH_PROBABILITY,100.00,WEAK_BRIDGE
2010-2013,4,2013,autumn,MP,SD,5,139,0,0.00,25.81,22.54,87,1,81,0.7678571428571429,0.3482142857142857,4,4.41,340,8.31,0.00,12.82,42.4760061636714867,16.5906213934928375,15.7971631067803507,1.4700000000000000,-4.41,-100.00,-201,17.50,OPPOSITION,DECLINING,STABLE,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_STABLE,1.47,ON_TREND,ELITE_COALITION,-0.27,45.50,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2010-2013,1,2010,spring,L,S,5,209,0,0.00,60.94,5.11,69,93,52,0.5714285714285714,0.8319327731092437,4,1.82,110,35.47,0.94,36.77,43.5015080848896803,35.6241446586698827,15.4404333306926789,0.60666666666666666667,-1.82,-100.00,99,25.47,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.61,ON_TREND,STRONG_COALITION_TIER,-0.05,40.19,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,1,2014,autumn,L,V,3,49,0,0.00,42.35,17.51,88,101,104,0.6850393700787402,0.8661417322834646,4,0.00,350,53.55,0.00,51.19,31.0509595457950318,30.0147176965987602,23.1955269079579201,0.00000000000000000000,0.00,,-301,-11.20,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,42.04,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2006-2009,3,2008,spring,C,S,5,263,0,0.00,54.73,3.92,39,29,29,0.4222222222222222,0.6777777777777778,3,0.79,126,50.66,0.00,58.48,40.0848605728405238,32.5526095706575421,17.4091135028779891,0.26333333333333333333,-0.79,-100.00,137,4.07,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.26,ON_TREND,MODERATE_COALITION_TIER,-0.02,42.41,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,2,2019,spring,C,MP,5,411,411,100.00,13.55,6.91,1,73,116,0,0.6153846153846154,1,100.00,55,3.40,0.00,10.98,35.7396264906715041,33.0995269975325979,16.8469376583807938,83.1500000000000000,0.00,0.00,356,10.15,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-16.85,ABOVE_TREND,WEAK_COALITION_TIER,0.00,93.86,50.0,MODERATE_PROBABILITY,86.16,WEAK_BRIDGE
2014-2017,2,2015,autumn,M,SD,4,95,25,26.32,21.29,15.94,56,37,99,0.4330708661417323,0.3858267716535433,2,43.44,343,43.77,0.00,25.94,31.0509595457950318,40.3553429492992360,14.3570095965544146,39.5800000000000000,-17.12,-39.41,-248,-22.48,OPPOSITION,RAPIDLY_WEAKENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,13.26,BELOW_TREND,MODERATE_COALITION_TIER,-0.42,59.36,75.0,HIGH_PROBABILITY,22.94,MODERATE_BRIDGE
2022-2025,4,2025,spring,C,M,5,388,70,18.04,45.61,9.90,59,37,123,0.42962962962962964,0.8962962962962963,2,73.44,64,26.18,,,34.8557019593299599,41.9754943825025154,12.3915098966687459,39.8100000000000000,-55.40,-75.44,324,19.43,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,NO_FORECAST,21.77,BELOW_TREND,MODERATE_COALITION_TIER,-1.32,50.56,90.0,HIGH_PROBABILITY,10.99,MODERATE_BRIDGE
2018-2021,3,2020,autumn,L,V,5,88,0,0.00,9.61,8.78,95,1,74,0.6962962962962963,0.34814814814814815,4,100.00,411,13.67,9.41,2.75,39.0017827824269138,30.0147176965987602,23.1955269079579201,40.6066666666666667,-100.00,-100.00,-323,-4.06,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_IMPROVEMENT,40.61,BELOW_TREND,STRONG_COALITION_TIER,-3.33,54.48,90.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2018-2021,2,2019,autumn,S,V,3,55,12,21.82,48.38,9.32,71,101,80,0.5185185185185185,0.9777777777777777,3,100.00,451,24.68,100.00,19.79,39.0017827824269138,42.8650577785828889,8.1541679500114612,73.9400000000000000,-78.18,-78.18,-396,23.70,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,52.12,BELOW_TREND,STRONG_COALITION_TIER,-1.82,51.42,90.0,HIGH_PROBABILITY,13.64,STRONG_BRIDGE
2018-2021,4,2021,spring,KD,M,5,477,0,0.00,1.86,0.83,57,1,11,0.3916083916083916,0.055944055944055944,4,53.75,80,4.61,65.96,6.44,35.7396264906715041,42.9496792625403991,4.2642678247836210,17.9166666666666667,-53.75,-100.00,397,-2.75,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,17.92,BELOW_TREND,MODERATE_COALITION_TIER,-1.25,59.19,75.0,HIGH_PROBABILITY,0.00,MODERATE_BRIDGE
2002-2005,3,2004,autumn,KD,M,5,193,0,0.00,5.69,3.82,31,1,8,0.3333333333333333,0.03333333333333333,3,0.00,336,5.65,0.00,6.97,31.7570277295618059,42.9496792625403991,4.2642678247836210,1.7633333333333333,0.00,,-143,0.04,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,1.76,ON_TREND,MODERATE_COALITION_TIER,0.00,57.15,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2014-2017,4,2017,autumn,C,SD,5,109,0,0.00,15.80,14.01,88,1,78,0.6850393700787402,0.2677165354330709,4,13.06,360,5.61,28.57,8.25,31.0509595457950318,30.1988374389920293,12.4561172120368232,4.3533333333333333,-13.06,-100.00,-251,10.19,OPPOSITION,WEAKENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,4.35,ON_TREND,STRONG_COALITION_TIER,-0.43,51.06,75.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2022-2025,4,2025,autumn,C,L,5,64,47,73.44,23.57,11.38,20,37,48,0.14074074074074075,0.35555555555555557,1,27.95,347,28.95,18.04,40.30,35.3448254056102381,42.6688076950033065,10.3190271017155168,45.6400000000000000,45.49,162.75,-283,-5.38,STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-27.80,ABOVE_TREND,WEAK_COALITION_TIER,1.07,78.89,50.0,HIGH_PROBABILITY,61.84,WEAK_BRIDGE
2014-2017,3,2016,autumn,C,S,5,78,29,37.18,20.91,14.72,32,65,85,0.2440944881889764,0.36220472440944884,2,100.00,277,22.96,80.83,34.14,31.0509595457950318,32.5526095706575421,17.4091135028779891,48.8833333333333333,-62.82,-62.82,-199,-2.05,WEAK_COALITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,11.70,BELOW_TREND,WEAK_COALITION_TIER,-1.93,64.18,90.0,HIGH_PROBABILITY,26.61,WEAK_BRIDGE
2002-2005,2,2003,autumn,C,M,5,170,9,5.29,10.41,5.39,28,22,20,0.3,0.17777777777777778,2,0.00,90,23.49,0.00,6.75,31.7570277295618059,41.9754943825025154,12.3915098966687459,2.6450000000000000,5.29,,80,-13.08,OPPOSITION,IMPROVING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_DECLINE,-2.65,ON_TREND,MODERATE_COALITION_TIER,0.13,57.38,75.0,MODERATE_PROBABILITY,4.66,MODERATE_BRIDGE
2022-2025,2,2023,autumn,MP,SD,5,44,3,6.82,60.92,25.89,79,101,112,0.5777777777777777,0.9481481481481482,3,0.00,637,7.27,0.00,20.16,35.3448254056102381,16.5906213934928375,15.7971631067803507,2.2733333333333333,6.82,,-593,53.65,OPPOSITION,IMPROVING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_DECLINE,-4.55,ON_TREND,STRONG_COALITION_TIER,0.41,36.69,75.0,MODERATE_PROBABILITY,3.95,STRONG_BRIDGE
2018-2021,2,2019,spring,KD,S,5,411,411,100.00,29.47,5.04,1,73,88,0,0.8321678321678322,1,38.18,55,39.14,17.05,6.66,35.7396264906715041,32.5901277089135631,14.4808535710040908,77.3233333333333333,61.82,161.92,356,-9.67,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-22.68,ABOVE_TREND,WEAK_COALITION_TIER,1.90,89.65,50.0,HIGH_PROBABILITY,86.16,WEAK_BRIDGE
2018-2021,4,2021,spring,KD,V,5,477,0,0.00,2.25,1.02,57,1,17,0.3916083916083916,0.07692307692307693,4,0.00,80,18.76,0.00,40.43,35.7396264906715041,28.5891260102486829,24.2074823947713391,0.00000000000000000000,0.00,,397,-16.51,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,59.02,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2006-2009,2,2007,spring,C,KD,5,229,229,100.00,2.53,1.13,1,50,2,0,0,1,100.00,94,4.42,100.00,6.26,40.0848605728405238,43.0157204927055018,11.3520433922983538,66.7600000000000000,0.00,0.00,135,-1.89,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,-33.24,ABOVE_TREND,WEAK_COALITION_TIER,0.00,98.90,50.0,MODERATE_PROBABILITY,64.33,WEAK_BRIDGE
2010-2013,1,2010,spring,-,C,5,209,209,100.00,5.09,6.02,1,93,66,0,0.09243697478991597,1,0.00,349,17.41,0.00,81.76,43.5015080848896803,28.2698431505736166,23.0936108071782822,33.3333333333333333,100.00,,-140,-12.32,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-66.67,ABOVE_TREND,WEAK_COALITION_TIER,3.54,96.67,50.0,HIGH_PROBABILITY,59.71,WEAK_BRIDGE
2010-2013,3,2012,autumn,L,S,5,125,58,46.40,30.89,17.79,45,29,59,0.39285714285714285,0.38392857142857145,2,15.48,336,40.57,11.47,38.37,42.4760061636714867,35.6241446586698827,15.4404333306926789,20.9400000000000000,30.92,199.74,-211,-9.68,WEAK_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-25.46,ABOVE_TREND,MODERATE_COALITION_TIER,0.87,63.96,75.0,HIGH_PROBABILITY,41.73,MODERATE_BRIDGE
2018-2021,3,2020,spring,C,KD,5,340,0,0.00,10.66,12.38,57,101,140,0.3916083916083916,0.5384615384615384,3,0.00,88,9.09,62.50,21.69,35.7396264906715041,43.0157204927055018,11.3520433922983538,33.3333333333333333,0.00,,252,1.57,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,33.33,BELOW_TREND,MODERATE_COALITION_TIER,0.00,53.09,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2006-2009,1,2006,autumn,M,S,3,83,0,0.00,56.29,7.00,45,64,46,0.5301204819277109,0.6867469879518072,4,2.56,273,50.01,0.00,49.54,42.6957896880496614,28.2383768194297392,15.3589718325718249,0.85333333333333333333,-2.56,-100.00,-190,6.28,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.85,ON_TREND,STRONG_COALITION_TIER,-0.09,41.01,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,2,2015,autumn,C,L,4,95,9,9.47,4.67,3.42,77,37,9,0.5984251968503937,0.05511811023622047,3,100.00,343,2.70,100.00,6.06,31.0509595457950318,42.6688076950033065,10.3190271017155168,69.8233333333333333,-90.53,-90.53,-248,1.97,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,60.35,BELOW_TREND,STRONG_COALITION_TIER,-2.12,61.36,90.0,HIGH_PROBABILITY,8.25,STRONG_BRIDGE
2014-2017,4,2017,autumn,S,V,5,109,101,92.66,25.55,2.80,14,1,7,0.10236220472440945,0.5196850393700787,1,90.83,360,31.10,100.00,21.32,31.0509595457950318,42.8650577785828889,8.1541679500114612,94.4966666666666667,1.83,2.01,-251,-5.55,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_IMPROVEMENT,1.84,ON_TREND,WEAK_COALITION_TIER,0.04,88.56,50.0,MODERATE_PROBABILITY,92.66,WEAK_BRIDGE
2002-2005,1,2002,autumn,C,KD,3,90,5,5.56,13.49,5.00,16,71,18,0.16666666666666666,0.24444444444444444,2,,,,5.29,4.75,31.7570277295618059,43.0157204927055018,11.3520433922983538,5.5600000000000000,,,,,OPPOSITION,BASELINE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,,56.68,75.0,MODERATE_PROBABILITY,2.59,WEAK_BRIDGE
2018-2021,4,2021,autumn,C,SD,5,80,51,63.75,18.63,23.47,38,37,136,0.2740740740740741,0.6592592592592592,2,0.00,340,8.90,0.00,2.89,39.0017827824269138,30.1988374389920293,12.4561172120368232,21.2500000000000000,63.75,,-260,9.73,MODERATE_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_WEAKENING,-42.50,ABOVE_TREND,MODERATE_COALITION_TIER,2.11,72.87,50.0,HIGH_PROBABILITY,57.95,MODERATE_BRIDGE
2018-2021,3,2020,spring,KD,S,5,340,0,0.00,17.98,16.27,57,101,144,0.3916083916083916,0.6993006993006993,4,17.05,88,6.66,62.50,16.68,35.7396264906715041,32.5901277089135631,14.4808535710040908,39.0166666666666667,-17.05,-100.00,252,11.32,OPPOSITION,RAPIDLY_WEAKENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,39.02,BELOW_TREND,MODERATE_COALITION_TIER,-0.52,49.73,75.0,HIGH_PROBABILITY,0.00,MODERATE_BRIDGE
2006-2009,1,2006,autumn,KD,MP,3,83,0,0.00,51.33,10.05,45,64,57,0.5301204819277109,0.5542168674698795,4,0.00,273,34.12,0.28,14.83,42.6957896880496614,31.6301988646497904,16.4826756025947198,0.00000000000000000000,0.00,,-190,17.21,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,41.59,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
