value,count
statustext,87986
Tilldelat,81106
Motionskategori,77361
Utskottets förslag till beslut,12929
Beslut i korthet,6701
Riksdagens beslut,6676
Utskottets förslag,6664
Beslut,6663
Motionsgrund,5730
Inlämnat av,3749
Datum och tid för beslutet,1447
Datum och tid för debatten,1444
Beslutat,562
Sammanfattning av ärendet,44
Granskningstext,16
tomt,1
