embedded_id_vote_date,embedded_id_intressent_id,first_name,last_name,gender,born_year,party,number_ballots,avg_born_year,avg_percentage_yes,avg_percentage_no,avg_percentage_absent,avg_percentage_abstain,avg_percentage_male,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_avg_born_year,party_avg_percentage_male,party_percentage_yes,party_percentage_no,party_percentage_abstain,party_percentage_absent,party_won_total,politician_yes_votes,politician_no_votes,politician_abstain_votes,politician_absent_votes,politician_percentage_yes,politician_percentage_no,politician_percentage_abstain,politician_percentage_absent,won_percentage,won_total,rebel_percentage,rebel_total,party_won_percentage,approved_total,approved_percentage,percentage_yes,percentage_no,percentage_abstain,percentage_absent,avg_percentage_approved
2020-01-01,0204240926023,Markus,Wiechel,MAN,1988,SD,417,1973,21.10,6.69,68.56,3.66,51.78,145533,31636,10195,4492,99210,25854,4092,2797,1630,17335,1975,70.97,15.83,10.82,6.30,67.05,193,73,52,21,271,17.51,12.47,5.04,64.99,17.75,74,0.00,0,46.28,409,98.08,21.74,7.01,3.09,68.17,98.33
2005-01-01,0817433088402,Nils Fredrik,Aurelius,MAN,1946,M,425,1954,55.86,20.63,18.55,4.95,54.29,148325,83689,30275,7286,27075,23375,7591,9361,1934,4489,1954,58.18,32.47,40.05,8.27,19.20,200,159,196,43,27,37.41,46.12,10.12,6.35,41.18,175,0.24,1,47.06,409,96.24,56.42,20.41,4.91,18.25,96.34
2002-01-01,0792716417210,Lars,Bäckström,MAN,1953,V,88,1954,64.34,16.93,10.95,7.78,54.57,30712,19671,5381,2298,3362,2640,1666,415,61,498,1953,50.00,63.11,15.72,2.31,18.86,68,64,16,2,6,72.73,18.18,2.27,6.82,70.45,62,0.00,0,77.27,86,97.73,64.05,17.52,7.48,10.95,98.38
2017-01-01,0603753860213,Carina,Ståhl Herrstedt,KVINNA,1971,SD,492,1969,62.37,17.84,14.28,5.52,53.76,171708,107780,30435,9846,23647,23056,10330,6812,2350,3564,1975,77.94,44.80,29.55,10.19,15.46,267,244,166,57,25,49.59,33.74,11.59,5.08,50.00,246,0.41,2,54.27,490,99.59,62.77,17.72,5.73,13.77,99.30
2003-01-01,0691468495629,Axel,Darvik,MAN,1982,L,487,1954,62.32,18.33,14.76,4.58,54.74,169963,105211,30741,9339,24672,23376,8685,8589,2257,3845,1956,50.90,37.15,36.74,9.66,16.45,248,207,204,53,23,42.51,41.89,10.88,4.72,44.97,219,0.00,0,50.92,475,97.54,61.90,18.09,5.49,14.52,96.87
2020-01-01,0229760896014,Anders,W Jonsson,MAN,1961,C,417,1973,21.10,6.69,68.56,3.66,51.78,145533,31636,10195,4492,99210,12927,2908,885,409,8725,1972,62.41,22.50,6.85,3.16,67.49,305,58,20,5,334,13.91,4.80,1.20,80.10,13.91,58,0.00,0,73.14,409,98.08,21.74,7.01,3.09,68.17,98.33
2019-01-01,0150118366721,Linda,Westerlund Snecker,KVINNA,1983,V,446,1973,64.02,16.85,9.80,9.33,52.83,155654,98012,25996,15784,15862,12434,7818,2091,1517,1008,1975,33.86,62.88,16.82,12.20,8.11,316,275,71,57,43,61.66,15.92,12.78,9.64,61.43,274,0.00,0,70.85,445,99.78,62.97,16.70,10.14,10.19,99.77
2009-01-01,0534056896314,Lars,Gustafsson,MAN,1951,KD,338,1959,50.31,29.80,18.13,1.77,52.83,117962,60520,33889,2632,20921,8112,6639,3,5,1465,1954,52.95,81.84,0.04,0.06,18.06,338,293,0,0,45,86.69,0.00,0.00,13.31,86.69,293,0.00,0,100.00,338,100.00,51.30,28.73,2.23,17.74,100.00
2002-01-01,0602796111612,Heli,Berg,KVINNA,1953,L,88,1954,64.34,16.93,10.95,7.78,54.57,30712,19671,5381,2298,3362,4224,1738,1419,628,439,1956,51.89,41.15,33.59,14.87,10.39,53,29,21,10,28,32.95,23.86,11.36,31.82,35.23,31,0.00,0,60.23,86,97.73,64.05,17.52,7.48,10.95,98.38
2015-01-01,0210198640127,Fredrik,Schulte,MAN,1981,M,358,1969,66.10,16.43,13.18,4.29,55.05,124942,82215,20954,5436,16337,30072,18124,7057,1270,3621,1968,50.19,60.27,23.47,4.22,12.04,253,245,96,17,0,68.44,26.82,4.75,0.00,68.72,246,0.00,0,70.67,357,99.72,65.80,16.77,4.35,13.08,99.84
2007-01-01,0591624095901,Björn,Leivik,MAN,1948,M,310,1958,55.98,23.69,18.17,2.16,52.03,108190,61180,24786,2636,19588,30070,26002,0,10,4058,1959,57.33,86.47,0.00,0.03,13.50,310,228,0,0,82,73.55,0.00,0.00,26.45,73.55,228,0.00,0,100.00,310,100.00,56.55,22.91,2.44,18.11,100.00
