embedded_id_vote_date,embedded_id_party,number_ballots,avg_born_year,avg_total_votes,avg_yes_votes,avg_no_votes,avg_abstain_votes,avg_absent_votes,percentage_approved,avg_percentage_yes,avg_percentage_no,avg_percentage_absent,avg_percentage_abstain,avg_percentage_male,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_avg_born_year,party_avg_percentage_male,party_percentage_yes,party_percentage_no,party_percentage_abstain,party_percentage_absent,percentage_yes,percentage_no,percentage_abstain,percentage_absent,party_won_total,party_won_percentage,approved_total,approved_percentage
2017-05-03,SD,23,1969,349,231.13,59.57,14.65,43.65,100.00,66.23,17.07,12.51,4.20,53.87,8027,5316,1370,337,1004,1081,385,511,82,103,1975,78.72,35.62,47.27,7.59,9.53,66.23,17.07,4.20,12.51,10,43.48,23,100.00
2019-12-18,C,5,1973,349,195.40,45.20,81.40,27.00,100.00,55.99,12.95,7.74,23.32,52.72,1745,977,226,407,135,155,145,0,0,10,1972,64.52,93.55,0.00,0.00,6.45,55.99,12.95,23.32,7.74,5,100.00,5,100.00
2019-06-13,L,2,1973,349,215.00,82.50,21.00,30.50,100.00,61.61,23.64,8.74,6.02,52.72,698,430,165,42,61,38,36,0,0,2,1970,57.89,94.74,0.00,0.00,5.26,61.60,23.64,6.02,8.74,2,100.00,2,100.00
2009-02-18,S,9,1959,349,182.33,86.33,15.56,64.78,100.00,52.25,24.74,18.56,4.46,52.72,3141,1641,777,140,583,1170,308,627,0,235,1958,52.31,26.32,53.59,0.00,20.09,52.24,24.74,4.46,18.56,3,33.33,9,100.00
2010-02-26,MP,4,1959,349,186.25,99.00,9.50,54.25,100.00,53.37,28.37,15.55,2.72,53.01,1396,745,396,38,217,76,36,36,0,4,1964,57.89,47.37,47.37,0.00,5.26,53.37,28.37,2.72,15.54,2,50.00,4,100.00
2014-04-10,KD,7,1963,349,172.29,85.86,22.71,68.14,100.00,49.36,24.60,19.52,6.51,57.02,2443,1206,601,159,477,133,105,0,0,28,1961,57.89,78.95,0.00,0.00,21.05,49.37,24.60,6.51,19.53,7,100.00,7,100.00
2025-04-24,-,11,1975,349,161.45,65.55,63.91,58.09,100.00,46.26,18.78,16.65,18.31,55.87,3839,1776,721,703,639,22,0,0,0,22,1964,50.00,0.00,0.00,0.00,100.00,46.26,18.78,18.31,16.64,0,0.00,11,100.00
2021-06-22,-,43,1973,349,36.67,15.21,4.12,293.00,83.72,10.51,4.36,83.95,1.18,53.01,15007,1577,654,177,12599,86,21,11,11,43,1970,0.00,24.42,12.79,12.79,50.00,10.51,4.36,1.18,83.95,25,58.14,36,83.72
2009-03-04,M,2,1959,349,151.00,144.50,0.00,53.50,100.00,43.27,41.41,15.33,0.00,51.86,698,302,289,0,107,194,168,0,0,26,1959,56.70,86.60,0.00,0.00,13.40,43.27,41.40,0.00,15.33,2,100.00,2,100.00
2020-02-19,S,18,1973,349,229.94,68.72,13.00,37.33,94.44,65.89,19.69,10.70,3.72,52.72,6282,4139,1237,234,672,1800,1495,87,1,217,1972,51.00,83.06,4.83,0.06,12.06,65.89,19.69,3.72,10.70,16,88.89,17,94.44
2009-09-30,MP,6,1958,349,188.17,92.17,12.00,56.67,100.00,53.92,26.41,16.24,3.44,53.96,2094,1129,553,72,340,114,30,45,14,25,1964,57.89,26.32,39.47,12.28,21.93,53.92,26.41,3.44,16.24,2,33.33,6,100.00
2010-04-12,M,2,1959,349,199.00,86.00,0.00,64.00,100.00,57.02,24.64,18.34,0.00,53.01,698,398,172,0,128,192,165,0,0,27,1960,57.29,85.94,0.00,0.00,14.06,57.02,24.64,0.00,18.34,2,100.00,2,100.00
2008-04-03,S,2,1958,349,186.50,74.50,9.50,78.50,100.00,53.44,21.35,22.50,2.72,53.30,698,373,149,19,157,260,95,101,1,63,1958,52.31,36.54,38.85,0.38,24.23,53.44,21.35,2.72,22.49,1,50.00,2,100.00
2017-05-10,SD,28,1969,349,207.61,70.54,26.29,44.57,100.00,59.49,20.21,12.77,7.53,53.87,9772,5813,1975,736,1248,1316,814,172,214,116,1975,78.72,61.85,13.07,16.26,8.81,59.49,20.21,7.53,12.77,19,67.86,28,100.00
2023-06-20,-,14,1975,349,199.57,80.21,23.14,46.07,100.00,57.18,22.98,13.20,6.63,52.72,4886,2794,1123,324,645,14,10,1,3,0,1968,0.00,71.43,7.14,21.43,0.00,57.18,22.98,6.63,13.20,10,71.43,14,100.00
2008-12-12,V,4,1958,349,183.00,88.75,12.25,65.00,100.00,52.44,25.43,18.63,3.51,53.30,1396,732,355,49,260,88,0,39,40,9,1958,36.36,0.00,44.32,45.45,10.23,52.44,25.43,3.51,18.62,0,0.00,4,100.00
2008-11-18,V,6,1958,349,206.83,73.33,8.50,60.33,100.00,59.27,21.01,17.29,2.44,53.01,2094,1241,440,51,362,132,1,74,36,21,1958,36.36,0.76,56.06,27.27,15.91,59.26,21.01,2.44,17.29,0,0.00,6,100.00
2014-11-19,MP,1,1969,349,278.00,19.00,0.00,52.00,100.00,79.66,5.44,14.90,0.00,55.30,349,278,19,0,52,25,22,0,0,3,1969,48.00,88.00,0.00,0.00,12.00,79.66,5.44,0.00,14.90,1,100.00,1,100.00
2013-05-20,V,5,1963,349,274.60,35.20,0.00,39.20,100.00,78.68,10.08,11.23,0.00,56.16,1745,1373,176,0,196,95,68,17,0,10,1960,42.11,71.58,17.89,0.00,10.53,78.68,10.09,0.00,11.23,4,80.00,5,100.00
2007-01-31,C,1,1958,349,141.00,100.00,34.00,74.00,100.00,40.40,28.65,21.20,9.74,51.86,349,141,100,34,74,29,24,0,0,5,1956,51.72,82.76,0.00,0.00,17.24,40.40,28.65,9.74,21.20,1,100.00,1,100.00
2009-03-03,S,4,1959,349,152.00,97.00,30.75,69.25,100.00,43.56,27.79,19.84,8.81,51.86,1396,608,388,123,277,520,18,323,72,107,1959,51.54,3.46,62.12,13.85,20.58,43.55,27.79,8.81,19.84,1,25.00,4,100.00
2012-02-21,S,2,1963,349,228.00,76.50,0.00,44.50,100.00,65.33,21.92,12.75,0.00,55.59,698,456,153,0,89,224,97,97,0,30,1962,51.79,43.30,43.30,0.00,13.39,65.33,21.92,0.00,12.75,1,50.00,2,100.00
2017-09-27,SD,2,1969,349,267.50,48.50,0.00,33.00,100.00,76.65,13.90,9.46,0.00,53.58,698,535,97,0,66,92,80,0,0,12,1975,78.26,86.96,0.00,0.00,13.04,76.65,13.90,0.00,9.46,2,100.00,2,100.00
2013-09-19,S,7,1963,349,218.00,62.86,0.00,68.14,100.00,62.46,18.01,19.52,0.00,55.87,2443,1526,440,0,477,784,348,261,0,175,1962,50.89,44.39,33.29,0.00,22.32,62.46,18.01,0.00,19.53,4,57.14,7,100.00
2016-03-16,-,14,1969,349,222.64,77.29,15.93,33.14,100.00,63.79,22.15,9.50,4.56,55.01,4886,3117,1082,223,464,14,0,0,0,14,1964,0.00,0.00,0.00,0.00,100.00,63.79,22.14,4.56,9.50,0,0.00,14,100.00
2018-05-16,V,10,1970,349,228.80,51.20,28.50,40.50,100.00,65.56,14.67,11.60,8.17,54.15,3490,2288,512,285,405,210,159,21,20,10,1972,38.10,75.71,10.00,9.52,4.76,65.56,14.67,8.17,11.60,8,80.00,10,100.00
2022-11-17,S,1,1975,349,247.00,56.00,0.00,46.00,100.00,70.77,16.05,13.18,0.00,52.72,349,247,56,0,46,107,93,0,0,14,1975,48.60,86.92,0.00,0.00,13.08,70.77,16.05,0.00,13.18,1,100.00,1,100.00
2006-04-19,C,1,1954,349,232.00,24.00,21.00,72.00,100.00,66.48,6.88,20.63,6.02,53.87,349,232,24,21,72,22,18,0,0,4,1954,54.55,81.82,0.00,0.00,18.18,66.48,6.88,6.02,20.63,1,100.00,1,100.00
2016-11-09,C,4,1969,349,192.50,70.50,13.00,73.00,100.00,55.16,20.21,20.92,3.73,54.44,1396,770,282,52,292,88,26,26,0,36,1967,63.64,29.55,29.55,0.00,40.91,55.16,20.20,3.72,20.92,2,50.00,4,100.00
2011-02-09,S,7,1963,349,231.71,74.43,0.14,42.71,85.71,66.39,21.32,12.24,0.04,54.27,2443,1622,521,1,299,784,486,195,0,103,1962,52.17,61.99,24.87,0.00,13.14,66.39,21.33,0.04,12.24,4,57.14,6,85.71
2010-01-22,C,5,1959,349,171.00,111.40,0.60,66.00,100.00,48.99,31.92,18.91,0.17,53.30,1745,855,557,3,330,145,107,0,0,38,1957,58.62,73.79,0.00,0.00,26.21,49.00,31.92,0.17,18.91,5,100.00,5,100.00
2017-03-30,V,5,1969,349,221.80,56.20,0.00,71.00,100.00,63.55,16.11,20.34,0.00,53.30,1745,1109,281,0,355,105,80,20,0,5,1970,42.86,76.19,19.05,0.00,4.76,63.55,16.10,0.00,20.34,4,80.00,5,100.00
2009-02-16,M,2,1959,349,192.00,67.00,10.50,79.50,100.00,55.01,19.20,22.78,3.01,52.29,698,384,134,21,159,194,162,0,0,32,1959,57.22,83.51,0.00,0.00,16.49,55.01,19.20,3.01,22.78,2,100.00,2,100.00
2010-03-10,S,1,1959,349,146.00,138.00,0.00,65.00,100.00,41.83,39.54,18.62,0.00,53.01,349,146,138,0,65,130,0,102,0,28,1959,53.08,0.00,78.46,0.00,21.54,41.83,39.54,0.00,18.62,0,0.00,1,100.00
2010-04-30,S,1,1959,349,145.00,139.00,0.00,65.00,100.00,41.55,39.83,18.62,0.00,53.01,349,145,139,0,65,130,0,107,0,23,1959,52.31,0.00,82.31,0.00,17.69,41.55,39.83,0.00,18.62,0,0.00,1,100.00
2017-05-04,KD,2,1969,349,216.00,45.50,36.00,51.50,100.00,61.90,13.04,14.76,10.32,53.87,698,432,91,72,103,32,28,0,0,4,1967,68.75,87.50,0.00,0.00,12.50,61.89,13.04,10.32,14.76,2,100.00,2,100.00
2015-10-14,MP,1,1969,349,254.00,43.00,0.00,52.00,100.00,72.78,12.32,14.90,0.00,54.73,349,254,43,0,52,25,25,0,0,0,1969,48.00,100.00,0.00,0.00,0.00,72.78,12.32,0.00,14.90,1,100.00,1,100.00
2024-05-15,SD,23,1975,349,230.00,54.26,18.52,46.22,100.00,65.90,15.55,13.24,5.31,52.72,8027,5290,1248,426,1063,1656,1220,122,61,253,1976,73.61,73.67,7.37,3.68,15.28,65.90,15.55,5.31,13.24,20,86.96,23,100.00
2009-11-23,C,1,1959,349,144.00,137.00,0.00,68.00,100.00,41.26,39.26,19.48,0.00,53.58,349,144,137,0,68,29,23,0,0,6,1957,58.62,79.31,0.00,0.00,20.69,41.26,39.26,0.00,19.48,1,100.00,1,100.00
2011-05-12,MP,3,1963,349,201.00,82.00,0.33,65.67,100.00,57.59,23.50,18.81,0.10,53.87,1047,603,246,1,197,75,21,42,0,12,1965,44.00,28.00,56.00,0.00,16.00,57.59,23.50,0.10,18.82,1,33.33,3,100.00
2012-11-20,V,6,1963,349,213.33,70.00,30.33,35.33,100.00,61.13,20.06,10.13,8.69,57.02,2094,1280,420,182,212,114,0,45,41,28,1960,42.11,0.00,39.47,35.96,24.56,61.13,20.06,8.69,10.12,0,0.00,6,100.00
2013-01-31,MP,6,1963,349,239.33,37.50,18.17,54.00,100.00,68.58,10.74,15.47,5.21,56.73,2094,1436,225,109,324,150,40,60,20,30,1964,56.00,26.67,40.00,13.33,20.00,68.58,10.74,5.21,15.47,2,33.33,6,100.00
2020-04-22,S,22,1973,349,33.73,12.73,8.50,294.05,100.00,9.66,3.65,84.25,2.44,52.44,7678,742,280,187,6469,2200,305,47,0,1848,1972,51.00,13.86,2.14,0.00,84.00,9.66,3.65,2.44,84.25,19,86.36,22,100.00
2004-01-01,MP,13,1954,349,207.23,59.54,29.77,52.46,100.00,59.38,17.06,15.03,8.53,54.88,4537,2694,774,387,682,221,149,25,24,23,1955,47.06,67.42,11.31,10.86,10.41,59.38,17.06,8.53,15.03,10,76.92,13,100.00
2012-03-27,MP,2,1963,349,222.50,87.50,0.00,39.00,100.00,63.76,25.08,11.17,0.00,56.45,698,445,175,0,78,50,0,46,0,4,1964,48.00,0.00,92.00,0.00,8.00,63.75,25.07,0.00,11.17,0,0.00,2,100.00
2010-05-21,V,3,1959,349,157.67,116.00,0.00,75.33,100.00,45.18,33.24,21.59,0.00,53.01,1047,473,348,0,226,66,30,16,0,20,1958,36.36,45.45,24.24,0.00,30.30,45.18,33.24,0.00,21.59,2,66.67,3,100.00
2015-05-27,MP,2,1969,349,242.50,73.50,0.00,33.00,100.00,69.48,21.06,9.46,0.00,55.01,698,485,147,0,66,50,40,0,0,10,1969,48.00,80.00,0.00,0.00,20.00,69.48,21.06,0.00,9.46,2,100.00,2,100.00
2005-01-25,C,12,1954,349,192.42,85.08,10.50,61.00,83.33,55.13,24.38,17.48,3.01,53.75,4188,2309,1021,126,732,264,73,126,17,48,1954,50.00,27.65,47.73,6.44,18.18,55.13,24.38,3.01,17.48,6,50.00,10,83.33
2009-11-25,M,7,1959,349,177.57,99.71,6.00,65.71,100.00,50.88,28.57,18.83,1.72,53.58,2443,1243,698,42,460,679,580,0,0,99,1959,57.73,85.42,0.00,0.00,14.58,50.88,28.57,1.72,18.83,7,100.00,7,100.00
2024-10-02,KD,7,1975,349,238.71,33.29,14.71,62.29,100.00,68.40,9.54,17.85,4.22,54.44,2443,1671,233,103,436,133,112,0,0,21,1970,73.68,84.21,0.00,0.00,15.79,68.40,9.54,4.22,17.85,7,100.00,7,100.00
2005-05-26,KD,7,1954,349,252.00,46.00,0.00,51.00,100.00,72.20,13.18,14.61,0.00,54.44,2443,1764,322,0,357,231,165,29,0,37,1951,69.70,71.43,12.55,0.00,16.02,72.21,13.18,0.00,14.61,6,85.71,7,100.00
2017-06-15,MP,13,1969,349,218.92,70.15,5.23,54.69,100.00,62.73,20.10,15.67,1.50,53.87,4537,2846,912,68,711,325,209,62,0,54,1968,44.00,64.31,19.08,0.00,16.62,62.73,20.10,1.50,15.67,10,76.92,13,100.00
2024-11-20,MP,7,1975,349,190.14,72.86,28.86,57.14,100.00,54.48,20.88,16.37,8.27,54.44,2443,1331,510,202,400,126,26,13,52,35,1978,33.33,20.63,10.32,41.27,27.78,54.48,20.88,8.27,16.37,2,28.57,7,100.00
2016-06-08,-,11,1969,349,230.36,68.09,6.36,44.18,100.00,66.01,19.51,12.66,1.82,54.15,3839,2534,749,70,486,11,0,0,0,11,1964,0.00,0.00,0.00,0.00,100.00,66.01,19.51,1.82,12.66,0,0.00,11,100.00
2021-02-11,KD,2,1973,349,34.00,16.50,3.50,295.00,100.00,9.75,4.73,84.53,1.01,52.44,698,68,33,7,590,44,0,3,3,38,1970,72.73,0.00,6.82,6.82,86.36,9.74,4.73,1.00,84.53,0,0.00,2,100.00
2026-01-28,L,13,1975,349,222.31,45.62,28.85,52.23,100.00,63.70,13.07,14.97,8.27,55.30,4537,2890,593,375,679,208,181,0,0,27,1974,50.00,87.02,0.00,0.00,12.98,63.70,13.07,8.27,14.97,13,100.00,13,100.00
2008-04-04,S,8,1958,349,177.00,90.25,6.88,74.88,100.00,50.72,25.86,21.45,1.97,53.30,2792,1416,722,55,599,1040,199,599,1,241,1958,52.31,19.13,57.60,0.10,23.17,50.72,25.86,1.97,21.45,2,25.00,8,100.00
2021-11-10,S,3,1973,349,240.33,69.67,0.00,39.00,100.00,68.86,19.96,11.17,0.00,52.44,1047,721,209,0,117,300,264,0,0,36,1973,49.00,88.00,0.00,0.00,12.00,68.86,19.96,0.00,11.17,3,100.00,3,100.00
2015-12-09,C,20,1969,349,205.95,59.85,21.40,61.80,100.00,59.01,17.15,17.71,6.13,55.01,6980,4119,1197,428,1236,440,165,134,80,61,1965,68.18,37.50,30.45,18.18,13.86,59.01,17.15,6.13,17.71,9,45.00,20,100.00
2018-02-28,M,10,1969,349,223.20,60.10,11.60,54.10,100.00,63.95,17.22,15.50,3.32,54.44,3490,2232,601,116,541,830,439,291,0,100,1968,50.60,52.89,35.06,0.00,12.05,63.95,17.22,3.32,15.50,6,60.00,10,100.00
2022-05-05,MP,27,1973,349,169.74,82.37,31.85,65.04,66.67,48.64,23.60,18.63,9.13,53.01,9423,4583,2224,860,1756,432,153,133,11,135,1978,31.25,35.42,30.79,2.55,31.25,48.64,23.60,9.13,18.64,23,85.19,18,66.67
2014-12-11,S,2,1969,349,217.00,32.50,62.50,37.00,100.00,62.18,9.31,10.60,17.91,55.59,698,434,65,125,74,226,204,0,0,22,1968,49.56,90.27,0.00,0.00,9.73,62.18,9.31,17.91,10.60,2,100.00,2,100.00
2009-04-02,V,3,1958,349,171.67,81.33,9.67,86.33,100.00,49.19,23.31,24.74,2.77,52.15,1047,515,244,29,259,66,0,35,16,15,1958,36.36,0.00,53.03,24.24,22.73,49.19,23.30,2.77,24.74,0,0.00,3,100.00
2021-02-03,KD,18,1973,349,33.33,13.61,8.06,294.00,100.00,9.55,3.90,84.24,2.31,51.86,6282,600,245,145,5292,396,24,12,18,342,1969,68.18,6.06,3.03,4.55,86.36,9.55,3.90,2.31,84.24,8,44.44,18,100.00
2005-04-26,KD,7,1954,349,196.86,79.43,9.71,63.00,100.00,56.41,22.76,18.05,2.78,54.73,2443,1378,556,68,441,231,24,122,23,62,1951,69.70,10.39,52.81,9.96,26.84,56.41,22.76,2.78,18.05,1,14.29,7,100.00
2010-06-14,L,2,1959,349,302.50,10.50,0.00,36.00,100.00,86.68,3.01,10.32,0.00,53.01,698,605,21,0,72,56,51,0,0,5,1960,42.86,91.07,0.00,0.00,8.93,86.68,3.01,0.00,10.32,2,100.00,2,100.00
2010-02-02,KD,1,1959,349,151.00,123.00,18.00,57.00,100.00,43.27,35.24,16.33,5.16,53.30,349,151,123,18,57,24,20,0,0,4,1953,58.33,83.33,0.00,0.00,16.67,43.27,35.24,5.16,16.33,1,100.00,1,100.00
2009-02-02,KD,7,1959,349,179.14,82.86,21.00,66.00,100.00,51.33,23.74,18.91,6.02,52.72,2443,1254,580,147,462,168,130,0,1,37,1954,50.00,77.38,0.00,0.60,22.02,51.33,23.74,6.02,18.91,7,100.00,7,100.00
2003-03-06,MP,9,1954,349,264.22,34.89,11.11,38.78,100.00,75.71,9.99,11.11,3.18,53.87,3141,2378,314,100,349,153,97,28,0,28,1954,47.06,63.40,18.30,0.00,18.30,75.71,10.00,3.18,11.11,7,77.78,9,100.00
2014-06-17,KD,22,1963,349,219.36,87.68,7.86,34.09,100.00,62.86,25.12,9.77,2.25,56.45,7678,4826,1929,173,750,418,336,16,0,66,1961,57.89,80.38,3.83,0.00,15.79,62.85,25.12,2.25,9.77,21,95.45,22,100.00
2003-02-18,KD,14,1954,349,258.71,52.50,0.36,37.43,100.00,74.13,15.04,10.72,0.10,53.87,4886,3622,735,5,524,462,261,148,0,53,1951,66.67,56.49,32.03,0.00,11.47,74.13,15.04,0.10,10.72,9,64.29,14,100.00
2022-03-31,MP,25,1973,349,180.20,67.64,37.88,63.28,96.00,51.63,19.38,18.13,10.85,53.30,8725,4505,1691,947,1582,400,186,55,34,125,1978,31.25,46.50,13.75,8.50,31.25,51.63,19.38,10.85,18.13,18,72.00,24,96.00
2024-03-14,MP,2,1975,349,245.50,42.50,8.00,53.00,100.00,70.35,12.18,15.19,2.29,53.01,698,491,85,16,106,36,16,0,16,4,1978,33.33,44.44,0.00,44.44,11.11,70.34,12.18,2.29,15.19,1,50.00,2,100.00
2004-03-04,C,1,1954,349,163.00,131.00,1.00,54.00,100.00,46.70,37.54,15.47,0.29,54.73,349,163,131,1,54,22,0,16,0,6,1955,50.00,0.00,72.73,0.00,27.27,46.70,37.54,0.29,15.47,0,0.00,1,100.00
2010-06-14,KD,2,1959,349,302.50,10.50,0.00,36.00,100.00,86.68,3.01,10.32,0.00,53.01,698,605,21,0,72,48,40,0,0,8,1955,54.17,83.33,0.00,0.00,16.67,86.68,3.01,0.00,10.32,2,100.00,2,100.00
2012-11-13,KD,3,1963,349,156.00,101.00,54.00,38.00,100.00,44.70,28.94,10.89,15.47,56.73,1047,468,303,162,114,57,48,0,0,9,1962,52.63,84.21,0.00,0.00,15.79,44.70,28.94,15.47,10.89,3,100.00,3,100.00
2011-02-02,V,16,1963,349,248.56,47.63,1.13,51.69,100.00,71.22,13.64,14.81,0.32,54.44,5584,3977,762,18,827,304,174,82,0,48,1960,42.11,57.24,26.97,0.00,15.79,71.22,13.65,0.32,14.81,11,68.75,16,100.00
2017-03-23,KD,6,1969,349,193.00,76.00,27.00,53.00,100.00,55.30,21.78,15.19,7.74,53.30,2094,1158,456,162,318,96,13,52,13,18,1968,62.50,13.54,54.17,13.54,18.75,55.30,21.78,7.74,15.19,1,16.67,6,100.00
2012-10-26,C,1,1963,349,281.00,20.00,0.00,48.00,100.00,80.52,5.73,13.75,0.00,56.16,349,281,20,0,48,23,18,0,0,5,1963,65.22,78.26,0.00,0.00,21.74,80.52,5.73,0.00,13.75,1,100.00,1,100.00
2013-01-31,V,6,1963,349,239.33,37.50,18.17,54.00,100.00,68.58,10.74,15.47,5.21,56.73,2094,1436,225,109,324,114,64,32,0,18,1961,47.37,56.14,28.07,0.00,15.79,68.58,10.74,5.21,15.47,4,66.67,6,100.00
2012-11-09,SD,1,1963,349,265.00,38.00,0.00,46.00,100.00,75.93,10.89,13.18,0.00,56.73,349,265,38,0,46,20,19,0,0,1,1968,85.00,95.00,0.00,0.00,5.00,75.93,10.89,0.00,13.18,1,100.00,1,100.00
2021-03-10,MP,14,1973,349,41.36,7.64,6.00,294.00,100.00,11.85,2.19,84.24,1.72,52.72,4886,579,107,84,4116,224,42,0,0,182,1978,25.00,18.75,0.00,0.00,81.25,11.85,2.19,1.72,84.24,14,100.00,14,100.00
2023-10-25,S,3,1975,349,178.33,120.00,0.00,50.67,100.00,51.10,34.38,14.52,0.00,53.01,1047,535,360,0,152,321,0,282,0,39,1975,48.60,0.00,87.85,0.00,12.15,51.10,34.38,0.00,14.52,0,0.00,3,100.00
2012-03-05,V,3,1963,349,157.67,140.67,6.33,44.33,66.67,45.18,40.31,12.70,1.82,55.59,1047,473,422,19,133,57,18,36,0,3,1962,36.84,31.58,63.16,0.00,5.26,45.18,40.31,1.81,12.70,0,0.00,2,66.67
2021-10-27,L,4,1973,349,215.00,73.25,18.75,42.00,100.00,61.61,20.99,12.03,5.37,52.44,1396,860,293,75,168,80,51,17,0,12,1971,55.00,63.75,21.25,0.00,15.00,61.60,20.99,5.37,12.03,3,75.00,4,100.00
2004-02-10,M,2,1954,349,200.50,82.50,0.00,66.00,100.00,57.45,23.64,18.91,0.00,55.01,698,401,165,0,132,110,44,44,0,22,1953,61.82,40.00,40.00,0.00,20.00,57.45,23.64,0.00,18.91,1,50.00,2,100.00
2008-11-26,M,1,1958,349,153.00,148.00,0.00,48.00,100.00,43.84,42.41,13.75,0.00,53.01,349,153,148,0,48,97,88,0,0,9,1959,57.73,90.72,0.00,0.00,9.28,43.84,42.41,0.00,13.75,1,100.00,1,100.00
2010-03-26,V,1,1959,349,280.00,18.00,0.00,51.00,100.00,80.23,5.16,14.61,0.00,53.01,349,280,18,0,51,22,0,18,0,4,1958,36.36,0.00,81.82,0.00,18.18,80.23,5.16,0.00,14.61,0,0.00,1,100.00
2007-12-04,M,4,1958,349,184.50,98.00,0.00,66.50,100.00,52.87,28.08,19.06,0.00,53.01,1396,738,392,0,266,388,335,0,0,53,1959,57.73,86.34,0.00,0.00,13.66,52.87,28.08,0.00,19.05,4,100.00,4,100.00
2024-04-10,M,13,1975,349,186.54,68.85,43.31,50.31,100.00,53.45,19.73,14.42,12.41,52.44,4537,2425,895,563,654,884,766,0,0,118,1976,50.00,86.65,0.00,0.00,13.35,53.45,19.73,12.41,14.41,13,100.00,13,100.00
2007-03-20,V,1,1958,349,261.00,36.00,1.00,51.00,100.00,74.79,10.32,14.61,0.29,51.29,349,261,36,1,51,22,0,19,0,3,1958,36.36,0.00,86.36,0.00,13.64,74.79,10.32,0.29,14.61,0,0.00,1,100.00
2005-01-25,MP,12,1954,349,192.42,85.08,10.50,61.00,83.33,55.13,24.38,17.48,3.01,53.75,4188,2309,1021,126,732,204,100,81,3,20,1957,47.06,49.02,39.71,1.47,9.80,55.13,24.38,3.01,17.48,9,75.00,10,83.33
2006-03-23,M,22,1954,349,193.05,72.36,14.73,68.86,86.36,55.31,20.73,19.73,4.22,54.44,7678,4247,1592,324,1515,1210,397,471,88,254,1954,58.18,32.81,38.93,7.27,20.99,55.31,20.73,4.22,19.73,14,63.64,19,86.36
2019-05-15,S,32,1973,349,254.56,52.94,9.41,32.09,100.00,72.94,15.17,9.20,2.70,53.01,11168,8146,1694,301,1027,3200,2727,88,1,384,1972,52.00,85.22,2.75,0.03,12.00,72.94,15.17,2.70,9.20,31,96.88,32,100.00
2009-09-03,S,1,1958,349,148.00,106.00,34.00,61.00,100.00,42.41,30.37,17.48,9.74,53.58,349,148,106,34,61,130,1,106,0,23,1958,53.08,0.77,81.54,0.00,17.69,42.41,30.37,9.74,17.48,0,0.00,1,100.00
2015-01-28,C,2,1969,349,278.50,30.50,0.00,40.00,100.00,79.80,8.74,11.46,0.00,55.30,698,557,61,0,80,44,38,0,0,6,1967,59.09,86.36,0.00,0.00,13.64,79.80,8.74,0.00,11.46,2,100.00,2,100.00
2021-02-10,SD,12,1973,349,40.42,12.75,1.83,294.00,91.67,11.58,3.65,84.24,0.53,52.15,4188,485,153,22,3528,744,60,50,10,624,1975,70.97,8.06,6.72,1.34,83.87,11.58,3.65,0.53,84.24,5,41.67,11,91.67
2011-06-22,S,6,1963,349,255.17,32.00,22.50,39.33,100.00,73.11,9.17,11.27,6.45,54.73,2094,1531,192,135,236,672,494,98,1,79,1962,52.68,73.51,14.58,0.15,11.76,73.11,9.17,6.45,11.27,5,83.33,6,100.00
2008-04-09,MP,5,1958,349,166.80,100.60,7.00,74.60,100.00,47.79,28.83,21.37,2.01,53.30,1745,834,503,35,373,95,30,47,0,18,1964,57.89,31.58,49.47,0.00,18.95,47.79,28.83,2.01,21.38,2,40.00,5,100.00
2011-11-17,KD,12,1963,349,179.08,84.33,28.67,56.92,100.00,51.31,24.17,16.31,8.22,54.73,4188,2149,1012,344,683,228,202,0,0,26,1961,57.89,88.60,0.00,0.00,11.40,51.31,24.16,8.21,16.31,12,100.00,12,100.00
2009-02-17,L,6,1959,349,195.83,63.33,2.00,87.83,100.00,56.11,18.15,25.17,0.57,52.72,2094,1175,380,12,527,168,96,0,0,72,1960,42.86,57.14,0.00,0.00,42.86,56.11,18.15,0.57,25.17,6,100.00,6,100.00
2012-02-27,-,1,1963,349,287.00,18.00,0.00,44.00,100.00,82.23,5.16,12.61,0.00,55.59,349,287,18,0,44,1,0,1,0,0,1988,100.00,0.00,100.00,0.00,0.00,82.23,5.16,0.00,12.61,0,0.00,1,100.00
2021-12-02,S,4,1973,349,231.25,75.75,0.00,42.00,100.00,66.26,21.71,12.03,0.00,53.30,1396,925,303,0,168,400,179,177,0,44,1972,51.00,44.75,44.25,0.00,11.00,66.26,21.70,0.00,12.03,2,50.00,4,100.00
2010-12-01,V,14,1963,349,199.64,109.43,5.50,34.43,100.00,57.21,31.35,9.87,1.58,54.73,4886,2795,1532,77,482,266,36,173,56,1,1960,42.11,13.53,65.04,21.05,0.38,57.20,31.35,1.58,9.86,2,14.29,14,100.00
2017-03-01,L,27,1969,349,232.37,62.67,17.59,36.37,100.00,66.58,17.96,10.42,5.04,53.87,9423,6274,1692,475,982,513,323,85,50,55,1969,57.89,62.96,16.57,9.75,10.72,66.58,17.96,5.04,10.42,20,74.07,27,100.00
2010-06-07,KD,1,1959,349,202.00,112.00,2.00,33.00,100.00,57.88,32.09,9.46,0.57,53.01,349,202,112,2,33,24,23,0,0,1,1955,54.17,95.83,0.00,0.00,4.17,57.88,32.09,0.57,9.46,1,100.00,1,100.00
