embedded_id_vote_date,embedded_id_party,number_ballots,avg_born_year,avg_total_votes,avg_yes_votes,avg_no_votes,avg_abstain_votes,avg_absent_votes,percentage_approved,avg_percentage_yes,avg_percentage_no,avg_percentage_absent,avg_percentage_abstain,avg_percentage_male,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_avg_born_year,party_avg_percentage_male,party_percentage_yes,party_percentage_no,party_percentage_abstain,party_percentage_absent,percentage_yes,percentage_no,percentage_abstain,percentage_absent,party_won_total,party_won_percentage,approved_total,approved_percentage
2009-05-04,KD,1,1959,349,146.00,136.00,0.00,67.00,100.00,41.83,38.97,19.20,0.00,52.44,349,146,136,0,67,24,21,0,0,3,1954,50.00,87.50,0.00,0.00,12.50,41.83,38.97,0.00,19.20,1,100.00,1,100.00
2019-11-13,S,3,1973,349,259.33,60.67,0.00,29.00,100.00,74.31,17.38,8.31,0.00,52.44,1047,778,182,0,87,300,186,93,0,21,1972,51.00,62.00,31.00,0.00,7.00,74.31,17.38,0.00,8.31,2,66.67,3,100.00
2008-06-18,KD,1,1958,349,143.00,138.00,1.00,67.00,100.00,40.97,39.54,19.20,0.29,53.30,349,143,138,1,67,24,19,0,0,5,1952,54.17,79.17,0.00,0.00,20.83,40.97,39.54,0.29,19.20,1,100.00,1,100.00
2013-02-28,C,2,1963,349,210.50,74.50,10.00,54.00,100.00,60.32,21.35,15.47,2.87,56.73,698,421,149,20,108,46,36,0,0,10,1963,65.22,78.26,0.00,0.00,21.74,60.32,21.35,2.87,15.47,2,100.00,2,100.00
2005-03-03,M,10,1954,349,228.50,55.40,10.60,54.50,100.00,65.47,15.87,15.62,3.04,54.44,3490,2285,554,106,545,550,275,184,0,91,1954,58.18,50.00,33.45,0.00,16.55,65.47,15.87,3.04,15.62,6,60.00,10,100.00
2016-06-16,S,13,1969,349,220.54,75.00,12.31,41.15,100.00,63.19,21.49,11.79,3.53,54.44,4537,2867,975,160,535,1469,1261,0,0,208,1968,50.44,85.84,0.00,0.00,14.16,63.19,21.49,3.53,11.79,13,100.00,13,100.00
2004-05-04,C,4,1954,349,229.25,75.00,0.25,44.50,100.00,65.69,21.49,12.75,0.07,55.01,1396,917,300,1,178,88,44,19,1,24,1955,50.00,50.00,21.59,1.14,27.27,65.69,21.49,0.07,12.75,3,75.00,4,100.00
2023-04-19,L,23,1975,349,226.39,63.09,14.83,44.70,100.00,64.87,18.08,12.81,4.25,52.15,8027,5207,1451,341,1028,368,322,0,0,46,1971,37.50,87.50,0.00,0.00,12.50,64.87,18.08,4.25,12.81,23,100.00,23,100.00
2011-04-27,V,18,1963,349,214.56,96.94,2.89,34.61,100.00,61.48,27.78,9.92,0.83,54.15,6282,3862,1745,52,623,342,45,211,32,54,1960,42.11,13.16,61.70,9.36,15.79,61.48,27.78,0.83,9.92,3,16.67,18,100.00
2020-03-18,L,20,1973,349,37.00,9.60,8.35,294.05,100.00,10.60,2.75,84.25,2.39,52.44,6980,740,192,167,5881,380,47,6,7,320,1971,52.63,12.37,1.58,1.84,84.21,10.60,2.75,2.39,84.26,17,85.00,20,100.00
2012-02-07,S,1,1963,349,280.00,19.00,19.00,31.00,100.00,80.23,5.44,8.88,5.44,55.30,349,280,19,19,31,112,97,0,0,15,1962,51.79,86.61,0.00,0.00,13.39,80.23,5.44,5.44,8.88,1,100.00,1,100.00
2008-11-18,S,6,1958,349,206.83,73.33,8.50,60.33,100.00,59.27,21.01,17.29,2.44,53.01,2094,1241,440,51,362,780,332,317,0,131,1959,52.31,42.56,40.64,0.00,16.79,59.26,21.01,2.44,17.29,3,50.00,6,100.00
2004-05-13,MP,10,1954,349,185.10,73.70,17.00,73.20,100.00,53.04,21.12,20.97,4.87,55.01,3490,1851,737,170,732,170,108,17,3,42,1955,47.06,63.53,10.00,1.76,24.71,53.04,21.12,4.87,20.97,9,90.00,10,100.00
2008-03-31,V,2,1958,349,189.00,78.50,1.00,80.50,100.00,54.16,22.50,23.07,0.29,53.30,698,378,157,2,161,44,0,36,0,8,1958,36.36,0.00,81.82,0.00,18.18,54.15,22.49,0.29,23.07,0,0.00,2,100.00
2008-02-04,L,1,1958,349,266.00,17.00,0.00,66.00,100.00,76.22,4.87,18.91,0.00,52.72,349,266,17,0,66,28,22,0,0,6,1960,46.43,78.57,0.00,0.00,21.43,76.22,4.87,0.00,18.91,1,100.00,1,100.00
2010-06-04,MP,7,1959,349,186.71,113.00,15.29,34.00,100.00,53.50,32.38,9.74,4.38,53.01,2443,1307,791,107,238,133,20,84,15,14,1964,57.89,15.04,63.16,11.28,10.53,53.50,32.38,4.38,9.74,2,28.57,7,100.00
2014-03-19,L,5,1963,349,183.40,99.20,17.20,49.20,100.00,52.55,28.42,14.10,4.93,56.73,1745,917,496,86,246,120,90,0,0,30,1960,58.33,75.00,0.00,0.00,25.00,52.55,28.42,4.93,14.10,5,100.00,5,100.00
2022-04-21,S,10,1973,349,212.90,39.30,48.70,48.10,100.00,61.00,11.26,13.78,13.95,53.01,3490,2129,393,487,481,1000,880,0,0,120,1973,48.00,88.00,0.00,0.00,12.00,61.00,11.26,13.95,13.78,10,100.00,10,100.00
2008-06-05,KD,6,1958,349,173.83,127.50,0.00,47.67,100.00,49.81,36.53,13.66,0.00,53.30,2094,1043,765,0,286,144,120,0,0,24,1952,54.17,83.33,0.00,0.00,16.67,49.81,36.53,0.00,13.66,6,100.00,6,100.00
2025-04-09,KD,18,1975,349,211.22,57.94,27.72,52.11,100.00,60.52,16.60,14.93,7.94,55.87,6282,3802,1043,499,938,342,270,0,0,72,1970,73.68,78.95,0.00,0.00,21.05,60.52,16.60,7.94,14.93,18,100.00,18,100.00
2012-04-12,C,1,1963,349,168.00,131.00,0.00,50.00,100.00,48.14,37.54,14.33,0.00,57.02,349,168,131,0,50,23,18,0,0,5,1964,65.22,78.26,0.00,0.00,21.74,48.14,37.54,0.00,14.33,1,100.00,1,100.00
2016-12-07,MP,15,1969,349,226.93,69.40,8.80,43.87,100.00,65.02,19.89,12.57,2.52,54.44,5235,3404,1041,132,658,375,320,23,0,32,1968,44.00,85.33,6.13,0.00,8.53,65.02,19.89,2.52,12.57,14,93.33,15,100.00
2022-11-30,V,8,1975,349,260.13,37.88,0.00,51.00,100.00,74.53,10.85,14.61,0.00,52.72,2792,2081,303,0,408,192,42,126,0,24,1977,29.17,21.88,65.63,0.00,12.50,74.53,10.85,0.00,14.61,2,25.00,8,100.00
2023-05-11,M,15,1975,349,194.87,47.80,50.20,56.13,100.00,55.83,13.70,16.09,14.38,52.15,5235,2923,717,753,842,1020,840,0,0,180,1975,51.47,82.35,0.00,0.00,17.65,55.84,13.70,14.38,16.08,15,100.00,15,100.00
2004-09-21,MP,4,1954,349,199.25,76.75,20.50,52.50,100.00,57.09,21.99,15.04,5.88,53.58,1396,797,307,82,210,68,50,16,0,2,1957,47.06,73.53,23.53,0.00,2.94,57.09,21.99,5.87,15.04,3,75.00,4,100.00
2015-04-29,SD,10,1969,349,210.90,80.80,9.10,48.20,100.00,60.43,23.15,13.81,2.61,55.01,3490,2109,808,91,482,490,218,121,54,97,1974,75.51,44.49,24.69,11.02,19.80,60.43,23.15,2.61,13.81,6,60.00,10,100.00
2007-04-12,S,6,1958,349,214.17,60.00,0.17,74.67,100.00,61.37,17.19,21.40,0.05,51.58,2094,1285,360,1,448,780,409,196,1,174,1958,50.77,52.44,25.13,0.13,22.31,61.37,17.19,0.05,21.39,4,66.67,6,100.00
2025-11-26,MP,5,1975,349,206.40,68.80,20.80,53.00,100.00,59.14,19.71,15.19,5.96,55.59,1745,1032,344,104,265,90,0,42,28,20,1977,44.44,0.00,46.67,31.11,22.22,59.14,19.71,5.96,15.19,0,0.00,5,100.00
2010-05-24,-,2,1959,349,147.00,140.50,0.00,61.50,100.00,42.12,40.26,17.62,0.00,53.01,698,294,281,0,123,2,1,0,0,1,1944,100.00,50.00,0.00,0.00,50.00,42.12,40.26,0.00,17.62,1,50.00,2,100.00
2006-12-05,MP,3,1958,349,220.67,44.67,1.33,82.33,100.00,63.23,12.80,23.59,0.38,52.72,1047,662,134,4,247,57,42,0,0,15,1964,52.63,73.68,0.00,0.00,26.32,63.23,12.80,0.38,23.59,3,100.00,3,100.00
2014-01-22,M,9,1963,349,214.56,75.56,4.33,54.56,100.00,61.48,21.65,15.63,1.24,56.73,3141,1931,680,39,491,963,853,0,0,110,1964,57.94,88.58,0.00,0.00,11.42,61.48,21.65,1.24,15.63,9,100.00,9,100.00
2017-12-12,L,14,1969,349,195.71,59.50,31.86,61.93,100.00,56.08,17.05,17.75,9.13,53.87,4886,2740,833,446,867,266,135,30,45,56,1969,57.89,50.75,11.28,16.92,21.05,56.08,17.05,9.13,17.74,9,64.29,14,100.00
2010-03-17,S,2,1959,349,179.50,70.50,9.50,89.50,100.00,51.44,20.20,25.64,2.72,53.01,698,359,141,19,179,260,94,97,1,68,1959,53.08,36.15,37.31,0.38,26.15,51.43,20.20,2.72,25.64,1,50.00,2,100.00
2010-12-09,C,8,1963,349,176.88,121.13,4.50,46.50,100.00,50.68,34.71,13.32,1.29,54.73,2792,1415,969,36,372,184,105,34,0,45,1964,60.87,57.07,18.48,0.00,24.46,50.68,34.71,1.29,13.32,6,75.00,8,100.00
2014-12-11,C,2,1969,349,217.00,32.50,62.50,37.00,100.00,62.18,9.31,10.60,17.91,55.59,698,434,65,125,74,44,18,0,18,8,1967,59.09,40.91,0.00,40.91,18.18,62.18,9.31,17.91,10.60,1,50.00,2,100.00
2023-11-29,L,7,1975,349,203.57,50.43,47.00,48.00,100.00,58.33,14.45,13.75,13.47,53.30,2443,1425,353,329,336,112,91,0,0,21,1974,37.50,81.25,0.00,0.00,18.75,58.33,14.45,13.47,13.75,7,100.00,7,100.00
2009-12-08,KD,8,1959,349,170.38,123.63,8.63,46.38,100.00,48.82,35.42,13.29,2.47,53.58,2792,1363,989,69,371,192,172,0,0,20,1953,58.33,89.58,0.00,0.00,10.42,48.82,35.42,2.47,13.29,8,100.00,8,100.00
2018-11-21,SD,8,1973,349,263.13,43.50,14.25,28.13,100.00,75.39,12.47,8.06,4.08,53.30,2792,2105,348,114,225,496,304,183,0,9,1976,70.97,61.29,36.90,0.00,1.81,75.39,12.46,4.08,8.06,5,62.50,8,100.00
2009-11-25,C,7,1959,349,177.57,99.71,6.00,65.71,100.00,50.88,28.57,18.83,1.72,53.58,2443,1243,698,42,460,203,162,0,0,41,1957,58.62,79.80,0.00,0.00,20.20,50.88,28.57,1.72,18.83,7,100.00,7,100.00
2022-06-15,-,13,1973,349,181.62,72.23,43.00,52.15,92.31,52.04,20.70,14.94,12.32,52.44,4537,2361,939,559,678,26,11,10,5,0,1959,50.00,42.31,38.46,19.23,0.00,52.04,20.70,12.32,14.94,1,7.69,12,92.31
2006-12-07,V,2,1958,349,207.50,73.50,2.00,66.00,100.00,59.46,21.06,18.91,0.58,52.72,698,415,147,4,132,44,14,17,3,10,1958,36.36,31.82,38.64,6.82,22.73,59.46,21.06,0.57,18.91,1,50.00,2,100.00
2004-09-23,KD,1,1954,349,154.00,126.00,0.00,69.00,100.00,44.13,36.10,19.77,0.00,53.58,349,154,126,0,69,33,0,27,0,6,1951,69.70,0.00,81.82,0.00,18.18,44.13,36.10,0.00,19.77,0,0.00,1,100.00
2011-04-28,V,14,1963,349,196.07,83.71,22.93,46.29,100.00,56.18,23.99,13.26,6.57,54.15,4886,2745,1172,321,648,266,23,191,24,28,1960,42.11,8.65,71.80,9.02,10.53,56.18,23.99,6.57,13.26,3,21.43,14,100.00
2013-03-05,SD,4,1963,349,169.50,74.50,44.25,60.75,100.00,48.57,21.35,17.41,12.68,56.73,1396,678,298,177,243,80,59,0,19,2,1966,85.00,73.75,0.00,23.75,2.50,48.57,21.35,12.68,17.41,3,75.00,4,100.00
2016-11-16,M,2,1969,349,220.00,92.00,0.00,37.00,100.00,63.04,26.36,10.61,0.00,54.44,698,440,184,0,74,168,154,0,0,14,1968,48.81,91.67,0.00,0.00,8.33,63.04,26.36,0.00,10.60,2,100.00,2,100.00
2017-05-18,L,5,1969,349,208.80,46.20,38.60,55.40,100.00,59.83,13.24,15.88,11.06,53.58,1745,1044,231,193,277,95,45,30,0,20,1969,52.63,47.37,31.58,0.00,21.05,59.83,13.24,11.06,15.87,3,60.00,5,100.00
2020-06-10,C,28,1973,349,37.86,12.04,5.11,294.00,100.00,10.85,3.45,84.24,1.46,51.86,9772,1060,337,143,8232,868,105,20,15,728,1972,64.52,12.10,2.30,1.73,83.87,10.85,3.45,1.46,84.24,21,75.00,28,100.00
2003-01-01,L,15,1954,349,193.20,54.27,41.73,59.80,100.00,55.36,15.55,17.13,11.96,54.42,5235,2898,814,626,897,720,189,216,173,142,1956,50.97,26.25,30.00,24.03,19.72,55.36,15.55,11.96,17.13,6,40.00,15,100.00
2013-06-04,S,9,1963,349,246.78,46.89,1.67,53.67,100.00,70.71,13.43,15.38,0.48,56.45,3141,2221,422,15,483,1008,544,273,0,191,1962,51.79,53.97,27.08,0.00,18.95,70.71,13.44,0.48,15.38,6,66.67,9,100.00
2020-12-15,S,8,1973,349,31.38,11.00,12.63,294.00,100.00,8.99,3.15,84.24,3.62,50.72,2792,251,88,101,2352,800,112,16,0,672,1972,49.00,14.00,2.00,0.00,84.00,8.99,3.15,3.62,84.24,7,87.50,8,100.00
2009-12-10,M,4,1959,349,147.25,140.75,0.00,61.00,100.00,42.19,40.33,17.48,0.00,53.58,1396,589,563,0,244,388,314,0,0,74,1959,57.73,80.93,0.00,0.00,19.07,42.19,40.33,0.00,17.48,4,100.00,4,100.00
2013-05-17,M,17,1963,349,247.29,47.65,12.65,41.41,100.00,70.86,13.65,11.86,3.62,56.21,5933,4204,810,215,704,1819,1669,0,0,150,1965,57.01,91.75,0.00,0.00,8.25,70.86,13.65,3.62,11.87,17,100.00,17,100.00
2011-04-07,V,18,1963,349,215.33,77.83,8.56,47.28,100.00,61.70,22.30,13.55,2.45,54.44,6282,3876,1401,154,851,342,36,233,55,18,1960,42.11,10.53,68.13,16.08,5.26,61.70,22.30,2.45,13.55,2,11.11,18,100.00
2013-05-08,KD,1,1963,349,154.00,156.00,1.00,38.00,0.00,44.13,44.70,10.89,0.29,56.16,349,154,156,1,38,19,17,0,0,2,1961,57.89,89.47,0.00,0.00,10.53,44.13,44.70,0.29,10.89,0,0.00,0,0.00
2012-12-12,V,1,1963,349,176.00,20.00,147.00,6.00,100.00,50.43,5.73,1.72,42.12,57.02,349,176,20,147,6,19,0,0,18,1,1960,42.11,0.00,0.00,94.74,5.26,50.43,5.73,42.12,1.72,0,0.00,1,100.00
2012-11-09,MP,1,1963,349,265.00,38.00,0.00,46.00,100.00,75.93,10.89,13.18,0.00,56.73,349,265,38,0,46,25,0,23,0,2,1963,48.00,0.00,92.00,0.00,8.00,75.93,10.89,0.00,13.18,0,0.00,1,100.00
2009-02-24,M,4,1959,349,160.50,138.50,0.00,50.00,100.00,45.99,39.68,14.33,0.00,51.86,1396,642,554,0,200,388,328,0,0,60,1959,56.70,84.54,0.00,0.00,15.46,45.99,39.68,0.00,14.33,4,100.00,4,100.00
2010-06-10,MP,2,1959,349,154.50,148.50,0.00,46.00,100.00,44.27,42.55,13.18,0.00,53.01,698,309,297,0,92,38,0,32,0,6,1964,57.89,0.00,84.21,0.00,15.79,44.27,42.55,0.00,13.18,0,0.00,2,100.00
2002-11-14,M,2,1954,349,222.00,35.00,63.00,29.00,100.00,63.61,10.03,8.31,18.06,54.73,698,444,70,126,58,110,8,50,43,9,1954,61.82,7.27,45.45,39.09,8.18,63.61,10.03,18.05,8.31,1,50.00,2,100.00
2013-03-14,SD,5,1963,349,198.60,65.20,51.00,34.20,100.00,56.90,18.68,9.80,14.61,56.45,1745,993,326,255,171,100,72,0,17,11,1966,85.00,72.00,0.00,17.00,11.00,56.91,18.68,14.61,9.80,4,80.00,5,100.00
2018-11-14,MP,12,1973,349,286.67,50.08,0.08,12.17,100.00,82.14,14.35,3.49,0.02,53.30,4188,3440,601,1,146,192,191,1,0,0,1978,18.75,99.48,0.52,0.00,0.00,82.14,14.35,0.02,3.49,12,100.00,12,100.00
2013-05-30,C,3,1963,349,210.67,100.00,5.67,32.67,100.00,60.36,28.65,9.36,1.62,56.45,1047,632,300,17,98,69,60,0,0,9,1963,65.22,86.96,0.00,0.00,13.04,60.36,28.65,1.62,9.36,3,100.00,3,100.00
2003-02-20,MP,17,1954,349,221.47,81.24,5.71,40.59,100.00,63.46,23.28,11.63,1.64,53.94,5933,3765,1381,97,690,289,194,42,6,47,1954,47.06,67.13,14.53,2.08,16.26,63.46,23.28,1.63,11.63,14,82.35,17,100.00
2011-03-17,C,25,1963,349,202.16,93.12,13.04,40.68,100.00,57.93,26.68,11.66,3.74,54.44,8725,5054,2328,326,1017,575,368,0,1,206,1964,60.87,64.00,0.00,0.17,35.83,57.93,26.68,3.74,11.66,25,100.00,25,100.00
2010-04-06,KD,4,1959,349,159.75,103.75,4.00,81.50,100.00,45.77,29.73,23.35,1.15,53.01,1396,639,415,16,326,96,69,0,0,27,1955,54.17,71.88,0.00,0.00,28.13,45.77,29.73,1.15,23.35,4,100.00,4,100.00
2011-10-19,S,3,1963,349,200.33,80.67,21.00,47.00,100.00,57.40,23.11,13.47,6.02,55.01,1047,601,242,63,141,336,96,186,0,54,1962,51.79,28.57,55.36,0.00,16.07,57.40,23.11,6.02,13.47,1,33.33,3,100.00
2023-06-08,C,1,1975,349,219.00,63.00,22.00,45.00,100.00,62.75,18.05,12.89,6.30,52.72,349,219,63,22,45,24,21,0,0,3,1972,50.00,87.50,0.00,0.00,12.50,62.75,18.05,6.30,12.89,1,100.00,1,100.00
2005-05-31,M,8,1954,349,179.88,116.13,0.00,53.00,100.00,51.54,33.27,15.19,0.00,54.44,2792,1439,929,0,424,440,50,326,0,64,1954,58.18,11.36,74.09,0.00,14.55,51.54,33.27,0.00,15.19,1,12.50,8,100.00
2018-11-07,M,2,1973,349,277.50,18.00,0.00,53.50,100.00,79.52,5.16,15.33,0.00,53.58,698,555,36,0,107,140,114,0,0,26,1972,45.71,81.43,0.00,0.00,18.57,79.51,5.16,0.00,15.33,2,100.00,2,100.00
2016-11-30,L,5,1969,349,241.40,64.40,0.00,43.20,100.00,69.17,18.45,12.38,0.00,54.44,1745,1207,322,0,216,95,74,1,0,20,1969,57.89,77.89,1.05,0.00,21.05,69.17,18.45,0.00,12.38,5,100.00,5,100.00
2015-04-23,MP,11,1969,349,204.73,46.55,22.36,75.36,100.00,58.66,13.34,21.59,6.41,55.01,3839,2252,512,246,829,275,220,0,0,55,1969,48.00,80.00,0.00,0.00,20.00,58.66,13.34,6.41,21.59,11,100.00,11,100.00
2012-03-14,S,3,1963,349,230.00,42.33,19.33,57.33,100.00,65.91,12.13,16.43,5.54,55.87,1047,690,127,58,172,336,180,91,1,64,1962,51.79,53.57,27.08,0.30,19.05,65.90,12.13,5.54,16.43,2,66.67,3,100.00
2017-06-20,M,32,1969,349,234.88,67.25,17.34,29.53,100.00,67.30,19.27,8.46,4.97,53.58,11168,7516,2152,555,945,2656,1593,685,152,226,1969,49.40,59.98,25.79,5.72,8.51,67.30,19.27,4.97,8.46,21,65.63,32,100.00
2006-12-06,L,9,1958,349,177.00,104.44,7.11,60.44,100.00,50.72,29.93,17.32,2.04,52.72,3141,1593,940,64,544,252,172,0,0,80,1960,46.43,68.25,0.00,0.00,31.75,50.72,29.93,2.04,17.32,9,100.00,9,100.00
2009-03-18,L,7,1959,349,165.14,117.86,2.43,63.57,100.00,47.32,33.77,18.22,0.70,51.86,2443,1156,825,17,445,196,157,0,0,39,1960,39.29,80.10,0.00,0.00,19.90,47.32,33.77,0.70,18.22,7,100.00,7,100.00
2014-03-20,L,7,1963,349,200.14,62.71,36.71,49.43,100.00,57.35,17.97,14.16,10.52,56.73,2443,1401,439,257,346,168,126,0,0,42,1960,58.33,75.00,0.00,0.00,25.00,57.35,17.97,10.52,14.16,7,100.00,7,100.00
2003-10-23,L,1,1954,349,222.00,42.00,17.00,68.00,100.00,63.61,12.03,19.48,4.87,55.30,349,222,42,17,68,48,40,0,0,8,1956,52.08,83.33,0.00,0.00,16.67,63.61,12.03,4.87,19.48,1,100.00,1,100.00
2022-03-17,L,12,1973,349,169.58,59.25,66.17,54.00,100.00,48.59,16.98,15.47,18.96,53.87,4188,2035,711,794,648,240,102,34,68,36,1971,55.00,42.50,14.17,28.33,15.00,48.59,16.98,18.96,15.47,6,50.00,12,100.00
2021-12-02,V,4,1973,349,231.25,75.75,0.00,42.00,100.00,66.26,21.71,12.03,0.00,53.30,1396,925,303,0,168,108,23,69,0,16,1974,29.63,21.30,63.89,0.00,14.81,66.26,21.70,0.00,12.03,1,25.00,4,100.00
2008-11-21,V,5,1958,349,180.00,107.20,16.40,45.40,100.00,51.58,30.72,13.01,4.70,53.01,1745,900,536,82,227,110,2,60,33,15,1958,36.36,1.82,54.55,30.00,13.64,51.58,30.72,4.70,13.01,0,0.00,5,100.00
2012-02-02,L,2,1963,349,239.00,66.00,1.00,43.00,100.00,68.48,18.91,12.32,0.29,55.30,698,478,132,2,86,48,42,0,0,6,1959,54.17,87.50,0.00,0.00,12.50,68.48,18.91,0.29,12.32,2,100.00,2,100.00
2013-03-21,MP,6,1963,349,262.17,39.83,16.83,30.17,100.00,75.12,11.42,8.64,4.82,56.21,2094,1573,239,101,181,150,34,82,24,10,1964,56.00,22.67,54.67,16.00,6.67,75.12,11.41,4.82,8.64,1,16.67,6,100.00
2017-11-22,M,4,1969,349,176.00,74.75,54.25,44.00,100.00,50.43,21.42,12.61,15.54,53.87,1396,704,299,217,176,332,77,152,75,28,1968,49.40,23.19,45.78,22.59,8.43,50.43,21.42,15.54,12.61,2,50.00,4,100.00
2024-05-29,M,22,1975,349,197.77,48.59,43.36,59.27,100.00,56.67,13.92,16.99,12.43,52.72,7678,4351,1069,954,1304,1496,1276,0,0,220,1976,50.00,85.29,0.00,0.00,14.71,56.67,13.92,12.43,16.98,22,100.00,22,100.00
2016-11-24,MP,2,1969,349,255.50,27.50,21.00,45.00,100.00,73.21,7.88,12.89,6.02,54.44,698,511,55,42,90,50,42,0,0,8,1968,44.00,84.00,0.00,0.00,16.00,73.21,7.88,6.02,12.89,2,100.00,2,100.00
2003-03-27,KD,13,1954,349,185.31,93.46,17.69,52.54,100.00,53.10,26.78,15.05,5.07,54.40,4537,2409,1215,230,683,429,108,222,30,69,1951,66.67,25.17,51.75,6.99,16.08,53.10,26.78,5.07,15.05,4,30.77,13,100.00
2015-05-06,M,9,1969,349,249.00,52.11,2.22,45.67,100.00,71.35,14.93,13.08,0.64,55.01,3141,2241,469,20,411,756,490,140,0,126,1968,51.19,64.81,18.52,0.00,16.67,71.35,14.93,0.64,13.09,7,77.78,9,100.00
2020-12-16,L,5,1973,349,30.20,7.60,18.20,293.00,100.00,8.65,2.18,83.95,5.21,51.00,1745,151,38,91,1465,95,12,3,0,80,1971,52.63,12.63,3.16,0.00,84.21,8.65,2.18,5.21,83.95,4,80.00,5,100.00
2010-04-28,C,1,1959,349,145.00,139.00,0.00,65.00,100.00,41.55,39.83,18.62,0.00,53.01,349,145,139,0,65,29,21,0,0,8,1957,58.62,72.41,0.00,0.00,27.59,41.55,39.83,0.00,18.62,1,100.00,1,100.00
2014-12-03,MP,1,1969,349,152.00,183.00,0.00,14.00,0.00,43.55,52.44,4.01,0.00,55.59,349,152,183,0,14,25,24,0,0,1,1969,48.00,96.00,0.00,0.00,4.00,43.55,52.44,0.00,4.01,0,0.00,0,0.00
2012-03-13,S,6,1963,349,185.33,97.67,23.50,42.50,100.00,53.11,27.99,12.18,6.73,55.87,2094,1112,586,141,255,672,93,404,97,78,1962,51.79,13.84,60.12,14.43,11.61,53.10,27.98,6.73,12.18,2,33.33,6,100.00
2021-05-26,MP,28,1973,349,41.14,13.11,1.68,293.07,96.43,11.79,3.76,83.97,0.48,53.01,9772,1152,367,47,8206,448,69,15,0,364,1978,25.00,15.40,3.35,0.00,81.25,11.79,3.76,0.48,83.97,24,85.71,27,96.43
2022-05-18,L,19,1973,349,214.42,61.00,24.58,49.00,100.00,61.44,17.48,14.04,7.04,53.58,6631,4074,1159,467,931,380,240,50,33,57,1971,55.00,63.16,13.16,8.68,15.00,61.44,17.48,7.04,14.04,15,78.95,19,100.00
2016-03-17,C,14,1969,349,230.43,49.21,8.14,61.21,100.00,66.03,14.10,17.54,2.33,55.01,4886,3226,689,114,857,308,170,34,34,70,1966,68.18,55.19,11.04,11.04,22.73,66.03,14.10,2.33,17.54,11,78.57,14,100.00
2009-04-06,V,4,1958,349,182.50,103.00,4.75,58.75,100.00,52.29,29.52,16.84,1.36,52.08,1396,730,412,19,235,88,0,55,18,15,1958,36.36,0.00,62.50,20.45,17.05,52.29,29.51,1.36,16.83,0,0.00,4,100.00
2022-05-05,KD,27,1973,349,169.74,82.37,31.85,65.04,66.67,48.64,23.60,18.63,9.13,53.01,9423,4583,2224,860,1756,594,357,68,34,135,1970,72.73,60.10,11.45,5.72,22.73,48.64,23.60,9.13,18.64,12,44.44,18,66.67
2016-05-11,M,13,1969,349,215.85,66.77,28.00,38.38,92.31,61.85,19.13,11.00,8.02,54.44,4537,2806,868,364,499,1092,557,299,104,132,1968,48.81,51.01,27.38,9.52,12.09,61.85,19.13,8.02,11.00,10,76.92,12,92.31
