embedded_id_vote_date,embedded_id_party,number_ballots,avg_born_year,avg_percentage_yes,avg_percentage_no,avg_percentage_absent,avg_percentage_abstain,avg_percentage_male,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_avg_born_year,party_avg_percentage_male,party_percentage_yes,party_percentage_no,party_percentage_abstain,party_percentage_absent,party_won_total,party_won_percentage,approved_total,approved_percentage,percentage_yes,percentage_no,percentage_abstain,percentage_absent,avg_percentage_approved
2019-01-01,M,466,1973,64.06,16.74,9.80,9.40,52.83,162634,102577,27098,16391,16568,32620,15766,8399,4737,3718,1972,44.21,48.33,25.75,14.52,11.40,264,56.65,465,99.79,63.07,16.66,10.08,10.19,99.77
2007-01-01,S,323,1958,56.44,23.16,18.16,2.24,52.03,112727,63993,25420,2901,20413,41990,14367,18815,940,7868,1958,50.00,34.22,44.81,2.24,18.74,144,44.58,323,100.00,56.77,22.55,2.57,18.11,100.00
2008-01-01,S,389,1958,54.36,25.24,17.92,2.48,53.23,135761,72664,35510,3830,23757,50570,13099,27412,1081,8978,1958,52.26,25.90,54.21,2.14,17.75,133,34.19,389,100.00,53.52,26.16,2.82,17.50,100.00
2009-01-01,KD,353,1959,50.23,29.92,18.14,1.71,52.84,123197,63154,35611,2671,21761,8472,6938,3,5,1526,1954,52.98,81.89,0.04,0.06,18.01,353,100.00,353,100.00,51.26,28.91,2.17,17.66,100.00
2024-01-01,C,423,1975,59.15,17.70,15.23,7.92,53.25,147627,86842,25764,13122,21899,10152,4817,2310,1445,1580,1973,44.45,47.45,22.75,14.23,15.56,242,57.21,423,100.00,58.83,17.45,8.89,14.83,100.00
2005-01-01,V,440,1954,55.60,21.04,18.54,4.83,54.29,153560,86589,31577,7379,28015,12549,7646,1938,491,2474,1953,52.94,60.93,15.44,3.91,19.71,334,75.91,424,96.36,56.39,20.56,4.81,18.24,96.50
2013-01-01,SD,489,1963,64.49,19.04,12.01,4.46,56.26,170661,110500,32538,7680,19943,9780,5239,2752,1195,594,1967,85.27,53.57,28.14,12.22,6.07,286,58.49,485,99.18,64.75,19.07,4.50,11.69,97.67
2021-01-01,SD,557,1973,29.59,8.81,59.55,2.05,52.76,194393,32004,10116,3600,148673,34534,4642,2364,1197,26331,1976,72.68,13.44,6.85,3.47,76.25,264,47.40,531,95.33,16.46,5.20,1.85,76.48,96.71
2002-01-01,MP,90,1954,64.57,16.80,10.94,7.70,54.57,31410,20247,5432,2299,3432,1530,1004,293,85,148,1955,47.06,65.62,19.15,5.56,9.67,72,80.00,88,97.78,64.46,17.29,7.32,10.93,98.47
2018-01-01,-,472,1970,62.59,16.07,15.44,5.89,54.27,164728,102498,26923,10360,24947,3259,832,611,284,1532,1971,54.90,25.53,18.75,8.71,47.01,240,50.85,467,98.94,62.22,16.34,6.29,15.14,99.04
2018-01-01,SD,521,1971,64.16,16.53,13.66,5.65,54.02,181829,114394,29939,11378,26118,23428,9692,7115,2511,4110,1975,75.47,41.37,30.37,10.72,17.54,274,52.59,514,98.66,62.91,16.47,6.26,14.36,98.67
2007-01-01,MP,323,1958,56.44,23.16,18.16,2.24,52.03,112727,63993,25420,2901,20413,6137,1661,2418,944,1114,1963,56.60,27.07,39.40,15.38,18.15,116,35.91,323,100.00,56.77,22.55,2.57,18.11,100.00
2003-01-01,M,506,1954,61.97,18.70,14.74,4.59,54.74,176594,108974,32244,9754,25622,27830,11183,9673,2741,4233,1954,60.63,40.18,34.76,9.85,15.21,272,53.75,494,97.63,61.71,18.26,5.52,14.51,96.88
