hjid,header,number_value,parties,proposal_issue_number,proposal_type,against_proposal_list_agains_0
2408079,"",9,"""KD""",3,reservation,2408070
2585561,"Särskilda uppgifter för bostadsförmedlingar, m.m. ",17,"""m"",""c"",""fp"",""kd"",""-""",16,reservation,2585544
2374738,"",32,"""C""",15,reservation,2374706
3358817,"",43,"""L""",15,reservation,3358774
3362828,Genomförandeplanering och administration,27,"""c""",20,reservation,3362801
2626057,"",3,"""C""",1,reservation,2626054
2436620,Allmänna principer för socialförsäkringarna,1,"""m""",1,reservation,2436619
2698165,Introduktion,50,"""v""",44,reservation,2698115
2300466,Anpassning ,17,"""v""",17,reservation,2300449
2582201,Arbetsro i skolan,30,"""fp"",""kd""",27,reservation,2582171
2422212,"",15,"""V""",7,reservation,2422197
2292230,"",10,"""V""",9,reservation,2292220
3363639,"",2,"""SD""",6,reservation,3363637
2643368,Ny instans- och processordning,2,"""m""",2,reservation,2643366
1112748,Övriga frågor om stamcellsforskning,16,"""kd""",19,reservation,1112732
2649192,Deponiförbudet ,22,"""c""",31,reservation,2649170
2570488,"",1,"""C"",""MP""",2,reservation,2570487
3362832,Vildlekande lax,31,"""kd""",27,reservation,3362801
2384111,"",1,"""SD""",1,reservation,2384110
2530513,"",10,"""KD""",5,reservation,2530503
2292252,"",32,"""C""",22,reservation,2292220
3362722,Lektorstjänster,3,"""m""",4,reservation,3362719
1056988,"",5,"""S""",4,reservation,1056983
2521559,"",17,"""SD""",13,reservation,2521542
3361041,"",6,"""C""",4,reservation,3361035
2485121,"",14,"""V""",8,reservation,2485107
2692382,"",2,"""SD""",1,reservation,2692380
2347934,Dispens från tolvterminersregeln vid beviljande av studiemedel ,8,"""m"",""c"",""fp"",""kd""",7,reservation,2347926
2365158,Bilens betydelse,34,"""m"",""c"",""fp"",""kd""",40,reservation,2365124
2570309,"",43,"""SD""",53,reservation,2570266
2479948,"",39,"""C"",""KD""",44,reservation,2479909
2704128,Skärpta straff för uthyrning av avställda och oförsäkrade bilar,14,"""S""",22,reservation,2704114
2601035,"",12,"""V""",6,reservation,2601017
1112340,Vissa övriga energifrågor,5,"""MP""",5,reservation,1112335
2480116,Ersättning till lobotomerade ,72,"""kd""",65,reservation,2480044
1042663,"",8,"""V""",3,reservation,1042655
2544585,"",2,"""M""",3,reservation,2544583
1057497,"",27,"""C""",15,reservation,1057470
2469757,"",34,"""S"",""MP""",50,reservation,2469723
2692755,Arbetsskadeförsäkring,25,"""v""",33,reservation,2692730
2649005,Handel med tredje land m.m. ,2,"""mp""",2,reservation,2649003
2294354,Riktlinjer för budgetpolitiken,4,"""s""",2,reservation,2294350
2376690,En kronofogdemyndighet i tiden,1,"""m"",""c"",""fp"",""kd""",1,reservation,2376689
2505286,Huvudmannaskapet för begravningsverksamheten i övrigt,2,"""v"",""mp""",2,reservation,2505284
2496148,"",2,"""SD""",2,reservation,2496146
2696754,Matematik,36,"""S"",""MP""",24,reservation,2696718
3361735,"",2,"""FP""",3,reservation,3361733
2705651,Sammanhållet studiestödssystem ,9,"""kd""",7,reservation,2705642
1110817,Tillämpning av lagen om särskild utlänningskontroll,1,"""SD""",1,reservation,1110816
2291259,"",42,"""S"",""MP""",44,reservation,2291217
2419564,"",11,"""M""",8,reservation,2419553
2591065,Dricksvatten m.m.,6,"""S"",""MP"",""V""",6,reservation,2591059
2637428,"",1,"""SD""",1,reservation,2637427
2295152,Informationsutbytesavtal och partiella skatteavtal med Brittiska Jungfruöarna,1,"""s"",""v"",""mp""",1,reservation,2295151
2357851,Beslut om ramar för budgeten 2005 (avsnitten 4 och 5 exkl. 5.13),6,"""fp""",4,reservation,2357844
1057418,"",2,"""V"",""MP""",1,reservation,1057416
2658143,Kulturtidskrifter,23,"""s"",""v"",""mp""",17,reservation,2658120
2682914,"",55,"""S""",44,reservation,2682859
1031264,"",13,"""C""",6,reservation,1031251
3363429,"",6,"""S""",4,reservation,3363423
2517452,Rektorsutbildning,3,"""v""",6,reservation,2517449
3377205,"",3,"""S"",""V""",2,reservation,3377202
2565988,Alkoholbeskattning,3,"""v""",1,reservation,2565985
3364888,Kalkbrytning och bevarande av nipsippan,7,"""m"",""kd""",9,reservation,3364881
2385357,Vårdbidrag,35,"""S""",35,reservation,2385322
2415418,"",12,"""M"",""KD""",8,reservation,2415406
2292099,"",46,"""L""",21,reservation,2292053
2527444,Studier under hela året,17,"""s""",14,reservation,2527423
2461368,"",4,"""SD""",5,reservation,2461364
2676909,"",11,"""V""",4,reservation,2676898
2455232,"",8,"""V""",9,reservation,2455223
2339840,"",5,"""V""",7,reservation,2339835
2370378,Grundläggande behörighet till högre studier,8,"""m"",""c"",""fp"",""kd""",6,reservation,2370370
2463421,"",11,"""V""",3,reservation,2463410
2692664,"",15,"""KD""",11,reservation,2692649
2571859,"",23,"""KD""",9,reservation,2571836
2485119,"",12,"""L""",7,reservation,2485107
2429713,"",48,"""KD""",28,reservation,2429665
2534678,"",14,"""V""",11,reservation,2534664
2579475,"",15,"""L""",7,reservation,2579460
2437042,"",16,"""M""",21,reservation,2437026
2429632,"",34,"""C""",22,reservation,2429598
2561373,Ökade tullbefogenheter för att motverka miljöbrott till havs ,12,"""c""",18,reservation,2561361
2631193,Övergången mellan studier och arbetsliv,12,"""s"",""mp""",16,reservation,2631181
2296464,"",26,"""C""",17,reservation,2296431
2600533,"",3,"""C""",1,reservation,2600530
2479920,"",11,"""SD"",""-""",12,reservation,2479909
2608928,"",7,"""KD""",3,reservation,2608921
2633819,"",1,"""SD""",1,reservation,2633818
2293738,"",27,"""C""",14,reservation,2293711
2561226,Feministisk handlingsplan för jämställd kultur m.m.,5,"""mp""",5,reservation,2561221
2443479,Övriga motionsförslag,17,"""fp""",13,reservation,2443462
2514575,"",1,"""S"",""MP"",""V""",2,reservation,2514574
3137386,Bidrag till handikapporganisationer,6,"""s"",""v"",""mp""",28,reservation,3137380
2311474,Handel med privata tjänster,3,"""v"",""mp""",3,reservation,2311471
2422225,"",28,"""S"",""V""",20,reservation,2422197
2629658,"",10,"""V"",""MP""",8,reservation,2629648
2395958,Genetiskt modifierade organismer,6,"""v"",""mp""",6,reservation,2395952
1111059,Åtgärder i trafikens infrastruktur för cykling,3,"""S""",2,reservation,1111056
2680891,"",4,"""V""",5,reservation,2680887
3363965,"",1,"""M"",""C"",""KD""",1,reservation,3363964
2608895,Ersättning vid expropriation,1,"""s"",""v"",""mp""",1,reservation,2608894
3136849,"",12,"""C"",""L""",9,reservation,3136837
2304885,"",29,"""V""",12,reservation,2304856
1111529,Inventering av tillgängligheten,14,"""S""",16,reservation,1111515
2294279,Assisterad befruktning - övriga frågor,4,"""V""",5,reservation,2294275
1113373,Utvärdering av lagstiftning om särskilt kvalificerade kontaktpersoner,3,"""S"",""MP"",""V""",3,reservation,1113370
2599968,Livstidsstraffet,21,"""fp"",""kd"",""v"",""mp""",22,reservation,2599947
2492453,En nationell underrättelseenhet,11,"""fp""",13,reservation,2492442
2504012,"",25,"""KD""",10,reservation,2503987
2608515,Upphävande av förköpslagen,1,"""s"",""v"",""mp""",1,reservation,2608514
2640744,"",19,"""C""",9,reservation,2640725
3137659,"",12,"""L""",12,reservation,3137647
3361790,Statligt läkemedelsföretag för generika,40,"""v""",47,reservation,3361750
2575789,"",24,"""M"",""SD"",""KD""",11,reservation,2575765
2533623,Grundlagsutredningens uppdrag,2,"""v""",1,reservation,2533621
2384979,"",1,"""SD""",1,reservation,2384978
2368702,"",13,"""S""",8,reservation,2368689
1114185,Samordnade rättsprocesser i barnmål,52,"""s""",77,reservation,1114133
2573771,Undersökning av olyckor enligt järnvägssäkerhetsdirektivet,3,"""v""",5,reservation,2573768
2567052,"",1,"""SD""",2,reservation,2567051
3361885,"",2,"""SD""",1,reservation,3361883
2493669,"",2,"""C""",1,reservation,2493667
2299816,Ojämna maktförhållanden vid medling,10,"""m""",8,reservation,2299806
2297748,"",6,"""C""",4,reservation,2297742
2456745,Lönebidragsfrågor,5,"""c""",3,reservation,2456734
3137285,"",4,"""L""",5,reservation,3137281
2487322,Pensionsförsäkring m.m.,4,"""SD""",3,reservation,2487318
1094724,"",1,"""S""",1,reservation,1094723
2317852,"",5,"""C""",12,reservation,2317847
2622808,Finansiering av kontrollåtgärderna ,2,"""c"",""kd""",3,reservation,2622806
2311858,"",2,"""SD""",2,reservation,2311856
2501199,"",16,"""S""",12,reservation,2501183
2297573,"Miljökrav, djurskydd, kvalitetskrav",5,"""SD""",2,reservation,2297568
2692282,"",30,"""M"",""SD"",""KD""",21,reservation,2692252
2407292,Ytterligare förlängd tid för statliga garantier för att återställa försäkringsskyddet för flygbranschen ,1,"""m""",1,reservation,2407291
2629199,"",38,"""C""",18,reservation,2629161
2499044,Frivilligorganisationernas betydelse,13,"""m""",10,reservation,2499031
1095132,"",3,"""S"",""V"",""C"",""MP""",3,reservation,1095129
2582184,"Frågor om homo-, bi- och transsexualitet i skolans undervisning",13,"""fp"",""mp""",9,reservation,2582171
3365088,"",45,"""SD""",30,reservation,3365043
2473892,Regionala tillväxtprogram,2,"""m"",""c"",""fp"",""kd""",2,reservation,2473890
2317645,Jämställdhetsaspekter,4,"""c"",""fp""",4,reservation,2317638
2701003,"",13,"""C""",6,reservation,2700990
2470322,"",3,"""V""",1,reservation,2470319
2307544,"",19,"""SD""",18,reservation,2307525
2430231,"",12,"""C""",9,reservation,2430219
2449277,"",32,"""M""",17,reservation,2449245
2599960,Åtalspreskription,13,"""mp""",16,reservation,2599947
2462233,Skyddsbehov och avvisningsbeslut,29,"""v"",""mp""",22,reservation,2462204
2704338,Myndighetsfrågor,3,"""kd""",2,reservation,2704335
2505199,En nämnd för rikssjukvård,6,"""v""",5,reservation,2505193
2677411,"",67,"""C""",28,reservation,2677344
2627466,"",1,"""M"",""KD""",1,reservation,2627465
2532598,"",15,"""S""",12,reservation,2532583
2544506,"",20,"""SD""",7,reservation,2544486
2648511,Alternativa drivmedel m.m. ,26,"""c"",""kd""",23,reservation,2648485
2402823,"",10,"""KD""",5,reservation,2402813
2650506,Förvaltning av naturreservat,16,"""m"",""c"",""fp"",""kd""",15,reservation,2650490
1111978,Barnomsorg på obekväm arbetstid,6,"""S""",6,reservation,1111972
2517465,Behovet av lärare i hem- och konsumentkunskap,16,"""v""",22,reservation,2517449
2486945,"",1,"""S""",1,reservation,2486944
2553510,"",5,"""SD""",2,reservation,2553505
2337945,Startförpackningar ,19,"""m"",""c"",""fp"",""kd""",20,reservation,2337926
2324983,"",29,"""SD""",41,reservation,2324947
2599290,Statligt kostnadsansvar för assistansersättningen m.m.,11,"""m"",""c"",""fp"",""kd""",30,reservation,2599279
2561127,"",5,"""S""",4,reservation,2561122
2322928,EU 2004-kommitténs upphörande,9,"""c"",""fp""",19,reservation,2322919
2306758,"",1,"""M"",""KD""",1,reservation,2306757
2318333,"",79,"""C""",29,reservation,2318254
2662474,Äganderätt,17,"""m"",""c"",""fp"",""kd""",24,reservation,2662457
2596335,Förändring av statsbudgetens utgifter och inkomster för 2008,3,"""mp""",1,reservation,2596332
2316877,Spelberoende,13,"""c"",""fp""",18,reservation,2316864
2408073,"",3,"""SD""",2,reservation,2408070
2509415,"",23,"""M"",""KD""",19,reservation,2509392
2429606,"",8,"""L""",5,reservation,2429598
2650086,"",3,"""SD""",3,reservation,2650083
2610041,Förbättrad tillsyn över platsanmälningslagen,6,"""v""",5,reservation,2610035
2432486,Genetiskt modifierade organismer,33,"""MP""",28,reservation,2432453
2345621,Universitetsstatus och examensrättigheter,13,"""v""",12,reservation,2345608
2294590,Uppehållstillstånd i andra fall,11,"""V""",7,reservation,2294579
2650491,En effektivare miljöprövning,1,"""m"",""c"",""fp"",""kd""",1,reservation,2650490
2318157,"",2,"""C""",2,reservation,2318155
1057377,"",22,"""MP""",34,reservation,1057355
2398339,"",31,"""C""",15,reservation,2398308
2482254,Uppehållstillstånd för studier m.m.,6,"""kd""",3,reservation,2482248
2311463,Myndigheters verksamhet och resurser,4,"""v""",5,reservation,2311459
2672221,"",3,"""MP""",2,reservation,2672218
2575271,"",4,"""V""",4,reservation,2575267
2692662,"",13,"""C""",10,reservation,2692649
2482182,"",1,"""M""",1,reservation,2482181
2670519,"",14,"""S""",10,reservation,2670505
2299818,Aktivt integrationsarbete för att minska mobbning,12,"""kd""",10,reservation,2299806
2581995,Ungdoms- och jourdomstolar m.m.,3,"""fp"",""kd""",3,reservation,2581992
2637982,"",22,"""S"",""V"",""MP""",21,reservation,2637960
2691492,Allmänt om validering och erkännande av yrkes- och utbildningskvalifikationer,4,"""S"",""V""",4,reservation,2691488
2496309,"",5,"""M"",""C"",""FP"",""KD""",3,reservation,2496304
2375037,"",13,"""SD""",5,reservation,2375024
2663966,"",16,"""KD""",16,reservation,2663950
2294867,"",26,"""C""",11,reservation,2294841
2562737,Allmännyttiga ideella föreningar,7,"""m"",""c"",""fp"",""kd""",7,reservation,2562730
2517285,Behöriga lärare,13,"""v""",15,reservation,2517272
2291428,"",15,"""M"",""KD""",9,reservation,2291413
2325162,"",1,"""M"",""SD"",""KD""",2,reservation,2325161
2629314,Synen på äganderätten i samband med minerallagen,3,"""m"",""fp"",""kd""",2,reservation,2629311
2449187,Ökade möjligheter för polisen att komma åt alkohol som innehas av unga,6,"""S""",9,reservation,2449181
2453261,Utrikes- och säkerhetspolitik,3,"""S""",2,reservation,2453258
3360137,"",4,"""SD""",3,reservation,3360133
3361245,"",16,"""SD""",10,reservation,3361229
2652579,Kriminalvårdens personal,36,"""m"",""c"",""fp"",""kd""",39,reservation,2652543
3359374,"",4,"""KD""",2,reservation,3359370
3364135,Utbildning av speciallärare,15,"""m""",16,reservation,3364120
2338276,Länsstyrelsernas uppdrag rörande metodoch kompetensutveckling ,3,"""c""",6,reservation,2338273
2324950,"",2,"""C""",2,reservation,2324947
2493649,"",4,"""M"",""C"",""KD""",3,reservation,2493645
2607459,Gäststuderande,14,"""m""",10,reservation,2607445
2460464,"",8,"""C""",2,reservation,2460456
2314402,Systemet för resurstilldelning,3,"""s""",4,reservation,2314399
2629401,"",11,"""V""",9,reservation,2629390
2338282,Skolans roll i det förebyggande arbetet ,9,"""c""",10,reservation,2338273
2352894,"",1,"""S"",""MP""",1,reservation,2352893
2681221,Marina skyddsområden,13,"""MP"",""V""",15,reservation,2681208
2323939,"",3,"""MP""",2,reservation,2323936
2400115,"",8,"""KD""",6,reservation,2400107
2352217,"",1,"""S""",1,reservation,2352216
2463177,Elevantal för godkännande av fristående skola,1,"""m""",2,reservation,2463176
2433337,Riktlinjer för energipolitiken ,4,"""mp""",2,reservation,2433333
1035176,"",17,"""S""",8,reservation,1035159
2429711,"",46,"""M""",28,reservation,2429665
3365365,Vissa lagstiftningsfrågor m.m.,1,"""m""",1,reservation,3365364
2430078,Uppföljning av den nya lagstiftningen,17,"""MP"",""V""",18,reservation,2430061
2486134,Fritidsverksamhet,38,"""v""",27,reservation,2486096
2521557,"",15,"""M"",""KD""",12,reservation,2521542
2629461,"",7,"""S""",5,reservation,2629454
2437685,Samarbetsgrupp för hästsektorns framtidsfrågor,28,"""fp""",20,reservation,2437657
2293290,"",2,"""C""",1,reservation,2293288
2363971,Tidskarantän för statsråd,4,"""mp""",15,reservation,2363967
2576959,Ideell verksamhet,3,"""v""",5,reservation,2576956
2649198,Miljösituationen i och kring Östersjön ,28,"""fp""",39,reservation,2649170
2443251,"",3,"""M"",""SD""",3,reservation,2443248
2658882,Hets mot funktionshindrade,8,"""mp""",11,reservation,2658874
2531652,"",10,"""M"",""C"",""L""",9,reservation,2531642
2443424,Utsläpp från fartyg och båtar m.m.,12,"""s"",""v"",""mp""",13,reservation,2443412
2465636,Jämställdhetsperspektiv i vården,36,"""m"",""c"",""fp""",28,reservation,2465600
2385967,Bostadsrättsregister,10,"""s""",10,reservation,2385957
1057199,"",20,"""S""",12,reservation,1057179
2680209,Utgångspunkter för insatserna,1,"""m"",""fp"",""kd""",1,reservation,2680208
2544487,"",1,"""M""",1,reservation,2544486
2291890,"",10,"""C""",2,reservation,2291880
2449198,"""Allemansrätt"" till gator och torg",17,"""MP"",""V""",27,reservation,2449181
2362977,"",3,"""L""",3,reservation,2362974
2330527,Expropriationsersättning,10,"""v""",7,reservation,2330517
3357721,Kroatiens anslutning till Europeiska unionen,1,"""SD""",1,reservation,3357720
2456853,"",11,"""C""",7,reservation,2456842
2325719,"",46,"""L""",19,reservation,2325673
2485977,Konsekvensanalyser m.m. av ändringar i arbetslöshetsförsäkringen,2,"""v""",5,reservation,2485975
3361939,Ekobrottsmyndighetens organisation och verksamhet,5,"""v""",9,reservation,3361934
2475065,"",3,"""SD""",2,reservation,2475062
2429975,"",4,"""KD""",2,reservation,2429971
2521562,"",20,"""M"",""SD"",""KD""",16,reservation,2521542
2399026,Skog och vilt i balans,19,"""s""",13,reservation,2399007
2509276,Starka kollektivavtal,31,"""S""",18,reservation,2509245
2295053,Kollektivavtal vid anställning med samhällsstöd,6,"""S"",""V""",6,reservation,2295046
2361390,"",10,"""SD"",""-""",10,reservation,2361380
2673883,Finansieringsfrågor,8,"""s"",""v"",""mp""",5,reservation,2673875
2296788,"",2,"""SD""",3,reservation,2296786
2296512,Handisam och andra aktörer,14,"""mp""",19,reservation,2296498
2401761,Sociala företag,13,"""V""",10,reservation,2401748
2325333,Reseavdrag,8,"""m""",8,reservation,2325325
2323313,"",23,"""M""",14,reservation,2323290
2396301,Miljöeffekter av läkemedel m.m.,6,"""mp""",6,reservation,2396295
2573739,Livsmedelskedjans klimatpåverkan,12,"""v""",16,reservation,2573727
2663235,Behandlingskontroller och smittskyddsarbete,1,"""m"",""kd""",3,reservation,2663234
3359941,"",7,"""V""",4,reservation,3359934
3360459,"",3,"""S""",6,reservation,3360456
2383416,"",11,"""C""",20,reservation,2383405
2544550,"",64,"""L""",18,reservation,2544486
2501213,"",30,"""C""",19,reservation,2501183
1060176,"",6,"""MP""",2,reservation,1060170
2455769,Rovdjursskador,27,"""MP""",19,reservation,2455742
2486948,"",4,"""V"",""MP""",2,reservation,2486944
2655131,Ändrade ramar för utgiftsområden samt nya och ändrade anslag,5,"""v""",18,reservation,2655126
2453596,"",4,"""S"",""MP""",5,reservation,2453592
2688242,"",25,"""SD""",18,reservation,2688217
2311652,Allmän inriktning av politiken inom utgiftsområde 13 Arbetsmarknad,2,"""v""",1,reservation,2311650
2544673,Narkotikaprevention,6,"""s"",""v"",""mp""",13,reservation,2544667
2349854,Information och opinionsbildning ,7,"""fp""",2,reservation,2349847
2421435,"",1,"""SD""",2,reservation,2421434
2429725,"",60,"""C""",35,reservation,2429665
2401907,"",21,"""M""",10,reservation,2401886
