commit_pk,author,commit_date,commit_id,commit_date_instant
1138157,system.agent,2026-01-15 05:43:31.32,822194.00,2026-01-15T04:43:31.320641111Z
3297682,system.agent,2026-01-15 06:00:02.25,2353634.00,2026-01-15T05:00:02.250477003Z
4904659,service.impl.GovernmentBodyDataLoaderService,2026-01-21 00:44:47.224,3575799.00,2026-01-20T23:44:47.224931541Z
2441658,system.agent,2026-01-15 05:53:13.524,1749233.00,2026-01-15T04:53:13.524318135Z
4072387,system.agent,2026-01-15 16:29:15.78,2877124.01,2026-01-15T15:29:15.780169344Z
4531239,system.agent,2026-01-15 17:09:05.593,3267135.00,2026-01-15T16:09:05.593183354Z
4188670,system.agent,2026-01-15 16:43:34.488,2971849.00,2026-01-15T15:43:34.488182160Z
2071013,system.agent,2026-01-15 05:50:23.158,1477670.01,2026-01-15T04:50:23.158091650Z
4537272,system.agent,2026-01-15 17:09:25.671,3272036.00,2026-01-15T16:09:25.671959236Z
5657737,system,2026-08-29 13:39:32.098,4310384.00,2026-08-29T11:39:32.098046247Z
2009784,system.agent,2026-01-15 05:49:56.536,1435616.00,2026-01-15T04:49:56.536614600Z
5146197,system.agent,2026-02-15 01:32:18.437,3798901.01,2026-02-15T00:32:18.437496320Z
2299883,system.agent,2026-01-15 05:52:08.599,1647397.00,2026-01-15T04:52:08.599714015Z
3058189,system.agent,2026-01-15 05:58:04.771,2180990.01,2026-01-15T04:58:04.771776948Z
2920837,system.agent,2026-01-15 05:56:57.765,2084735.00,2026-01-15T04:56:57.765363829Z
1859310,system.agent,2026-01-15 05:48:48.855,1328295.00,2026-01-15T04:48:48.855243375Z
3370509,system.agent,2026-01-15 06:00:35.265,2402403.00,2026-01-15T05:00:35.265381933Z
3624897,system.agent,2026-01-15 07:05:31.738,2582872.00,2026-01-15T06:05:31.738584623Z
3786278,system.agent,2026-01-15 09:03:27.054,2699617.01,2026-01-15T08:03:27.054318083Z
677167,system.agent,2026-01-15 05:40:25.652,507083.01,2026-01-15T04:40:25.652168655Z
4189028,system.agent,2026-01-15 16:43:35.892,2972067.05,2026-01-15T15:43:35.892951187Z
992404,system.agent,2026-01-15 05:42:38.642,724444.02,2026-01-15T04:42:38.642292044Z
1913422,system.agent,2026-01-15 05:49:12.387,1366802.00,2026-01-15T04:49:12.387613118Z
1768385,system.agent,2026-01-15 05:48:09.011,1264302.00,2026-01-15T04:48:09.011365841Z
5122596,system.agent,2026-02-11 23:38:34.95,3772023.00,2026-02-11T22:38:34.950341982Z
1474406,system.agent,2026-01-15 05:45:55.076,1058196.01,2026-01-15T04:45:55.076528802Z
4007591,system.agent,2026-01-15 15:21:20.379,2835585.03,2026-01-15T14:21:20.379687115Z
2662131,system.agent,2026-01-15 05:54:52.775,1904069.01,2026-01-15T04:54:52.775336874Z
703301,system.agent,2026-01-15 05:40:40.189,526910.00,2026-01-15T04:40:40.189052897Z
182521,system.agent,2026-01-15 05:35:45.224,141591.00,2026-01-15T04:35:45.224649611Z
4886058,system.agent,2026-01-16 03:32:50.627,3553819.61,2026-01-16T02:32:50.627473942Z
3395076,system.agent,2026-01-15 06:00:47.375,2419362.02,2026-01-15T05:00:47.375640643Z
4180426,system.agent,2026-01-15 16:43:05.994,2964986.00,2026-01-15T15:43:05.994456572Z
4783929,system.agent,2026-01-15 22:16:32.439,3469694.01,2026-01-15T21:16:32.439039424Z
2875690,system.agent,2026-01-15 05:56:37,2053986.00,2026-01-15T04:56:37.000636186Z
2753881,system.agent,2026-01-15 05:55:38.515,1968709.01,2026-01-15T04:55:38.515671341Z
2513987,system.agent,2026-01-15 05:53:43.991,1798646.01,2026-01-15T04:53:43.991542184Z
1779177,system.agent,2026-01-15 05:48:14.307,1271586.01,2026-01-15T04:48:14.307951041Z
5552897,system.agent,2026-06-30 01:20:03.206,4203437.01,2026-06-29T23:20:03.206179919Z
4133779,system.agent,2026-01-15 16:40:27.569,2925608.00,2026-01-15T15:40:27.569842933Z
4129889,system.agent,2026-01-15 16:40:16.982,2922270.00,2026-01-15T15:40:16.982244825Z
954959,system.agent,2026-01-15 05:42:24.763,699742.02,2026-01-15T04:42:24.763827430Z
3475301,system.agent,2026-01-15 06:01:27.626,2474705.00,2026-01-15T05:01:27.626220614Z
2599396,system.agent,2026-01-15 05:54:23.504,1861333.00,2026-01-15T04:54:23.504570475Z
978886,system.agent,2026-01-15 05:42:33.399,715321.00,2026-01-15T04:42:33.399299794Z
4594784,system.agent,2026-01-15 17:12:22.144,3319301.00,2026-01-15T16:12:22.144912566Z
905225,system.agent,2026-01-15 05:42:06.89,668521.00,2026-01-15T04:42:06.890743543Z
3755471,system.agent,2026-01-15 08:41:06.817,2677282.00,2026-01-15T07:41:06.817859511Z
3410187,system.agent,2026-01-15 06:00:54.456,2430364.00,2026-01-15T05:00:54.456193346Z
847383,system.agent,2026-01-15 05:41:46.896,631956.00,2026-01-15T04:41:46.896934064Z
3956483,system.agent,2026-01-15 14:55:32.988,2805884.01,2026-01-15T13:55:32.988590222Z
2828451,system.agent,2026-01-15 05:56:14.356,2019900.01,2026-01-15T04:56:14.356022105Z
107089,system.agent,2026-01-15 05:35:04.531,84681.00,2026-01-15T04:35:04.531271648Z
2970583,system.agent,2026-01-15 05:57:21.939,2120678.00,2026-01-15T04:57:21.939468792Z
3849821,system.agent,2026-01-15 14:04:49.91,2741993.01,2026-01-15T13:04:49.910581969Z
2500457,system.agent,2026-01-15 05:53:39.056,1789757.01,2026-01-15T04:53:39.056654337Z
398030,system.agent,2026-01-15 05:37:46.458,303106.00,2026-01-15T04:37:46.458532714Z
3777465,system.agent,2026-01-15 08:56:48.239,2693595.00,2026-01-15T07:56:48.239542788Z
310583,system.agent,2026-01-15 05:36:55.859,237805.00,2026-01-15T04:36:55.859391865Z
4380865,system.agent,2026-01-15 16:53:43.193,3136363.00,2026-01-15T15:53:43.193346756Z
525128,system.agent,2026-01-15 05:38:54.098,396644.02,2026-01-15T04:38:54.098763664Z
2588924,system.agent,2026-01-15 05:54:18.022,1853351.00,2026-01-15T04:54:18.022063739Z
208597,system.agent,2026-01-15 05:35:58.908,161160.01,2026-01-15T04:35:58.908872878Z
1480165,system.agent,2026-01-15 05:45:57.657,1062637.00,2026-01-15T04:45:57.657067164Z
726762,system.agent,2026-01-15 05:40:54.246,545907.01,2026-01-15T04:40:54.246112315Z
1191786,system.agent,2026-01-15 05:43:50.873,856633.01,2026-01-15T04:43:50.873640351Z
2248532,system.agent,2026-01-15 05:51:43.856,1610236.00,2026-01-15T04:51:43.856527231Z
1481265,system.agent,2026-01-15 05:45:58.3,1063682.00,2026-01-15T04:45:58.300801629Z
5174232,system.agent,2026-02-18 01:34:38.604,3829489.00,2026-02-18T00:34:38.604514655Z
2551965,system.agent,2026-01-15 05:54:00.533,1825041.01,2026-01-15T04:54:00.533173548Z
644562,system.agent,2026-01-15 05:40:07.471,482364.01,2026-01-15T04:40:07.471917879Z
622515,system.agent,2026-01-15 05:39:54.374,466549.00,2026-01-15T04:39:54.374068191Z
3358126,system.agent,2026-01-15 06:00:31.586,2395295.00,2026-01-15T05:00:31.586402566Z
3193181,system.agent,2026-01-15 05:59:07.806,2278586.00,2026-01-15T04:59:07.806711691Z
2288818,system.agent,2026-01-15 05:52:02.673,1639590.00,2026-01-15T04:52:02.673392564Z
5115615,system.agent,2026-02-11 23:38:31.276,3766322.01,2026-02-11T22:38:31.276953923Z
4030924,system.agent,2026-01-15 16:03:49.983,2849559.02,2026-01-15T15:03:49.983067884Z
1421515,system.agent,2026-01-15 05:45:32.196,1022529.00,2026-01-15T04:45:32.196408134Z
1483796,system.agent,2026-01-15 05:45:59.971,1065811.01,2026-01-15T04:45:59.971704134Z
3725560,system.agent,2026-01-15 08:15:13.381,2658225.01,2026-01-15T07:15:13.381633495Z
2655954,system.agent,2026-01-15 05:54:51.035,1900470.00,2026-01-15T04:54:51.035228977Z
3323945,system.agent,2026-01-15 06:00:15.127,2371319.00,2026-01-15T05:00:15.127219567Z
3625946,system.agent,2026-01-15 07:06:12.639,2583672.00,2026-01-15T06:06:12.639075686Z
3718358,system.agent,2026-01-15 08:09:05.789,2653549.00,2026-01-15T07:09:05.789554994Z
1925789,system.agent,2026-01-15 05:49:19.067,1375756.01,2026-01-15T04:49:19.067154879Z
2490288,system.agent,2026-01-15 05:53:35.517,1783118.00,2026-01-15T04:53:35.517656510Z
5561022,system.agent,2026-06-30 10:43:05.093,4213540.02,2026-06-30T08:43:05.093897930Z
4355581,system.agent,2026-01-15 16:52:13.538,3114536.00,2026-01-15T15:52:13.538081983Z
1355814,system.agent,2026-01-15 05:45:03.039,976121.00,2026-01-15T04:45:03.039871051Z
1906702,system.agent,2026-01-15 05:49:10.111,1362563.00,2026-01-15T04:49:10.111352032Z
2128023,system.agent,2026-01-15 05:50:50.03,1520826.00,2026-01-15T04:50:50.030405Z
4225316,system.agent,2026-01-15 16:45:47.781,3003543.00,2026-01-15T15:45:47.781491976Z
4656034,system.agent,2026-01-15 17:15:22.277,3369319.00,2026-01-15T16:15:22.277403161Z
5641792,system,2026-08-23 04:30:22.749,4294472.00,2026-08-23T02:30:22.749592574Z
257564,system.agent,2026-01-15 05:36:27.509,197406.01,2026-01-15T04:36:27.509524848Z
784059,system.agent,2026-01-15 05:41:23.109,587770.01,2026-01-15T04:41:23.109321056Z
4012950,system.agent,2026-01-15 15:54:36.854,2838753.00,2026-01-15T14:54:36.854315884Z
2711276,system.agent,2026-01-15 05:55:16.376,1939207.00,2026-01-15T04:55:16.376938543Z
3197314,system.agent,2026-01-15 05:59:10.484,2282308.00,2026-01-15T04:59:10.484145273Z
517346,system.agent,2026-01-15 05:38:51.409,391587.00,2026-01-15T04:38:51.409002330Z
5336988,system.agent,2026-04-17 14:32:46.153,3985002.00,2026-04-17T12:32:46.153322693Z
2614597,system.agent,2026-01-15 05:54:28.84,1871440.00,2026-01-15T04:54:28.840194448Z
5147358,system.agent,2026-02-15 01:33:38.441,3799997.00,2026-02-15T00:33:38.441551389Z
665617,system.agent,2026-01-15 05:40:18.596,497532.00,2026-01-15T04:40:18.596117828Z
2430155,system.agent,2026-01-15 05:53:08.233,1741711.01,2026-01-15T04:53:08.233313195Z
2153231,system.agent,2026-01-15 05:51:02.235,1540566.00,2026-01-15T04:51:02.235940066Z
372727,system.agent,2026-01-15 05:37:31.291,284949.00,2026-01-15T04:37:31.291681008Z
121200,system.agent,2026-01-15 05:35:10.698,94384.00,2026-01-15T04:35:10.698208391Z
1930869,system.agent,2026-01-15 05:49:22.175,1379844.00,2026-01-15T04:49:22.175223069Z
2326935,system.agent,2026-01-15 05:52:21.156,1666527.00,2026-01-15T04:52:21.156034390Z
4564381,system.agent,2026-01-15 17:10:54.059,3294384.01,2026-01-15T16:10:54.059923657Z
656114,system.agent,2026-01-15 05:40:12.355,490715.00,2026-01-15T04:40:12.355277130Z
1315711,system.agent,2026-01-15 05:44:45.659,946650.00,2026-01-15T04:44:45.659975765Z
5450716,system.agent,2026-06-06 01:40:43.051,4097501.01,2026-06-05T23:40:43.051683694Z
5335155,system.agent,2026-04-17 14:32:41.561,3983225.00,2026-04-17T12:32:41.561782191Z
4211904,system.agent,2026-01-15 16:45:00.945,2992105.00,2026-01-15T15:45:00.945986618Z
135094,system.agent,2026-01-15 05:35:21.128,106519.00,2026-01-15T04:35:21.128314696Z
666211,system.agent,2026-01-15 05:40:18.851,498024.00,2026-01-15T04:40:18.851764619Z
2718736,system.agent,2026-01-15 05:55:21.038,1945206.00,2026-01-15T04:55:21.038781774Z
3947114,system.agent,2026-01-15 14:51:17.659,2800391.01,2026-01-15T13:51:17.659984345Z
4961163,system.agent,2026-01-29 01:34:49.593,3635695.00,2026-01-29T00:34:49.593694599Z
3184224,system.agent,2026-01-15 05:59:03.455,2272126.00,2026-01-15T04:59:03.455917788Z
664894,system.agent,2026-01-15 05:40:16.855,496823.00,2026-01-15T04:40:16.855263538Z
4236945,system.agent,2026-01-15 16:46:29.136,3013413.00,2026-01-15T15:46:29.136422400Z
2785869,system.agent,2026-01-15 05:55:54.343,1991050.00,2026-01-15T04:55:54.343770019Z
4051465,system.agent,2026-01-15 16:14:02.674,2862105.00,2026-01-15T15:14:02.674306707Z
4128790,system.agent,2026-01-15 16:40:14.034,2921402.00,2026-01-15T15:40:14.034671582Z
4044099,system.agent,2026-01-15 16:10:23.244,2857566.00,2026-01-15T15:10:23.244071356Z
2936432,system.agent,2026-01-15 05:57:05.868,2095273.00,2026-01-15T04:57:05.868601541Z
998193,system.agent,2026-01-15 05:42:40.112,727324.02,2026-01-15T04:42:40.112246159Z
2598202,system.agent,2026-01-15 05:54:23.121,1860696.00,2026-01-15T04:54:23.121510103Z
4442136,system.agent,2026-01-15 17:00:24.688,3190996.00,2026-01-15T16:00:24.688947654Z
2854186,system.agent,2026-01-15 05:56:25.876,2038795.00,2026-01-15T04:56:25.876857026Z
3433038,system.agent,2026-01-15 06:01:10.142,2447195.00,2026-01-15T05:01:10.142636700Z
1263930,system.agent,2026-01-15 05:44:22.106,908277.00,2026-01-15T04:44:22.106828636Z
4112122,system.agent,2026-01-15 16:39:35.786,2908308.00,2026-01-15T15:39:35.786680799Z
3149664,system.agent,2026-01-15 05:58:47.465,2247353.00,2026-01-15T04:58:47.465736480Z
2644965,system.agent,2026-01-15 05:54:44.341,1891943.00,2026-01-15T04:54:44.341610179Z
1050923,system.agent,2026-01-15 05:42:58.69,762343.00,2026-01-15T04:42:58.690321852Z
1173226,system.agent,2026-01-15 05:43:44.086,844521.00,2026-01-15T04:43:44.086914208Z
815540,system.agent,2026-01-15 05:41:34.125,608047.00,2026-01-15T04:41:34.125528801Z
167141,system.agent,2026-01-15 05:35:38.977,132199.00,2026-01-15T04:35:38.977062238Z
1341967,system.agent,2026-01-15 05:44:56.171,965260.00,2026-01-15T04:44:56.171419683Z
92777,system.agent,2026-01-15 05:34:55.518,73702.01,2026-01-15T04:34:55.518278251Z
3921637,system.agent,2026-01-15 14:38:56.68,2785035.03,2026-01-15T13:38:56.680741743Z
1511175,system.agent,2026-01-15 05:46:12.018,1084270.00,2026-01-15T04:46:12.018594720Z
4482599,system.agent,2026-01-15 17:06:50.004,3226169.00,2026-01-15T16:06:50.004020842Z
190008,system.agent,2026-01-15 05:35:49.443,146939.00,2026-01-15T04:35:49.443744288Z
3052133,system.agent,2026-01-15 05:58:03.424,2177949.01,2026-01-15T04:58:03.424257840Z
1566390,system.agent,2026-01-15 05:46:37.892,1123099.01,2026-01-15T04:46:37.892173370Z
1245715,system.agent,2026-01-15 05:44:13.071,894318.00,2026-01-15T04:44:13.071476564Z
2510910,system.agent,2026-01-15 05:53:42.934,1796732.00,2026-01-15T04:53:42.934865263Z
5528770,system,2026-06-22 04:30:18.67,4177773.00,2026-06-22T02:30:18.670569750Z
1394888,system.agent,2026-01-15 05:45:20.113,1003187.01,2026-01-15T04:45:20.113842687Z
3448810,system.agent,2026-01-15 06:01:17.984,2458824.00,2026-01-15T05:01:17.984790452Z
3477100,system.agent,2026-01-15 06:01:29.704,2476504.00,2026-01-15T05:01:29.704155287Z
1170955,system.agent,2026-01-15 05:43:43.323,843139.00,2026-01-15T04:43:43.323766622Z
2838637,system.agent,2026-01-15 05:56:21.176,2028833.00,2026-01-15T04:56:21.176889550Z
1587527,system.agent,2026-01-15 05:46:45.206,1136988.00,2026-01-15T04:46:45.206554653Z
1372847,system.agent,2026-01-15 05:45:08.909,986980.00,2026-01-15T04:45:08.909285825Z
4183927,system.agent,2026-01-15 16:43:17.953,2967975.00,2026-01-15T15:43:17.953143442Z
1958495,system.agent,2026-01-15 05:49:33.428,1399617.00,2026-01-15T04:49:33.428739936Z
3732576,system.agent,2026-01-15 08:22:34.354,2661983.01,2026-01-15T07:22:34.354007807Z
5339705,system.agent,2026-04-17 14:39:34.402,3987396.12,2026-04-17T12:39:34.402981919Z
3610859,system.agent,2026-01-15 06:54:53.888,2572571.00,2026-01-15T05:54:53.888912377Z
4020520,system.agent,2026-01-15 15:58:24.14,2843305.01,2026-01-15T14:58:24.140481775Z
739127,system.agent,2026-01-15 05:41:01.271,554931.00,2026-01-15T04:41:01.271988333Z
116121,system.agent,2026-01-15 05:35:08.684,91009.00,2026-01-15T04:35:08.684273066Z
156879,system.agent,2026-01-15 05:35:30.766,123004.00,2026-01-15T04:35:30.766269231Z
2371751,system.agent,2026-01-15 05:52:41.066,1698891.00,2026-01-15T04:52:41.066307273Z
2605309,system.agent,2026-01-15 05:54:25.278,1864514.00,2026-01-15T04:54:25.278076551Z
5542619,system,2026-06-24 04:30:18.192,4193433.00,2026-06-24T02:30:18.192609172Z
4752490,system.agent,2026-01-15 18:08:18.573,3445618.00,2026-01-15T17:08:18.573992412Z
5613658,system,2026-08-17 22:31:57.846,4266338.00,2026-08-17T20:31:57.846807776Z
1620872,system.agent,2026-01-15 05:46:58.417,1159153.01,2026-01-15T04:46:58.417787818Z
1509673,system.agent,2026-01-15 05:46:11.471,1083179.00,2026-01-15T04:46:11.471334186Z
3323989,system.agent,2026-01-15 06:00:15.132,2371341.00,2026-01-15T05:00:15.132655786Z
194979,system.agent,2026-01-15 05:35:52.521,151423.01,2026-01-15T04:35:52.521470194Z
2815808,system.agent,2026-01-15 05:56:08.964,2012104.02,2026-01-15T04:56:08.964640745Z
2490073,system.agent,2026-01-15 05:53:35.489,1783018.00,2026-01-15T04:53:35.489274060Z
1210781,system.agent,2026-01-15 05:43:57.862,870058.00,2026-01-15T04:43:57.862987324Z
4226823,system.agent,2026-01-15 16:45:52.63,3004726.01,2026-01-15T15:45:52.630302221Z
5578434,system,2026-08-04 23:53:05.327,4231367.00,2026-08-04T21:53:05.327553571Z
235433,system.agent,2026-01-15 05:36:13.832,180954.00,2026-01-15T04:36:13.832285881Z
365720,system.agent,2026-01-15 05:37:27.016,280004.00,2026-01-15T04:37:27.016256478Z
1558703,system.agent,2026-01-15 05:46:34.747,1117930.00,2026-01-15T04:46:34.747259115Z
3206759,system.agent,2026-01-15 05:59:16.128,2289601.02,2026-01-15T04:59:16.128530570Z
2649238,system.agent,2026-01-15 05:54:46.851,1895209.00,2026-01-15T04:54:46.851930094Z
29720,system.agent,2026-01-15 05:34:22.104,26773.00,2026-01-15T04:34:22.104127569Z
4063424,system.agent,2026-01-15 16:22:30.786,2870565.00,2026-01-15T15:22:30.786124133Z
1147011,system.agent,2026-01-15 05:43:35.324,828875.01,2026-01-15T04:43:35.324197603Z
837157,system.agent,2026-01-15 05:41:43.094,624513.00,2026-01-15T04:41:43.094183196Z
451935,system.agent,2026-01-15 05:38:13.224,341273.00,2026-01-15T04:38:13.224194087Z
2325380,system.agent,2026-01-15 05:52:20.383,1665492.00,2026-01-15T04:52:20.383443135Z
1549774,system.agent,2026-01-15 05:46:29.238,1110837.00,2026-01-15T04:46:29.238400402Z
5022898,system.agent,2026-02-11 23:37:22.504,3693217.00,2026-02-11T22:37:22.504128266Z
1579630,system.agent,2026-01-15 05:46:41.52,1130934.00,2026-01-15T04:46:41.520608872Z
2708838,system.agent,2026-01-15 05:55:13.788,1936769.00,2026-01-15T04:55:13.788620070Z
2958952,system.agent,2026-01-15 05:57:18.104,2112802.01,2026-01-15T04:57:18.104558397Z
3740661,system.agent,2026-01-15 08:29:44.65,2666933.00,2026-01-15T07:29:44.650409604Z
3770210,system.agent,2026-01-15 08:51:50.207,2688144.00,2026-01-15T07:51:50.207693521Z
5511073,system.agent,2026-06-21 12:28:38.891,4158703.00,2026-06-21T10:28:38.891237233Z
1144631,system.agent,2026-01-15 05:43:34.468,827136.01,2026-01-15T04:43:34.468397421Z
1895993,system.agent,2026-01-15 05:49:05.256,1354760.01,2026-01-15T04:49:05.256856053Z
1129200,system.agent,2026-01-15 05:43:26.981,815241.00,2026-01-15T04:43:26.981177889Z
