hjid,activity_name,code,created_date,order_number,process,status,document_activities_document_0
2198533,Numrering,NUM,2010-10-29,7,hantering,inträffat,2198531
2148638,Inlämnad,INL,2024-09-30,0,behandling,inträffat,2148637
974067,Bordläggning 1,B1,2009-12-07,1,avgorande,inträffat,974062
1161728,Granskad,Granskad,2023-10-04,0,behandling,inträffat,1161726
564210,Inlämnad,INL,2016-10-03,0,behandling,inträffat,564209
747866,Granskad,Granskad,2017-10-04,0,behandling,inträffat,747864
920729,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,920726
3111668,Inlämning,INL,2008-10-06,13,hantering,inträffat,3111667
1408680,Hänvisning,HÄN,2007-10-16,2,hanvisning,inträffat,1408676
1915151,Hänvisad,HÄN,2024-10-15,0,behandling,inträffat,1915148
514712,Justering,JUS,2017-02-28,0,"",inträffat,514710
2052727,Granskad,Granskad,2018-11-30,0,behandling,inträffat,2052725
1620260,Hänvisning,HÄN,2004-10-14,2,hanvisning,inträffat,1620257
1478279,Hänvisad,HÄN,2014-11-12,0,behandling,inträffat,1478276
1379290,Numrering,NUM,2013-10-07,7,hantering,inträffat,1379288
325700,Trycklov,TRY,2008-04-10,60,beredning,inträffat,325696
978613,Inlämnad,INL,2019-10-02,0,behandling,inträffat,978612
1952084,Inlämning,INL,2009-10-05,13,hantering,inträffat,1952083
204021,Under beredning,UBE,2008-11-20,30,beredning,inträffat,204020
3237343,Inlämning,INL,2012-10-05,13,hantering,inträffat,3237342
1982286,Inlämning,INL,2005-10-05,13,hantering,inträffat,1982285
1478263,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,1478256
959340,Inlämnad,INL,2019-10-02,0,behandling,inträffat,959339
971324,Registrering,REG,2001-10-05,2,hantering,inträffat,971319
2074537,Inlämnad,INL,2018-11-30,0,behandling,inträffat,2074536
104110,Inlämnad,INL,2017-10-02,0,behandling,inträffat,104109
1965685,Hänvisning,HÄN,2001-10-11,2,hanvisning,inträffat,1965677
2140741,Hänvisning,HÄN,2003-10-15,2,hanvisning,inträffat,2140738
376820,Granskad,Granskad,2021-03-16,0,behandling,inträffat,376816
351544,Hänvisning,HÄN,2003-10-15,2,hanvisning,inträffat,351541
850740,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,850737
272308,Inlämning,INL,2005-10-05,13,hantering,inträffat,272307
1088475,Inlämnad,INL,2021-09-30,0,behandling,inträffat,1088474
416969,Bordläggning,B,2006-11-07,1,hanvisning,inträffat,416966
187691,Inlämning,INL,2011-09-27,13,hantering,inträffat,187690
818823,Justering,JUS,2002-02-12,40,beredning,inträffat,818822
1305691,Granskad,Granskad,2022-11-18,0,behandling,inträffat,1305689
1755139,Inlämnad,INL,2023-10-03,0,behandling,inträffat,1755138
1886063,Inlämnad,INL,2020-10-02,0,behandling,inträffat,1886062
1847374,Hänvisning,HÄN,2000-04-14,3,hanvisning,inträffat,1847370
1036426,Motionstid slutar,MOT,2008-05-07,5,hanvisning,inträffat,1036421
189105,Numrering,NUM,2011-10-10,7,hantering,inträffat,189103
1176719,Numrering,NUM,2010-10-28,7,hantering,inträffat,1176717
1224177,Granskad,Granskad,2022-11-21,0,behandling,inträffat,1224175
1475502,Inlämning,INL,2004-10-05,13,hantering,inträffat,1475501
1498063,Granskad,Granskad,2014-11-05,0,behandling,inträffat,1498061
3116821,Bordläggning,B,2002-10-30,1,hanvisning,inträffat,3116819
952267,Inlämnad,INL,2025-10-02,0,behandling,inträffat,952266
643044,Hänvisning,HÄN,2014-04-04,3,hanvisning,inträffat,643040
1122628,Registrering,REG,2008-10-20,70,hantering,inträffat,1122626
3289970,Numrering,NUM,2009-10-01,7,hantering,inträffat,3289968
1323453,Inlämnad,INL,2025-10-03,0,behandling,inträffat,1323452
2085634,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,2085628
1437094,Inlämnad,INL,2014-11-10,0,behandling,inträffat,1437093
2066730,Inlämnad,INL,2024-09-26,0,behandling,inträffat,2066729
985661,Numrering,NUM,2011-10-06,7,hantering,inträffat,985659
1685042,Granskad,Granskad,2025-10-07,0,behandling,inträffat,1685040
2166022,Numrering,NUM,2001-10-05,7,hantering,inträffat,2166013
1423964,Hänvisad,HÄN,2019-10-11,0,behandling,inträffat,1423961
281148,Motionstid slutar,MOT,2022-10-03,0,behandling,inträffat,281144
1451254,Hänvisning,HÄN,2007-10-16,2,hanvisning,inträffat,1451250
961161,Granskad,Granskad,2019-10-02,0,behandling,inträffat,961159
719545,Bordläggning,B,2003-10-15,1,hanvisning,inträffat,719543
813871,Justering,JUS,2014-03-06,40,beredning,inträffat,813869
1110951,Bordläggning 2,B2,2008-05-14,2,avgorande,inträffat,1110944
2062808,Granskad,Granskad,2024-09-30,0,behandling,inträffat,2062806
348179,Hänvisning,HÄN,2000-10-11,2,hanvisning,inträffat,348171
1902074,Beredning,UBE,2016-11-17,0,"",inträffat,1902072
3129308,Hänvisad,HÄN,2016-10-14,0,behandling,inträffat,3129305
694341,Granskad,Granskad,2017-10-04,0,behandling,inträffat,694339
759932,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,759926
1090590,Inlämnad,INL,2021-09-30,0,behandling,inträffat,1090589
399360,Inlämning,INL,2007-10-05,13,hantering,inträffat,399359
1608821,Granskad,Granskad,2020-01-20,0,behandling,inträffat,1608819
287526,Granskad,Granskad,2021-09-27,0,behandling,inträffat,287524
304489,Inlämning,INL,2000-10-04,13,hantering,inträffat,304488
389135,Granskad,Granskad,2020-10-06,0,behandling,inträffat,389133
772241,Under beredning,UBE,2006-04-04,30,beredning,planerat,772238
373222,Granskning,GKD,2000-10-11,3,hantering,inträffat,373219
485177,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,485173
503763,Utfärdande av riksdagsskrivelse,RSKR,2010-12-14,6,avgorande,inträffat,503751
240801,Hänvisning,HÄN,2002-10-30,2,hanvisning,inträffat,240798
1744637,Inlämnad,INL,2016-09-30,0,behandling,inträffat,1744636
2101974,Inlämnad,INL,2022-12-14,0,behandling,inträffat,2101973
2166957,Inlämning,INL,2004-10-05,13,hantering,inträffat,2166956
1383959,Inlämnad,INL,2019-09-30,0,behandling,inträffat,1383958
539701,Justering,JUS,2016-11-17,0,"",inträffat,539698
1371500,Granskad,Granskad,2022-11-22,0,behandling,inträffat,1371498
1393422,Numrering,NUM,2013-10-07,7,hantering,inträffat,1393420
1868061,Inlämning,INL,2006-04-11,13,hantering,inträffat,1868060
1863235,Trycklov till Gotab och webb,TROWE,2003-12-17,70,beredning,inträffat,1863226
2062540,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,2062534
1015192,Trycklov,TRY,2014-04-29,60,beredning,planerat,1015189
860923,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,860920
3298377,Hänvisning,HÄN,2005-06-01,3,hanvisning,inträffat,3298373
88903,Behandling,BEH,2003-05-22,3,avgorande,inträffat,88896
424502,Numrering,NUM,2006-11-01,7,hantering,inträffat,424500
1909529,Granskad,Granskad,2016-12-15,0,behandling,inträffat,1909526
1258492,Inlämning,INL,2013-10-03,13,hantering,inträffat,1258491
1135869,Granskad,Granskad,2014-11-11,0,behandling,inträffat,1135867
1801710,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,1801707
228016,Behandling,BEH,2004-03-24,3,avgorande,inträffat,228008
2111210,Inlämning,INL,2013-03-12,60,hantering,inträffat,2111209
1770392,Inlämning,INL,2006-10-31,13,hantering,inträffat,1770391
1268541,Inlämnad,INL,2019-10-01,0,behandling,inträffat,1268540
928987,Inlämning,INL,2001-10-05,13,hantering,inträffat,928984
265378,Granskad,Granskad,2020-10-06,0,behandling,inträffat,265376
710123,Behandling,BEH,2023-11-22,0,"",inträffat,710117
701035,Behandling,BEH,2005-11-29,3,avgorande,inträffat,701028
1896171,Numrering,NUM,2006-11-02,7,hantering,inträffat,1896169
1598888,Hänvisad,HÄN,2016-10-14,0,behandling,inträffat,1598885
1594242,Granskad,Granskad,2020-04-23,0,behandling,inträffat,1594239
3118166,Bordlagd,B,2021-03-23,0,behandling,inträffat,3118165
854791,Inlämning,INL,2013-10-03,13,hantering,inträffat,854790
918393,Hänvisad,HÄN,2017-10-13,0,behandling,inträffat,918390
3245244,Numrering,NUM,2007-10-08,7,hantering,inträffat,3245242
1997988,Inlämnad,INL,2020-09-18,0,behandling,inträffat,1997987
767274,Bordläggning 2,B2,2007-04-24,2,avgorande,inträffat,767268
1137703,Granskad,Granskad,2021-09-30,0,behandling,inträffat,1137701
1831255,Numrering,NUM,2011-10-10,7,hantering,inträffat,1831253
60552,Bordläggning,B,2005-04-07,1,hanvisning,inträffat,60550
836560,Inlämning,INL,2004-10-05,13,hantering,inträffat,836559
1276256,Numrering,NUM,2001-10-05,7,hantering,inträffat,1276252
524193,Inlämning,INL,2002-02-13,60,hantering,inträffat,524191
3310390,Numrering,NUM,2011-10-10,7,hantering,inträffat,3310388
2227963,Hänvisad,HÄN,2024-10-15,0,behandling,inträffat,2227960
1896088,Hänvisad,HÄN,2024-10-15,0,behandling,inträffat,1896085
1074009,Bordlagd,B,2026-03-30,0,behandling,inträffat,1074006
1196632,Justering,JUS,2004-09-09,40,beredning,inträffat,1196630
612511,Hänvisning,HÄN,2001-10-11,2,hanvisning,inträffat,612503
1734715,Granskad,Granskad,2016-10-05,0,behandling,inträffat,1734713
932504,Hänvisning,HÄN,2013-03-12,2,hanvisning,inträffat,932501
696082,Inlämning,INL,2003-10-07,13,hantering,inträffat,696081
613972,Numrering,NUM,2007-10-04,7,hantering,inträffat,613970
1092080,Behandling,BEH,2006-03-29,3,avgorande,inträffat,1092073
1649789,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,1649782
379087,Beslut,BES,2019-05-08,0,"",inträffat,379081
1051866,Justering,JUS,2025-05-22,0,"",inträffat,1051861
1426796,Hänvisad,HÄN,2014-11-12,0,behandling,inträffat,1426793
2252586,Inlämning,INL,2005-10-05,13,hantering,inträffat,2252584
1948862,Bordläggning,B,2002-10-30,1,hanvisning,inträffat,1948860
1047365,Granskad,Granskad,2026-03-13,0,behandling,inträffat,1047363
118510,Hänvisning,HÄN,2001-05-31,3,hanvisning,inträffat,118504
717587,Hänvisad,HÄN,2018-12-05,0,behandling,inträffat,717584
1734977,Hänvisad,HÄN,2016-10-14,0,behandling,inträffat,1734974
1782104,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,1782095
553342,Avgörande,AVG,2002-03-21,5,avgorande,inträffat,553332
1531087,Inlämning,INL,2009-10-05,13,hantering,inträffat,1531086
920183,Granskad,Granskad,2017-10-05,0,behandling,inträffat,920181
810166,Inlämnad,INL,2021-12-14,0,behandling,inträffat,810164
277925,Motionstid slutar,MOT,2012-03-14,4,hanvisning,inträffat,277920
1586827,Hänvisad,HÄN,2014-11-12,0,behandling,inträffat,1586824
1166785,Bordläggning,B,2007-10-16,1,hanvisning,inträffat,1166782
1299420,Granskad,Granskad,2018-11-28,0,behandling,inträffat,1299418
1403331,Bordläggning 2,B2,2002-04-16,2,avgorande,inträffat,1403325
797767,Behandling,BEH,2007-03-21,3,avgorande,inträffat,797759
1314125,Inlämning,INL,2003-10-07,13,hantering,inträffat,1314124
2062876,Inlämning,INL,2001-10-05,13,hantering,inträffat,2062873
226233,Inlämnad,INL,2025-10-01,0,behandling,inträffat,226232
932341,Inlämning,INL,2008-10-03,13,hantering,inträffat,932340
1151761,Granskad,Granskad,2025-10-03,0,behandling,inträffat,1151759
816608,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,816605
2112115,Inlämnad,INL,2018-11-28,0,behandling,inträffat,2112114
1047557,Beredning,UBE,2026-05-05,0,"",planerat,1047555
1753251,Inlämnad,INL,2019-10-03,0,behandling,inträffat,1753250
1404194,Granskad,Granskad,2021-10-01,0,behandling,inträffat,1404192
2045830,Numrering,NUM,2007-10-05,7,hantering,inträffat,2045828
451169,Hänvisad,HÄN,2015-10-13,0,behandling,inträffat,451166
1171105,Granskad,Granskad,2025-10-03,0,behandling,inträffat,1171103
1478949,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,1478942
1249337,Inlämning,INL,2008-10-03,13,hantering,inträffat,1249336
826275,Inlämnad,INL,2025-10-02,0,behandling,inträffat,826274
1085989,Avgörande,AVG,2012-11-22,5,avgorande,inträffat,1085979
1252648,Inlämning,INL,2008-10-06,13,hantering,inträffat,1252647
241774,Numrering,NUM,2006-11-02,7,hantering,inträffat,241772
570137,Beredning,UBE,2025-11-06,0,"",inträffat,570134
1306344,Bordläggning,B,2003-10-15,1,hanvisning,inträffat,1306342
313092,Numrering,NUM,2006-11-02,7,hantering,inträffat,313090
1305880,Granskad,Granskad,2022-11-18,0,behandling,inträffat,1305878
868536,Bordläggning,B,2013-11-05,1,hanvisning,inträffat,868534
606032,Inlämning,INL,2003-10-07,13,hantering,inträffat,606031
1698867,Numrering,NUM,2006-11-01,7,hantering,inträffat,1698865
2212834,Inlämning,INL,2011-10-05,13,hantering,inträffat,2212832
1993057,Granskad,Granskad,2020-09-23,0,behandling,inträffat,1993055
419344,Avgörande,AVG,2006-05-30,5,avgorande,inträffat,419335
1754088,Hänvisad,HÄN,2019-10-11,0,behandling,inträffat,1754085
3335557,Beredning,UBE,2017-01-24,0,"",inträffat,3335556
1203449,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,1203446
673633,Behandling,BEH,2011-12-07,3,avgorande,inträffat,673626
2098653,Bordläggning,B,2007-10-16,1,hanvisning,inträffat,2098650
2212717,Beslut,BES,2017-05-31,0,"",inträffat,2212711
582172,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,582169
2002249,Granskad,Granskad,2024-10-03,0,behandling,inträffat,2002247
463258,Granskad,Granskad,2015-10-06,0,behandling,inträffat,463256
324724,Beredning,UBE,2020-01-28,0,"",inträffat,324718
1018632,Inlämnad,INL,2017-10-05,0,behandling,inträffat,1018631
3349459,Granskad,Granskad,2024-10-02,0,behandling,inträffat,3349457
2078596,Inlämning,INL,2004-10-05,13,hantering,inträffat,2078595
1965480,Granskad,Granskad,2016-10-05,0,behandling,inträffat,1965478
544609,Justering,JUS,2005-10-25,40,beredning,inträffat,544607
2083361,Hänvisning,HÄN,2003-10-15,2,hanvisning,inträffat,2083358
1070183,Granskad,Granskad,2026-04-09,0,behandling,inträffat,1070181
1315323,Inlämnad,INL,2022-11-18,0,behandling,inträffat,1315322
507681,Beredning,UBE,2015-11-10,0,"",inträffat,507680
135476,Numrering,NUM,2012-10-05,7,hantering,inträffat,135474
3319337,Bordlagd,B,2016-03-22,0,behandling,inträffat,3319336
1107624,Justering,JUS,2008-02-19,40,beredning,inträffat,1107621
754206,Granskad,Granskad,2025-10-02,0,behandling,inträffat,754204
1630384,Inlämnad,INL,2014-11-10,0,behandling,inträffat,1630383
1096110,Numrering,NUM,2010-10-28,7,hantering,inträffat,1096108
2060986,Hänvisningsförslag,HFÖR,2001-10-05,6,hantering,inträffat,2060984
1214241,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,1214239
2247642,Granskad,Granskad,2020-10-05,0,behandling,inträffat,2247640
289114,Hänvisning,HÄN,2004-10-14,2,hanvisning,inträffat,289111
1627257,Trycklov,TRY,2022-06-07,0,"",inträffat,1627252
615929,Hänvisning,HÄN,2001-10-11,2,hanvisning,inträffat,615921
3307554,Numrering,NUM,2013-10-03,7,hantering,inträffat,3307552
334788,Bordläggning,B,2007-10-16,1,hanvisning,inträffat,334785
1528841,Beredning,UBE,2018-03-27,0,"",inträffat,1528840
130506,Inlämning,INL,2012-10-05,13,hantering,inträffat,130505
351114,Hänvisning,HÄN,2003-10-15,2,hanvisning,inträffat,351111
1559652,Granskad,Granskad,2022-11-23,0,behandling,inträffat,1559650
1570541,Inlämning,INL,2003-10-07,13,hantering,inträffat,1570540
179739,Inlämning,INL,2009-10-05,13,hantering,inträffat,179738
830227,Inlämning,INL,2013-10-02,13,hantering,inträffat,830226
1992020,Hänvisad,HÄN,2015-03-18,0,behandling,inträffat,1992017
1733221,Bordläggning,B,2007-10-16,1,hanvisning,inträffat,1733218
2050522,Hänvisning,HÄN,2003-10-15,2,hanvisning,inträffat,2050519
350630,Hänvisad,HÄN,2024-10-15,0,behandling,inträffat,350627
1745934,Justering,JUS,2003-03-27,40,beredning,inträffat,1745927
960392,Beslut,BES,2015-05-27,0,"",inträffat,960386
1498385,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,1498383
609975,Granskad,Granskad,2019-10-03,0,behandling,inträffat,609972
1488755,Granskning,GKD,2000-10-11,3,hantering,inträffat,1488752
1983119,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,1983116
470670,Inlämnad,INL,2021-04-28,0,behandling,inträffat,470669
1750839,Inlämnad,INL,2014-11-10,0,behandling,inträffat,1750838
816649,Numrering,NUM,2009-10-06,7,hantering,inträffat,816647
1697439,Inlämnad,INL,2023-09-27,0,behandling,inträffat,1697437
139783,Inlämnad,INL,2017-09-25,0,behandling,inträffat,139782
1306085,Inlämning,INL,2003-10-07,13,hantering,inträffat,1306084
69774,Trycklov,TRY,2003-05-26,60,beredning,planerat,69769
689270,Inlämning,INL,2008-09-30,13,hantering,inträffat,689269
1760311,Inlämning,INL,2012-10-01,13,hantering,inträffat,1760310
2068915,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,2068908
1883038,Granskad,Granskad,2020-10-02,0,behandling,inträffat,1883036
907215,Numrering,NUM,2008-10-02,7,hantering,inträffat,907213
1287510,Hänvisning,HÄN,2003-10-15,2,hanvisning,inträffat,1287507
2190442,Inlämnad,INL,2018-11-29,0,behandling,inträffat,2190441
1398557,Inlämning,INL,2013-10-03,13,hantering,inträffat,1398556
1708382,Granskad,Granskad,2023-09-27,0,behandling,inträffat,1708380
612906,Granskning,GKD,2001-10-05,3,hantering,inträffat,612905
1225237,Avgörande,AVG,2012-11-28,5,avgorande,inträffat,1225230
1089228,Inlämning,INL,2010-10-25,13,hantering,inträffat,1089227
1895522,Inlämnad,INL,2024-10-03,0,behandling,inträffat,1895521
2062125,Numrering,NUM,2011-10-05,7,hantering,inträffat,2062123
837506,Inlämnad,INL,2017-10-05,0,behandling,inträffat,837505
1046128,Beslut,BES,2016-05-18,0,"",inträffat,1046122
1942325,Inlämnad,INL,2016-10-05,0,behandling,inträffat,1942324
867056,Numrering,NUM,2013-10-08,7,hantering,inträffat,867054
2016809,Hänvisad,HÄN,2020-10-14,0,behandling,inträffat,2016806
1071851,Trycklov,TRY,2015-02-18,0,"",inträffat,1071849
2230172,Inlämnad,INL,2016-09-27,0,behandling,inträffat,2230171
1227252,Granskad,Granskad,2025-10-06,0,behandling,inträffat,1227250
2017549,Hänvisning,HÄN,2000-07-04,2,hanvisning,inträffat,2017546
151632,Beslut,BES,2016-12-08,0,"",inträffat,151623
1627541,Hänvisningsförslag,HFÖR,2001-10-05,6,hantering,inträffat,1627539
3275140,Trycklov till Gotab och webb,TROWE,2005-04-27,70,beredning,inträffat,3275136
121269,Hänvisning,HÄN,2002-10-30,2,hanvisning,inträffat,121266
2187258,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,2187256
2212583,Bordläggning,B,2017-06-09,0,"",inträffat,2212579
2100718,Hänvisad,HÄN,2018-12-05,0,behandling,inträffat,2100715
224367,Bordläggning 1,B1,2006-04-18,1,avgorande,inträffat,224361
767451,Numrering,NUM,2011-10-06,7,hantering,inträffat,767449
389569,Justering,JUS,2006-05-18,40,beredning,inträffat,389567
753915,Behandling,BEH,2010-12-01,3,avgorande,inträffat,753905
771563,Inlämnad,INL,2019-10-03,0,behandling,inträffat,771562
1426906,Hänvisning,HÄN,2006-11-07,2,hanvisning,inträffat,1426898
1672403,Behandling,BEH,2021-06-16,0,"",inträffat,1672398
588538,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,588535
529505,Beredning,UBE,2025-12-02,0,"",inträffat,529504
1176172,Avgörande,AVG,2001-05-18,5,avgorande,inträffat,1176165
1758057,Hänvisad,HÄN,2016-10-14,0,behandling,inträffat,1758054
3123327,Granskad,Granskad,2024-10-04,0,behandling,inträffat,3123325
122514,Inlämning,INL,2010-10-26,13,hantering,inträffat,122513
864109,Behandling,BEH,2005-12-07,3,avgorande,inträffat,864100
1361661,Numrering,NUM,2009-10-01,7,hantering,inträffat,1361659
1246267,Hänvisning,HÄN,2001-10-11,2,hanvisning,inträffat,1246259
2173744,Bordläggning,B,2019-10-01,0,"",inträffat,2173740
825839,Hänvisad,HÄN,2018-12-05,0,behandling,inträffat,825836
1051247,Numrering,NUM,2008-10-07,7,hantering,inträffat,1051245
1525746,Granskad,Granskad,2019-09-24,0,behandling,inträffat,1525744
1466200,Granskning,GKD,2001-10-05,3,hantering,inträffat,1466199
173798,Registrering,REG,2006-06-07,70,hantering,inträffat,173796
1656353,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,1656350
454599,Granskad,Granskad,2016-10-03,0,behandling,inträffat,454597
920809,Granskad,Granskad,2025-10-02,0,behandling,inträffat,920807
655533,Granskad,Granskad,2018-11-22,0,behandling,inträffat,655531
1561622,Numrering,NUM,2001-10-05,7,hantering,inträffat,1561618
847131,Inlämning,INL,2004-10-05,13,hantering,inträffat,847130
1048236,Granskad,Granskad,2023-10-04,0,behandling,inträffat,1048234
1443622,Utfärdande av riksdagsskrivelse,RSKR,2002-11-13,6,avgorande,inträffat,1443613
2242033,Inlämning,INL,2003-10-07,13,hantering,inträffat,2242032
1002380,Beslut,BES,2013-05-16,4,avgorande,inträffat,1002371
1781613,Hänvisad,HÄN,2016-10-14,0,behandling,inträffat,1781608
807128,Granskad,Granskad,2018-11-26,0,behandling,inträffat,807126
1368583,Inlämnad,INL,2014-11-10,0,behandling,inträffat,1368582
1534776,Trycklov,TRY,2010-06-03,60,beredning,inträffat,1534772
1006967,Inlämnad,INL,2021-09-30,0,behandling,inträffat,1006966
627532,Inlämning,INL,2010-10-26,13,hantering,inträffat,627531
673330,Inlämnad,INL,2016-02-17,0,behandling,inträffat,673329
1985804,Inlämning,INL,2011-09-29,13,hantering,inträffat,1985803
2053747,Bordläggning 1,B1,2012-03-13,1,avgorande,planerat,2053741
536148,Inlämnad,INL,2017-10-02,0,behandling,inträffat,536147
1270962,Beredning,UBE,2023-02-23,0,"",inträffat,1270960
1781570,Inlämning,INL,2007-10-05,13,hantering,inträffat,1781568
1210068,Hänvisning,HÄN,2003-10-15,2,hanvisning,inträffat,1210065
1212107,Beredning,UBE,2021-04-29,0,"",inträffat,1212106
473493,Under beredning,UBE,2011-05-05,30,beredning,inträffat,473491
498063,Beredning,UBE,2021-01-26,0,"",inträffat,498059
1823421,Hänvisning,HÄN,2007-10-16,2,hanvisning,inträffat,1823417
1701276,Bordläggning,B,2005-02-08,1,hanvisning,inträffat,1701274
1325519,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,1325516
2063114,Hänvisning,HÄN,2001-10-11,2,hanvisning,inträffat,2063106
666565,Avgörande,AVG,2008-12-19,5,avgorande,inträffat,666558
493943,Granskning,GKD,2000-10-11,3,hantering,inträffat,493939
807643,Utfärdande av riksdagsskrivelse,RSKR,2010-02-18,6,avgorande,inträffat,807633
2001227,Trycklov,TRY,2014-03-25,60,beredning,inträffat,2001223
1051804,Trycklov,TRY,2025-04-04,0,"",inträffat,1051800
3243077,Hänvisad,HÄN,2016-10-14,0,behandling,inträffat,3243074
1861457,Hänvisning,HÄN,2004-10-14,2,hanvisning,inträffat,1861454
106858,Granskad,Granskad,2017-10-02,0,behandling,inträffat,106856
598096,Granskad,Granskad,2017-10-04,0,behandling,inträffat,598094
246226,Numrering,NUM,2009-10-08,7,hantering,inträffat,246224
836732,Bordläggning 1,B1,2011-12-12,1,avgorande,inträffat,836725
577715,Inlämning,INL,2008-10-01,13,hantering,inträffat,577714
2238644,Numrering,NUM,2001-10-05,7,hantering,inträffat,2238640
1703485,Granskad,Granskad,2019-10-17,0,behandling,inträffat,1703483
1871897,Hänvisad,HÄN,2016-10-14,0,behandling,inträffat,1871894
3236900,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,3236897
521056,Hänvisad,HÄN,2019-10-11,0,behandling,inträffat,521053
2167834,Numrering,NUM,2008-10-07,7,hantering,inträffat,2167832
1970891,Hänvisning,HÄN,2004-10-14,2,hanvisning,inträffat,1970888
1437211,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,1437209
2145387,Bordläggning 1,B1,2012-01-20,1,avgorande,inträffat,2145381
319290,Bordläggning,B,2010-04-08,1,hanvisning,inträffat,319288
1483450,Registrering,REG,2001-10-05,2,hantering,inträffat,1483445
1297179,Inlämning,INL,2010-10-21,13,hantering,inträffat,1297178
556083,Inlämnad,INL,2017-10-02,0,behandling,inträffat,556082
139656,Justering,JUS,2016-10-18,0,"",inträffat,139654
822366,Hänvisad,HÄN,2021-10-13,0,behandling,inträffat,822363
2164320,Justering,JUS,2007-03-27,40,beredning,inträffat,2164317
466371,Trycklov,TRY,2011-01-18,60,beredning,planerat,466359
2022462,Granskad,Granskad,2018-11-29,0,behandling,inträffat,2022460
283741,Hänvisad,HÄN,2020-10-14,0,behandling,inträffat,283738
1277951,Granskad,Granskad,2021-10-04,0,behandling,inträffat,1277949
1641046,Bordlagd,B,2020-06-16,0,behandling,inträffat,1641044
1194145,Inlämning,INL,2009-10-01,13,hantering,inträffat,1194144
625148,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,625142
624593,Hänvisning,HÄN,2006-11-07,2,hanvisning,inträffat,624589
1056227,Inlämnad,INL,2017-10-05,0,behandling,inträffat,1056226
2242716,Utgången,UTG,2020-10-05,0,behandling,inträffat,2242715
1832849,Inlämning,INL,2009-10-06,13,hantering,inträffat,1832848
1621201,Behandling,BEH,2017-11-16,0,"",inträffat,1621196
1720873,Granskad,Granskad,2023-10-02,0,behandling,inträffat,1720871
2088067,Hänvisning,HÄN,2004-10-14,2,hanvisning,inträffat,2088064
1084141,Hänvisningsförslag,HFÖR,2001-10-05,6,hantering,inträffat,1084139
767250,Hänvisad,HÄN,2019-10-11,0,behandling,inträffat,767247
456412,Avgörande,AVG,2009-02-20,5,avgorande,inträffat,456402
513871,Numrering,NUM,2007-10-05,7,hantering,inträffat,513869
1682427,Under beredning,UBE,2009-11-19,30,beredning,inträffat,1682424
573292,Bordläggning,B,2004-10-14,1,hanvisning,inträffat,573290
1893379,Bordläggning,B,2006-11-07,1,hanvisning,inträffat,1893376
1871452,Utfärdande av riksdagsskrivelse,RSKR,2013-05-29,6,avgorande,inträffat,1871440
749465,Bordläggning,B,2001-01-24,2,hanvisning,inträffat,749463
1404628,Granskad,Granskad,2021-10-04,0,behandling,inträffat,1404626
2133342,Hänvisning,HÄN,2000-11-07,2,hanvisning,inträffat,2133338
1297977,Granskad,Granskad,2025-10-06,0,behandling,inträffat,1297975
3317743,Bordlagd,B,2022-06-17,0,behandling,inträffat,3317740
3264661,Inlämning,INL,2009-10-06,13,hantering,inträffat,3264660
1343382,Trycklov,TRY,2015-02-13,0,"",inträffat,1343380
1561985,Hänvisningsförslag,HFÖR,2001-10-05,6,hantering,inträffat,1561983
733224,Inlämnad,INL,2023-10-05,0,behandling,inträffat,733223
810365,Motionstid slutar,MOT,2021-12-10,0,behandling,inträffat,810361
1226698,Granskning,GKD,2001-10-05,3,hantering,inträffat,1226697
511778,Granskad,Granskad,2017-10-03,0,behandling,inträffat,511776
878095,Granskad,Granskad,2017-10-05,0,behandling,inträffat,878093
1734937,Granskad,Granskad,2016-10-04,0,behandling,inträffat,1734935
223973,Bordläggning 2,B2,2008-06-16,2,avgorande,inträffat,223967
426274,Inlämning,INL,2000-10-05,13,hantering,inträffat,426273
135935,Inlämnad,INL,2017-09-26,0,behandling,inträffat,135934
