hjid,activity_name,code,created_date,order_number,process,status,document_activities_document_0
1111695,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,1111692
1071112,Beslut,BES,2013-02-20,4,avgorande,inträffat,1071102
731774,Inlämnad,INL,2015-10-07,0,behandling,inträffat,731773
1696633,Granskad,Granskad,2014-11-07,0,behandling,inträffat,1696631
1939208,Bordläggning 2,B2,2004-11-24,2,avgorande,inträffat,1939201
1780666,Beslut,BES,2022-11-30,0,"",inträffat,1780659
1760203,Justering,JUS,2002-12-03,40,beredning,inträffat,1760201
1014515,Hänvisning,HÄN,2007-10-16,2,hanvisning,inträffat,1014511
868084,Under beredning,UBE,2006-02-08,30,beredning,inträffat,868082
484357,Hänvisning,HÄN,2005-10-19,2,hanvisning,inträffat,484354
3352358,Bordläggning,B,2002-10-30,1,hanvisning,inträffat,3352356
3304550,Bordläggning 2,B2,2005-04-05,2,avgorande,inträffat,3304541
1706950,Motionstid slutar,MOT,2019-09-25,0,behandling,inträffat,1706946
2071824,Hänvisad,HÄN,2015-10-13,0,behandling,inträffat,2071822
1863521,Trycklov,TRY,2019-03-07,0,"",inträffat,1863518
211942,Hänvisning,HÄN,2007-10-16,2,hanvisning,inträffat,211938
2136038,Granskad,Granskad,2018-11-30,0,behandling,inträffat,2136036
1124351,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,1124348
1567016,Bordläggning 2,B2,2011-03-02,2,avgorande,inträffat,1567008
889618,Bordläggning 2,B2,2014-06-11,2,avgorande,inträffat,889606
1033268,Hänvisningsförslag,HFÖR,2001-01-24,6,hantering,inträffat,1033264
1364973,Justering,JUS,2023-02-23,0,"",inträffat,1364970
3271080,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,3271078
2029898,Bordläggning,B,2007-10-16,1,hanvisning,inträffat,2029895
1338848,Numrering,NUM,2006-10-30,7,hantering,inträffat,1338847
1963102,Behandling,BEH,2008-06-11,3,avgorande,inträffat,1963094
323072,Bordläggning,B,2011-04-14,2,hanvisning,inträffat,323071
423541,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,423539
2071810,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,2071803
2147847,Granskad,Granskad,2018-11-30,0,behandling,inträffat,2147845
550291,Hänvisning,HÄN,2006-11-07,2,hanvisning,inträffat,550287
152401,Inlämning,INL,2008-10-07,13,hantering,inträffat,152400
630544,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,630538
1526433,Granskad,Granskad,2018-04-12,0,behandling,inträffat,1526430
1009938,Avgörande,AVG,2006-05-17,5,avgorande,inträffat,1009931
1072307,Beredning,UBE,2025-04-10,0,"",inträffat,1072306
1143472,Hänvisning,HÄN,2001-10-11,2,hanvisning,inträffat,1143464
631999,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,631993
108974,Hänvisad,HÄN,2017-10-13,0,behandling,inträffat,108971
851412,Inlämnad,INL,2018-10-30,0,behandling,inträffat,851411
746937,Hänvisad,HÄN,2017-10-13,0,behandling,inträffat,746934
3297223,Bordläggning,B,2005-09-13,2,hanvisning,inträffat,3297220
242211,Bordläggning,B,2002-10-30,1,hanvisning,inträffat,242209
934425,Bordläggning,B,2004-10-14,1,hanvisning,inträffat,934423
1467639,Inlämning,INL,2001-10-05,13,hantering,inträffat,1467636
1870848,Inlämning,INL,2009-10-06,13,hantering,inträffat,1870847
1481294,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,1481292
1604819,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,1604816
1222344,Inlämnad,INL,2025-10-06,0,behandling,inträffat,1222343
2049576,Inlämning,INL,2005-10-05,13,hantering,inträffat,2049575
247155,Inlämnad,INL,2015-10-06,0,behandling,inträffat,247154
414601,Inlämning,INL,2001-12-11,60,hantering,inträffat,414598
1882656,Numrering,NUM,2010-10-26,7,hantering,inträffat,1882654
2184722,Numrering,NUM,2008-10-09,7,hantering,inträffat,2184719
315339,Inlämning,INL,2004-10-05,13,hantering,inträffat,315338
527534,Numrering,NUM,2013-10-07,7,hantering,inträffat,527532
597787,Numrering,NUM,2013-10-03,7,hantering,inträffat,597785
1561247,Granskning,GKD,2001-10-05,3,hantering,inträffat,1561246
3254268,Numrering,NUM,2011-10-06,7,hantering,inträffat,3254266
221121,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,221118
1324973,Hänvisning,HÄN,2000-10-11,2,hanvisning,inträffat,1324969
2084696,Hänvisning,HÄN,2002-10-30,2,hanvisning,inträffat,2084693
1302463,Hänvisad,HÄN,2019-10-11,0,behandling,inträffat,1302460
833693,Hänvisad,HÄN,2018-12-05,0,behandling,inträffat,833690
1630116,Granskad,Granskad,2014-11-10,0,behandling,inträffat,1630114
638045,Inlämnad,INL,2017-10-04,0,behandling,inträffat,638044
1893632,Hänvisning,HÄN,2006-11-07,2,hanvisning,inträffat,1893628
1152663,Numrering,NUM,2013-10-03,7,hantering,inträffat,1152661
2153671,Numrering,NUM,2001-10-05,7,hantering,inträffat,2153667
1499129,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,1499127
169630,Hänvisad,HÄN,2022-04-20,0,behandling,inträffat,169627
3276668,Numrering,NUM,2013-10-02,7,hantering,inträffat,3276666
267399,Inlämning,INL,2006-03-21,60,hantering,inträffat,267397
629116,Registrering,REG,2001-10-05,2,hantering,inträffat,629111
713727,Justering,JUS,2006-11-28,40,beredning,inträffat,713724
2243175,Hänvisad,HÄN,2020-10-14,0,behandling,inträffat,2243172
2159912,Hänvisning,HÄN,2004-10-14,2,hanvisning,inträffat,2159909
341975,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,341972
485245,Hänvisning,HÄN,2001-10-17,3,hanvisning,inträffat,485240
1918817,Granskad,Granskad,2022-11-23,0,behandling,inträffat,1918814
245256,Inlämning,INL,2004-10-05,13,hantering,inträffat,245254
1008426,Trycklov,TRY,2002-11-05,60,beredning,inträffat,1008422
1303475,Trycklov,TRY,2010-12-06,60,beredning,inträffat,1303470
877981,Granskad,Granskad,2019-10-02,0,behandling,inträffat,877979
1466813,Trycklov,TRY,2022-05-05,0,"",inträffat,1466806
60718,Inlämning,INL,2000-10-05,13,hantering,inträffat,60717
1116643,Granskad,Granskad,2021-09-29,0,behandling,inträffat,1116641
1941965,Bordlagd,B,2022-04-07,0,behandling,inträffat,1941963
657529,Inlämning,INL,2011-10-05,13,hantering,inträffat,657528
2248340,Hänvisad,HÄN,2020-10-14,0,behandling,inträffat,2248337
1415326,Granskad,Granskad,2014-11-10,0,behandling,inträffat,1415324
387778,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,387776
3327544,Granskad,Granskad,2019-02-22,0,behandling,inträffat,3327542
1392959,Inlämnad,INL,2019-09-30,0,behandling,inträffat,1392958
989929,Numrering,NUM,2009-10-05,7,hantering,inträffat,989927
659633,Hänvisning,HÄN,2001-10-11,2,hanvisning,inträffat,659625
898071,Bordläggning,B,2004-10-14,1,hanvisning,inträffat,898069
1117471,Inlämning,INL,2009-10-05,13,hantering,inträffat,1117470
709152,Inlämning,INL,2003-10-07,13,hantering,inträffat,709151
1321330,Granskad,Granskad,2021-10-04,0,behandling,inträffat,1321328
868176,Inlämning,INL,2000-04-05,13,hantering,inträffat,868175
2062344,Inlämning,INL,2001-10-05,13,hantering,inträffat,2062341
2058216,Motionstid slutar,MOT,2010-10-11,4,hanvisning,inträffat,2058211
632257,Hänvisad,HÄN,2019-10-11,0,behandling,inträffat,632254
1125077,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,1125075
126527,Justering,JUS,2014-12-11,0,"",inträffat,126526
1239630,Inlämnad,INL,2016-10-03,0,behandling,inträffat,1239629
625851,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,625844
1080437,Bordlagd,B,2026-04-01,0,behandling,inträffat,1080436
758150,Bordläggning,B,2004-10-14,1,hanvisning,inträffat,758146
94958,Inlämnad,INL,2015-10-05,0,behandling,inträffat,94957
2050667,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,2050665
627098,Numrering,NUM,2010-10-28,7,hantering,inträffat,627096
1006302,Hänvisning,HÄN,2006-11-07,2,hanvisning,inträffat,1006298
1696422,Inlämnad,INL,2014-11-07,0,behandling,inträffat,1696421
1269090,Inlämning,INL,2013-10-04,13,hantering,inträffat,1269089
1359890,Inlämning,INL,2013-09-27,13,hantering,inträffat,1359889
3348957,Granskad,Granskad,2020-09-22,0,behandling,inträffat,3348955
3323249,Inlämning,INL,2005-10-05,13,hantering,inträffat,3323248
1070993,Inlämnad,INL,2022-11-22,0,behandling,inträffat,1070992
2025401,Granskad,Granskad,2020-09-29,0,behandling,inträffat,2025399
1904532,Numrering,NUM,2013-10-08,7,hantering,inträffat,1904530
2252392,Granskad,Granskad,2024-09-27,0,behandling,inträffat,2252390
1019315,Bordläggning 1,B1,2003-12-01,1,avgorande,inträffat,1019309
385937,Inlämnad,INL,2017-10-03,0,behandling,inträffat,385936
451264,Under beredning,UBE,2002-04-18,30,beredning,inträffat,451263
3260169,Inlämnad,INL,2022-03-29,0,behandling,inträffat,3260168
1478808,Granskning,GKD,2000-10-11,3,hantering,inträffat,1478805
1777756,Numrering,NUM,2011-10-06,7,hantering,inträffat,1777754
2258141,Hänvisad,HÄN,2024-10-15,0,behandling,inträffat,2258138
1832301,Hänvisad,HÄN,2019-10-11,0,behandling,inträffat,1832298
132260,Bordläggning,B,2002-10-30,1,hanvisning,inträffat,132258
1604719,Inlämning,INL,2013-10-04,13,hantering,inträffat,1604718
946429,Bordlagd,B,2018-04-19,0,behandling,inträffat,946428
1732918,Inlämning,INL,2001-10-05,13,hantering,inträffat,1732915
2093292,Hänvisning,HÄN,2002-10-30,2,hanvisning,inträffat,2093289
722746,Trycklov,TRY,2011-04-26,60,beredning,planerat,722741
459161,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,459159
461191,Hänvisning,HÄN,2000-10-11,2,hanvisning,inträffat,461187
2157739,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,2157732
3260413,Hänvisad,HÄN,2021-03-24,0,behandling,inträffat,3260410
1452014,Inlämnad,INL,2014-11-10,0,behandling,inträffat,1452013
1013178,Bordläggning,B,2024-04-29,0,"",inträffat,1013173
613845,Beslut,BES,2021-03-10,0,"",inträffat,613838
1352715,Hänvisningsförslag,HFÖR,2001-10-05,6,hantering,inträffat,1352713
869616,Trycklov,TRY,2006-05-26,60,beredning,inträffat,869608
1705634,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,1705631
945575,Granskad,Granskad,2017-10-05,0,behandling,inträffat,945573
3242593,Hänvisad,HÄN,2023-10-17,0,behandling,inträffat,3242589
2120206,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,2120204
789089,Granskad,Granskad,2017-10-04,0,behandling,inträffat,789087
1303457,Numrering,NUM,2009-10-09,7,hantering,inträffat,1303455
1500185,Beredning,UBE,2019-11-26,0,"",inträffat,1500182
233466,Inlämning,INL,2008-10-06,13,hantering,inträffat,233465
149789,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,149787
1199935,Inlämning,INL,2003-10-07,13,hantering,inträffat,1199934
1995902,Trycklov till Gotab och webb,TROWE,2005-02-18,70,beredning,inträffat,1995895
78625,Inlämnad,INL,2017-09-29,0,behandling,inträffat,78624
3335469,Justering,JUS,2016-12-06,0,"",inträffat,3335467
1146092,Bordläggning,B,2016-06-15,0,"",inträffat,1146088
973038,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,973031
3348523,Hänvisning,HÄN,2002-10-30,2,hanvisning,inträffat,3348520
1009303,Bordläggning,B,2017-10-17,0,"",inträffat,1009299
970615,Granskning,GKD,2001-10-05,3,hantering,inträffat,970614
921749,Inlämnad,INL,2025-10-02,0,behandling,inträffat,921748
2174684,Registrering,REG,2001-10-05,2,hantering,inträffat,2174679
1458110,Hänvisning,HÄN,2002-10-30,2,hanvisning,inträffat,1458107
2247140,Trycklov,TRY,2009-12-02,60,beredning,inträffat,2247133
3295729,Utgången,UTG,2020-10-01,0,behandling,inträffat,3295728
1091827,Numrering,NUM,2006-11-01,7,hantering,inträffat,1091825
65459,Numrering,NUM,2008-10-07,7,hantering,inträffat,65457
1352048,Behandling,BEH,2025-10-21,0,"",inträffat,1352042
1123154,Bordlagd,B,2016-09-15,0,behandling,inträffat,1123153
201745,Inlämning,INL,2004-10-05,13,hantering,inträffat,201744
345484,Inlämning,INL,2004-10-05,13,hantering,inträffat,345482
330554,Inlämning,INL,2010-10-26,13,hantering,inträffat,330553
1947637,Bordläggning,B,2002-10-30,1,hanvisning,inträffat,1947635
668395,Hänvisning,HÄN,2001-10-11,2,hanvisning,inträffat,668387
1364853,Numrering,NUM,2010-10-29,7,hantering,inträffat,1364851
392394,Inlämning,INL,2000-10-05,13,hantering,inträffat,392393
3350998,Inlämning,INL,2003-10-07,13,hantering,inträffat,3350997
1906429,Hänvisad,HÄN,2024-10-15,0,behandling,inträffat,1906426
1096872,Hänvisning,HÄN,2003-10-15,2,hanvisning,inträffat,1096869
1310325,Numrering,NUM,2012-09-28,7,hantering,inträffat,1310323
1905857,Inlämnad,INL,2024-09-30,0,behandling,inträffat,1905856
2062577,Behandling,BEH,2009-12-14,3,avgorande,inträffat,2062569
593485,Inlämning,INL,2006-10-31,13,hantering,inträffat,593483
1464070,Hänvisning,HÄN,2007-10-16,2,hanvisning,inträffat,1464066
327172,Numrering,NUM,2010-10-28,7,hantering,inträffat,327170
1649041,Inlämnad,INL,2023-10-03,0,behandling,inträffat,1649040
161243,Hänvisning,HÄN,2002-10-30,2,hanvisning,inträffat,161240
2007720,Inlämnad,INL,2020-10-01,0,behandling,inträffat,2007719
1499384,Hänvisning,HÄN,2014-01-14,2,hanvisning,inträffat,1499381
1265277,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,1265274
1393004,Behandling,BEH,2011-03-09,3,avgorande,inträffat,1392996
1771116,Inlämning,INL,2009-10-01,13,hantering,inträffat,1771114
222400,Trycklov,TRY,2020-12-11,0,"",inträffat,222396
1069763,Bordläggning,B,2007-10-16,1,hanvisning,inträffat,1069760
625186,Hänvisningsförslag,HFÖR,2001-10-05,6,hantering,inträffat,625184
1074405,Granskad,Granskad,2017-10-05,0,behandling,inträffat,1074403
1300775,Inlämning,INL,2012-09-25,13,hantering,inträffat,1300774
479628,Motionstid slutar,MOT,2017-03-15,0,behandling,inträffat,479624
3292567,Granskning,GKD,2000-10-11,3,hantering,inträffat,3292564
1561625,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,1561618
1817758,Inlämning,INL,2009-10-06,13,hantering,inträffat,1817757
1050793,Granskad,Granskad,2017-10-05,0,behandling,inträffat,1050791
139587,Beredning,UBE,2016-11-15,0,"",inträffat,139585
1598346,Hänvisad,HÄN,2014-11-12,0,behandling,inträffat,1598343
1434906,Inlämnad,INL,2021-10-01,0,behandling,inträffat,1434905
213680,Inlämning,INL,2005-10-05,13,hantering,inträffat,213679
1721700,Beslut,BES,2020-12-15,0,"",inträffat,1721694
1204082,Bordläggning,B,2003-10-15,1,hanvisning,inträffat,1204080
1002436,Inlämnad,INL,2017-09-28,0,behandling,inträffat,1002434
1882568,Hänvisad,HÄN,2018-12-05,0,behandling,inträffat,1882556
799402,Under beredning,UBE,2007-03-15,30,beredning,inträffat,799400
3318603,Inlämning,INL,2000-10-05,13,hantering,inträffat,3318602
2121720,Granskad,Granskad,2018-11-28,0,behandling,inträffat,2121718
898332,Bordläggning,B,2004-10-14,1,hanvisning,inträffat,898330
2159214,Hänvisad,HÄN,2015-10-13,0,behandling,inträffat,2159212
1490235,Hänvisning,HÄN,2000-10-11,2,hanvisning,inträffat,1490231
1538472,Beredning,UBE,2021-11-23,0,"",inträffat,1538468
1525391,Granskad,Granskad,2021-10-01,0,behandling,inträffat,1525389
1486134,Granskad,Granskad,2014-11-07,0,behandling,inträffat,1486132
651363,Numrering,NUM,2011-10-10,7,hantering,inträffat,651361
744607,Inlämning,INL,2013-04-10,13,hantering,inträffat,744606
265822,Hänvisad,HÄN,2020-10-14,0,behandling,inträffat,265819
2162543,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,2162537
1981366,Bordläggning,B,2004-10-14,1,hanvisning,inträffat,1981364
816034,Behandling,BEH,2011-03-30,3,avgorande,inträffat,816025
2126317,Granskad,Granskad,2018-11-29,0,behandling,inträffat,2126315
255462,Inlämnad,INL,2022-03-22,0,behandling,inträffat,255460
1370913,Numrering,NUM,2012-10-05,7,hantering,inträffat,1370911
3284418,Inlämning,INL,2009-10-02,13,hantering,inträffat,3284417
1907402,Inlämning,INL,2003-10-07,13,hantering,inträffat,1907401
281668,Inlämning,INL,2005-10-05,13,hantering,inträffat,281667
1167045,Numrering,NUM,2007-10-04,7,hantering,inträffat,1167043
1044320,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,1044313
1144271,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,1144265
1089531,Numrering,NUM,2010-10-28,7,hantering,inträffat,1089529
113855,Inlämning,INL,2012-10-05,13,hantering,inträffat,113854
1688492,Utfärdande av riksdagsskrivelse,RSKR,2009-01-28,6,avgorande,inträffat,1688477
1209249,Inlämning,INL,2007-03-27,13,hantering,inträffat,1209248
687739,Inlämning,INL,2011-10-05,13,hantering,inträffat,687738
1320576,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,1320573
1456040,Hänvisad,HÄN,2014-11-12,0,behandling,inträffat,1456037
3243517,Inlämnad,INL,2023-09-21,0,behandling,inträffat,3243516
1069172,Inlämnad,INL,2025-10-06,0,behandling,inträffat,1069171
427791,Bordläggning 1,B1,2007-03-19,1,avgorande,inträffat,427784
334065,Granskad,Granskad,2017-10-03,0,behandling,inträffat,334063
2027601,Inlämning,INL,2007-10-04,13,hantering,inträffat,2027600
1474457,Motionstid slutar,MOT,2015-04-24,0,behandling,inträffat,1474453
659631,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,659625
1479277,Numrering,NUM,2001-10-05,7,hantering,inträffat,1479273
144381,Bordläggning,B,2007-10-16,1,hanvisning,inträffat,144378
735175,Inlämning,INL,2012-10-03,13,hantering,inträffat,735174
1039178,Inlämnad,INL,2019-10-01,0,behandling,inträffat,1039177
1033834,Avgörande,AVG,2003-03-20,5,avgorande,inträffat,1033826
565338,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,565335
1783348,Numrering,NUM,2006-11-02,7,hantering,inträffat,1783346
1955618,Hänvisad,HÄN,2020-10-14,0,behandling,inträffat,1955615
2110645,Hänvisad,HÄN,2024-10-15,0,behandling,inträffat,2110642
2157755,Hänvisad,HÄN,2022-12-01,0,behandling,inträffat,2157752
939056,Granskad,Granskad,2019-10-01,0,behandling,inträffat,939054
3301793,Beslut,BES,2015-12-15,0,"",inträffat,3301783
629268,Bordläggning,B,2015-11-03,0,"",inträffat,629264
134143,Bordläggning 1,B1,2013-11-22,1,avgorande,inträffat,134138
1274561,Beslut,BES,2020-04-01,0,"",inträffat,1274552
1705015,Inlämnad,INL,2021-10-05,0,behandling,inträffat,1705014
758711,Hänvisning,HÄN,2002-10-30,2,hanvisning,inträffat,758708
819549,Hänvisning,HÄN,2007-10-16,2,hanvisning,inträffat,819545
2024894,Granskad,Granskad,2018-11-28,0,behandling,inträffat,2024892
2105484,Hänvisad,HÄN,2018-12-05,0,behandling,inträffat,2105481
1486781,Inlämnad,INL,2014-11-06,0,behandling,inträffat,1486780
1230806,Granskad,Granskad,2018-11-28,0,behandling,inträffat,1230804
2138971,Hänvisning,HÄN,2003-10-15,2,hanvisning,inträffat,2138968
587585,Inlämning,INL,2003-10-07,13,hantering,inträffat,587584
796058,Numrering,NUM,2009-10-06,7,hantering,inträffat,796056
1533661,Justering,JUS,2010-06-03,40,beredning,inträffat,1533659
965077,Inlämnad,INL,2025-10-02,0,behandling,inträffat,965076
925303,Inlämning,INL,2009-10-06,13,hantering,inträffat,925302
951444,Trycklov,TRY,2014-11-19,0,"",inträffat,951442
1176110,Under beredning,UBE,2013-05-02,30,beredning,inträffat,1176109
101388,Beslut,BES,2013-12-04,4,avgorande,inträffat,101378
1935487,Inlämning,INL,2002-10-23,13,hantering,inträffat,1935486
790253,Hänvisad,HÄN,2023-10-17,0,behandling,inträffat,790250
884250,Beslut,BES,2024-06-18,0,"",inträffat,884242
283232,Numrering,NUM,2012-10-05,7,hantering,inträffat,283230
1770428,Inlämnad,INL,2021-10-05,0,behandling,inträffat,1770427
1117050,Beslut,BES,2020-05-13,0,"",inträffat,1117044
3219143,Hänvisad,HÄN,2016-10-14,0,behandling,inträffat,3219140
1078714,Numrering,NUM,2010-10-26,7,hantering,inträffat,1078712
3248221,Granskad,Granskad,2016-10-03,0,behandling,inträffat,3248219
1222171,Bordläggning,B,2005-10-13,1,hanvisning,inträffat,1222169
1537226,Numrering,NUM,2013-10-08,7,hantering,inträffat,1537224
1377388,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,1377381
512374,Hänvisad,HÄN,2025-10-15,0,behandling,inträffat,512367
384790,Hänvisad,HÄN,2020-10-14,0,behandling,inträffat,384787
1504108,Hänvisningsförslag,HFÖR,2001-10-05,6,hantering,inträffat,1504106
895960,Avgörande,AVG,2009-04-16,5,avgorande,inträffat,895952
82651,Granskning,GKD,2000-10-11,3,hantering,inträffat,82648
1150492,Inlämning,INL,2010-10-26,13,hantering,inträffat,1150491
675640,Bordläggning,B,2000-10-11,1,hanvisning,inträffat,675638
1937068,Inlämning,INL,2009-10-05,13,hantering,inträffat,1937067
757014,Utskottsförslag,UFÖR,2001-10-05,4,hantering,inträffat,757008
2099591,Under beredning,UBE,2004-09-16,30,beredning,inträffat,2099590
1221287,Inlämning,INL,2005-10-05,13,hantering,inträffat,1221286
1476928,Hänvisad,HÄN,2015-09-03,0,behandling,inträffat,1476925
1610898,Inlämning,INL,2005-10-05,13,hantering,inträffat,1610897
1572793,Granskad,Granskad,2025-10-06,0,behandling,inträffat,1572791
935666,Bordläggning 1,B1,2006-05-10,1,avgorande,inträffat,935660
148953,Avgörande,AVG,2000-11-08,5,avgorande,inträffat,148948
1732231,Hänvisad,HÄN,2024-10-15,0,behandling,inträffat,1732228
1425151,Inlämnad,INL,2014-11-10,0,behandling,inträffat,1425150
713846,Trycklov,TRY,2018-01-31,0,"",inträffat,713843
816421,Inlämning,INL,2001-10-05,13,hantering,inträffat,816418
259499,Hänvisning,HÄN,2002-10-30,2,hanvisning,inträffat,259496
2002233,Numrering,NUM,2013-10-07,7,hantering,inträffat,2002231
1185130,Hänvisning,HÄN,2003-10-15,2,hanvisning,inträffat,1185127
157269,Bordläggning 2,B2,2008-02-19,2,avgorande,inträffat,157263
1173122,Utfärdande av riksdagsskrivelse,RSKR,2010-12-21,6,avgorande,inträffat,1173112
1734493,Granskad,Granskad,2016-10-04,0,behandling,inträffat,1734486
441384,Inlämning,INL,2007-10-04,13,hantering,inträffat,441383
260622,Granskad,Granskad,2021-01-12,0,behandling,inträffat,260618
2189131,Inlämning,INL,2007-10-05,13,hantering,inträffat,2189130
639345,Inlämning,INL,2013-10-04,13,hantering,inträffat,639344
1962311,Granskad,Granskad,2021-10-05,0,behandling,inträffat,1962309
1528211,Granskad,Granskad,2021-10-01,0,behandling,inträffat,1528209
508165,Granskad,Granskad,2024-10-04,0,behandling,inträffat,508163
2059230,Registrering,REG,2001-10-05,2,hantering,inträffat,2059225
1072620,Behandling,BEH,2024-04-03,0,"",inträffat,1072612
1860110,Granskad,Granskad,2016-10-05,0,behandling,inträffat,1860108
3303725,Trycklov,TRY,2018-11-15,0,"",inträffat,3303722
521700,Registrering,REG,2001-10-05,2,hantering,inträffat,521695
2037841,Under beredning,UBE,2004-10-26,30,beredning,inträffat,2037840
2067632,Granskad,Granskad,2024-09-30,0,behandling,inträffat,2067630
1923836,Hänvisad,HÄN,2018-12-12,0,behandling,inträffat,1923833
1189925,Behandling,BEH,2021-04-07,0,"",inträffat,1189920
1704995,Inlämnad,INL,2021-10-04,0,behandling,inträffat,1704994
799812,Inlämnad,INL,2023-10-05,0,behandling,inträffat,799811
228805,Numrering,NUM,2008-10-07,7,hantering,inträffat,228803
1403238,Hänvisad,HÄN,2021-10-14,0,behandling,inträffat,1403235
836965,Bordläggning 1,B1,2005-09-13,1,avgorande,inträffat,836960
535953,Inlämnad,INL,2017-10-02,0,behandling,inträffat,535952
1703708,Behandling,BEH,2006-11-15,3,avgorande,inträffat,1703699
1052239,Hänvisad,HÄN,2019-10-11,0,behandling,inträffat,1052236
903431,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,903424
1733142,Granskad,Granskad,2016-10-04,0,behandling,inträffat,1733140
1788659,Inlämning,INL,2005-11-10,13,hantering,inträffat,1788657
2225494,Bordläggning 1,B1,2002-05-29,1,avgorande,inträffat,2225491
761750,Inlämnad,INL,2024-01-19,0,behandling,inträffat,761749
385020,Granskad,Granskad,2017-10-03,0,behandling,inträffat,385018
1725891,Under beredning,UBE,2008-11-13,30,beredning,planerat,1725890
3221370,Inlämnad,INL,2024-10-04,0,behandling,inträffat,3221369
1176358,Inlämning,INL,2003-10-07,13,hantering,inträffat,1176357
3276714,Numrering,NUM,2013-09-30,7,hantering,inträffat,3276712
1445837,Inlämnad,INL,2022-11-22,0,behandling,inträffat,1445836
775323,Motionstid slutar,MOT,2018-04-04,0,behandling,inträffat,775319
1854884,Hänvisning,HÄN,2002-01-23,2,hanvisning,inträffat,1854876
1935797,Inlämnad,INL,2018-10-11,0,behandling,inträffat,1935796
363506,Granskad,Granskad,2017-10-03,0,behandling,inträffat,363504
761827,Bordlagd,B,2024-01-23,0,behandling,inträffat,761824
940337,Granskad,Granskad,2025-10-02,0,behandling,inträffat,940335
1431730,Justering,JUS,2016-05-12,0,"",inträffat,1431727
1903825,Bordläggning 1,B1,2010-01-25,1,avgorande,inträffat,1903819
2079298,Inlämning,INL,2008-10-06,13,hantering,inträffat,2079297
1596850,Bordlagd,B,2020-04-07,0,behandling,inträffat,1596847
312673,Hänvisad,HÄN,2015-10-13,0,behandling,inträffat,312671
558757,Hänvisningsförslag,HFÖR,2001-10-05,6,hantering,inträffat,558755
1911567,Inlämnad,INL,2016-11-23,0,behandling,inträffat,1911566
1178450,Hänvisad,HÄN,2018-12-05,0,behandling,inträffat,1178447
670908,Registrering,REG,2001-10-05,2,hantering,inträffat,670903
109318,Hänvisning,HÄN,2003-06-12,2,hanvisning,inträffat,109312
2255974,Numrering,NUM,2008-09-24,7,hantering,inträffat,2255972
1937560,Inlämnad,INL,2017-04-05,0,behandling,inträffat,1937559
519340,Hänvisningsförslag,HFÖR,2001-10-05,6,hantering,inträffat,519338
800981,Bordläggning,B,2001-10-11,1,hanvisning,inträffat,800974
738205,Inlämnad,INL,2018-11-21,0,behandling,inträffat,738204
1037667,Behandling,BEH,2008-05-20,3,avgorande,inträffat,1037658
2054994,Registrering,REG,2001-10-05,2,hantering,inträffat,2054989
533544,Hänvisningsförslag,HFÖR,2001-10-05,6,hantering,inträffat,533542
2221680,Inlämnad,INL,2020-10-05,0,behandling,inträffat,2221679
1568152,Granskad,Granskad,2021-10-04,0,behandling,inträffat,1568150
1312365,Hänvisning,HÄN,2005-10-13,2,hanvisning,inträffat,1312362
1923564,Inlämnad,INL,2019-03-12,0,behandling,inträffat,1923562
135155,Hänvisning,HÄN,2002-10-30,2,hanvisning,inträffat,135152
2069869,Bordläggning 1,B1,2009-10-19,1,avgorande,inträffat,2069863
387760,Granskad,Granskad,2020-10-06,0,behandling,inträffat,387758
1085559,Behandling,BEH,2003-12-17,3,avgorande,inträffat,1085552
1383125,Inlämnad,INL,2019-09-30,0,behandling,inträffat,1383124
