column_name,data_type,distinct_count,min_value,max_value,p1,p10,p25,median,p75,p90,p99
network_connections,bigint,64,0,277,0,22,30,126,206,207,208
network_median,numeric,1,146.50,146.50,146.5,146.5,146.5,146.5,146.5,146.5,146.5
