embedded_id_vote_date,embedded_id_intressent_id,first_name,last_name,gender,born_year,party,number_ballots,avg_born_year,avg_total_votes,avg_yes_votes,avg_no_votes,avg_abstain_votes,avg_absent_votes,percentage_approved,avg_percentage_yes,avg_percentage_no,avg_percentage_absent,avg_percentage_abstain,avg_percentage_male,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,politician_yes_votes,politician_no_votes,politician_abstain_votes,politician_absent_votes,politician_percentage_yes,politician_percentage_no,politician_percentage_absent,politician_percentage_abstain,party_avg_born_year,party_avg_percentage_male,party_percentage_yes,party_percentage_no,party_percentage_abstain,party_percentage_absent,percentage_yes,percentage_no,percentage_abstain,percentage_absent,party_won_total,party_won_percentage,approved_total,approved_percentage,won_percentage,won_total,rebel_percentage,rebel_total
2017-05-11,0541320528015,Nina,Lundström,KVINNA,1961,L,2,1969,349,245.00,51.50,0.00,52.50,100.00,70.20,14.76,15.05,0.00,53.87,698,490,103,0,105,38,32,0,0,6,0,0,0,2,0.00,0.00,100.00,0.00,1969,52.63,84.21,0.00,0.00,15.79,70.20,14.76,0.00,15.04,2,100.00,2,100.00,0.00,0,0.00,0
2023-11-22,0469384565811,Anders,Alftberg,MAN,1973,SD,5,1975,349,197.00,90.00,0.00,62.00,100.00,56.45,25.79,17.77,0.00,53.30,1745,985,450,0,310,360,310,0,0,50,5,0,0,0,100.00,0.00,0.00,0.00,1977,75.00,86.11,0.00,0.00,13.89,56.45,25.79,0.00,17.77,5,100.00,5,100.00,100.00,5,0.00,0
2020-04-23,025158809026,Ida,Gabrielsson,KVINNA,1981,V,3,1973,349,38.67,6.33,10.00,294.00,100.00,11.08,1.82,84.24,2.87,52.44,1047,116,19,30,882,81,8,4,0,69,0,0,0,3,0.00,0.00,100.00,0.00,1975,33.33,9.88,4.94,0.00,85.19,11.08,1.81,2.87,84.24,2,66.00,3,100.00,0.00,0,0.00,0
2005-12-01,0111536149811,Owe,Hellberg,MAN,1953,V,28,1954,349,188.07,68.79,21.07,71.07,100.00,53.89,19.71,20.37,6.04,53.74,9772,5266,1926,590,1990,784,470,65,85,164,22,3,3,0,78.57,10.71,0.00,10.71,1953,53.57,59.95,8.29,10.84,20.92,53.89,19.71,6.04,20.36,24,85.00,28,100.00,78.00,22,0.00,0
2025-05-15,0144048894712,Ellen,Juntti,KVINNA,1958,M,9,1975,349,189.78,68.78,38.44,52.00,100.00,54.38,19.71,14.90,11.02,55.59,3141,1708,619,346,468,612,531,0,0,81,9,0,0,0,100.00,0.00,0.00,0.00,1976,51.47,86.76,0.00,0.00,13.24,54.38,19.71,11.02,14.90,9,100.00,9,100.00,100.00,9,0.00,0
2024-10-02,0388994689418,Malin,Östh,KVINNA,1972,V,7,1975,349,238.71,33.29,14.71,62.29,100.00,68.40,9.54,17.85,4.22,54.44,2443,1671,233,103,436,168,39,62,39,28,2,3,2,0,28.57,42.86,0.00,28.57,1977,29.17,23.21,36.90,23.21,16.67,68.40,9.54,4.22,17.85,2,28.00,7,100.00,28.00,2,0.00,0
2008-03-06,0785143384002,Rolf,Gunnarsson,MAN,1946,M,3,1958,349,189.00,102.00,0.33,57.67,100.00,54.15,29.22,16.52,0.10,53.01,1047,567,306,1,173,291,255,0,0,36,3,0,0,0,100.00,0.00,0.00,0.00,1959,57.39,87.63,0.00,0.00,12.37,54.15,29.23,0.10,16.52,3,100.00,3,100.00,100.00,3,0.00,0
2020-12-15,0183544538819,Patrik,Jönsson,MAN,1972,SD,8,1973,349,31.38,11.00,12.63,294.00,100.00,8.99,3.15,84.24,3.62,50.72,2792,251,88,101,2352,496,30,30,20,416,3,3,2,0,37.50,37.50,0.00,25.00,1975,70.97,6.05,6.05,4.03,83.87,8.99,3.15,3.62,84.24,3,37.00,8,100.00,37.00,3,0.00,0
2014-03-05,0308306375022,Roger,Haddad,MAN,1978,L,19,1963,349,254.89,36.84,14.05,43.21,100.00,73.03,10.56,12.38,4.03,57.02,6631,4843,700,267,821,456,380,0,0,76,19,0,0,0,100.00,0.00,0.00,0.00,1960,58.33,83.33,0.00,0.00,16.67,73.04,10.56,4.03,12.38,19,100.00,19,100.00,100.00,19,0.00,0
2013-03-15,0590020362617,Cecilia,Brinck,KVINNA,1962,M,2,1963,349,296.50,22.50,1.00,29.00,100.00,84.96,6.45,8.31,0.29,56.16,698,593,45,2,58,214,200,0,0,14,2,0,0,0,100.00,0.00,0.00,0.00,1965,57.01,93.46,0.00,0.00,6.54,84.96,6.45,0.29,8.31,2,100.00,2,100.00,100.00,2,0.00,0
2008-02-20,0980316377627,Lars,Hjälmered,MAN,1977,M,4,1958,349,181.00,99.00,0.00,69.00,100.00,51.86,28.37,19.77,0.00,52.72,1396,724,396,0,276,388,331,0,0,57,4,0,0,0,100.00,0.00,0.00,0.00,1959,56.70,85.31,0.00,0.00,14.69,51.86,28.37,0.00,19.77,4,100.00,4,100.00,100.00,4,0.00,0
2009-03-11,0480007629014,Michael,Hagberg,MAN,1954,S,1,1959,349,142.00,137.00,0.00,70.00,100.00,40.69,39.26,20.06,0.00,51.86,349,142,137,0,70,130,0,104,0,26,0,1,0,0,0.00,100.00,0.00,0.00,1959,51.54,0.00,80.00,0.00,20.00,40.69,39.26,0.00,20.06,0,0.00,1,100.00,0.00,0,0.00,0
2005-10-27,0731442709013,Christer,Nylander,MAN,1968,L,2,1954,349,238.50,38.00,2.00,70.50,100.00,68.34,10.89,20.21,0.58,54.73,698,477,76,4,141,96,35,39,0,22,1,0,0,1,50.00,0.00,50.00,0.00,1955,54.17,36.46,40.63,0.00,22.92,68.34,10.89,0.57,20.20,1,50.00,2,100.00,50.00,1,0.00,0
2010-06-10,0658668232410,Per,Bill,MAN,1958,M,2,1959,349,154.50,148.50,0.00,46.00,100.00,44.27,42.55,13.18,0.00,53.01,698,309,297,0,92,192,172,0,0,20,2,0,0,0,100.00,0.00,0.00,0.00,1960,57.29,89.58,0.00,0.00,10.42,44.27,42.55,0.00,13.18,2,100.00,2,100.00,100.00,2,0.00,0
2013-06-11,0369028728526,Kent,Ekeroth,MAN,1981,SD,1,1963,349,155.00,138.00,16.00,40.00,100.00,44.41,39.54,11.46,4.58,56.45,349,155,138,16,40,20,0,0,16,4,0,0,1,0,0.00,0.00,0.00,100.00,1967,90.00,0.00,0.00,80.00,20.00,44.41,39.54,4.58,11.46,0,0.00,1,100.00,0.00,0,0.00,0
2022-06-22,010643534813,Eric,Westroth,MAN,1971,SD,14,1973,349,250.86,91.86,4.29,2.00,92.86,71.88,26.32,0.57,1.23,52.44,4886,3512,1286,60,28,854,614,240,0,0,10,4,0,0,71.43,28.57,0.00,0.00,1976,75.41,71.90,28.10,0.00,0.00,71.88,26.32,1.23,0.57,9,64.00,13,92.00,64.00,9,0.00,0
2011-06-08,0526693079901,Gunnar,Andrén,MAN,1946,L,10,1963,349,210.70,95.20,4.00,39.10,100.00,60.37,27.28,11.20,1.15,54.15,3490,2107,952,40,391,240,190,0,0,50,10,0,0,0,100.00,0.00,0.00,0.00,1959,54.17,79.17,0.00,0.00,20.83,60.37,27.28,1.15,11.20,10,100.00,10,100.00,100.00,10,0.00,0
2012-05-09,0924947945722,Maryam,Yazdanfar,KVINNA,1980,S,8,1963,349,211.88,99.63,2.38,35.13,100.00,60.71,28.54,10.07,0.68,57.02,2792,1695,797,19,281,896,299,500,0,97,0,0,0,8,0.00,0.00,100.00,0.00,1962,51.79,33.37,55.80,0.00,10.83,60.71,28.55,0.68,10.06,3,37.00,8,100.00,0.00,0,0.00,0
2009-03-11,0185503778507,Birgitta,Sellén,KVINNA,1945,C,1,1959,349,142.00,137.00,0.00,70.00,100.00,40.69,39.26,20.06,0.00,51.86,349,142,137,0,70,29,22,0,0,7,1,0,0,0,100.00,0.00,0.00,0.00,1957,58.62,75.86,0.00,0.00,24.14,40.69,39.26,0.00,20.06,1,100.00,1,100.00,100.00,1,0.00,0
2025-06-11,0525562399327,Caroline,Högström,KVINNA,1991,M,3,1975,349,175.00,103.67,13.33,57.00,100.00,50.14,29.71,16.33,3.82,55.01,1047,525,311,40,171,204,174,0,0,30,3,0,0,0,100.00,0.00,0.00,0.00,1976,50.00,85.29,0.00,0.00,14.71,50.14,29.70,3.82,16.33,3,100.00,3,100.00,100.00,3,0.00,0
2008-03-26,0203334943718,Louise,Malmström,KVINNA,1972,S,5,1958,349,227.00,58.60,10.60,52.80,100.00,65.04,16.79,15.13,3.04,53.30,1745,1135,293,53,264,650,335,220,0,95,3,2,0,0,60.00,40.00,0.00,0.00,1958,52.31,51.54,33.85,0.00,14.62,65.04,16.79,3.04,15.13,3,60.00,5,100.00,60.00,3,0.00,0
2015-05-27,0257612529618,Kenneth G,Forslund,MAN,1967,S,2,1969,349,242.50,73.50,0.00,33.00,100.00,69.48,21.06,9.46,0.00,55.01,698,485,147,0,66,226,210,0,0,16,2,0,0,0,100.00,0.00,0.00,0.00,1968,48.67,92.92,0.00,0.00,7.08,69.48,21.06,0.00,9.46,2,100.00,2,100.00,100.00,2,0.00,0
2009-04-22,0714579775816,Ewa,Thalén Finné,KVINNA,1959,M,2,1959,349,147.00,138.00,0.00,64.00,100.00,42.12,39.54,18.34,0.00,52.44,698,294,276,0,128,194,168,0,0,26,2,0,0,0,100.00,0.00,0.00,0.00,1959,58.76,86.60,0.00,0.00,13.40,42.12,39.54,0.00,18.34,2,100.00,2,100.00,100.00,2,0.00,0
2013-04-09,0477013214601,Carl B,Hamilton,MAN,1946,L,6,1963,349,222.33,82.33,0.00,44.33,83.33,63.71,23.59,12.70,0.00,56.40,2094,1334,494,0,266,144,126,0,0,18,6,0,0,0,100.00,0.00,0.00,0.00,1960,54.17,87.50,0.00,0.00,12.50,63.71,23.59,0.00,12.70,5,83.00,5,83.00,83.00,5,0.00,0
2009-09-30,0165360915617,Christer,Adelsbo,MAN,1962,S,6,1958,349,188.17,92.17,12.00,56.67,100.00,53.92,26.41,16.24,3.44,53.96,2094,1129,553,72,340,780,195,452,0,133,2,2,0,2,33.33,33.33,33.33,0.00,1958,53.59,25.00,57.95,0.00,17.05,53.92,26.41,3.44,16.24,2,33.00,6,100.00,33.00,2,0.00,0
2002-12-18,0700424025906,Mats,Odell,MAN,1947,KD,2,1954,349,231.50,26.00,45.50,46.00,100.00,66.34,7.45,13.18,13.04,53.87,698,463,52,91,92,66,29,28,0,9,1,1,0,0,50.00,50.00,0.00,0.00,1951,69.70,43.94,42.42,0.00,13.64,66.33,7.45,13.04,13.18,1,50.00,2,100.00,50.00,1,0.00,0
2009-01-30,0296832736219,Reza,Khelili Dylami,MAN,1967,M,2,1959,349,197.50,59.00,14.50,78.00,100.00,56.59,16.91,22.35,4.16,52.72,698,395,118,29,156,194,166,0,0,28,2,0,0,0,100.00,0.00,0.00,0.00,1959,57.73,85.57,0.00,0.00,14.43,56.59,16.91,4.15,22.35,2,100.00,2,100.00,100.00,2,0.00,0
2022-05-19,0452755722723,Björn,Söder,MAN,1976,SD,18,1973,349,202.83,67.22,19.83,59.11,100.00,58.12,19.26,16.94,5.68,53.58,6282,3651,1210,357,1064,1098,562,305,51,180,11,6,1,0,61.11,33.33,0.00,5.56,1976,75.41,51.18,27.78,4.64,16.39,58.12,19.26,5.68,16.94,11,61.00,18,100.00,61.00,11,0.00,0
2012-12-11,0460690753617,Pia,Nilsson,KVINNA,1962,S,7,1963,349,190.86,80.00,68.14,10.00,100.00,54.69,22.92,2.87,19.52,57.02,2443,1336,560,477,70,784,21,434,305,24,0,4,3,0,0.00,57.14,0.00,42.86,1962,50.89,2.68,55.36,38.90,3.06,54.69,22.92,19.53,2.87,1,14.00,7,100.00,0.00,0,0.00,0
2025-03-13,0899169869710,Helena,Gellerman,KVINNA,1960,L,8,1975,349,184.88,48.00,64.13,52.00,100.00,52.97,13.75,14.90,18.37,56.16,2792,1479,384,513,416,128,104,0,0,24,8,0,0,0,100.00,0.00,0.00,0.00,1973,43.75,81.25,0.00,0.00,18.75,52.97,13.75,18.37,14.90,8,100.00,8,100.00,100.00,8,0.00,0
2020-12-15,0503029811325,David,Josefsson,MAN,1983,M,8,1973,349,31.38,11.00,12.63,294.00,100.00,8.99,3.15,84.24,3.62,50.72,2792,251,88,101,2352,560,22,22,44,472,0,0,0,8,0.00,0.00,100.00,0.00,1972,44.29,3.93,3.93,7.86,84.29,8.99,3.15,3.62,84.24,2,25.00,8,100.00,0.00,0,0.00,0
2015-06-03,0565167965311,Eva,Sonidsson,KVINNA,1955,S,16,1969,349,239.63,60.56,8.25,40.56,100.00,68.66,17.35,11.62,2.36,54.73,5584,3834,969,132,649,1808,1559,105,0,144,15,1,0,0,93.75,6.25,0.00,0.00,1968,48.67,86.23,5.81,0.00,7.96,68.66,17.35,2.36,11.62,15,93.00,16,100.00,93.00,15,0.00,0
2021-11-18,0603366539729,Malin,Danielsson,KVINNA,1977,L,4,1973,349,201.25,97.75,0.50,49.50,100.00,57.67,28.01,14.19,0.15,52.44,1396,805,391,2,198,80,48,16,0,16,3,1,0,0,75.00,25.00,0.00,0.00,1971,55.00,60.00,20.00,0.00,20.00,57.66,28.01,0.14,14.18,3,75.00,4,100.00,75.00,3,0.00,0
2010-04-20,0890727249707,Lennart,Levi,MAN,1930,C,1,1959,349,262.00,37.00,0.00,50.00,100.00,75.07,10.60,14.33,0.00,53.01,349,262,37,0,50,29,22,0,0,7,1,0,0,0,100.00,0.00,0.00,0.00,1957,58.62,75.86,0.00,0.00,24.14,75.07,10.60,0.00,14.33,1,100.00,1,100.00,100.00,1,0.00,0
2010-01-19,0995355603410,Wiwi-Anne,Johansson,KVINNA,1950,V,2,1959,349,204.00,80.50,1.00,63.50,100.00,58.45,23.07,18.20,0.29,53.30,698,408,161,2,127,44,0,37,0,7,0,2,0,0,0.00,100.00,0.00,0.00,1958,36.36,0.00,84.09,0.00,15.91,58.45,23.07,0.29,18.19,0,0.00,2,100.00,0.00,0,0.00,0
2007-11-06,0135730306412,Tommy,Waidelich,MAN,1963,S,4,1958,349,188.00,58.25,19.50,83.25,100.00,53.87,16.69,23.85,5.59,52.72,1396,752,233,78,333,520,202,181,0,137,1,0,0,3,25.00,0.00,75.00,0.00,1958,49.23,38.85,34.81,0.00,26.35,53.87,16.69,5.59,23.85,2,50.00,4,100.00,25.00,1,0.00,0
2016-04-14,0150027900515,Anders,Lönnberg,MAN,1954,S,29,1969,349,260.45,50.93,5.07,32.55,100.00,74.63,14.59,9.33,1.45,54.44,10121,7553,1477,147,944,3277,2954,0,0,323,29,0,0,0,100.00,0.00,0.00,0.00,1968,50.44,90.14,0.00,0.00,9.86,74.63,14.59,1.45,9.33,29,100.00,29,100.00,100.00,29,0.00,0
2009-04-15,0574724112206,Rosita,Runegrund,KVINNA,1947,KD,2,1958,349,141.50,113.00,7.00,87.50,100.00,40.55,32.38,25.07,2.01,52.15,698,283,226,14,175,48,40,0,0,8,2,0,0,0,100.00,0.00,0.00,0.00,1954,50.00,83.33,0.00,0.00,16.67,40.54,32.38,2.01,25.07,2,100.00,2,100.00,100.00,2,0.00,0
2025-05-08,0515213566019,Lars,Isacsson,MAN,1970,S,9,1975,349,196.78,48.44,53.56,50.22,100.00,56.38,13.88,14.39,15.35,55.87,3141,1771,436,482,452,954,460,276,92,126,5,3,1,0,55.56,33.33,0.00,11.11,1975,52.83,48.22,28.93,9.64,13.21,56.38,13.88,15.35,14.39,5,55.00,9,100.00,55.00,5,0.00,0
2012-11-06,012576033427,Hannah,Bergstedt,KVINNA,1977,S,2,1963,349,277.50,17.50,0.00,54.00,100.00,79.52,5.01,15.48,0.00,56.45,698,555,35,0,108,224,186,0,0,38,1,0,0,1,50.00,0.00,50.00,0.00,1962,50.89,83.04,0.00,0.00,16.96,79.51,5.01,0.00,15.47,2,100.00,2,100.00,50.00,1,0.00,0
2011-10-05,0990688247511,Marianne,Åhman,KVINNA,1958,L,3,1963,349,233.33,74.00,6.67,35.00,100.00,66.86,21.20,10.03,1.91,55.01,1047,700,222,20,105,72,63,0,0,9,3,0,0,0,100.00,0.00,0.00,0.00,1959,54.17,87.50,0.00,0.00,12.50,66.86,21.20,1.91,10.03,3,100.00,3,100.00,100.00,3,0.00,0
2022-03-23,0521844714515,Christina,Höj Larsen,KVINNA,1971,V,11,1973,349,231.73,55.09,16.00,46.18,90.91,66.40,15.78,13.23,4.58,53.58,3839,2549,606,176,508,297,70,137,45,45,3,6,2,0,27.27,54.55,0.00,18.18,1974,29.63,23.57,46.13,15.15,15.15,66.40,15.79,4.58,13.23,5,45.00,10,90.00,36.00,4,0.00,0
2013-04-10,0565167965311,Eva,Sonidsson,KVINNA,1955,S,10,1963,349,232.30,69.30,7.40,40.00,100.00,66.56,19.85,11.46,2.12,56.45,3490,2323,693,74,400,1120,588,389,0,143,6,4,0,0,60.00,40.00,0.00,0.00,1962,51.79,52.50,34.73,0.00,12.77,66.56,19.86,2.12,11.46,6,60.00,10,100.00,60.00,6,0.00,0
2023-12-13,0720250789315,Mats,Wiking,MAN,1961,S,4,1975,349,223.00,74.00,0.00,52.00,100.00,63.90,21.21,14.90,0.00,53.30,1396,892,296,0,208,428,184,184,0,60,2,2,0,0,50.00,50.00,0.00,0.00,1975,49.53,42.99,42.99,0.00,14.02,63.90,21.20,0.00,14.90,2,50.00,4,100.00,50.00,2,0.00,0
2016-12-14,0529103571012,Jan R,Andersson,MAN,1970,M,2,1969,349,188.00,43.50,88.00,29.50,100.00,53.87,12.47,8.46,25.22,54.44,698,376,87,176,59,168,79,0,79,10,1,0,1,0,50.00,0.00,0.00,50.00,1968,48.81,47.02,0.00,47.02,5.95,53.87,12.46,25.21,8.45,1,50.00,2,100.00,50.00,1,0.00,0
2003-12-04,0321224145104,Sören,Wibe,MAN,1946,S,2,1954,349,219.00,87.50,0.00,42.50,100.00,62.75,25.07,12.18,0.00,54.73,698,438,175,0,85,288,259,0,0,29,2,0,0,0,100.00,0.00,0.00,0.00,1954,52.78,89.93,0.00,0.00,10.07,62.75,25.07,0.00,12.18,2,100.00,2,100.00,100.00,2,0.00,0
2017-03-22,023767922422,Mats,Persson,MAN,1980,L,23,1969,349,240.78,61.09,13.39,33.74,100.00,68.99,17.50,9.67,3.84,53.30,8027,5538,1405,308,776,437,254,100,34,49,14,6,2,1,60.87,26.09,4.35,8.70,1969,57.89,58.12,22.88,7.78,11.21,68.99,17.50,3.84,9.67,15,65.00,23,100.00,60.00,14,0.00,0
2008-12-11,0116084827614,Mehmet,Kaplan,MAN,1971,MP,8,1958,349,178.00,111.25,6.25,53.50,100.00,51.00,31.88,15.33,1.79,53.30,2792,1424,890,50,428,152,0,90,30,32,0,0,0,8,0.00,0.00,100.00,0.00,1963,57.89,0.00,59.21,19.74,21.05,51.00,31.88,1.79,15.33,0,0.00,8,100.00,0.00,0,0.00,0
2025-04-29,0245468368228,Yusuf,Aydin,MAN,1982,KD,14,1975,349,195.64,55.71,33.50,64.14,100.00,56.06,15.96,18.38,9.60,55.87,4886,2739,780,469,898,266,195,15,0,56,13,1,0,0,92.86,7.14,0.00,0.00,1970,73.68,73.31,5.64,0.00,21.05,56.06,15.96,9.60,18.38,13,92.00,14,100.00,92.00,13,0.00,0
2025-03-13,0776705932527,Ciczie,Weidby,KVINNA,1974,V,8,1975,349,184.88,48.00,64.13,52.00,100.00,52.97,13.75,14.90,18.37,56.16,2792,1479,384,513,416,192,60,20,80,32,0,0,0,8,0.00,0.00,100.00,0.00,1977,29.17,31.25,10.42,41.67,16.67,52.97,13.75,18.37,14.90,3,37.00,8,100.00,0.00,0,0.00,0
2015-02-19,0768605712423,Daniel,Sestrajcic,MAN,1976,V,6,1969,349,200.50,48.00,47.00,53.50,100.00,57.45,13.75,15.33,13.47,55.01,2094,1203,288,282,321,126,75,19,19,13,3,1,1,1,50.00,16.67,16.67,16.67,1970,42.86,59.52,15.08,15.08,10.32,57.45,13.75,13.47,15.33,4,66.00,6,100.00,50.00,3,0.00,0
2008-04-16,0720249554818,Börje,Vestlund,MAN,1960,S,1,1958,349,279.00,17.00,0.00,53.00,100.00,79.94,4.87,15.19,0.00,53.30,349,279,17,0,53,130,112,0,0,18,1,0,0,0,100.00,0.00,0.00,0.00,1958,52.31,86.15,0.00,0.00,13.85,79.94,4.87,0.00,15.19,1,100.00,1,100.00,100.00,1,0.00,0
2004-04-02,0970400972210,Hans,Backman,MAN,1963,L,3,1954,349,197.67,35.67,40.67,75.00,100.00,56.64,10.22,21.49,11.65,54.73,1047,593,107,122,225,144,111,0,0,33,0,0,0,3,0.00,0.00,100.00,0.00,1956,52.08,77.08,0.00,0.00,22.92,56.64,10.22,11.65,21.49,3,100.00,3,100.00,0.00,0,0.00,0
2009-12-18,0807866053922,Anna,König Jerlmyr,KVINNA,1978,M,1,1959,349,144.00,142.00,1.00,62.00,100.00,41.26,40.69,17.77,0.29,53.30,349,144,142,1,62,97,84,0,1,12,1,0,0,0,100.00,0.00,0.00,0.00,1959,56.70,86.60,0.00,1.03,12.37,41.26,40.69,0.29,17.77,1,100.00,1,100.00,100.00,1,0.00,0
2011-12-01,0919433006307,Agneta,Luttropp,KVINNA,1945,MP,6,1963,349,202.83,72.83,38.17,35.17,100.00,58.12,20.87,10.08,10.94,55.59,2094,1217,437,229,211,150,101,0,35,14,4,0,2,0,66.67,0.00,0.00,33.33,1964,52.00,67.33,0.00,23.33,9.33,58.12,20.87,10.94,10.08,6,100.00,6,100.00,66.00,4,0.00,0
2022-04-07,0980092192122,Joar,Forssell,MAN,1993,L,1,1973,349,251.00,39.00,1.00,58.00,100.00,71.92,11.17,16.62,0.29,53.01,349,251,39,1,58,20,14,0,0,6,1,0,0,0,100.00,0.00,0.00,0.00,1971,55.00,70.00,0.00,0.00,30.00,71.92,11.17,0.29,16.62,1,100.00,1,100.00,100.00,1,0.00,0
2013-05-23,0541320528015,Nina,Lundström,KVINNA,1961,L,7,1963,349,227.29,56.43,16.29,49.00,100.00,65.13,16.17,14.04,4.67,56.37,2443,1591,395,114,343,168,128,0,0,40,7,0,0,0,100.00,0.00,0.00,0.00,1960,54.17,76.19,0.00,0.00,23.81,65.12,16.17,4.67,14.04,7,100.00,7,100.00,100.00,7,0.00,0
2024-01-31,0494843794418,Martin,Ådahl,MAN,1969,C,6,1975,349,208.33,88.67,6.00,46.00,100.00,59.70,25.41,13.18,1.72,52.44,2094,1250,532,36,276,144,84,21,21,18,4,1,1,0,66.67,16.67,0.00,16.67,1973,41.67,58.33,14.58,14.58,12.50,59.69,25.41,1.72,13.18,4,66.00,6,100.00,66.00,4,0.00,0
2018-01-24,0638497389621,Julia,Kronlid,KVINNA,1980,SD,8,1969,349,230.63,57.38,13.88,47.13,100.00,66.08,16.44,13.51,3.98,53.87,2792,1845,459,111,377,360,179,109,0,72,5,3,0,0,62.50,37.50,0.00,0.00,1974,77.78,49.72,30.28,0.00,20.00,66.08,16.44,3.98,13.50,5,62.00,8,100.00,62.00,5,0.00,0
2012-02-07,0236051814311,Mikael,Jansson,MAN,1965,SD,1,1963,349,280.00,19.00,19.00,31.00,100.00,80.23,5.44,8.88,5.44,55.30,349,280,19,19,31,19,0,0,18,1,0,0,1,0,0.00,0.00,0.00,100.00,1969,84.21,0.00,0.00,94.74,5.26,80.23,5.44,5.44,8.88,0,0.00,1,100.00,0.00,0,0.00,0
2007-04-10,0481005050915,Else-Marie,Lindgren,KVINNA,1949,KD,1,1958,349,234.00,31.00,1.00,83.00,100.00,67.05,8.88,23.78,0.29,51.58,349,234,31,1,83,24,18,0,0,6,1,0,0,0,100.00,0.00,0.00,0.00,1952,54.17,75.00,0.00,0.00,25.00,67.05,8.88,0.29,23.78,1,100.00,1,100.00,100.00,1,0.00,0
2026-02-04,0641953830512,Magnus,Persson,MAN,1970,SD,19,1975,349,208.53,54.37,32.89,53.21,100.00,59.75,15.58,15.25,9.43,55.59,6631,3962,1033,625,1011,1349,1177,0,0,172,19,0,0,0,100.00,0.00,0.00,0.00,1977,77.46,87.25,0.00,0.00,12.75,59.75,15.58,9.43,15.25,19,100.00,19,100.00,100.00,19,0.00,0
2021-04-07,0488332307829,Abraham,Halef,MAN,1992,S,20,1973,349,37.70,11.75,5.50,294.05,100.00,10.80,3.37,84.25,1.58,53.01,6980,754,235,110,5881,2000,304,16,0,1680,19,1,0,0,95.00,5.00,0.00,0.00,1972,50.00,15.20,0.80,0.00,84.00,10.80,3.37,1.58,84.26,19,95.00,20,100.00,95.00,19,0.00,0
2020-06-16,0304498908019,Gudrun,Brunegård,KVINNA,1957,KD,14,1973,349,39.79,11.43,3.79,294.00,100.00,11.40,3.28,84.24,1.09,51.86,4886,557,160,53,4116,308,33,6,3,266,11,2,1,0,78.57,14.29,0.00,7.14,1969,63.64,10.71,1.95,0.97,86.36,11.40,3.27,1.08,84.24,11,78.00,14,100.00,78.00,11,0.00,0
2015-12-02,0401968752713,Stina,Bergström,KVINNA,1958,MP,3,1969,349,215.67,53.00,45.33,35.00,100.00,61.80,15.18,10.03,12.99,55.01,1047,647,159,136,105,75,72,0,0,3,0,0,0,3,0.00,0.00,100.00,0.00,1969,48.00,96.00,0.00,0.00,4.00,61.80,15.19,12.99,10.03,3,100.00,3,100.00,0.00,0,0.00,0
2013-05-06,0299937536814,Håkan,Bergman,MAN,1954,S,12,1963,349,214.25,72.58,23.17,39.00,100.00,61.39,20.80,11.17,6.64,56.45,4188,2571,871,278,468,1344,481,576,97,190,5,6,1,0,41.67,50.00,0.00,8.33,1962,51.79,35.79,42.86,7.22,14.14,61.39,20.80,6.64,11.17,5,41.00,12,100.00,41.00,5,0.00,0
2008-12-03,0972254695405,Elina,Linna,KVINNA,1947,V,8,1958,349,145.38,109.38,25.00,69.25,100.00,41.65,31.34,19.84,7.16,53.23,2792,1163,875,200,554,176,0,91,54,31,0,5,3,0,0.00,62.50,0.00,37.50,1958,36.36,0.00,51.70,30.68,17.61,41.65,31.34,7.16,19.84,0,0.00,8,100.00,0.00,0,0.00,0
2008-12-15,0538404901718,Malin,Löfsjögård,KVINNA,1972,M,1,1958,349,142.00,105.00,35.00,67.00,100.00,40.69,30.09,19.20,10.03,53.30,349,142,105,35,67,97,85,0,0,12,1,0,0,0,100.00,0.00,0.00,0.00,1959,57.73,87.63,0.00,0.00,12.37,40.69,30.09,10.03,19.20,1,100.00,1,100.00,100.00,1,0.00,0
2014-02-26,0957513768616,Johan,Johansson,MAN,1969,M,17,1963,349,218.29,67.82,17.47,45.41,100.00,62.55,19.43,13.01,5.01,57.02,5933,3711,1153,297,772,1819,1630,0,0,189,17,0,0,0,100.00,0.00,0.00,0.00,1964,58.88,89.61,0.00,0.00,10.39,62.55,19.43,5.01,13.01,17,100.00,17,100.00,100.00,17,0.00,0
2016-02-10,0604459858621,Emilia,Töyrä,KVINNA,1985,S,19,1969,349,228.84,46.74,21.95,51.47,100.00,65.57,13.39,14.75,6.29,55.30,6631,4348,888,417,978,2147,1824,0,0,323,19,0,0,0,100.00,0.00,0.00,0.00,1968,51.33,84.96,0.00,0.00,15.04,65.57,13.39,6.29,14.75,19,100.00,19,100.00,100.00,19,0.00,0
2009-02-24,0247856302113,Thomas,Nihlén,MAN,1953,MP,4,1959,349,160.50,138.50,0.00,50.00,100.00,45.99,39.68,14.33,0.00,51.86,1396,642,554,0,200,76,30,34,0,12,2,2,0,0,50.00,50.00,0.00,0.00,1964,57.89,39.47,44.74,0.00,15.79,45.99,39.68,0.00,14.33,2,50.00,4,100.00,50.00,2,0.00,0
