embedded_id_vote_date,embedded_id_intressent_id,first_name,last_name,gender,born_year,party,number_ballots,avg_born_year,avg_total_votes,avg_yes_votes,avg_no_votes,avg_abstain_votes,avg_absent_votes,percentage_approved,avg_percentage_yes,avg_percentage_no,avg_percentage_absent,avg_percentage_abstain,avg_percentage_male,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,politician_yes_votes,politician_no_votes,politician_abstain_votes,politician_absent_votes,politician_percentage_yes,politician_percentage_no,politician_percentage_absent,politician_percentage_abstain,party_avg_born_year,party_avg_percentage_male,party_percentage_yes,party_percentage_no,party_percentage_abstain,party_percentage_absent,percentage_yes,percentage_no,percentage_abstain,percentage_absent,party_won_total,party_won_percentage,approved_total,approved_percentage,won_percentage,won_total,rebel_percentage,rebel_total
2009-03-02,0155487380917,Kerstin,Lundgren,KVINNA,1955,C,12,1959,349,173.42,108.58,11.58,55.42,100.00,49.69,31.11,15.88,3.32,51.86,4188,2081,1303,139,665,348,272,0,0,76,7,0,0,5,58.33,0.00,41.67,0.00,1957,58.62,78.16,0.00,0.00,21.84,49.69,31.11,3.32,15.88,12,100.00,12,100.00,58.00,7,0.00,0
2010-04-15,0828721176319,Sten,Bergheden,MAN,1965,M,2,1959,349,152.50,145.00,0.00,51.50,100.00,43.70,41.55,14.76,0.00,53.01,698,305,290,0,103,192,177,0,0,15,0,0,0,2,0.00,0.00,100.00,0.00,1960,57.29,92.19,0.00,0.00,7.81,43.70,41.55,0.00,14.76,2,100.00,2,100.00,0.00,0,0.00,0
2020-04-29,0285631067215,Robert,Halef,MAN,1964,KD,24,1973,349,39.13,10.17,5.63,294.08,95.83,11.21,2.91,84.26,1.61,52.44,8376,939,244,135,7058,528,36,24,12,456,0,0,0,24,0.00,0.00,100.00,0.00,1969,63.64,6.82,4.55,2.27,86.36,11.21,2.91,1.61,84.26,11,45.00,23,95.00,0.00,0,0.00,0
2021-02-10,0150118366721,Linda,Westerlund Snecker,KVINNA,1983,V,12,1973,349,40.42,12.75,1.83,294.00,91.67,11.58,3.65,84.24,0.53,52.15,4188,485,153,22,3528,324,44,4,0,276,0,0,0,12,0.00,0.00,100.00,0.00,1974,29.63,13.58,1.23,0.00,85.19,11.58,3.65,0.53,84.24,12,100.00,11,91.00,0.00,0,0.00,0
2014-03-06,0925451929216,Penilla,Gunther,KVINNA,1964,KD,13,1963,349,191.15,74.38,28.15,55.31,100.00,54.77,21.31,15.85,8.07,57.02,4537,2485,967,366,719,247,208,0,0,39,13,0,0,0,100.00,0.00,0.00,0.00,1961,57.89,84.21,0.00,0.00,15.79,54.77,21.31,8.07,15.85,13,100.00,13,100.00,100.00,13,0.00,0
2013-02-28,0652944607906,Cristina,Husmark Pehrsson,KVINNA,1947,M,2,1963,349,210.50,74.50,10.00,54.00,100.00,60.32,21.35,15.47,2.87,56.73,698,421,149,20,108,214,188,0,0,26,2,0,0,0,100.00,0.00,0.00,0.00,1965,57.94,87.85,0.00,0.00,12.15,60.32,21.35,2.87,15.47,2,100.00,2,100.00,100.00,2,0.00,0
2003-09-30,0993294767708,Lennart,Beijer,MAN,1947,V,6,1954,349,190.50,102.17,0.00,56.33,100.00,54.58,29.27,16.14,0.00,55.30,2094,1143,613,0,338,180,150,0,0,30,6,0,0,0,100.00,0.00,0.00,0.00,1953,50.00,83.33,0.00,0.00,16.67,54.58,29.27,0.00,16.14,6,100.00,6,100.00,100.00,6,0.00,0
2002-12-10,0203071331400,Yvonne,Ångström,KVINNA,1940,L,7,1954,349,216.43,46.57,35.43,50.57,100.00,62.01,13.34,14.49,10.15,54.44,2443,1515,326,248,354,336,85,125,82,44,2,3,2,0,28.57,42.86,0.00,28.57,1956,52.08,25.30,37.20,24.40,13.10,62.01,13.34,10.15,14.49,4,57.00,7,100.00,28.00,2,0.00,0
2007-11-12,0977023188809,Sylvia,Lindgren,KVINNA,1945,S,2,1958,349,211.00,64.00,16.00,58.00,100.00,60.46,18.34,16.62,4.59,52.72,698,422,128,32,116,260,112,110,0,38,1,1,0,0,50.00,50.00,0.00,0.00,1958,49.23,43.08,42.31,0.00,14.62,60.46,18.34,4.58,16.62,1,50.00,2,100.00,50.00,1,0.00,0
2014-12-15,0155487380917,Kerstin,Lundgren,KVINNA,1955,C,4,1969,349,185.50,34.50,72.25,56.75,100.00,53.15,9.88,16.26,20.70,55.59,1396,742,138,289,227,88,80,0,0,8,4,0,0,0,100.00,0.00,0.00,0.00,1967,59.09,90.91,0.00,0.00,9.09,53.15,9.89,20.70,16.26,4,100.00,4,100.00,100.00,4,0.00,0
2009-01-21,0115057914316,Lars,Lilja,MAN,1954,S,9,1959,349,196.22,99.89,6.89,46.00,100.00,56.22,28.62,13.18,1.97,53.30,3141,1766,899,62,414,1170,314,684,7,165,3,6,0,0,33.33,66.67,0.00,0.00,1959,53.85,26.84,58.46,0.60,14.10,56.22,28.62,1.97,13.18,3,33.00,9,100.00,33.00,3,0.00,0
2022-05-04,0519740099915,Saila,Quicklund,KVINNA,1961,M,20,1973,349,184.50,46.35,58.55,59.60,95.00,52.87,13.28,17.08,16.78,53.01,6980,3690,927,1171,1192,1400,638,232,289,241,11,4,5,0,55.00,20.00,0.00,25.00,1972,47.14,45.57,16.57,20.64,17.21,52.87,13.28,16.78,17.08,10,50.00,19,95.00,50.00,10,0.00,0
2021-12-08,065105536026,Niklas,Karlsson,MAN,1974,S,1,1973,349,282.00,25.00,0.00,42.00,100.00,80.80,7.16,12.03,0.00,53.30,349,282,25,0,42,100,87,0,0,13,1,0,0,0,100.00,0.00,0.00,0.00,1972,51.00,87.00,0.00,0.00,13.00,80.80,7.16,0.00,12.03,1,100.00,1,100.00,100.00,1,0.00,0
2012-03-15,0828198456420,Lise,Nordin,KVINNA,1982,MP,7,1963,349,237.86,52.57,19.29,39.29,100.00,68.15,15.06,11.25,5.53,55.87,2443,1665,368,135,275,175,75,57,0,43,4,3,0,0,57.14,42.86,0.00,0.00,1964,48.00,42.86,32.57,0.00,24.57,68.15,15.06,5.53,11.26,4,57.00,7,100.00,57.00,4,0.00,0
2023-06-21,0387230530213,Crister,Carlsson,MAN,1963,M,6,1975,349,242.33,45.17,15.50,46.00,100.00,69.43,12.94,13.18,4.44,52.72,2094,1454,271,93,276,408,360,0,0,48,6,0,0,0,100.00,0.00,0.00,0.00,1976,50.00,88.24,0.00,0.00,11.76,69.44,12.94,4.44,13.18,6,100.00,6,100.00,100.00,6,0.00,0
2019-03-28,0411459873625,Hanna,Gunnarsson,KVINNA,1983,V,19,1973,349,231.16,45.95,26.68,45.21,100.00,66.23,13.17,12.95,7.65,53.30,6631,4392,873,507,859,532,375,50,50,57,15,2,2,0,78.95,10.53,0.00,10.53,1975,32.14,70.49,9.40,9.40,10.71,66.23,13.17,7.65,12.95,15,78.00,19,100.00,78.00,15,0.00,0
2007-11-20,0448155122323,Olof,Lavesson,MAN,1976,M,1,1958,349,270.00,20.00,0.00,59.00,100.00,77.36,5.73,16.91,0.00,52.72,349,270,20,0,59,97,88,0,0,9,1,0,0,0,100.00,0.00,0.00,0.00,1959,57.73,90.72,0.00,0.00,9.28,77.36,5.73,0.00,16.91,1,100.00,1,100.00,100.00,1,0.00,0
2010-06-04,046703152205,Kent,Olsson,MAN,1944,M,7,1959,349,186.71,113.00,15.29,34.00,100.00,53.50,32.38,9.74,4.38,53.01,2443,1307,791,107,238,672,621,0,0,51,7,0,0,0,100.00,0.00,0.00,0.00,1960,57.29,92.41,0.00,0.00,7.59,53.50,32.38,4.38,9.74,7,100.00,7,100.00,100.00,7,0.00,0
2020-01-29,037561614928,Lawen,Redar,KVINNA,1989,S,6,1973,349,186.17,78.17,54.00,30.67,100.00,53.34,22.40,8.79,15.47,52.72,2094,1117,469,324,184,600,540,0,0,60,0,0,0,6,0.00,0.00,100.00,0.00,1972,51.00,90.00,0.00,0.00,10.00,53.34,22.40,15.47,8.79,6,100.00,6,100.00,0.00,0,0.00,0
2005-10-18,0110600080618,Håkan,Juholt,MAN,1962,S,4,1954,349,149.75,97.00,37.50,64.75,100.00,42.91,27.80,18.56,10.75,54.73,1396,599,388,150,259,576,489,0,1,86,0,0,0,4,0.00,0.00,100.00,0.00,1954,51.39,84.90,0.00,0.17,14.93,42.91,27.79,10.74,18.55,4,100.00,4,100.00,0.00,0,0.00,0
2025-05-20,0341628241813,Marianne,Fundahn,KVINNA,1958,S,9,1975,349,228.00,32.78,27.22,61.00,100.00,65.33,9.39,17.48,7.80,55.30,3141,2052,295,245,549,954,529,87,176,162,6,1,2,0,66.67,11.11,0.00,22.22,1975,51.89,55.45,9.12,18.45,16.98,65.33,9.39,7.80,17.48,6,66.00,9,100.00,66.00,6,0.00,0
2020-03-11,0926214745119,Heléne,Björklund,KVINNA,1972,S,14,1973,349,228.86,82.29,21.86,16.00,100.00,65.58,23.58,4.58,6.26,52.44,4886,3204,1152,306,224,1400,1248,96,0,56,13,1,0,0,92.86,7.14,0.00,0.00,1972,51.00,89.14,6.86,0.00,4.00,65.58,23.58,6.26,4.58,13,92.00,14,100.00,92.00,13,0.00,0
2014-12-18,0750518623913,Lotta,Finstorp,KVINNA,1958,M,4,1969,349,250.50,37.00,26.25,35.25,100.00,71.78,10.60,10.10,7.52,55.59,1396,1002,148,105,141,336,300,0,0,36,4,0,0,0,100.00,0.00,0.00,0.00,1967,51.19,89.29,0.00,0.00,10.71,71.78,10.60,7.52,10.10,4,100.00,4,100.00,100.00,4,0.00,0
2005-10-11,0183788551910,Åsa,Torstensson,KVINNA,1958,C,6,1954,349,180.50,47.83,43.00,77.67,100.00,51.72,13.71,22.25,12.32,54.44,2094,1083,287,258,466,132,18,19,70,25,0,0,0,6,0.00,0.00,100.00,0.00,1954,54.55,13.64,14.39,53.03,18.94,51.72,13.71,12.32,22.25,1,16.00,6,100.00,0.00,0,0.00,0
2013-04-24,0925451929216,Penilla,Gunther,KVINNA,1964,KD,1,1963,349,276.00,17.00,19.00,37.00,100.00,79.08,4.87,10.60,5.44,56.45,349,276,17,19,37,19,18,0,0,1,1,0,0,0,100.00,0.00,0.00,0.00,1961,57.89,94.74,0.00,0.00,5.26,79.08,4.87,5.44,10.60,1,100.00,1,100.00,100.00,1,0.00,0
2010-03-02,0196024739401,Margareta B,Kjellin,KVINNA,1948,M,1,1959,349,151.00,144.00,1.00,53.00,100.00,43.27,41.26,15.19,0.29,53.01,349,151,144,1,53,96,84,0,0,12,1,0,0,0,100.00,0.00,0.00,0.00,1959,56.25,87.50,0.00,0.00,12.50,43.27,41.26,0.29,15.19,1,100.00,1,100.00,100.00,1,0.00,0
2004-09-23,0264838147315,Catharina,Bråkenhielm,KVINNA,1956,S,1,1954,349,154.00,126.00,0.00,69.00,100.00,44.13,36.10,19.77,0.00,53.58,349,154,126,0,69,144,118,0,0,26,1,0,0,0,100.00,0.00,0.00,0.00,1954,50.00,81.94,0.00,0.00,18.06,44.13,36.10,0.00,19.77,1,100.00,1,100.00,100.00,1,0.00,0
2022-05-05,0526748040023,Ludvig,Aspling,MAN,1983,SD,27,1973,349,169.74,82.37,31.85,65.04,66.67,48.64,23.60,18.63,9.13,53.01,9423,4583,2224,860,1756,1647,903,318,210,216,17,6,4,0,62.96,22.22,0.00,14.81,1976,75.41,54.83,19.31,12.75,13.11,48.64,23.60,9.13,18.64,9,33.00,18,66.00,29.00,8,0.00,0
2008-03-14,048970816012,Eva-Lena,Jansson,KVINNA,1963,S,2,1958,349,155.00,115.50,0.00,78.50,100.00,44.42,33.10,22.50,0.00,53.01,698,310,231,0,157,260,0,196,0,64,0,0,0,2,0.00,0.00,100.00,0.00,1958,51.54,0.00,75.38,0.00,24.62,44.41,33.09,0.00,22.49,0,0.00,2,100.00,0.00,0,0.00,0
2010-02-02,0781520322912,Jörgen,Hellman,MAN,1963,S,1,1959,349,151.00,123.00,18.00,57.00,100.00,43.27,35.24,16.33,5.16,53.30,349,151,123,18,57,130,1,108,0,21,0,1,0,0,0.00,100.00,0.00,0.00,1958,53.08,0.77,83.08,0.00,16.15,43.27,35.24,5.16,16.33,0,0.00,1,100.00,0.00,0,0.00,0
2007-11-22,0211726202212,Maria,Kornevik Jakobsson,KVINNA,1953,C,1,1958,349,148.00,141.00,0.00,60.00,100.00,42.41,40.40,17.19,0.00,52.72,349,148,141,0,60,29,23,0,0,6,1,0,0,0,100.00,0.00,0.00,0.00,1957,62.07,79.31,0.00,0.00,20.69,42.41,40.40,0.00,17.19,1,100.00,1,100.00,100.00,1,0.00,0
2007-05-30,0205360448417,Peter,Jonsson,MAN,1962,S,5,1958,349,192.20,96.40,0.40,60.00,100.00,55.07,27.62,17.19,0.11,51.58,1745,961,482,2,300,650,205,314,2,129,2,3,0,0,40.00,60.00,0.00,0.00,1958,50.00,31.54,48.31,0.31,19.85,55.07,27.62,0.11,17.19,2,40.00,5,100.00,40.00,2,0.00,0
2010-03-08,0468775142013,Christina,Oskarsson,KVINNA,1951,S,10,1959,349,167.80,110.00,4.20,67.00,100.00,48.08,31.52,19.20,1.20,53.01,3490,1678,1100,42,670,1300,203,819,4,274,2,8,0,0,20.00,80.00,0.00,0.00,1959,53.08,15.62,63.00,0.31,21.08,48.08,31.52,1.20,19.20,2,20.00,10,100.00,20.00,2,0.00,0
2007-02-21,014744660015,Mikael,Damberg,MAN,1971,S,11,1958,349,221.82,47.09,7.00,73.09,100.00,63.56,13.49,20.94,2.00,52.15,3839,2440,518,77,804,1430,764,347,5,314,8,3,0,0,72.73,27.27,0.00,0.00,1958,50.77,53.43,24.27,0.35,21.96,63.56,13.49,2.01,20.94,7,63.00,11,100.00,72.00,8,9.00,1
2006-03-15,0338278373318,Dan,Kihlström,MAN,1957,KD,7,1954,349,245.86,57.71,17.86,27.57,100.00,70.45,16.54,7.90,5.12,54.73,2443,1721,404,125,193,231,123,93,1,14,4,3,0,0,57.14,42.86,0.00,0.00,1951,69.70,53.25,40.26,0.43,6.06,70.45,16.54,5.12,7.90,4,57.00,7,100.00,57.00,4,0.00,0
2009-12-03,0488357052317,Mats,Pertoft,MAN,1954,MP,1,1959,349,143.00,135.00,0.00,71.00,100.00,40.97,38.68,20.34,0.00,53.58,349,143,135,0,71,19,0,12,0,7,0,1,0,0,0.00,100.00,0.00,0.00,1964,57.89,0.00,63.16,0.00,36.84,40.97,38.68,0.00,20.34,0,0.00,1,100.00,0.00,0,0.00,0
2022-06-22,0892978334516,Michael,Anefur,MAN,1957,KD,14,1973,349,250.86,91.86,4.29,2.00,92.86,71.88,26.32,0.57,1.23,52.44,4886,3512,1286,60,28,308,211,83,0,14,10,4,0,0,71.43,28.57,0.00,0.00,1970,72.73,68.51,26.95,0.00,4.55,71.88,26.32,1.23,0.57,9,64.00,13,92.00,64.00,9,0.00,0
2004-09-30,0535526562910,Lars,Tysklind,MAN,1953,L,3,1954,349,193.00,92.33,12.67,51.00,100.00,55.30,26.46,14.61,3.63,53.58,1047,579,277,38,153,144,42,83,0,19,1,2,0,0,33.33,66.67,0.00,0.00,1956,52.08,29.17,57.64,0.00,13.19,55.30,26.46,3.63,14.61,1,33.00,3,100.00,33.00,1,0.00,0
2010-04-22,079095006519,Jan,Björkman,MAN,1950,S,1,1959,349,174.00,105.00,5.00,65.00,100.00,49.86,30.09,18.62,1.43,53.01,349,174,105,5,65,130,0,105,0,25,0,1,0,0,0.00,100.00,0.00,0.00,1959,52.31,0.00,80.77,0.00,19.23,49.86,30.09,1.43,18.62,0,0.00,1,100.00,0.00,0,0.00,0
2009-11-19,0892978334516,Michael,Anefur,MAN,1957,KD,4,1959,349,204.75,84.00,5.50,54.75,100.00,58.67,24.07,15.69,1.58,53.87,1396,819,336,22,219,96,86,0,0,10,4,0,0,0,100.00,0.00,0.00,0.00,1953,58.33,89.58,0.00,0.00,10.42,58.67,24.07,1.58,15.69,4,100.00,4,100.00,100.00,4,0.00,0
2022-11-16,0519740099915,Saila,Quicklund,KVINNA,1961,M,4,1975,349,271.75,34.25,0.00,43.00,100.00,77.87,9.81,12.32,0.00,52.72,1396,1087,137,0,172,272,240,0,0,32,4,0,0,0,100.00,0.00,0.00,0.00,1976,50.00,88.24,0.00,0.00,11.76,77.87,9.81,0.00,12.32,4,100.00,4,100.00,100.00,4,0.00,0
2021-10-20,0604459858621,Emilia,Töyrä,KVINNA,1985,S,1,1973,349,176.00,120.00,0.00,53.00,100.00,50.43,34.38,15.19,0.00,52.44,349,176,120,0,53,100,0,83,0,17,0,0,0,1,0.00,0.00,100.00,0.00,1972,49.00,0.00,83.00,0.00,17.00,50.43,34.38,0.00,15.19,0,0.00,1,100.00,0.00,0,0.00,0
2022-02-24,0492644357418,Per,Söderlund,MAN,1972,SD,5,1973,349,162.60,97.80,34.60,54.00,100.00,46.59,28.02,15.47,9.91,53.58,1745,813,489,173,270,310,110,110,55,35,2,2,1,0,40.00,40.00,0.00,20.00,1975,75.81,35.48,35.48,17.74,11.29,46.59,28.02,9.91,15.47,2,40.00,5,100.00,40.00,2,0.00,0
2008-04-03,0780836041816,Mats,Berglind,MAN,1952,S,2,1958,349,186.50,74.50,9.50,78.50,100.00,53.44,21.35,22.50,2.72,53.30,698,373,149,19,157,260,95,101,1,63,1,1,0,0,50.00,50.00,0.00,0.00,1958,52.31,36.54,38.85,0.38,24.23,53.44,21.35,2.72,22.49,1,50.00,2,100.00,50.00,1,0.00,0
2014-05-07,0545353563812,Amineh,Kakabaveh,KVINNA,1970,V,16,1963,349,239.88,37.38,28.94,42.81,100.00,68.73,10.71,12.27,8.29,56.73,5584,3838,598,463,685,304,149,95,58,2,8,5,3,0,50.00,31.25,0.00,18.75,1961,47.37,49.01,31.25,19.08,0.66,68.73,10.71,8.29,12.27,8,50.00,16,100.00,50.00,8,0.00,0
2010-02-25,0235326752716,Lennart,Pettersson,MAN,1952,C,6,1959,349,174.83,119.67,0.00,54.50,100.00,50.10,34.29,15.62,0.00,53.01,2094,1049,718,0,327,174,147,0,0,27,6,0,0,0,100.00,0.00,0.00,0.00,1957,58.62,84.48,0.00,0.00,15.52,50.10,34.29,0.00,15.62,6,100.00,6,100.00,100.00,6,0.00,0
2007-04-18,0957631371811,Lars U,Granberg,MAN,1965,S,2,1958,349,203.50,78.00,0.00,67.50,100.00,58.31,22.35,19.34,0.00,51.58,698,407,156,0,135,260,104,104,0,52,1,1,0,0,50.00,50.00,0.00,0.00,1958,50.77,40.00,40.00,0.00,20.00,58.31,22.35,0.00,19.34,1,50.00,2,100.00,50.00,1,0.00,0
2012-11-20,0781029778411,Cecilia,Dalman Eek,KVINNA,1960,S,6,1963,349,213.33,70.00,30.33,35.33,100.00,61.13,20.06,10.13,8.69,57.02,2094,1280,420,182,212,672,305,312,0,55,3,3,0,0,50.00,50.00,0.00,0.00,1962,50.89,45.39,46.43,0.00,8.18,61.13,20.06,8.69,10.12,3,50.00,6,100.00,50.00,3,0.00,0
2006-12-11,0135730306412,Tommy,Waidelich,MAN,1963,S,8,1958,349,173.00,106.63,16.00,53.38,100.00,49.57,30.55,15.30,4.59,52.72,2792,1384,853,128,427,1040,136,679,80,145,1,3,1,3,12.50,37.50,37.50,12.50,1958,50.77,13.08,65.29,7.69,13.94,49.57,30.55,4.58,15.29,2,25.00,8,100.00,12.00,1,0.00,0
2013-11-06,0313390540217,Ingela,Nylund Watz,KVINNA,1962,S,6,1963,349,201.50,92.17,0.00,55.33,100.00,57.74,26.41,15.86,0.00,55.30,2094,1209,553,0,332,672,188,375,0,109,2,4,0,0,33.33,66.67,0.00,0.00,1962,50.00,27.98,55.80,0.00,16.22,57.74,26.41,0.00,15.85,2,33.00,6,100.00,33.00,2,0.00,0
2011-02-09,0485476395125,Christian,Holm,MAN,1976,M,7,1963,349,231.71,74.43,0.14,42.71,85.71,66.39,21.32,12.24,0.04,54.27,2443,1622,521,1,299,749,583,100,1,65,6,1,0,0,85.71,14.29,0.00,0.00,1965,52.34,77.84,13.35,0.13,8.68,66.39,21.33,0.04,12.24,7,100.00,6,85.00,100.00,7,0.00,0
2010-06-02,0235974887200,Susanne,Eberstein,KVINNA,1948,S,2,1959,349,234.50,77.50,0.00,37.00,100.00,67.20,22.21,10.60,0.00,53.01,698,469,155,0,74,260,117,117,0,26,1,1,0,0,50.00,50.00,0.00,0.00,1959,52.31,45.00,45.00,0.00,10.00,67.19,22.21,0.00,10.60,1,50.00,2,100.00,50.00,1,0.00,0
2010-03-18,0526693079901,Gunnar,Andrén,MAN,1946,L,2,1959,349,147.00,138.50,0.00,63.50,100.00,42.12,39.69,18.20,0.00,53.01,698,294,277,0,127,56,45,0,0,11,2,0,0,0,100.00,0.00,0.00,0.00,1960,42.86,80.36,0.00,0.00,19.64,42.12,39.68,0.00,18.19,2,100.00,2,100.00,100.00,2,0.00,0
2006-05-18,031414803913,Maria,Wetterstrand,KVINNA,1973,MP,19,1954,349,188.00,69.63,24.26,67.11,94.74,53.87,19.95,19.23,6.95,53.37,6631,3572,1323,461,1275,323,141,36,54,92,0,0,0,19,0.00,0.00,100.00,0.00,1957,47.06,43.65,11.15,16.72,28.48,53.87,19.95,6.95,19.23,13,68.00,18,94.00,0.00,0,0.00,0
2002-11-28,0599736947819,Ola,Sundell,MAN,1952,M,12,1954,349,212.67,74.67,24.00,37.67,91.67,60.94,21.39,10.79,6.88,54.73,4188,2552,896,288,452,660,192,289,95,84,4,6,2,0,33.33,50.00,0.00,16.67,1954,61.82,29.09,43.79,14.39,12.73,60.94,21.39,6.88,10.79,7,58.00,11,91.00,41.00,5,0.00,0
2007-02-13,0741005094627,Gustav,Blix,MAN,1974,M,8,1958,349,191.13,110.00,7.25,40.63,100.00,54.77,31.52,11.64,2.08,52.15,2792,1529,880,58,325,776,730,0,1,45,8,0,0,0,100.00,0.00,0.00,0.00,1959,57.73,94.07,0.00,0.13,5.80,54.76,31.52,2.08,11.64,8,100.00,8,100.00,100.00,8,0.00,0
2014-02-20,0582811195313,Tina,Acketoft,KVINNA,1966,L,16,1963,349,222.00,65.13,11.63,50.25,100.00,63.61,18.66,14.40,3.33,56.73,5584,3552,1042,186,804,384,272,0,0,112,16,0,0,0,100.00,0.00,0.00,0.00,1960,58.33,70.83,0.00,0.00,29.17,63.61,18.66,3.33,14.40,16,100.00,16,100.00,100.00,16,0.00,0
2009-04-08,0485476395125,Christian,Holm,MAN,1976,M,2,1958,349,155.50,125.00,9.50,59.00,100.00,44.56,35.82,16.91,2.72,52.15,698,311,250,19,118,194,164,0,0,30,0,0,0,2,0.00,0.00,100.00,0.00,1959,57.73,84.54,0.00,0.00,15.46,44.56,35.82,2.72,16.91,2,100.00,2,100.00,0.00,0,0.00,0
2022-03-31,0787535945527,Jennie,Åfeldt,KVINNA,1974,SD,25,1973,349,180.20,67.64,37.88,63.28,96.00,51.63,19.38,18.13,10.85,53.30,8725,4505,1691,947,1582,1525,649,378,323,175,12,7,6,0,48.00,28.00,0.00,24.00,1976,75.41,42.56,24.79,21.18,11.48,51.63,19.38,10.85,18.13,12,48.00,24,96.00,44.00,11,0.00,0
2007-03-07,0125036219125,Nina,Larsson,KVINNA,1976,L,11,1958,349,188.73,74.73,11.27,74.27,100.00,54.08,21.41,21.28,3.23,51.84,3839,2076,822,124,817,308,191,0,0,117,0,0,0,11,0.00,0.00,100.00,0.00,1960,46.43,62.01,0.00,0.00,37.99,54.08,21.41,3.23,21.28,11,100.00,11,100.00,0.00,0,0.00,0
2009-12-03,0478371872009,Helena,Rivière,KVINNA,1940,M,1,1959,349,143.00,135.00,0.00,71.00,100.00,40.97,38.68,20.34,0.00,53.58,349,143,135,0,71,97,83,0,0,14,1,0,0,0,100.00,0.00,0.00,0.00,1959,57.73,85.57,0.00,0.00,14.43,40.97,38.68,0.00,20.34,1,100.00,1,100.00,100.00,1,0.00,0
2015-11-04,0475778011711,Hans,Ekström,MAN,1958,S,3,1969,349,252.67,41.00,6.33,49.00,100.00,72.40,11.75,14.04,1.81,55.01,1047,758,123,19,147,339,290,0,2,47,3,0,0,0,100.00,0.00,0.00,0.00,1968,49.56,85.55,0.00,0.59,13.86,72.40,11.75,1.81,14.04,3,100.00,3,100.00,100.00,3,0.00,0
2014-03-19,072019517020,Amir,Adan,MAN,1985,M,5,1963,349,183.40,99.20,17.20,49.20,100.00,52.55,28.42,14.10,4.93,56.73,1745,917,496,86,246,535,485,0,0,50,5,0,0,0,100.00,0.00,0.00,0.00,1964,59.81,90.65,0.00,0.00,9.35,52.55,28.42,4.93,14.10,5,100.00,5,100.00,100.00,5,0.00,0
2021-10-27,019430605328,Josefin,Malmqvist,KVINNA,1987,M,4,1973,349,215.00,73.25,18.75,42.00,100.00,61.61,20.99,12.03,5.37,52.44,1396,860,293,75,168,280,122,122,0,36,0,0,0,4,0.00,0.00,100.00,0.00,1972,44.29,43.57,43.57,0.00,12.86,61.60,20.99,5.37,12.03,2,50.00,4,100.00,0.00,0,0.00,0
2004-03-02,0213183979300,Margareta,Sandgren,KVINNA,1945,S,26,1954,349,201.38,55.88,22.58,69.15,92.31,57.70,16.01,19.81,6.47,54.77,9074,5236,1453,587,1798,3744,3109,2,3,630,26,0,0,0,100.00,0.00,0.00,0.00,1954,52.67,83.04,0.05,0.08,16.83,57.70,16.01,6.47,19.81,24,92.00,24,92.00,92.00,24,0.00,0
2014-12-03,0628870165823,Emma,Hult,KVINNA,1988,MP,1,1969,349,152.00,183.00,0.00,14.00,0.00,43.55,52.44,4.01,0.00,55.59,349,152,183,0,14,25,24,0,0,1,1,0,0,0,100.00,0.00,0.00,0.00,1969,48.00,96.00,0.00,0.00,4.00,43.55,52.44,0.00,4.01,0,0.00,0,0.00,0.00,0,0.00,0
2010-02-16,0745549193810,Stefan,Attefall,MAN,1960,KD,1,1959,349,152.00,144.00,0.00,53.00,100.00,43.55,41.26,15.19,0.00,53.01,349,152,144,0,53,24,19,0,0,5,1,0,0,0,100.00,0.00,0.00,0.00,1955,54.17,79.17,0.00,0.00,20.83,43.55,41.26,0.00,15.19,1,100.00,1,100.00,100.00,1,0.00,0
2013-03-05,0836001490919,Ulrika,Carlsson,KVINNA,1965,C,4,1963,349,169.50,74.50,44.25,60.75,100.00,48.57,21.35,17.41,12.68,56.73,1396,678,298,177,243,92,61,0,21,10,3,0,1,0,75.00,0.00,0.00,25.00,1963,65.22,66.30,0.00,22.83,10.87,48.57,21.35,12.68,17.41,3,75.00,4,100.00,75.00,3,0.00,0
2019-12-04,0519740099915,Saila,Quicklund,KVINNA,1961,M,2,1973,349,213.00,89.50,10.50,36.00,100.00,61.03,25.65,10.32,3.01,52.44,698,426,179,21,72,140,0,124,0,16,0,2,0,0,0.00,100.00,0.00,0.00,1972,44.29,0.00,88.57,0.00,11.43,61.03,25.64,3.01,10.32,0,0.00,2,100.00,0.00,0,0.00,0
2008-11-26,0537400268911,Caroline,Helmersson-Olsson,KVINNA,1963,S,1,1958,349,153.00,148.00,0.00,48.00,100.00,43.84,42.41,13.75,0.00,53.01,349,153,148,0,48,130,0,113,0,17,0,1,0,0,0.00,100.00,0.00,0.00,1959,52.31,0.00,86.92,0.00,13.08,43.84,42.41,0.00,13.75,0,0.00,1,100.00,0.00,0,0.00,0
2018-11-14,0387358739126,Jonas,Millard,MAN,1981,SD,12,1973,349,286.67,50.08,0.08,12.17,100.00,82.14,14.35,3.49,0.02,53.30,4188,3440,601,1,146,744,360,360,0,24,0,0,0,12,0.00,0.00,100.00,0.00,1976,70.97,48.39,48.39,0.00,3.23,82.14,14.35,0.02,3.49,6,50.00,12,100.00,0.00,0,0.00,0
