vote_date,number_ballots,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved_ballots,avg_born_year,avg_percentage_yes,avg_percentage_no,avg_percentage_absent,avg_percentage_abstain,avg_percentage_male,avg_percentage_approved,percentage_yes,percentage_no,percentage_abstain,percentage_absent,percentage_approved
2025-02-01,66,23034,13481,3490,2389,3674,66,1975,58.58,14.80,16.13,10.49,55.73,100.00,58.53,15.15,10.37,15.95,100.00
2019-05-01,101,35249,22390,5706,3565,3588,100,1973,60.74,16.01,10.01,13.23,52.84,98.81,63.52,16.19,10.11,10.18,99.01
2016-01-01,5,1745,1183,206,126,230,5,1969,63.87,17.70,11.89,6.56,55.30,100.00,67.79,11.81,7.22,13.18,100.00
2013-06-01,21,7329,4821,1292,287,929,21,1963,62.98,21.03,12.45,3.54,56.45,100.00,65.78,17.63,3.92,12.68,100.00
2004-11-01,105,36645,22403,7032,2185,5025,103,1954,58.74,20.06,14.55,6.66,53.32,99.04,61.14,19.19,5.96,13.71,98.10
2009-04-01,46,16054,8012,4445,368,3229,46,1959,50.11,27.22,20.71,1.97,52.23,100.00,49.91,27.69,2.29,20.11,100.00
2016-10-01,4,1396,953,250,21,172,4,1969,68.27,17.91,12.33,1.51,54.30,100.00,68.27,17.91,1.50,12.32,100.00
2025-10-01,18,6282,3810,1263,355,854,18,1975,63.28,20.45,13.85,2.42,55.01,100.00,60.65,20.11,5.65,13.59,100.00
2021-12-01,22,7678,5020,1102,550,1006,22,1973,69.04,12.57,13.21,5.18,53.39,100.00,65.38,14.35,7.16,13.10,100.00
2003-12-01,28,9772,5988,2024,686,1074,28,1954,63.55,22.17,10.84,3.45,54.73,100.00,61.28,20.71,7.02,10.99,100.00
2015-11-01,23,8027,5260,1610,187,970,23,1969,68.56,16.18,13.31,1.96,55.01,100.00,65.53,20.06,2.33,12.08,100.00
2022-01-01,15,5235,2479,1002,248,1506,14,1973,46.42,19.70,28.80,5.09,53.87,94.45,47.35,19.14,4.74,28.77,93.33
2006-05-01,92,32108,17272,7144,871,6821,91,1954,53.53,22.47,21.70,2.30,53.60,99.25,53.79,22.25,2.71,21.24,98.91
2020-09-01,5,1745,184,84,12,1465,4,1973,10.68,4.09,83.95,1.29,50.72,87.50,10.54,4.81,0.69,83.95,80.00
2016-11-01,16,5584,3509,1099,184,792,16,1969,63.21,19.47,13.65,3.67,54.44,100.00,62.84,19.68,3.30,14.18,100.00
2023-09-01,3,1047,809,77,19,142,3,1975,77.27,7.35,13.56,1.81,53.87,100.00,77.27,7.35,1.81,13.56,100.00
2009-03-01,57,19893,9958,6042,400,3493,57,1959,48.63,32.12,17.52,1.74,51.86,100.00,50.06,30.37,2.01,17.56,100.00
2011-11-01,41,14309,8085,2999,930,2295,41,1963,60.11,19.68,15.54,4.68,54.89,100.00,56.50,20.96,6.50,16.04,100.00
2023-05-01,104,36296,21260,6320,3557,5159,104,1975,58.18,17.29,14.29,10.24,52.44,100.00,58.57,17.41,9.80,14.21,100.00
2007-03-01,75,26175,15399,5659,456,4661,75,1958,60.50,20.12,17.57,1.82,51.50,100.00,58.83,21.62,1.74,17.81,100.00
2018-12-01,23,8027,4950,1675,823,579,21,1973,65.70,20.41,7.44,6.45,53.11,95.83,61.67,20.87,10.25,7.21,91.30
2003-06-01,6,2094,1256,333,146,359,6,1954,61.14,15.65,17.09,6.13,55.01,100.00,59.98,15.90,6.97,17.14,100.00
2012-03-01,101,35249,21689,7025,1751,4784,98,1963,60.80,21.15,13.28,4.77,56.10,96.69,61.53,19.93,4.97,13.57,97.03
2012-01-01,6,2094,1400,470,53,171,6,1963,66.34,21.99,8.56,3.12,55.30,100.00,66.86,22.45,2.53,8.17,100.00
2024-02-01,42,14658,8403,3004,888,2363,42,1975,57.18,20.31,16.63,5.88,52.53,100.00,57.33,20.49,6.06,16.12,100.00
2011-05-01,59,20591,12409,4475,961,2746,59,1963,62.04,22.17,12.72,3.06,54.01,100.00,60.26,21.73,4.67,13.34,100.00
2003-03-01,114,39786,24384,7477,1985,5940,113,1954,61.82,18.56,14.78,4.83,54.14,99.25,61.29,18.79,4.99,14.93,99.12
2007-01-01,6,2094,1054,557,127,356,6,1958,46.36,27.42,18.68,7.54,52.38,100.00,50.33,26.60,6.06,17.00,100.00
2007-11-01,37,12913,7713,2618,303,2279,37,1958,56.57,23.55,17.99,1.89,52.76,100.00,59.73,20.27,2.35,17.65,100.00
2015-03-01,87,30363,19761,5003,1325,4274,86,1969,65.71,16.16,14.38,3.75,55.23,99.17,65.08,16.48,4.36,14.08,98.85
2012-09-01,1,349,303,20,0,26,1,1963,86.82,5.73,7.45,0.00,56.16,100.00,86.82,5.73,0.00,7.45,100.00
2011-09-01,1,349,295,18,0,36,1,1963,84.53,5.16,10.32,0.00,54.44,100.00,84.53,5.16,0.00,10.32,100.00
2023-06-01,41,14309,8930,2373,1158,1848,41,1975,63.28,16.11,12.91,7.70,52.72,100.00,62.41,16.58,8.09,12.91,100.00
2011-04-01,60,20940,12700,4774,833,2633,60,1963,58.74,24.31,13.78,3.17,54.19,100.00,60.65,22.80,3.98,12.57,100.00
2022-02-01,77,26873,14677,5875,1754,4567,72,1973,57.27,19.09,17.73,5.92,53.64,95.00,54.62,21.86,6.53,16.99,93.51
2012-04-01,76,26524,17725,4191,1396,3212,76,1963,65.87,18.69,12.93,2.52,56.96,100.00,66.83,15.80,5.26,12.11,100.00
2010-03-01,41,14309,7014,4135,276,2884,41,1959,50.53,28.09,19.99,1.38,53.01,100.00,49.02,28.90,1.93,20.16,100.00
2021-10-01,7,2443,1439,607,93,304,7,1973,56.59,27.72,13.04,2.65,52.53,100.00,58.90,24.85,3.81,12.44,100.00
2022-11-01,19,6631,4970,713,20,928,19,1975,74.36,11.77,13.63,0.24,52.72,100.00,74.95,10.75,0.30,13.99,100.00
2021-02-01,44,15356,1615,556,259,12926,43,1973,10.48,3.82,84.24,1.47,52.22,97.92,10.52,3.62,1.69,84.18,97.73
2018-01-01,21,7329,5282,1104,126,817,21,1969,73.38,13.94,11.19,1.49,53.87,100.00,72.07,15.06,1.72,11.15,100.00
2006-12-01,46,16054,8661,4148,770,2475,46,1958,58.26,21.77,16.03,3.96,52.72,100.00,53.95,25.84,4.80,15.42,100.00
2005-12-01,41,14309,7686,2859,832,2932,39,1954,54.35,18.19,20.82,6.65,53.75,91.11,53.71,19.98,5.81,20.49,95.12
2009-01-01,13,4537,2554,992,261,730,13,1959,59.39,18.65,16.99,4.97,52.86,100.00,56.29,21.86,5.75,16.09,100.00
2013-03-01,79,27571,17379,5299,1545,3348,79,1963,65.15,17.54,12.01,5.30,56.44,100.00,63.03,19.22,5.60,12.14,100.00
