election_cycle_id,cycle_year,calendar_year,semester,is_election_year,party,total_ballots,participation_rate,win_rate,yes_rate,no_rate,approval_rate,total_votes,yes_votes,ballots_won,decisions_approved,active_members,documents_last_year,avg_rebel_rate,current_performance_score,rank_by_win_rate,rank_by_participation,rank_by_size,rank_by_approval,rank_by_productivity,rank_by_discipline,percentile_win_rate,percentile_participation,percentile_approval,percentile_productivity,quartile_by_win_rate,quartile_by_overall_performance,prev_semester_win_rate,prev_semester_participation,prev_semester_members,prev_semester_approval,prev_semester_documents,prev_semester_rebel_rate,next_semester_win_rate,next_semester_participation,next_semester_members,stddev_win_rate_sector,stddev_participation_sector,stddev_win_rate_party,stddev_participation_party,ma_3semester_win_rate,ma_3semester_participation,win_rate_change_absolute,win_rate_change_pct,participation_change_absolute,membership_change,approval_rate_change,documents_change,discipline_change,trajectory_win_rate,trajectory_participation,composite_performance_index,discipline_effectiveness_score,legislative_effectiveness_score,volatility_classification,stability_classification,forecast_trend,trend_deviation_from_ma,trend_position,momentum_z_score_win_rate,momentum_z_score_participation,performance_tier,productivity_tier,early_warning_flag,trajectory_confidence_score,is_pre_election_spring,is_election_autumn,is_election_cycle_end
2022-2025,4,2025,autumn,t,KD,452,82.86,98.89,82.16,0.50,99.78,8588,7056,447,451,0,388,0.01,76.81,9,19,1,11,17,9,0.22857142857142856,0.5142857142857142,0.2857142857142857,0.45714285714285713,1,1,99.29,81.87,0,100.00,388,0.01,100.00,81.97,0,21.3830304747468060,3.5790842593884918,22.3751826307630392,16.3479230534034506,99.2233333333333333,82.3000000000000000,-0.40,-0.40,0.99,0,-0.22,0,0.00,STABLE,STABLE,,91.43,92.73,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,0.33,ON_TREND,-0.02,0.06,WEAK_PERFORMER,LOW_PRODUCTIVITY,NORMAL,50.00,f,t,t
2002-2005,1,2002,autumn,f,S,90,91.44,97.78,91.32,0.04,97.78,12960,11835,88,88,0,850,0.06,67.09,1,1,1,9,5,17,0,0,0.27586206896551724,0.13793103448275862,1,3,,,,,,,97.03,88.15,0,17.0045187621800498,4.4060849843016974,25.3026336969098930,16.1100969581191534,97.7800000000000000,91.4400000000000000,,,,,,,,BASELINE,BASELINE,,95.69,95.20,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,0.00,ON_TREND,,,WEAK_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,,f,f,f
2006-2009,1,2006,autumn,f,M,439,82.15,60.59,49.01,27.30,95.67,26791,13130,266,420,0,1300,0.00,77.96,16,9,1,22,1,1,0.5357142857142857,0.2857142857142857,0.75,0,3,1,46.36,80.78,0,96.36,1300,0.00,100.00,86.49,0,32.8882136183457873,4.8684195014738160,21.3940577693900789,16.4129798586362739,53.4700000000000000,81.3233333333333333,14.23,30.69,1.37,0,-0.69,0,0.00,ASCENDING,STABLE,,91.08,77.01,HIGH_VOLATILITY,UNSTABLE,EXPECTED_IMPROVEMENT,-7.12,OVERPERFORMING_VS_TREND,0.67,0.08,STRONG_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,85.00,f,f,f
2014-2017,2,2015,autumn,f,V,372,89.04,67.74,58.90,20.69,99.73,7812,4601,252,371,0,125,0.07,65.09,17,4,1,11,29,29,0.47058823529411764,0.08823529411764706,0.29411764705882354,0.8235294117647058,2,4,31.63,88.70,0,99.49,125,0.07,70.09,86.39,0,24.6219679480063709,20.8663822979471368,23.7310570384043365,16.2681723325025052,43.9633333333333333,88.8200000000000000,36.11,114.16,0.34,0,0.24,0,0.00,ASCENDING,STABLE,,94.49,83.40,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-23.78,OVERPERFORMING_VS_TREND,1.52,0.02,MODERATE_PERFORMER,HIGHLY_PRODUCTIVE,NORMAL,85.00,f,f,f
2002-2005,1,2002,autumn,f,L,90,89.61,61.11,42.22,32.85,97.78,4320,1824,55,88,0,199,0.00,75.82,13,4,1,9,21,1,0.41379310344827586,0.10344827586206896,0.27586206896551724,0.6896551724137931,2,2,,,,,,,50.30,83.53,0,17.0045187621800498,4.4060849843016974,19.3836367114120254,15.1700443031653668,61.1100000000000000,89.6100000000000000,,,,,,,,BASELINE,BASELINE,,94.81,75.56,HIGH_VOLATILITY,UNSTABLE,EXPECTED_DECLINE,0.00,ON_TREND,,,MODERATE_PERFORMER,MODERATELY_PRODUCTIVE,NORMAL,,f,f,f
2018-2021,3,2020,autumn,f,L,428,31.20,75.93,23.36,5.78,98.13,8132,1900,325,420,0,199,0.00,75.82,9,24,1,19,25,1,0.22857142857142856,0.6571428571428571,0.5142857142857142,0.6857142857142857,1,2,73.82,84.46,0,99.79,199,0.00,68.22,23.54,0,20.4036536061166031,29.6156695925766073,19.3836367114120254,15.1700443031653668,72.1600000000000000,66.2300000000000000,2.11,2.86,-53.26,0,-1.66,0,0.00,STABLE,DECLINING,,65.60,68.22,HIGH_VOLATILITY,UNSTABLE,EXPECTED_DECLINE,-3.77,OVERPERFORMING_VS_TREND,0.11,-3.51,WEAK_PERFORMER,MODERATELY_PRODUCTIVE,CRITICAL_PARTICIPATION_DROP,50.00,f,f,f
2006-2009,2,2007,autumn,f,MP,323,81.85,35.91,27.07,39.40,100.00,6137,1661,116,323,0,216,0.04,63.75,22,12,1,1,17,13,0.75,0.39285714285714285,0,0.5714285714285714,3,4,64.46,75.42,0,95.67,216,0.04,29.31,77.92,0,32.8882136183457873,4.8684195014738160,24.4949976084914121,15.0953582481503234,58.3066666666666667,78.9000000000000000,-28.55,-44.29,6.43,0,4.33,0,0.00,DESCENDING,IMPROVING,,90.91,70.83,HIGH_VOLATILITY,UNSTABLE,EXPECTED_DECLINE,22.40,UNDERPERFORMING_VS_TREND,-1.17,0.43,ELITE_PERFORMER,MODERATELY_PRODUCTIVE,CRITICAL_DECLINE,85.00,f,f,f
2022-2025,3,2024,autumn,f,SD,423,86.39,76.83,65.36,12.09,100.00,30456,19905,325,423,0,687,0.02,72.27,11,9,1,1,9,13,0.2857142857142857,0.22857142857142856,0,0.22857142857142856,2,2,68.89,86.96,0,99.74,687,0.02,74.12,86.32,0,21.3830304747468060,3.5790842593884918,14.0354404114460404,20.2970597867316529,65.6300000000000000,86.6866666666666667,7.94,11.53,-0.57,0,0.26,0,0.00,RECOVERING,STABLE,,93.19,86.14,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-11.20,OVERPERFORMING_VS_TREND,0.57,-0.03,MODERATE_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,50.00,f,f,f
2010-2013,1,2010,autumn,f,S,319,84.03,29.47,22.57,59.75,99.69,39706,8960,94,318,0,850,0.06,67.09,30,28,1,3,5,21,0.8529411764705882,0.7941176470588235,0.058823529411764705,0.11764705882352941,4,3,28.61,82.45,0,100.00,850,0.06,42.53,86.16,0,32.7680893877328310,17.7017957027540236,25.3026336969098930,16.1100969581191534,30.7566666666666667,82.9100000000000000,0.86,3.01,1.58,0,-0.31,0,0.00,STABLE,STABLE,,91.99,68.84,HIGH_VOLATILITY,UNSTABLE,EXPECTED_IMPROVEMENT,1.29,ON_TREND,0.03,0.10,ELITE_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,85.00,f,f,f
2002-2005,4,2005,autumn,t,C,440,79.91,44.77,31.00,38.78,96.36,9680,3001,197,424,0,391,0.06,67.45,28,26,1,23,9,17,0.9310344827586207,0.8620689655172413,0.7586206896551724,0.27586206896551724,4,2,53.27,78.39,0,98.13,391,0.06,55.13,75.25,0,17.0045187621800498,4.4060849843016974,19.9550855673434786,15.2555920239104454,50.8966666666666667,80.8300000000000000,-8.50,-15.96,1.52,0,-1.77,0,0.00,DECLINING,STABLE,,89.93,70.22,HIGH_VOLATILITY,UNSTABLE,EXPECTED_IMPROVEMENT,6.13,UNDERPERFORMING_VS_TREND,-0.43,0.10,ELITE_PERFORMER,LOW_PRODUCTIVITY,MODERATE_DECLINE,50.00,f,t,t
2014-2017,2,2015,autumn,f,C,372,85.02,68.28,56.22,21.14,99.73,8184,4601,254,371,0,391,0.06,67.45,14,23,1,11,13,21,0.38235294117647056,0.6470588235294118,0.29411764705882354,0.35294117647058826,2,3,98.21,83.39,0,99.49,391,0.06,60.96,88.18,0,24.6219679480063709,20.8663822979471368,19.9550855673434786,15.2555920239104454,88.3533333333333333,84.1966666666666667,-29.93,-30.48,1.63,0,0.24,0,0.00,DESCENDING,STABLE,,92.48,82.33,HIGH_VOLATILITY,UNSTABLE,EXPECTED_DECLINE,20.07,UNDERPERFORMING_VS_TREND,-1.50,0.11,MODERATE_PERFORMER,LOW_PRODUCTIVITY,CRITICAL_DECLINE,85.00,f,f,f
2002-2005,1,2002,autumn,f,V,90,81.19,75.56,61.70,17.22,97.78,2700,1666,68,88,0,125,0.07,65.09,8,19,1,9,25,25,0.2413793103448276,0.6206896551724138,0.27586206896551724,0.8275862068965517,1,4,,,,,,,78.81,81.00,0,17.0045187621800498,4.4060849843016974,23.7310570384043365,16.2681723325025052,75.5600000000000000,81.1900000000000000,,,,,,,,BASELINE,BASELINE,,90.56,83.35,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,0.00,ON_TREND,,,WEAK_PERFORMER,HIGHLY_PRODUCTIVE,NORMAL,,f,f,f
2022-2025,2,2023,autumn,f,L,389,84.38,99.49,84.14,0.19,99.74,6224,5237,387,388,0,199,0.00,75.82,3,16,1,20,25,1,0.05714285714285714,0.42857142857142855,0.5428571428571428,0.6857142857142857,1,1,69.30,78.06,0,92.98,199,0.00,99.53,79.60,0,21.3830304747468060,3.5790842593884918,19.3836367114120254,15.1700443031653668,79.0033333333333333,61.9933333333333333,30.19,43.56,6.32,0,6.76,0,0.00,ASCENDING,IMPROVING,,92.19,93.50,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-20.49,OVERPERFORMING_VS_TREND,1.56,0.42,WEAK_PERFORMER,MODERATELY_PRODUCTIVE,NORMAL,85.00,f,f,f
2014-2017,1,2014,autumn,f,MP,392,85.16,47.45,38.91,33.23,99.49,9800,3813,186,390,0,216,0.04,63.75,31,22,1,28,21,17,0.8823529411764706,0.6176470588235294,0.7941176470588235,0.5882352941176471,4,4,46.63,88.58,0,99.18,216,0.04,95.70,87.82,0,24.6219679480063709,20.8663822979471368,24.4949976084914121,15.0953582481503234,48.5633333333333333,86.6000000000000000,0.82,1.76,-3.42,0,0.31,0,0.00,STABLE,STABLE,,92.56,75.26,HIGH_VOLATILITY,UNSTABLE,EXPECTED_IMPROVEMENT,1.11,ON_TREND,0.03,-0.23,ELITE_PERFORMER,MODERATELY_PRODUCTIVE,NORMAL,85.00,f,f,f
2010-2013,2,2011,autumn,f,M,442,90.81,98.19,88.44,2.31,99.32,47294,41827,434,439,0,1300,0.00,77.96,11,7,1,10,1,1,0.29411764705882354,0.17647058823529413,0.2647058823529412,0,2,1,98.75,88.04,0,99.69,1300,0.00,98.28,90.88,0,32.7680893877328310,17.7017957027540236,21.3940577693900789,16.4129798586362739,98.9800000000000000,88.1000000000000000,-0.56,-0.57,2.77,0,-0.37,0,0.00,STABLE,STABLE,,95.41,94.97,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,0.79,ON_TREND,-0.03,0.17,MODERATE_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,50.00,f,f,f
2010-2013,4,2013,autumn,t,KD,489,88.98,98.77,88.02,0.70,99.18,9291,8178,483,485,0,388,0.01,76.81,1,11,1,18,17,9,0,0.29411764705882354,0.5,0.47058823529411764,1,1,97.85,88.86,0,99.14,388,0.01,98.21,86.68,0,32.7680893877328310,17.7017957027540236,22.3751826307630392,16.3479230534034506,98.1200000000000000,87.7400000000000000,0.92,0.94,0.12,0,0.04,0,0.00,STABLE,STABLE,,94.49,94.72,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-0.65,ON_TREND,0.04,0.01,WEAK_PERFORMER,LOW_PRODUCTIVITY,NORMAL,50.00,f,t,t
2018-2021,1,2018,autumn,f,KD,520,87.23,64.81,54.82,22.38,98.65,8614,4722,337,513,0,388,0.01,76.81,20,9,1,11,17,9,0.5428571428571428,0.22857142857142856,0.2857142857142857,0.45714285714285713,3,1,61.88,86.73,0,99.60,388,0.01,62.23,91.09,0,20.4036536061166031,29.6156695925766073,22.3751826307630392,16.3479230534034506,62.7033333333333333,86.3166666666666667,2.93,4.73,0.50,0,-0.95,0,0.00,STABLE,STABLE,,93.61,81.12,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-2.11,ON_TREND,0.13,0.03,STRONG_PERFORMER,LOW_PRODUCTIVITY,NORMAL,50.00,f,f,f
2006-2009,1,2006,autumn,f,L,439,78.24,56.04,36.24,36.75,95.67,19812,7180,246,420,0,199,0.00,75.82,17,19,1,22,21,1,0.5714285714285714,0.6428571428571429,0.75,0.7142857142857143,3,2,44.09,80.16,0,96.36,199,0.00,100.00,72.74,0,32.8882136183457873,4.8684195014738160,19.3836367114120254,15.1700443031653668,49.8266666666666667,80.5366666666666667,11.95,27.10,-1.92,0,-0.69,0,0.00,ASCENDING,STABLE,,89.12,71.90,HIGH_VOLATILITY,UNSTABLE,EXPECTED_IMPROVEMENT,-6.21,OVERPERFORMING_VS_TREND,0.62,-0.13,STRONG_PERFORMER,MODERATELY_PRODUCTIVE,NORMAL,85.00,f,f,f
2018-2021,4,2021,autumn,t,S,557,23.54,90.48,20.08,3.45,95.33,55700,11186,504,531,0,850,0.06,67.09,7,31,1,28,5,21,0.17142857142857143,0.8571428571428571,0.7714285714285715,0.11428571428571428,1,3,92.29,31.57,0,98.13,850,0.06,89.47,85.62,0,20.4036536061166031,29.6156695925766073,25.3026336969098930,16.1100969581191534,92.8966666666666667,48.1366666666666667,-1.81,-1.96,-8.03,0,-2.80,0,0.00,STABLE,DECLINING,,61.74,65.23,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,2.42,ON_TREND,-0.07,-0.50,WEAK_PERFORMER,VERY_LOW_PRODUCTIVITY,MODERATE_PARTICIPATION_DROP,85.00,f,t,t
2018-2021,2,2019,autumn,f,C,466,90.60,75.32,66.92,14.01,99.79,14446,9667,351,465,0,391,0.06,67.45,10,4,1,1,13,21,0.2571428571428571,0.08571428571428572,0,0.34285714285714286,2,3,62.88,84.27,0,98.65,391,0.06,72.66,32.26,0,20.4036536061166031,29.6156695925766073,19.9550855673434786,15.2555920239104454,66.5600000000000000,86.0433333333333333,12.44,19.78,6.33,0,1.14,0,0.00,RECOVERING,IMPROVING,,95.27,86.64,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-8.76,OVERPERFORMING_VS_TREND,0.62,0.41,MODERATE_PERFORMER,LOW_PRODUCTIVITY,NORMAL,50.00,f,f,f
2010-2013,3,2012,autumn,f,S,465,87.22,55.05,43.86,35.37,99.14,52080,22844,256,461,0,850,0.06,67.09,21,16,1,26,5,21,0.5882352941176471,0.4411764705882353,0.7352941176470589,0.11764705882352941,3,3,42.53,86.16,0,99.32,850,0.06,52.56,86.81,0,32.7680893877328310,17.7017957027540236,25.3026336969098930,16.1100969581191534,42.3500000000000000,85.8033333333333333,12.52,29.44,1.06,0,-0.18,0,0.00,RECOVERING,STABLE,,93.58,77.03,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-12.70,OVERPERFORMING_VS_TREND,0.49,0.07,STRONG_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,50.00,f,f,f
2014-2017,3,2016,autumn,f,KD,438,84.99,61.42,51.10,22.05,99.77,7008,3581,269,437,0,388,0.01,76.81,23,25,1,2,17,9,0.6470588235294118,0.7058823529411765,0.029411764705882353,0.47058823529411764,3,1,66.40,85.97,0,99.73,388,0.01,61.88,86.73,0,24.6219679480063709,20.8663822979471368,22.3751826307630392,16.3479230534034506,75.3433333333333333,85.8800000000000000,-4.98,-7.50,-0.98,0,0.04,0,0.00,STABLE,STABLE,,92.49,80.30,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,13.92,UNDERPERFORMING_VS_TREND,-0.22,-0.06,STRONG_PERFORMER,LOW_PRODUCTIVITY,NORMAL,50.00,f,f,f
2018-2021,4,2021,autumn,t,-,557,42.52,50.09,24.81,9.19,95.33,1056,262,279,531,0,105,14.38,64.26,30,18,1,28,33,33,0.8285714285714286,0.4857142857142857,0.7714285714285715,0.9142857142857143,4,4,15.65,23.01,0,98.13,105,14.38,55.59,70.80,0,20.4036536061166031,29.6156695925766073,24.5892587774056789,30.7451841104855692,24.8066666666666667,29.8900000000000000,34.44,220.06,19.51,0,-2.80,0,0.00,ASCENDING,IMPROVING,,64.07,67.12,HIGH_VOLATILITY,UNSTABLE,EXPECTED_IMPROVEMENT,-25.28,OVERPERFORMING_VS_TREND,1.40,0.63,ELITE_PERFORMER,HIGHLY_PRODUCTIVE,NORMAL,85.00,f,t,t
2010-2013,2,2011,autumn,f,V,442,89.01,22.40,18.73,51.54,99.32,8398,1573,99,439,0,125,0.07,65.09,32,10,1,10,29,29,0.9117647058823529,0.2647058823529412,0.2647058823529412,0.8235294117647058,4,3,10.66,87.05,0,99.69,125,0.07,30.97,89.73,0,32.7680893877328310,17.7017957027540236,23.7310570384043365,16.2681723325025052,12.6266666666666667,86.2500000000000000,11.74,110.13,1.96,0,-0.37,0,0.00,ASCENDING,STABLE,,94.47,67.08,HIGH_VOLATILITY,UNSTABLE,EXPECTED_IMPROVEMENT,-9.77,OVERPERFORMING_VS_TREND,0.49,0.12,ELITE_PERFORMER,HIGHLY_PRODUCTIVE,NORMAL,85.00,f,f,f
2026-2029,1,2026,autumn,f,L,40,86.09,100.00,86.09,0.00,100.00,640,551,40,40,0,199,0.00,75.82,1,3,1,1,7,1,0,0.25,0,0.75,1,1,99.12,81.01,0,99.78,199,0.00,,,,26.0282372780499513,3.2895089505581937,19.3836367114120254,15.1700443031653668,99.5500000000000000,82.2333333333333333,0.88,0.89,5.08,0,0.22,0,0.00,STABLE,IMPROVING,,93.05,94.44,HIGH_VOLATILITY,UNSTABLE,NO_FORECAST,-0.45,ON_TREND,0.05,0.33,WEAK_PERFORMER,HIGHLY_PRODUCTIVE,NORMAL,,f,f,f
2014-2017,1,2014,autumn,f,V,392,88.70,31.63,26.63,41.76,99.49,7498,1997,124,390,0,125,0.07,65.09,33,7,1,28,29,29,0.9411764705882353,0.17647058823529413,0.7941176470588235,0.8235294117647058,4,3,32.52,88.72,0,99.18,125,0.07,67.74,89.04,0,24.6219679480063709,20.8663822979471368,23.7310570384043365,16.2681723325025052,31.7066666666666667,89.0500000000000000,-0.89,-2.74,-0.02,0,0.31,0,0.00,STABLE,STABLE,,94.32,70.35,HIGH_VOLATILITY,UNSTABLE,EXPECTED_IMPROVEMENT,0.08,ON_TREND,-0.04,0.00,ELITE_PERFORMER,HIGHLY_PRODUCTIVE,NORMAL,50.00,f,f,f
2014-2017,4,2017,autumn,t,MP,501,86.21,93.81,81.07,5.08,99.60,12481,10118,470,499,0,216,0.04,63.75,9,20,1,19,21,17,0.23529411764705882,0.5588235294117647,0.5294117647058824,0.5882352941176471,2,4,97.03,90.68,0,99.77,216,0.04,94.81,86.67,0,24.6219679480063709,20.8663822979471368,24.4949976084914121,15.0953582481503234,95.5133333333333333,88.2366666666666667,-3.22,-3.32,-4.47,0,-0.17,0,0.00,STABLE,STABLE,,93.09,92.19,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,1.70,ON_TREND,-0.13,-0.30,WEAK_PERFORMER,MODERATELY_PRODUCTIVE,NORMAL,50.00,f,t,t
2022-2025,2,2023,autumn,f,MP,389,80.93,47.56,37.18,25.56,99.74,7002,2603,185,388,0,216,0.04,63.75,29,29,1,20,21,17,0.8,0.8,0.5428571428571428,0.5714285714285714,4,4,74.27,75.90,0,92.98,216,0.04,38.06,81.06,0,21.3830304747468060,3.5790842593884918,24.4949976084914121,15.0953582481503234,70.7133333333333333,60.7833333333333333,-26.71,-35.96,5.03,0,6.76,0,0.00,DESCENDING,IMPROVING,,90.45,74.72,HIGH_VOLATILITY,UNSTABLE,EXPECTED_DECLINE,23.15,UNDERPERFORMING_VS_TREND,-1.09,0.33,ELITE_PERFORMER,MODERATELY_PRODUCTIVE,CRITICAL_DECLINE,85.00,f,f,f
2002-2005,3,2004,autumn,f,MP,535,81.58,68.04,52.04,21.74,98.13,9095,4733,364,525,0,216,0.04,63.75,12,18,1,1,17,13,0.3793103448275862,0.5862068965517241,0,0.5517241379310345,2,4,70.50,82.18,0,97.62,216,0.04,74.55,79.43,0,17.0045187621800498,4.4060849843016974,24.4949976084914121,15.0953582481503234,72.8466666666666667,84.6966666666666667,-2.46,-3.49,-0.60,0,0.51,0,0.00,STABLE,STABLE,,90.77,79.69,HIGH_VOLATILITY,UNSTABLE,EXPECTED_IMPROVEMENT,4.81,UNDERPERFORMING_VS_TREND,-0.10,-0.04,MODERATE_PERFORMER,MODERATELY_PRODUCTIVE,NORMAL,50.00,f,f,f
2006-2009,2,2007,autumn,f,KD,323,79.31,100.00,79.21,0.00,100.00,7752,6140,323,323,0,388,0.01,76.81,1,18,1,1,13,9,0,0.6071428571428571,0,0.42857142857142855,1,1,52.62,75.80,0,95.67,388,0.01,100.00,79.61,0,32.8882136183457873,4.8684195014738160,22.3751826307630392,16.3479230534034506,65.1166666666666667,78.3566666666666667,47.38,90.04,3.51,0,4.33,0,0.00,RECOVERING,STABLE,,89.65,91.68,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-34.88,OVERPERFORMING_VS_TREND,2.12,0.21,WEAK_PERFORMER,LOW_PRODUCTIVITY,NORMAL,50.00,f,f,f
2018-2021,3,2020,autumn,f,S,428,31.57,92.29,28.93,2.63,98.13,42800,12381,395,420,0,850,0.06,67.09,5,22,1,19,5,21,0.11428571428571428,0.6,0.5142857142857142,0.11428571428571428,1,3,95.92,89.30,0,99.79,850,0.06,90.48,23.54,0,20.4036536061166031,29.6156695925766073,25.3026336969098930,16.1100969581191534,94.4033333333333333,69.4833333333333333,-3.63,-3.78,-57.73,0,-1.66,0,0.00,STABLE,DECLINING,,65.76,70.45,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,2.11,ON_TREND,-0.14,-3.58,WEAK_PERFORMER,VERY_LOW_PRODUCTIVITY,CRITICAL_PARTICIPATION_DROP,85.00,f,f,f
2026-2029,1,2026,autumn,f,SD,40,85.14,97.50,81.06,0.00,100.00,2840,2302,39,40,0,687,0.02,72.27,4,6,1,1,3,4,0.375,0.625,0,0.25,2,2,74.12,86.32,0,99.78,687,0.02,,,,26.0282372780499513,3.2895089505581937,14.0354404114460404,20.2970597867316529,82.8166666666666667,85.9500000000000000,23.38,31.54,-1.18,0,0.22,0,0.00,ASCENDING,STABLE,,92.56,92.42,HIGH_VOLATILITY,UNSTABLE,NO_FORECAST,-14.68,OVERPERFORMING_VS_TREND,1.67,-0.06,MODERATE_PERFORMER,LOW_PRODUCTIVITY,NORMAL,,f,f,f
2018-2021,2,2019,autumn,f,V,466,91.95,70.60,62.76,17.30,99.79,12993,8155,329,465,0,125,0.07,65.09,14,2,1,1,29,29,0.37142857142857144,0.02857142857142857,0,0.8,2,4,69.04,87.51,0,98.65,125,0.07,66.12,30.60,0,20.4036536061166031,29.6156695925766073,23.7310570384043365,16.2681723325025052,69.9666666666666667,88.8033333333333333,1.56,2.26,4.44,0,1.14,0,0.00,STABLE,STABLE,,95.94,84.98,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-0.63,ON_TREND,0.07,0.27,MODERATE_PERFORMER,HIGHLY_PRODUCTIVE,NORMAL,50.00,f,f,f
2018-2021,2,2019,autumn,f,L,466,84.46,73.82,62.17,12.19,99.79,8940,5558,344,465,0,199,0.00,75.82,11,12,1,1,25,1,0.2857142857142857,0.3142857142857143,0,0.6857142857142857,2,2,66.73,83.03,0,98.65,199,0.00,75.93,31.20,0,20.4036536061166031,29.6156695925766073,19.3836367114120254,15.1700443031653668,69.5366666666666667,83.5766666666666667,7.09,10.62,1.43,0,1.14,0,0.00,ASCENDING,STABLE,,92.23,84.74,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-4.28,OVERPERFORMING_VS_TREND,0.37,0.09,MODERATE_PERFORMER,MODERATELY_PRODUCTIVE,NORMAL,85.00,f,f,f
2006-2009,4,2009,autumn,t,KD,353,81.99,100.00,81.89,0.04,100.00,8472,6938,353,353,0,388,0.01,76.81,1,11,1,1,13,9,0,0.35714285714285715,0,0.42857142857142855,2,1,100.00,79.61,0,100.00,388,0.01,98.75,84.33,0,32.8882136183457873,4.8684195014738160,22.3751826307630392,16.3479230534034506,100.0000000000000000,80.3033333333333333,0.00,0.00,2.38,0,0.00,0,0.00,STABLE,STABLE,,90.99,92.76,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,0.00,ON_TREND,0.00,0.15,WEAK_PERFORMER,LOW_PRODUCTIVITY,NORMAL,50.00,f,t,t
2026-2029,1,2026,autumn,f,-,40,90.50,52.50,42.50,28.00,100.00,200,85,21,40,0,105,14.38,64.26,5,1,1,1,9,9,0.5,0,0,1,2,4,40.93,78.72,0,99.78,105,14.38,,,,26.0282372780499513,3.2895089505581937,24.5892587774056789,30.7451841104855692,46.9033333333333333,83.1533333333333333,11.57,28.27,11.78,0,0.22,0,0.00,ASCENDING,IMPROVING,,88.06,77.00,HIGH_VOLATILITY,UNSTABLE,NO_FORECAST,-5.60,OVERPERFORMING_VS_TREND,0.47,0.38,STRONG_PERFORMER,HIGHLY_PRODUCTIVE,NORMAL,,f,f,f
2006-2009,4,2009,autumn,t,M,353,85.45,100.00,85.43,0.00,100.00,34241,29253,353,353,0,1300,0.00,77.96,1,3,1,1,1,1,0,0.07142857142857142,0,0,1,1,100.00,85.88,0,100.00,1300,0.00,98.75,88.04,0,32.8882136183457873,4.8684195014738160,21.3940577693900789,16.4129798586362739,100.0000000000000000,85.9400000000000000,0.00,0.00,-0.43,0,0.00,0,0.00,STABLE,STABLE,,92.73,94.17,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,0.00,ON_TREND,0.00,-0.03,WEAK_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,50.00,f,t,t
2022-2025,2,2023,autumn,f,KD,389,82.17,99.49,81.95,0.22,99.74,7391,6057,387,388,0,388,0.01,76.81,3,22,1,20,17,9,0.05714285714285714,0.6,0.5428571428571428,0.45714285714285713,1,1,56.43,81.33,0,92.98,388,0.01,99.29,81.87,0,21.3830304747468060,3.5790842593884918,22.3751826307630392,16.3479230534034506,69.0900000000000000,61.7233333333333333,43.06,76.31,0.84,0,6.76,0,0.00,RECOVERING,STABLE,,91.08,92.62,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-30.40,OVERPERFORMING_VS_TREND,1.92,0.05,WEAK_PERFORMER,LOW_PRODUCTIVITY,NORMAL,50.00,f,f,f
2022-2025,3,2024,autumn,f,M,423,86.51,99.53,86.08,0.42,100.00,28764,24761,421,423,0,1300,0.00,77.96,1,7,1,1,1,1,0,0.17142857142857143,0,0,1,1,99.49,86.71,0,99.74,1300,0.00,99.12,86.67,0,21.3830304747468060,3.5790842593884918,21.3940577693900789,16.4129798586362739,86.2233333333333333,85.7533333333333333,0.04,0.04,-0.20,0,0.26,0,0.00,STABLE,STABLE,,93.26,94.43,HIGH_VOLATILITY,UNSTABLE,EXPECTED_STABLE,-13.31,OVERPERFORMING_VS_TREND,0.00,-0.01,WEAK_PERFORMER,VERY_LOW_PRODUCTIVITY,NORMAL,50.00,f,f,f
