person_id,first_name,last_name,party,election_date,activity_quarter,quarter_number,months_until_election,is_pre_election_q4,ballot_count,total_votes,attendance_rate,avg_win_rate,avg_rebel_rate,avg_yes_rate,avg_no_rate,avg_abstain_rate,violation_count,behavioral_assessment,attendance_status,effectiveness_status,discipline_status,document_count,proposal_count,motion_count,new_assignment_count,peak_role_weight_quarter,leadership_role_count,committee_assignment_count,decision_count,approved_decisions,rejected_decisions,avg_approval_rate,active_committees,overall_risk_score,risk_level,trend_risk_score,anomaly_risk_score,network_connections,influence_classification,broker_classification,influence_assessment,avg_ballot_count_baseline,avg_document_count_baseline,avg_decision_count_baseline,avg_assignment_count_baseline,ballot_count_deviation,document_count_deviation,decision_count_deviation,assignment_count_deviation,ballot_activity_ratio,document_activity_ratio,decision_activity_ratio,assignment_activity_ratio,activity_classification,composite_activity_score,election_phase,rank_by_activity_quarter,time_bucket,rn
0911916463828,Fredrik,Lundh Sammeli,S,2026-09-13,2026-04-01 00:00:00+02,2,4,f,53,18497,99.67,27.60,0.00,65.86,29.79,4.02,0,STANDARD_BEHAVIOR,EXCELLENT_ATTENDANCE,LOW_EFFECTIVENESS,PARTY_LOYAL,7,0,7,0,0,0,0,1,0,1,0.00,1,33.88,MEDIUM,33.88,33.88,124,LIMITED_INFLUENCE,STRONG_BROKER,Limited influence - below median connections,52.19,10.27,7.15,0.12,0.81,-3.27,-6.15,-0.12,1.02,0.68,0.14,0.00,NORMAL_ACTIVITY,0.51,ELECTION_IMMINENT,699,2026-09-01 00:00:00+02,1
