election_cycle_id,cycle_year,calendar_year,semester,party1,party2,alignment_rate,coalition_strength,influential_politicians,avg_network_centrality,power_broker_count,rank_by_alignment,percent_rank_alignment,ntile_coalition_strength,prev_semester_alignment,stddev_alignment,change_alignment_pct,coalition_stability_trend,network_density,coalition_momentum
2018-2022,3,2020,aggregate,-,KD,0.3197,WEAK_COALITION,0,0,0,67,0.9295774647887324,4,,0.16723360968517462857,,baseline,1.91,weak
2026-2030,2,2027,aggregate,L,MP,0.4893,WEAK_COALITION,0,0,0,73,0.5034965034965035,3,0.4893,0.16723360968517462857,0.00,stable,2.93,weak
2030-2034,1,2030,aggregate,C,M,0.7545,WEAK_COALITION,0,0,0,6,0.14285714285714285,1,,0.16723360968517462857,,baseline,4.51,weak
2022-2026,1,2022,aggregate,L,V,0.3878,WEAK_COALITION,0,0,0,97,0.6713286713286714,3,,0.16723360968517462857,,baseline,2.32,weak
2026-2030,2,2027,aggregate,C,KD,0.7686,WEAK_COALITION,0,0,0,17,0.11188811188811189,1,0.7686,0.16723360968517462857,0.00,stable,4.60,weak
2030-2034,1,2030,aggregate,MP,S,0.7156,WEAK_COALITION,0,0,0,7,0.17142857142857143,1,,0.16723360968517462857,,baseline,4.28,weak
2022-2026,2,2023,aggregate,S,SD,0.4363,WEAK_COALITION,0,0,0,85,0.5874125874125874,3,0.4363,0.16723360968517462857,0.00,stable,2.61,weak
2022-2026,1,2022,aggregate,-,C,0.3003,WEAK_COALITION,0,0,0,141,0.9790209790209791,4,,0.16723360968517462857,,baseline,1.80,weak
2026-2030,4,2029,aggregate,C,L,0.7775,WEAK_COALITION,0,0,0,13,0.08391608391608392,1,0.7775,0.16723360968517462857,0.00,stable,4.65,weak
2026-2030,2,2027,aggregate,MP,SD,0.4120,WEAK_COALITION,0,0,0,89,0.6153846153846154,3,0.4120,0.16723360968517462857,0.00,stable,2.46,weak
2018-2022,4,2021,aggregate,-,L,0.3310,WEAK_COALITION,0,0,0,61,0.8450704225352113,4,0.3310,0.16723360968517462857,0.00,stable,1.98,weak
2026-2030,3,2028,aggregate,-,MP,0.3203,WEAK_COALITION,0,0,0,129,0.8951048951048951,4,0.3203,0.16723360968517462857,0.00,stable,1.92,weak
2026-2030,1,2026,aggregate,C,M,0.7545,WEAK_COALITION,0,0,0,21,0.13986013986013987,1,,0.16723360968517462857,,baseline,4.51,weak
2030-2034,1,2030,aggregate,C,MP,0.4911,WEAK_COALITION,0,0,0,18,0.4857142857142857,2,,0.16723360968517462857,,baseline,2.94,weak
2018-2022,4,2021,aggregate,MP,SD,0.4120,WEAK_COALITION,0,0,0,45,0.6197183098591549,3,0.4120,0.16723360968517462857,0.00,stable,2.46,weak
2022-2026,4,2025,aggregate,-,L,0.3310,WEAK_COALITION,0,0,0,121,0.8391608391608392,4,0.3310,0.16723360968517462857,0.00,stable,1.98,weak
2022-2026,4,2025,aggregate,L,M,0.8324,WEAK_COALITION,0,0,0,5,0.027972027972027972,1,0.8324,0.16723360968517462857,0.00,stable,4.98,weak
2026-2030,4,2029,aggregate,M,SD,0.5744,WEAK_COALITION,0,0,0,41,0.27972027972027974,2,0.5744,0.16723360968517462857,0.00,stable,3.43,weak
2026-2030,2,2027,aggregate,C,M,0.7545,WEAK_COALITION,0,0,0,21,0.13986013986013987,1,0.7545,0.16723360968517462857,0.00,stable,4.51,weak
2026-2030,2,2027,aggregate,L,V,0.3878,WEAK_COALITION,0,0,0,97,0.6713286713286714,3,0.3878,0.16723360968517462857,0.00,stable,2.32,weak
2026-2030,3,2028,aggregate,L,SD,0.5678,WEAK_COALITION,0,0,0,45,0.3076923076923077,2,0.5678,0.16723360968517462857,0.00,stable,3.40,weak
