person_reference_id,total_documents,party_motions,individual_motions,follow_up_motions,committee_motions,multi_party_motions,party_motions_pct,individual_motions_pct,committee_motions_pct,first_document_date,last_document_date,years_active,docs_per_year,documents_last_year,propositions,government_communications,document_types,activity_profile,activity_level,collaboration_percentage
0556347007015,597,77,89,0,402,29,12.9,14.9,67.3,2000-10-05,2010-06-02,9,66.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,4.9
0773312517000,85,0,5,0,62,11,0.0,5.9,72.9,2000-04-06,2002-04-04,1,85.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Committee-focused,Medium,12.9
0360160202728,105,0,99,0,6,0,0.0,94.3,5.7,2021-01-15,2025-10-07,4,26.3,45,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0903081277919,314,32,78,0,204,0,10.2,24.8,65.0,2018-11-30,2026-05-15,7,44.9,42,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0972254695405,634,219,32,0,360,23,34.5,5.0,56.8,2002-10-23,2010-05-10,7,90.6,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,3.6
0341628241813,243,0,202,0,41,0,0.0,83.1,16.9,2015-10-01,2026-04-29,10,24.3,50,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0456305921813,227,0,173,0,44,10,0.0,76.2,19.4,2006-11-01,2014-04-29,7,32.4,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,4.4
0710022029620,11,0,10,0,0,0,0.0,90.9,0.0,2015-10-05,2015-10-06,0,,0,0,0,"{mot:,""mot:Enskild motion""}",Individual-focused,Low,0.0
0671241874717,270,1,217,0,52,0,0.4,80.4,19.3,2010-10-26,2022-05-19,11,24.5,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.0
0468206532916,98,0,96,0,0,0,0.0,98.0,0.0,2000-02-14,2003-10-07,3,32.7,0,0,0,"{mot:-,""mot:Enskild motion""}",Individual-focused,Medium,0.0
0619928872229,180,0,141,0,39,0,0.0,78.3,21.7,2016-09-30,2026-04-15,9,20.0,31,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0237055280513,320,2,156,0,156,5,0.6,48.8,48.8,2010-10-21,2025-10-07,14,22.9,10,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,1.6
0966063008623,79,0,11,0,68,0,0.0,13.9,86.1,2022-11-22,2025-10-02,2,39.5,2,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Medium,0.0
0597915398712,190,44,86,0,54,6,23.2,45.3,28.4,2002-10-23,2006-04-05,3,63.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,3.2
0323000187920,9,0,9,0,0,0,0.0,100.0,0.0,2021-09-29,2021-10-05,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0105632258713,754,0,680,0,73,0,0.0,90.2,9.7,2010-10-25,2025-10-07,14,53.9,38,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0584386800218,186,76,7,0,74,1,40.9,3.8,39.8,2000-02-09,2004-06-23,4,46.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,High,0.5
0910241260018,297,0,218,0,63,15,0.0,73.4,21.2,2000-05-02,2017-10-04,17,17.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,5.1
0503363679811,4,0,0,0,4,0,0.0,0.0,100.0,2022-01-20,2022-05-02,0,,0,0,0,{mot:Kommittémotion},Committee-focused,Low,0.0
0166790812128,55,0,4,0,51,0,0.0,7.3,92.7,2014-11-05,2018-11-30,4,13.8,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Medium,0.0
0456680171315,124,2,31,0,91,0,1.6,25.0,73.4,2018-10-23,2025-10-02,6,20.7,3,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,0.0
0952789103522,105,9,0,0,96,0,8.6,0.0,91.4,2018-10-01,2022-06-09,3,35.0,0,0,0,"{mot:Kommittémotion,mot:Partimotion}",Party-focused,High,0.0
0200490530919,22,0,22,0,0,0,0.0,100.0,0.0,2014-11-07,2017-10-05,2,11.0,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0522240580423,130,0,73,0,57,0,0.0,56.2,43.8,2018-10-10,2025-10-06,6,21.7,17,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0888530335200,84,0,19,0,44,10,0.0,22.6,52.4,2000-03-21,2002-06-13,2,42.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Committee-focused,Medium,11.9
0128805841317,239,0,161,0,78,0,0.0,67.4,32.6,2006-11-17,2022-05-31,15,15.9,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0916272051100,140,0,123,0,0,16,0.0,87.9,0.0,2006-10-31,2014-03-27,7,20.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,""mot:Fristående motion""}",Individual-focused,High,11.4
0308885293103,1,0,0,0,0,0,0.0,0.0,0.0,2000-03-21,2000-03-21,0,,0,0,0,{mot:-},Mixed,Low,0.0
0512357753412,19,11,6,0,0,1,57.9,31.6,0.0,2000-02-09,2008-05-07,8,2.4,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Partimotion}",Party-focused,Low,5.3
0905312407726,318,4,47,0,265,0,1.3,14.8,83.3,2014-11-06,2022-06-01,7,45.4,0,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0363721826713,309,30,223,0,52,4,9.7,72.2,16.8,2006-10-31,2021-09-30,14,22.1,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,1.3
0499497337518,295,0,67,0,208,20,0.0,22.7,70.5,2002-10-23,2006-04-06,3,98.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Committee-focused,Very High,6.8
0913965980315,258,6,235,0,9,3,2.3,91.1,3.5,2000-02-14,2010-05-26,10,25.8,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,1.2
0644177413119,94,5,3,0,86,0,5.3,3.2,91.5,2014-10-22,2017-10-12,2,47.0,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Party-focused,Medium,0.0
0454698803028,129,13,68,0,48,0,10.1,52.7,37.2,2018-11-28,2022-05-05,3,43.0,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,0.0
0489591175704,53,0,49,0,0,0,0.0,92.5,0.0,2000-04-13,2001-10-18,1,53.0,0,0,0,"{mot:-,""mot:Enskild motion""}",Individual-focused,Medium,0.0
0925652297119,382,27,231,1,119,0,7.1,60.5,31.2,2010-10-27,2022-04-19,11,34.7,0,0,0,"{mot:,""mot:Enskild motion"",mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.0
0515213566019,105,0,88,0,17,0,0.0,83.8,16.2,2022-11-15,2026-04-29,3,35.0,33,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0938171000810,9,0,8,0,1,0,0.0,88.9,11.1,2022-11-18,2022-11-23,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Low,0.0
055824190225,79,0,9,0,70,0,0.0,11.4,88.6,2018-10-11,2021-11-18,3,26.3,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Medium,0.0
0538777624511,61,0,61,0,0,0,0.0,100.0,0.0,2010-10-25,2014-01-15,3,20.3,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Medium,0.0
0574355225922,69,5,41,0,23,0,7.2,59.4,33.3,2014-11-10,2018-04-11,3,23.0,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Medium,0.0
0214302391005,20,0,19,0,0,0,0.0,95.0,0.0,2000-04-28,2001-10-17,1,20.0,0,0,0,"{mot:-,""mot:Enskild motion""}",Individual-focused,Low,0.0
0880452278816,334,94,119,0,111,10,28.1,35.6,33.2,2002-10-07,2011-06-15,8,41.8,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,3.0
0464765884818,1,0,0,0,0,0,0.0,0.0,0.0,2000-04-06,2000-04-06,0,,0,0,0,{mot:-},Mixed,Low,0.0
098412828516,368,8,0,0,1,0,2.2,0.0,0.3,2014-10-15,2026-04-28,11,33.5,2,359,74,"{mot:Kommittémotion,mot:Partimotion,prop:prop,prop:skr}",Party-focused,Very High,0.0
0457722435319,64,0,44,0,20,0,0.0,68.8,31.3,2018-11-27,2026-05-04,7,9.1,17,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
0393332254704,160,1,39,0,65,42,0.6,24.4,40.6,2000-03-24,2002-05-02,2,80.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,26.3
0273506284025,729,0,689,0,39,0,0.0,94.5,5.3,2010-10-26,2023-10-02,12,60.8,0,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0130789484021,430,13,98,0,319,0,3.0,22.8,74.2,2014-10-30,2025-10-01,10,43.0,9,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0125036219125,41,0,37,0,0,0,0.0,90.2,0.0,2006-11-01,2026-06-25,19,2.2,4,4,2,"{""mot:Enskild motion"",prop:prop,prop:skr}",Individual-focused,Low,0.0
064601872511,252,48,101,0,90,8,19.0,40.1,35.7,2000-04-06,2014-11-10,14,18.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,3.2
0383111552218,340,266,4,0,65,3,78.2,1.2,19.1,2010-10-25,2020-10-06,9,37.8,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,0.9
0925968558417,89,0,81,0,1,7,0.0,91.0,1.1,2006-11-01,2022-06-08,15,5.9,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Medium,7.9
0480182220803,7,1,0,0,6,0,14.3,0.0,85.7,2002-01-01,2002-04-09,0,,0,0,0,"{mot:Kommittémotion,mot:Partimotion}",Party-focused,Low,0.0
0634122058105,208,5,196,0,0,1,2.4,94.2,0.0,2000-04-06,2005-10-18,5,41.6,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Partimotion}",Individual-focused,Very High,0.5
072821648404,15,0,3,0,12,0,0.0,20.0,80.0,2017-09-20,2017-10-05,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Low,0.0
0415959965211,689,235,7,0,443,2,34.1,1.0,64.3,2010-10-18,2022-05-30,11,62.6,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,0.3
0280087199210,280,25,144,2,102,5,8.9,51.4,36.4,2010-10-11,2017-11-08,7,40.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,""mot:Fristående motion"",mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,1.8
0616721755222,232,0,165,0,67,0,0.0,71.1,28.9,2018-11-27,2024-10-03,5,46.4,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0975144579503,132,0,71,0,46,3,0.0,53.8,34.8,2000-02-09,2002-06-13,2,66.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,2.3
0222691314314,638,56,6,0,11,2,8.8,0.9,1.7,2000-04-06,2026-06-25,26,24.5,186,561,151,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion,prop:prop,prop:skr}",Party-focused,Very High,2.6
0476336341120,86,0,58,0,0,0,0.0,67.4,0.0,2006-11-01,2026-06-23,19,4.5,15,28,10,"{""mot:Enskild motion"",prop:prop,prop:skr}",Individual-focused,Medium,0.0
0828721176319,1881,13,1693,0,148,19,0.7,90.0,7.9,2007-09-28,2025-10-07,18,104.5,205,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,1.0
0338088431726,228,1,96,0,131,0,0.4,42.1,57.5,2018-10-11,2026-01-15,7,32.6,4,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0671571847522,249,0,215,0,34,0,0.0,86.3,13.7,2022-11-22,2026-05-04,3,83.0,71,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0970259744617,605,0,467,0,131,3,0.0,77.2,21.7,2000-03-24,2025-10-07,25,24.2,24,0,0,"{mot:,mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,0.5
019625586527,17,0,17,0,0,0,0.0,100.0,0.0,2010-10-27,2011-10-04,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0641996868011,112,0,63,0,35,14,0.0,56.3,31.3,2006-11-01,2014-04-11,7,16.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,12.5
0979018047922,38,0,37,0,0,1,0.0,97.4,0.0,2010-10-25,2014-01-21,3,12.7,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Low,2.6
0119672047211,22,0,0,0,22,0,0.0,0.0,100.0,2025-12-10,2026-05-13,0,,22,0,0,{mot:Kommittémotion},Committee-focused,Low,0.0
014744660015,290,15,83,0,94,8,5.2,28.6,32.4,2002-10-23,2026-06-15,23,12.6,15,90,29,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion,prop:prop,prop:skr}",Committee-focused,Very High,4.0
0391973624515,37,0,36,0,0,1,0.0,97.3,0.0,2006-10-31,2014-01-29,7,5.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Low,2.7
0988383147219,190,0,180,0,9,0,0.0,94.7,4.7,2012-10-02,2018-08-17,5,38.0,0,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0279488554424,478,1,355,0,122,0,0.2,74.3,25.5,2018-10-11,2025-10-06,6,79.7,27,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.0
0376353897112,178,0,138,0,40,0,0.0,77.5,22.5,2014-11-10,2026-04-15,11,16.2,31,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0321274454602,44,0,40,0,0,4,0.0,90.9,0.0,2006-11-01,2009-10-06,2,22.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Low,9.1
0880018341619,116,0,28,0,88,0,0.0,24.1,75.9,2018-10-01,2025-09-23,6,19.3,2,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,High,0.0
0424138087713,158,0,143,0,0,15,0.0,90.5,0.0,2006-10-31,2009-10-08,2,79.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,High,9.5
0493288854424,175,0,32,0,55,0,0.0,18.3,31.4,2014-11-06,2026-05-29,11,15.9,28,88,15,"{""mot:Enskild motion"",mot:Kommittémotion,prop:prop,prop:skr}",Committee-focused,High,0.0
0135730306412,197,3,164,0,25,4,1.5,83.2,12.7,2000-10-05,2014-04-09,13,15.2,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,2.0
0604811710522,267,0,174,0,93,0,0.0,65.2,34.8,2014-10-29,2025-10-06,10,26.7,3,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0573273704102,23,0,23,0,0,0,0.0,100.0,0.0,2004-09-20,2006-01-19,1,23.0,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0662749063210,93,0,67,0,23,3,0.0,72.0,24.7,2007-10-03,2010-05-18,2,46.5,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Medium,3.2
0394601078212,11,0,11,0,0,0,0.0,100.0,0.0,2008-10-06,2009-10-06,1,11.0,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0714307225418,197,29,138,0,23,3,14.7,70.1,11.7,2000-10-05,2012-09-26,11,17.9,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,1.5
0350758939722,5,0,5,0,0,0,0.0,100.0,0.0,2012-10-02,2012-12-07,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0822010116020,63,0,58,0,5,0,0.0,92.1,7.9,2022-11-21,2026-06-15,3,21.0,1,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
0923797859612,13,0,13,0,0,0,0.0,100.0,0.0,2017-09-29,2017-10-04,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0204240926023,1620,16,1344,1,254,0,1.0,83.0,15.7,2013-03-27,2025-10-07,12,135.0,139,0,0,"{mot:,""mot:Enskild motion"",mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.0
0731265898310,22,0,21,0,0,1,0.0,95.5,0.0,2007-10-04,2011-10-05,4,5.5,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Low,4.5
0271543079118,26,2,0,0,23,0,7.7,0.0,88.5,2015-05-06,2018-05-08,3,8.7,0,0,0,"{mot:,mot:Kommittémotion,mot:Partimotion}",Party-focused,Low,0.0
0586690122908,93,9,6,0,65,9,9.7,6.5,69.9,2000-02-09,2003-01-24,2,46.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Medium,9.7
0252067342313,604,0,567,0,31,6,0.0,93.9,5.1,2002-10-23,2021-10-05,18,33.6,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,1.0
0397924710612,322,0,276,0,39,6,0.0,85.7,12.1,2004-09-23,2022-03-16,17,18.9,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,1.9
0280164118408,197,1,175,0,19,2,0.5,88.8,9.6,2002-10-23,2010-04-29,7,28.1,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,1.0
0759167494321,5,0,5,0,0,0,0.0,100.0,0.0,2017-09-29,2017-10-03,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0272006117024,136,0,0,0,136,0,0.0,0.0,100.0,2018-10-01,2022-05-30,3,45.3,0,0,0,{mot:Kommittémotion},Committee-focused,High,0.0
013162757105,421,0,260,0,72,73,0.0,61.8,17.1,2000-02-09,2006-04-20,6,70.2,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,17.3
0155044813008,153,0,82,0,70,1,0.0,53.6,45.8,2001-05-02,2004-06-23,3,51.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,0.7
0395613047500,171,39,24,0,92,16,22.8,14.0,53.8,2002-10-23,2006-04-10,3,57.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,High,9.4
0117203219614,114,1,69,0,44,0,0.9,60.5,38.6,2014-10-29,2018-11-30,4,28.5,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,0.0
0228167770927,418,47,67,0,304,0,11.2,16.0,72.7,2018-10-09,2022-05-04,3,139.3,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0750727320521,211,0,184,0,24,3,0.0,87.2,11.4,2010-10-19,2016-10-05,5,42.2,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,1.4
0170700930812,59,0,59,0,0,0,0.0,100.0,0.0,2002-10-23,2005-11-03,3,19.7,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Medium,0.0
0467253407311,165,2,161,0,2,0,1.2,97.6,1.2,2002-10-23,2016-10-05,13,12.7,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,0.0
0638431210311,234,9,117,0,52,56,3.8,50.0,22.2,2002-10-23,2008-10-08,5,46.8,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,23.9
0161616238120,523,47,114,0,362,0,9.0,21.8,69.2,2018-10-01,2025-10-07,7,74.7,22,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0824343942006,13,0,12,0,0,1,0.0,92.3,0.0,2007-10-05,2009-10-09,2,6.5,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Low,7.7
023767922422,665,107,16,0,530,1,16.1,2.4,79.7,2014-11-04,2025-10-07,10,66.5,2,10,1,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion,prop:prop,prop:skr}",Party-focused,Very High,0.2
0694077681517,162,49,16,0,93,1,30.2,9.9,57.4,2000-04-05,2006-04-18,6,27.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,High,0.6
0223175563813,626,4,239,0,294,75,0.6,38.2,47.0,2000-02-09,2014-01-20,13,48.2,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,12.0
0197306878612,2,0,0,0,1,1,0.0,0.0,50.0,2010-02-17,2010-04-29,0,,0,0,0,"{mot:Flerpartimotion,mot:Kommittémotion}",Committee-focused,Low,50.0
0905254899611,75,0,68,0,7,0,0.0,90.7,9.3,2022-11-17,2025-10-07,2,37.5,21,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
0835507837915,250,11,8,0,221,10,4.4,3.2,88.4,2006-10-31,2012-01-11,5,50.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,4.0
0806172169007,57,14,22,0,8,2,24.6,38.6,14.0,2000-01-21,2001-10-05,1,57.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Medium,3.5
0427321850912,523,1,482,0,39,1,0.2,92.2,7.5,2006-10-31,2025-10-07,18,29.1,26,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.2
046426524512,82,5,33,0,43,0,6.1,40.2,52.4,2014-11-05,2018-05-02,3,27.3,0,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Medium,0.0
0893004490313,718,0,494,0,142,81,0.0,68.8,19.8,2002-10-23,2021-10-04,18,39.9,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,11.3
0285612919302,167,0,113,0,51,3,0.0,67.7,30.5,2002-10-23,2008-10-01,5,33.4,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,1.8
0667220767927,99,0,91,0,8,0,0.0,91.9,8.1,2014-11-06,2026-03-11,11,9.0,8,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
0407081382317,180,6,152,0,19,0,3.3,84.4,10.6,2014-11-06,2025-10-06,10,18.0,22,2,1,"{mot:,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion,prop:prop,prop:skr}",Individual-focused,High,0.0
0266627143525,156,25,61,3,67,0,16.0,39.1,42.9,2010-10-19,2014-06-16,3,52.0,0,0,0,"{""mot:Enskild motion"",mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,0.0
0933424396309,347,0,321,0,23,3,0.0,92.5,6.6,2002-10-23,2014-04-02,11,31.5,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,0.9
0307835692938,3,1,0,0,2,0,33.3,0.0,66.7,2024-01-19,2024-04-30,0,,0,0,0,"{mot:Kommittémotion,mot:Partimotion}",Party-focused,Low,0.0
0358514648113,564,0,473,0,91,0,0.0,83.9,16.1,2018-11-27,2025-10-07,6,94.0,184,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0742883909221,206,0,97,0,109,0,0.0,47.1,52.9,2018-11-28,2025-10-07,6,34.3,8,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Very High,0.0
0926002991620,50,0,18,0,32,0,0.0,36.0,64.0,2022-03-16,2025-10-06,3,16.7,3,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Low,0.0
0412502344925,39,0,28,0,11,0,0.0,71.8,28.2,2022-11-17,2026-04-29,3,13.0,3,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Low,0.0
0802606848923,1,0,0,0,1,0,0.0,0.0,100.0,2024-01-18,2024-01-18,0,,0,0,0,{mot:Kommittémotion},Committee-focused,Low,0.0
0447461551212,169,0,127,0,29,13,0.0,75.1,17.2,2006-10-31,2014-04-16,7,24.1,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,7.7
0780214960516,441,0,413,0,28,0,0.0,93.7,6.3,2015-10-02,2026-06-15,10,44.1,54,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0612916684825,668,8,567,0,80,12,1.2,84.9,12.0,2002-10-23,2026-05-04,23,29.0,37,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,""mot:Fristående motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,1.8
