person_reference_id,total_documents,party_motions,individual_motions,follow_up_motions,committee_motions,multi_party_motions,party_motions_pct,individual_motions_pct,committee_motions_pct,first_document_date,last_document_date,years_active,docs_per_year,documents_last_year,propositions,government_communications,document_types,activity_profile,activity_level,collaboration_percentage
0352254228107,445,18,314,0,64,48,4.0,70.6,14.4,2003-10-21,2018-04-27,14,31.8,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,10.8
0241621108903,68,0,60,0,1,3,0.0,88.2,1.5,2000-10-05,2001-10-18,1,68.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Medium,4.4
0888126424314,71,5,58,0,4,4,7.0,81.7,5.6,2006-10-31,2012-10-04,5,14.2,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Medium,5.6
0403769921921,63,0,37,0,25,0,0.0,58.7,39.7,2014-11-07,2017-05-03,2,31.5,0,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
04671560703,57,0,54,0,0,1,0.0,94.7,0.0,2000-04-06,2002-01-18,1,57.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Medium,1.8
0647668663722,11,0,0,0,0,0,0.0,0.0,0.0,2023-03-21,2026-06-22,3,3.7,2,11,2,"{prop:prop,prop:skr}",Mixed,Low,
0883123676901,202,11,33,0,155,1,5.4,16.3,76.7,2000-10-05,2006-04-18,5,40.4,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.5
031005479013,236,101,10,0,91,2,42.8,4.2,38.6,2000-03-08,2014-11-05,14,16.9,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,0.8
0957794828205,397,0,341,0,46,9,0.0,85.9,11.6,2000-10-05,2010-04-14,9,44.1,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,2.3
0590881101608,192,4,89,0,34,53,2.1,46.4,17.7,2000-02-14,2009-10-14,9,21.3,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,27.6
02658325625,240,0,127,0,113,0,0.0,52.9,47.1,2018-10-10,2026-04-01,7,34.3,22,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0930305890123,190,4,67,0,118,0,2.1,35.3,62.1,2014-11-07,2024-10-02,9,21.1,0,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,0.0
0914002106327,127,0,73,0,54,0,0.0,57.5,42.5,2014-11-10,2017-10-05,2,63.5,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0285352171912,33,0,33,0,0,0,0.0,100.0,0.0,2010-10-22,2014-01-21,3,11.0,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0105797223918,157,0,118,0,37,2,0.0,75.2,23.6,2006-11-01,2017-10-05,10,15.7,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,1.3
010343930918,278,0,170,0,108,0,0.0,61.2,38.8,2008-09-26,2022-04-27,13,21.4,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0449003924218,469,57,15,0,379,12,12.2,3.2,80.8,2000-02-09,2012-01-11,11,42.6,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,2.6
037561614928,308,6,294,0,7,0,1.9,95.5,2.3,2014-11-06,2025-10-07,10,30.8,16,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.0
0902172188709,139,0,132,0,0,0,0.0,95.0,0.0,2000-04-05,2006-04-04,5,27.8,0,0,0,"{mot:-,""mot:Enskild motion""}",Individual-focused,High,0.0
0213183979300,220,0,186,0,25,9,0.0,84.5,11.4,2000-10-04,2010-04-07,9,24.4,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,4.1
0150200797210,88,0,76,0,9,3,0.0,86.4,10.2,2006-10-31,2024-10-03,17,5.2,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Medium,3.4
0987224899103,82,36,24,0,17,0,43.9,29.3,20.7,2000-03-08,2001-10-05,1,82.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Party-focused,Medium,0.0
0658094895604,195,84,3,0,96,2,43.1,1.5,49.2,2000-02-09,2001-12-03,1,195.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,High,1.0
0698785853314,142,0,138,0,0,2,0.0,97.2,0.0,2000-10-05,2005-10-18,5,28.4,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,High,1.4
0628190530410,683,134,4,1,530,13,19.6,0.6,77.6,2006-10-31,2022-06-09,15,45.5,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,1.9
0680329141121,113,2,22,0,87,1,1.8,19.5,77.0,2014-11-10,2018-05-04,3,37.7,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,0.9
0630993685307,4,0,0,0,4,0,0.0,0.0,100.0,2021-11-24,2022-01-26,0,,0,0,0,{mot:Kommittémotion},Committee-focused,Low,0.0
0267143098400,100,44,24,0,27,5,44.0,24.0,27.0,2002-10-23,2005-11-23,3,33.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,Medium,5.0
0900533740700,172,44,33,0,62,22,25.6,19.2,36.0,2000-02-09,2002-05-02,2,86.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Party-focused,High,12.8
0747852417614,300,2,236,0,53,9,0.7,78.7,17.7,2002-10-23,2014-04-09,11,27.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,3.0
0511863596121,36,0,36,0,0,0,0.0,100.0,0.0,2019-09-25,2019-10-03,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0574724112206,708,5,126,0,469,81,0.7,17.8,66.2,2000-01-21,2009-10-09,9,78.7,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,11.4
0316870450511,1,0,0,0,1,0,0.0,0.0,100.0,2020-05-04,2020-05-04,0,,0,0,0,{mot:Kommittémotion},Committee-focused,Low,0.0
0481005050915,223,3,100,0,112,7,1.3,44.8,50.2,2002-10-23,2012-08-24,9,24.8,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,3.1
0463667731519,50,2,10,0,29,4,4.0,20.0,58.0,2000-03-13,2002-04-04,2,25.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Low,8.0
0412148992926,326,0,314,0,11,0,0.0,96.3,3.4,2015-10-01,2026-03-11,10,32.6,37,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0132818093422,650,56,348,0,244,0,8.6,53.5,37.5,2012-10-04,2026-05-04,13,50.0,60,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.0
0395292877305,94,0,92,0,0,0,0.0,97.9,0.0,2000-04-28,2005-10-08,5,18.8,0,0,0,"{mot:-,""mot:Enskild motion""}",Individual-focused,Medium,0.0
084677425329,65,0,64,0,0,1,0.0,98.5,0.0,2006-11-01,2014-01-14,7,9.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Medium,1.5
0250583732424,183,0,149,0,33,0,0.0,81.4,18.0,2015-10-01,2025-10-06,10,18.3,19,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0251617324715,147,0,117,0,27,3,0.0,79.6,18.4,2007-09-21,2015-10-06,8,18.4,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,2.0
0178667655211,8,0,8,0,0,0,0.0,100.0,0.0,2012-10-03,2013-12-09,1,8.0,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0575413157004,546,5,50,0,471,4,0.9,9.2,86.3,2000-02-09,2009-10-06,9,60.7,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.7
0496341906327,92,0,80,0,12,0,0.0,87.0,13.0,2014-11-07,2026-06-15,11,8.4,13,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
0568055205114,145,0,145,0,0,0,0.0,100.0,0.0,2009-10-01,2014-04-28,4,36.3,0,0,0,"{""mot:Enskild motion""}",Individual-focused,High,0.0
0836813859011,194,48,56,0,76,14,24.7,28.9,39.2,2002-10-23,2006-05-17,3,64.7,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,7.2
0115057914316,158,1,118,0,29,9,0.6,74.7,18.4,2001-10-05,2011-05-04,9,17.6,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,5.7
0604604418610,195,27,24,0,144,0,13.8,12.3,73.8,2022-10-11,2026-06-16,3,65.0,40,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Party-focused,High,0.0
0663840649717,22,0,0,0,22,0,0.0,0.0,100.0,2022-11-22,2022-11-22,0,,0,0,0,{mot:Kommittémotion},Committee-focused,Low,0.0
0111536149811,388,198,33,0,149,0,51.0,8.5,38.4,2000-02-09,2006-04-18,6,64.7,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,0.0
0371882294919,66,0,18,0,48,0,0.0,27.3,72.7,2022-11-17,2025-09-30,2,33.0,5,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Medium,0.0
0955748436811,399,5,254,0,137,0,1.3,63.7,34.3,2014-10-02,2025-10-01,10,39.9,15,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.0
0798631972204,79,3,73,0,0,0,3.8,92.4,0.0,2000-02-09,2005-10-10,5,15.8,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Partimotion}",Individual-focused,Medium,0.0
0594680769027,36,0,36,0,0,0,0.0,100.0,0.0,2019-10-01,2021-10-05,2,18.0,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0526748040023,134,0,22,0,112,0,0.0,16.4,83.6,2018-11-19,2025-10-06,6,22.3,1,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,High,0.0
0931369291903,175,3,22,0,126,8,1.7,12.6,72.0,2000-02-09,2002-06-13,2,87.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,4.6
0469626830920,33,0,31,0,0,2,0.0,93.9,0.0,2006-11-01,2011-12-02,5,6.6,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Low,6.1
0697895317615,278,1,181,0,90,4,0.4,65.1,32.4,2000-09-22,2006-06-14,5,55.6,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,1.4
0758652610,120,98,2,0,20,0,81.7,1.7,16.7,2014-11-07,2019-10-03,4,30.0,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Party-focused,High,0.0
0708340640717,177,44,86,0,29,18,24.9,48.6,16.4,2002-10-07,2006-05-24,3,59.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,10.2
0184922809505,9,0,9,0,0,0,0.0,100.0,0.0,2000-10-05,2001-10-05,1,9.0,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0546731406922,297,32,97,0,168,0,10.8,32.7,56.6,2018-11-21,2026-05-13,7,42.4,86,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0802091197024,248,155,0,0,93,0,62.5,0.0,37.5,2022-09-30,2026-06-12,3,82.7,75,0,0,"{mot:Kommittémotion,mot:Partimotion}",Party-focused,Very High,0.0
0701525641715,175,0,143,0,29,3,0.0,81.7,16.6,2002-10-23,2014-06-03,11,15.9,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,1.7
0164935407015,145,90,17,0,28,0,62.1,11.7,19.3,2000-02-09,2002-05-02,2,72.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Party-focused,High,0.0
010643534813,140,0,95,0,45,0,0.0,67.9,32.1,2018-10-10,2025-10-02,6,23.3,21,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0954999878706,89,4,21,0,17,39,4.5,23.6,19.1,2000-02-14,2002-05-02,2,44.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Medium,43.8
0803753212716,580,39,388,1,150,0,6.7,66.9,25.9,2010-10-19,2025-09-30,14,41.4,10,0,0,"{mot:,""mot:Enskild motion"",mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.0
0190801883908,124,2,14,0,100,5,1.6,11.3,80.6,2000-04-05,2006-02-01,5,24.8,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,4.0
0273732267214,296,1,84,0,202,9,0.3,28.4,68.2,2002-10-23,2009-10-06,6,49.3,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,3.0
0455086201022,510,46,302,1,157,0,9.0,59.2,30.8,2010-10-27,2022-06-15,11,46.4,0,0,0,"{mot:,""mot:Enskild motion"",mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.0
0469384565811,38,0,19,0,19,0,0.0,50.0,50.0,2022-11-15,2025-10-02,2,19.0,12,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Low,0.0
0661583406713,16,0,0,0,0,0,0.0,0.0,0.0,2019-11-19,2022-09-07,2,8.0,0,16,8,"{prop:prop,prop:skr}",Mixed,Low,
0464639640213,142,0,45,0,46,38,0.0,31.7,32.4,2000-02-09,2002-06-13,2,71.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Committee-focused,High,26.8
08188046917,11,0,11,0,0,0,0.0,100.0,0.0,2011-10-03,2014-01-21,2,5.5,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0494431859015,45,0,45,0,0,0,0.0,100.0,0.0,2010-10-21,2014-01-03,3,15.0,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0581480697617,162,26,105,0,25,6,16.0,64.8,15.4,2006-10-31,2010-04-07,3,54.0,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,3.7
0376395541120,157,0,129,0,28,0,0.0,82.2,17.8,2018-11-27,2026-06-15,7,22.4,30,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0482927154110,203,33,150,0,18,1,16.3,73.9,8.9,2000-04-06,2015-10-06,15,13.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.5
010392780417,60,0,49,0,11,0,0.0,81.7,18.3,2017-09-29,2026-04-29,8,7.5,35,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
0999542677318,3,0,0,0,3,0,0.0,0.0,100.0,2007-03-14,2007-04-23,0,,0,0,0,{mot:Kommittémotion},Committee-focused,Low,0.0
0973474532717,153,17,41,0,30,0,11.1,26.8,19.6,2006-10-31,2021-11-17,15,10.2,0,65,22,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion,prop:prop,prop:skr}",Individual-focused,High,0.0
0336920874106,132,0,66,0,57,0,0.0,50.0,43.2,2000-02-09,2002-04-09,2,66.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0542215898226,160,0,142,0,14,4,0.0,88.8,8.8,2002-10-23,2010-04-07,7,22.9,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,2.5
0625199891029,10,0,3,0,7,0,0.0,30.0,70.0,2020-09-23,2020-10-06,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Low,0.0
039102787629,31,0,31,0,0,0,0.0,100.0,0.0,2022-11-15,2025-10-06,2,15.5,13,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0165732384110,15,3,10,0,2,0,20.0,66.7,13.3,2006-10-31,2007-05-02,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Low,0.0
0202626512110,14,0,14,0,0,0,0.0,100.0,0.0,2025-09-26,2025-10-07,0,,14,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0372922430808,57,0,56,0,0,0,0.0,98.2,0.0,2000-10-05,2005-10-07,5,11.4,0,0,0,"{mot:-,""mot:Enskild motion""}",Individual-focused,Medium,0.0
0743231788202,26,0,26,0,0,0,0.0,100.0,0.0,2006-11-08,2014-01-09,7,3.7,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0454447556218,1,0,1,0,0,0,0.0,100.0,0.0,2010-10-26,2010-10-26,0,,0,0,0,"{""mot:Enskild motion""}",Individual-focused,Low,0.0
0694917698222,261,0,164,0,97,0,0.0,62.8,37.2,2018-10-02,2025-10-02,7,37.3,27,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0161972600410,28,0,12,0,16,0,0.0,42.9,57.1,2022-11-22,2025-10-01,2,14.0,12,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Low,0.0
0736867676621,15,0,4,0,11,0,0.0,26.7,73.3,2018-09-24,2019-01-30,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Low,0.0
057993099726,148,13,59,0,76,0,8.8,39.9,51.4,2018-11-29,2022-05-04,3,49.3,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,High,0.0
0919710128803,108,0,53,0,39,2,0.0,49.1,36.1,2000-03-21,2002-06-13,2,54.0,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,1.9
0349986646724,143,20,7,0,110,0,14.0,4.9,76.9,2021-03-23,2025-06-16,4,35.8,0,6,1,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion,prop:prop,prop:skr}",Party-focused,High,0.0
0810673119603,134,0,130,0,0,2,0.0,97.0,0.0,2000-02-09,2006-04-11,6,22.3,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,High,1.5
0111479807829,283,0,266,0,17,0,0.0,94.0,6.0,2014-11-10,2026-04-29,11,25.7,45,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Very High,0.0
0694273653613,19,2,8,0,9,0,10.5,42.1,47.4,2021-09-30,2022-05-05,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Low,0.0
0905637653912,165,1,138,0,24,1,0.6,83.6,14.5,2010-10-11,2017-10-04,6,27.5,0,0,0,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,High,0.6
0401968752713,269,25,110,2,128,3,9.3,40.9,47.6,2010-10-20,2017-10-05,6,44.8,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,""mot:Fristående motion"",mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,1.1
0855851906414,87,3,32,0,47,0,3.4,36.8,54.0,2000-04-06,2002-06-13,2,43.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Medium,0.0
0203877548421,182,0,157,0,25,0,0.0,86.3,13.7,2018-11-27,2026-05-04,7,26.0,58,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0557180142229,110,0,47,0,63,0,0.0,42.7,57.3,2018-10-01,2025-10-02,7,15.7,8,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,High,0.0
0911490574010,45,0,0,0,0,0,0.0,0.0,0.0,2015-03-17,2020-06-17,5,9.0,0,45,21,"{prop:prop,prop:skr}",Mixed,Low,
0836001490919,523,57,196,0,198,72,10.9,37.5,37.9,2006-10-31,2026-05-13,19,27.5,27,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,13.8
0584183916016,895,116,404,2,328,45,13.0,45.1,36.6,2002-10-23,2026-04-28,23,38.9,9,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,5.0
0996640018922,129,0,115,0,14,0,0.0,89.1,10.9,2014-11-06,2025-02-05,10,12.9,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0468775142013,469,0,415,0,39,12,0.0,88.5,8.3,2000-04-05,2014-04-29,14,33.5,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,2.6
0544137999406,230,0,9,0,211,8,0.0,3.9,91.7,2000-02-24,2006-04-19,6,38.3,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Committee-focused,Very High,3.5
0693341580004,78,24,29,1,24,0,30.8,37.2,30.8,2010-10-27,2017-10-04,6,13.0,0,0,0,"{""mot:Enskild motion"",mot:Följdmotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Medium,0.0
0348383585915,56,8,15,0,33,0,14.3,26.8,58.9,2022-11-16,2023-04-27,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Medium,0.0
0837501934208,74,0,72,0,0,1,0.0,97.3,0.0,2000-10-05,2005-10-05,5,14.8,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion}",Individual-focused,Medium,1.4
0663851410627,42,0,12,0,30,0,0.0,28.6,71.4,2022-11-22,2023-10-05,0,,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Low,0.0
0340854285007,175,0,136,0,28,9,0.0,77.7,16.0,2000-06-29,2010-04-29,9,19.4,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,High,5.1
086684470825,314,0,24,0,290,0,0.0,7.6,92.4,2018-10-23,2026-04-01,7,44.9,2,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Very High,0.0
025931369428,246,0,29,0,217,0,0.0,11.8,88.2,2018-10-09,2025-10-02,6,41.0,5,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Very High,0.0
0500493436208,5,0,0,0,0,0,0.0,0.0,0.0,2015-03-11,2016-03-22,1,5.0,0,5,5,{prop:skr},Mixed,Low,
0519542449425,215,37,104,0,74,0,17.2,48.4,34.4,2014-11-04,2022-05-04,7,30.7,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,0.0
065701062615,429,4,153,0,270,0,0.9,35.7,62.9,2014-11-06,2025-10-06,10,42.9,20,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0345062474310,62,0,15,0,47,0,0.0,24.2,75.8,2022-10-11,2025-10-07,2,31.0,4,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Medium,0.0
08644719105,265,1,115,0,134,0,0.4,43.4,50.6,2000-01-21,2011-12-09,11,24.1,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",Committee-focused,Very High,0.0
0897304708905,269,0,257,0,9,1,0.0,95.5,3.3,2000-04-28,2010-04-14,9,29.9,0,0,0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,0.4
0768605712423,67,0,0,0,66,0,0.0,0.0,98.5,2014-10-22,2017-06-01,2,33.5,0,0,0,"{mot:,mot:Kommittémotion}",Committee-focused,Medium,0.0
0973782197017,1125,57,588,0,416,39,5.1,52.3,37.0,2000-01-21,2025-10-07,25,45.0,19,0,0,"{mot:,mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,3.5
0190560012714,75,0,58,0,16,0,0.0,77.3,21.3,2010-10-21,2016-05-02,5,15.0,0,0,0,"{mot:,""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,Medium,0.0
0219220227418,112,0,97,0,15,0,0.0,86.6,13.4,2006-10-31,2018-06-13,11,10.2,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Individual-focused,High,0.0
0133149500010,23,1,16,0,5,1,4.3,69.6,21.7,2009-09-30,2010-01-22,0,,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Low,4.3
0963654118003,307,14,194,0,60,39,4.6,63.2,19.5,2002-10-22,2009-10-06,6,51.2,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",Individual-focused,Very High,12.7
0558039843819,40,0,14,0,26,0,0.0,35.0,65.0,2006-11-08,2018-04-25,11,3.6,0,0,0,"{""mot:Enskild motion"",mot:Kommittémotion}",Committee-focused,Low,0.0
0515990253512,306,0,266,0,32,8,0.0,86.9,10.5,2000-10-05,2017-10-04,16,19.1,0,0,0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",Individual-focused,Very High,2.6
