embedded_id_ballot_id,embedded_id_intressent_id,embedded_id_concern,embedded_id_issue,party,first_name,last_name,gender,born_year,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,vote,won,rebel,party_won,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male,ballot_type,rm,label,vote_date,party_avg_born_year,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_approved,party_no_winner,party_percentage_yes,party_percentage_no,party_percentage_absent,party_percentage_abstain,party_percentage_male
591313EC-2212-49BD-BCAC-D5737CC95A47,0612916684825,SAKFRÅGAN,1,S,Johan,Löfstrand,MAN,1976,1969,349,267,46,0,36,t,JA,t,f,t,f,76.50,13.18,10.32,0.00,55.01,HUVUD,2014/15,UbU5,2015-02-18,1968,113,101,0,0,12,t,f,89.38,0.00,10.62,0.00,48.67
403661C4-E727-42AD-81BE-D64B66D49152,0194498232620,SAKFRÅGAN,5,S,Roza,Güclü Hedin,KVINNA,1982,1973,349,299,21,0,29,t,JA,t,f,t,f,85.67,6.02,8.31,0.00,52.44,HUVUD,2019/20,JuU32,2020-03-04,1972,100,88,1,0,11,t,f,88.00,1.00,11.00,0.00,51.00
FEE3F81C-8724-4F27-A504-9A0B733AE316,0377384542907,MOTIVFRÅGAN,2,KD,Chatrine,Pålsson Ahlgren,KVINNA,1947,1958,349,150,106,34,59,t,JA,t,f,t,f,42.98,30.37,16.91,9.74,51.58,HUVUD,2006/07,UbU13,2007-05-21,1952,24,19,0,0,5,t,f,79.17,0.00,20.83,0.00,54.17
BE17DB4A-AED7-41B1-A3F3-B5343E72058E,0691264514114,SAKFRÅGAN,13,S,Anna,Johansson,KVINNA,1971,1973,349,165,55,85,44,t,JA,t,f,t,f,47.28,15.76,12.61,24.36,53.01,HUVUD,2021/22,SfU22,2022-04-20,1973,100,89,0,0,11,t,f,89.00,0.00,11.00,0.00,48.00
30378957-610C-419A-AE3D-3675F6391DD9,0251617324715,SAKFRÅGAN,5,S,Katarina,Köhler,KVINNA,1954,1963,349,252,18,21,58,t,JA,t,f,t,f,72.21,5.16,16.62,6.02,55.87,HUVUD,2011/12,SfU6,2012-03-14,1962,112,89,0,1,22,t,f,79.46,0.00,19.64,0.89,51.79
B4DC6A51-189D-4C8A-AD4D-5D8C1BF5CC4B,084624777218,SAKFRÅGAN,1,C,Helena,Lindahl,KVINNA,1972,1969,349,272,20,0,57,t,JA,t,f,t,f,77.94,5.73,16.33,0.00,53.30,HUVUD,2016/17,KU22,2017-03-29,1967,22,18,0,0,4,t,f,81.82,0.00,18.18,0.00,63.64
25A2C3D8-A1A1-4738-BAE7-ACBC5B9F0158,0283117091429,SAKFRÅGAN,10,S,Emanuel,Öz,MAN,1979,1969,349,167,141,0,41,t,JA,t,f,t,f,47.85,40.40,11.75,0.00,55.30,HUVUD,2015/16,MJU9,2016-03-03,1968,113,99,0,0,14,t,f,87.61,0.00,12.39,0.00,51.33
50012D37-5E6F-4865-9FEE-6FCB96061597,0285612919302,SAKFRÅGAN,1,M,Ulla,Löfgren,KVINNA,1943,1958,349,141,136,0,72,t,JA,t,f,t,f,40.40,38.97,20.63,0.00,51.58,HUVUD,2006/07,TU15,2007-05-15,1959,97,83,0,0,14,t,f,85.57,0.00,14.43,0.00,56.70
BBF44B98-793C-4DAE-8172-ECBCE7BD5EC2,0600928907216,SAKFRÅGAN,1,S,Carina,Hägg,KVINNA,1957,1954,349,251,34,1,63,t,JA,t,f,t,f,71.92,9.74,18.05,0.29,54.73,HUVUD,2004/05,LU27,2005-05-12,1954,144,119,0,0,25,t,f,82.64,0.00,17.36,0.00,51.39
F5E1072B-6EBD-46CA-9900-C12D8609EB57,0467253407311,SAKFRÅGAN,18,S,Hans,Unander,MAN,1970,1963,349,174,137,0,38,t,NEJ,f,f,f,f,49.86,39.26,10.89,0.00,56.16,HUVUD,2012/13,JuU20,2013-05-03,1962,112,0,100,0,12,f,f,0.00,89.29,10.71,0.00,51.79
53385A48-6060-4B64-A793-56FA8B95962D,0455086201022,SAKFRÅGAN,1,SD,Johnny,Skalin,MAN,1978,1970,349,165,73,57,54,t,FRÅNVARANDE,f,f,f,f,47.28,20.92,15.47,16.33,54.15,HUVUD,2017/18,UU12,2018-05-23,1975,42,0,0,33,9,f,t,0.00,0.00,21.43,78.57,76.19
E347D44D-A88B-4B96-9584-1FBCA9ADF074,0544046588414,SAKFRÅGAN,3,S,Jan-Olof,Larsson,MAN,1951,1963,349,172,140,0,37,t,NEJ,f,f,f,f,49.28,40.11,10.60,0.00,56.45,HUVUD,2013/14,SoU22,2014-05-27,1963,112,0,101,0,11,f,f,0.00,90.18,9.82,0.00,51.79
2EF77552-9152-486E-BE4D-022486295A1E,0227531635413,SAKFRÅGAN,2,M,Lars,Püss,MAN,1966,1973,349,182,143,0,24,t,NEJ,f,f,f,f,52.15,40.97,6.88,0.00,53.30,HUVUD,2018/19,UbU7,2019-03-27,1973,70,0,63,0,7,f,f,0.00,90.00,10.00,0.00,44.29
A1794C04-977D-4087-B5CF-5E73722CB085,0982795248728,SAKFRÅGAN,2,KD,Jakob,Forssmed,MAN,1974,1973,349,27,29,0,293,f,FRÅNVARANDE,f,f,f,f,7.74,8.31,83.95,0.00,53.01,HUVUD,2020/21,KU33,2021-06-09,1970,22,3,0,0,19,t,f,13.64,0.00,86.36,0.00,72.73
350C2F56-FA11-4830-BCEA-EF1897C1F290,014386615025,SAKFRÅGAN,15,V,Ali,Esbati,MAN,1976,1973,349,243,41,0,65,t,JA,t,f,t,f,69.63,11.75,18.62,0.00,53.01,HUVUD,2021/22,JuU28,2022-05-05,1974,27,20,0,0,7,t,f,74.07,0.00,25.93,0.00,29.63
363615F4-FE5A-4CFA-BE46-8D6BAB042801,0256743155204,SAKFRÅGAN,6,C,Per-Ingvar,Johnsson,MAN,1944,1963,349,278,19,0,52,t,JA,t,f,t,f,79.66,5.44,14.90,0.00,55.59,HUVUD,2013/14,KrU3,2013-11-21,1963,23,19,0,0,4,t,f,82.61,0.00,17.39,0.00,60.87
BF26994A-0441-437B-8AA3-4E42B20040A7,0257313105220,SAKFRÅGAN,6,S,Arber,Gashi,MAN,1994,1975,349,191,94,21,43,t,NEJ,f,f,f,f,54.73,26.93,12.32,6.02,56.16,HUVUD,2024/25,FiU25,2025-03-19,1975,106,0,93,0,13,f,f,0.00,87.74,12.26,0.00,53.77
D059DA36-609B-480A-83CC-D593391A2B5D,0682989845822,SAKFRÅGAN,6,V,Håkan,Svenneling,MAN,1985,1969,349,294,15,0,40,t,JA,t,f,t,f,84.24,4.30,11.46,0.00,54.73,HUVUD,2014/15,FöU11,2015-06-16,1969,21,20,0,0,1,t,f,95.24,0.00,4.76,0.00,47.62
B568C62B-CE2B-4051-81BF-0724FABC3E90,0970259744617,SAKFRÅGAN,13,M,Margareta,Cederfelt,KVINNA,1959,1963,349,176,139,0,34,t,JA,t,f,t,f,50.43,39.83,9.74,0.00,54.15,HUVUD,2010/11,CU18,2011-04-05,1965,107,99,0,0,8,t,f,92.52,0.00,7.48,0.00,53.27
8976D2B6-1167-44A8-A415-D1D99CDCA6B6,0640774576009,SAKFRÅGAN,18,S,Inger,Jarl Beck,KVINNA,1948,1954,349,250,27,0,72,t,JA,t,f,t,f,71.63,7.74,20.63,0.00,54.73,HUVUD,2003/04,KUU1,2003-11-12,1954,144,120,0,0,24,t,f,83.33,0.00,16.67,0.00,52.78
BFFA9310-32E6-4E8D-9714-70C25CE482D2,0452755722723,SAKFRÅGAN,1,SD,Björn,Söder,MAN,1976,1963,349,191,90,0,68,t,JA,t,f,t,f,54.73,25.79,19.48,0.00,57.02,HUVUD,2013/14,NU16,2014-04-10,1968,20,18,0,0,2,t,f,90.00,0.00,10.00,0.00,80.00
2480B9D1-46DD-4530-8F81-1D4322742597,0381918573217,SAKFRÅGAN,3,M,Michael,Svensson,MAN,1957,1969,349,265,48,0,36,t,JA,t,f,t,f,75.93,13.75,10.32,0.00,55.59,HUVUD,2014/15,JuU1,2014-12-18,1967,84,75,0,0,9,t,f,89.29,0.00,10.71,0.00,51.19
2257E889-17D1-43FF-A74C-7FB4638A1F2E,0292756653724,SAKFRÅGAN,1,M,Henrik,Sydow,MAN,1976,1954,349,156,122,0,71,t,NEJ,f,f,f,f,44.70,34.96,20.34,0.00,53.87,HUVUD,2005/06,NU1,2005-11-29,1954,55,0,43,0,12,f,f,0.00,78.18,21.82,0.00,58.18
78A6BF0B-C54C-4A63-865A-E9F25251A802,0185503778507,SAKFRÅGAN,10,C,Birgitta,Sellén,KVINNA,1945,1958,349,174,101,0,74,t,JA,t,f,t,f,49.86,28.94,21.20,0.00,52.72,HUVUD,2007/08,MJU9,2008-02-20,1955,29,24,0,0,5,t,f,82.76,0.00,17.24,0.00,58.62
950F0B3F-5BA0-11D7-AE7D-000475504C4C,0287864972117,SAKFRÅGAN,3,C,Sofia,Larsen,KVINNA,1972,1954,349,282,26,1,40,t,JA,t,f,t,f,80.80,7.45,11.46,0.29,53.87,HUVUD,2002/03,JUU9,2003-01-01,1955,22,21,0,0,1,t,f,95.45,0.00,4.55,0.00,50.00
CC2FB349-7673-4258-8D63-DC3BE99B5643,0502353466300,SAKFRÅGAN,19,M,Anders G,Högmark,MAN,1945,1954,349,128,134,0,87,f,NEJ,t,f,t,f,36.68,38.40,24.93,0.00,53.87,HUVUD,2005/06,UbU3,2006-02-09,1954,55,0,41,0,14,f,f,0.00,74.55,25.45,0.00,58.18
E5602816-A60F-4F0C-BA5E-CBE80E14EDCF,0285631067215,SAKFRÅGAN,9,KD,Robert,Halef,MAN,1964,1973,349,36,5,15,293,t,FRÅNVARANDE,f,f,t,f,10.32,1.43,83.95,4.30,53.01,HUVUD,2020/21,UU10,2021-06-09,1970,22,3,0,0,19,t,f,13.64,0.00,86.36,0.00,72.73
5BEDD9E3-1F99-4115-BD4F-72808B49A7E5,031005479013,SAKFRÅGAN,2,M,Per,Westerberg,MAN,1951,1954,349,158,125,0,66,t,FRÅNVARANDE,f,f,f,f,45.27,35.82,18.91,0.00,53.58,HUVUD,2005/06,FöU9,2006-05-09,1954,55,0,44,0,11,f,f,0.00,80.00,20.00,0.00,58.18
16972750-A3FC-4361-830E-5E973747C3A8,0446541913415,SAKFRÅGAN,1,L,Allan,Widman,MAN,1964,1969,349,201,70,16,62,t,JA,t,f,t,f,57.59,20.06,17.77,4.58,55.01,HUVUD,2015/16,SoU6,2016-03-17,1970,19,16,0,0,3,t,f,84.21,0.00,15.79,0.00,63.16
C9F9C7F7-4413-46EC-8A7C-FFC86ACF317E,0807438844115,SAKFRÅGAN,23,C,Karin,Nilsson,KVINNA,1956,1963,349,269,19,15,46,t,JA,t,f,t,f,77.08,5.44,13.18,4.30,56.73,HUVUD,2012/13,MJU11,2013-03-12,1963,23,19,0,0,4,t,f,82.61,0.00,17.39,0.00,65.22
995DBC5D-BDF8-41B5-B2AA-08F2F5CDE7ED,0776705932527,SAKFRÅGAN,7,V,Ciczie,Weidby,KVINNA,1974,1973,349,198,76,21,54,t,FRÅNVARANDE,f,f,f,f,56.73,21.78,15.47,6.02,53.58,HUVUD,2021/22,SoU11,2022-02-24,1974,27,0,21,0,6,f,f,0.00,77.78,22.22,0.00,29.63
B62560D9-2657-11D8-AEAE-000475530032,0694077681517,SAKFRÅGAN,16,V,Lennart,Gustavsson,MAN,1954,1954,349,207,36,1,105,t,NEJ,f,f,f,f,59.31,10.32,30.09,0.29,54.73,HUVUD,2003/04,LU8,2004-02-19,1953,30,0,22,0,8,f,f,0.00,73.33,26.67,0.00,50.00
13E96861-5754-4785-B4E1-E55EC0BFA6DF,086684470825,SAKFRÅGAN,1,SD,Tobias,Andersson,MAN,1996,1973,349,167,17,114,51,t,FRÅNVARANDE,f,f,f,f,47.85,4.87,14.61,32.66,53.01,HUVUD,2018/19,MJU9,2019-04-04,1976,62,0,0,56,6,f,t,0.00,0.00,9.68,90.32,70.97
6AC4E320-EF9A-4010-BB65-9BF53A047198,0844246115721,SAKFRÅGAN,4,M,Eliza,Roszkowska Öberg,KVINNA,1978,1963,349,181,139,0,29,t,JA,t,f,t,f,51.86,39.83,8.31,0.00,54.44,HUVUD,2010/11,UbU3,2010-12-10,1965,107,99,0,0,8,t,f,92.52,0.00,7.48,0.00,52.34
4F9F764F-43C1-41C3-96DA-B31D36EBB940,0136310791918,SAKFRÅGAN,1,S,Marie,Granlund,KVINNA,1962,1973,349,236,50,0,63,t,JA,t,f,t,f,67.62,14.33,18.05,0.00,52.72,HUVUD,2021/22,SkU29,2022-06-09,1973,100,87,0,0,13,t,f,87.00,0.00,13.00,0.00,48.00
EB8DBEBA-D378-4DC8-920A-B465ED48C6D7,0397924710612,SAKFRÅGAN,6,M,Ulrika,Karlsson,KVINNA,1973,1969,349,243,18,50,38,t,FRÅNVARANDE,f,f,t,f,69.63,5.16,10.89,14.33,55.30,HUVUD,2015/16,SkU16,2016-03-02,1968,84,74,0,0,10,t,f,88.10,0.00,11.90,0.00,48.81
C67CE25E-41D0-475D-9ED1-793E3683128F,0454698803028,MOTIVFRÅGAN,2,C,Sofia,Nilsson,KVINNA,1982,1973,349,37,4,15,293,t,JA,t,f,t,f,10.60,1.15,83.95,4.30,52.72,HUVUD,2020/21,KrU10,2021-05-05,1973,31,5,0,0,26,t,f,16.13,0.00,83.87,0.00,61.29
D7B8410F-0D11-4FC6-9887-F2CC3AAEEDAC,0716036604716,SAKFRÅGAN,1,MP,Elisabet,Knutsson,KVINNA,1952,1969,349,244,39,0,66,t,FRÅNVARANDE,f,f,t,f,69.91,11.17,18.91,0.00,55.01,HUVUD,2015/16,FiU18,2015-12-10,1969,25,20,0,0,5,t,f,80.00,0.00,20.00,0.00,48.00
81E6F6B8-5C8A-4465-A405-493BEC66F400,0241675049710,SAKFRÅGAN,1,KD,Otto,Arnold,MAN,1950,1958,349,155,149,0,45,t,FRÅNVARANDE,f,f,t,f,44.41,42.69,12.89,0.00,52.72,HUVUD,2008/09,NU26,2009-06-02,1952,24,18,0,0,6,t,f,75.00,0.00,25.00,0.00,54.17
675684ED-FC7D-11D6-AE2F-000475530096,0393171737407,SAKFRÅGAN,40,M,Anita,Sidén,KVINNA,1940,1954,349,277,44,1,27,t,JA,t,f,t,f,79.37,12.61,7.74,0.29,54.73,HUVUD,2002/03,KRU1,2006-03-15,1954,55,52,0,0,3,t,f,94.55,0.00,5.45,0.00,61.82
14B2658F-31F9-44C7-8107-A53ED1C0D9A6,0732677378827,SAKFRÅGAN,2,M,Marta,Obminska,KVINNA,1979,1973,349,172,126,26,25,t,NEJ,f,f,f,f,49.28,36.10,7.16,7.45,52.72,HUVUD,2018/19,SfU26,2019-06-18,1972,70,0,64,0,6,f,f,0.00,91.43,8.57,0.00,44.29
2E90FD0E-0B7E-4254-B103-5895320A16A8,0847676507229,SAKFRÅGAN,4,C,Stina,Larsson,KVINNA,1977,1975,349,184,107,0,58,t,JA,t,f,t,f,52.72,30.66,16.62,0.00,52.72,HUVUD,2023/24,SoU24,2024-05-02,1973,24,20,0,0,4,t,f,83.33,0.00,16.67,0.00,41.67
8B0F1A72-7A3B-41BD-A76E-8554819BA834,0306286538528,SAKFRÅGAN,3,KD,Sofia,Damm,KVINNA,1977,1969,349,179,102,0,68,t,NEJ,f,f,f,f,51.29,29.23,19.48,0.00,55.01,HUVUD,2015/16,JuU7,2015-12-09,1968,16,0,13,0,3,f,f,0.00,81.25,18.75,0.00,62.50
5C7B1AA2-A0C9-439D-A308-1E9E82FD154C,0880018341619,SAKFRÅGAN,2,SD,Thomas,Morell,MAN,1957,1973,349,278,21,0,50,t,JA,t,f,t,f,79.66,6.02,14.33,0.00,53.58,HUVUD,2021/22,KU26,2022-02-23,1975,62,55,0,0,7,t,f,88.71,0.00,11.29,0.00,75.81
F48CCBE7-FC35-4342-9473-4FF24D1A91D4,012576033427,MOTIVFRÅGAN,3,S,Hannah,Bergstedt,KVINNA,1977,1959,349,157,113,37,42,t,NEJ,f,f,f,f,44.99,32.38,12.03,10.60,53.30,HUVUD,2008/09,NU4,2009-01-12,1959,130,0,113,0,17,f,f,0.00,86.92,13.08,0.00,53.85
9D4A4891-DFBF-4615-81CE-1EAC6CF65A1B,0200490530919,SAKFRÅGAN,2,MP,Marco,Venegas,MAN,1962,1969,349,266,43,1,39,t,JA,t,f,t,f,76.22,12.32,11.17,0.29,55.30,HUVUD,2014/15,MJU4,2015-03-11,1969,25,23,0,0,2,t,f,92.00,0.00,8.00,0.00,48.00
B134FBBC-26C4-4A1C-9277-E90E069A96DA,0529103571012,SAKFRÅGAN,5,M,Jan R,Andersson,MAN,1970,1973,349,39,3,14,293,t,FRÅNVARANDE,f,f,f,f,11.17,0.86,83.95,4.01,53.01,HUVUD,2020/21,SoU26,2021-06-09,1973,70,0,0,11,59,f,t,0.00,0.00,84.29,15.71,45.71
F7624A7B-5D36-4DBC-B8C4-53655436D656,0522460069116,SAKFRÅGAN,6,M,Cecilia,Magnusson,KVINNA,1962,1954,349,182,46,64,57,t,NEJ,f,f,f,f,52.15,13.18,16.33,18.34,54.73,HUVUD,2003/04,FÖU6,2004-03-30,1953,55,0,46,0,9,f,f,0.00,83.64,16.36,0.00,63.64
1B97F38C-99B9-4889-A0E9-57FA6251CB01,0957794828205,SAKFRÅGAN,5,S,Agneta,Lundberg,KVINNA,1947,1958,349,144,134,0,71,t,NEJ,f,f,f,f,41.26,38.40,20.34,0.00,53.30,HUVUD,2007/08,NU12,2008-05-14,1958,130,0,103,0,27,f,f,0.00,79.23,20.77,0.00,52.31
6E909C2D-1080-4351-82C8-B58D3C7A3524,0427321850912,SAKFRÅGAN,3,S,Lars Mejern,Larsson,MAN,1965,1973,349,186,62,0,101,t,FRÅNVARANDE,f,f,t,f,53.30,17.77,28.94,0.00,53.87,HUVUD,2021/22,NU13,2022-01-19,1972,100,74,0,0,26,t,f,74.00,0.00,26.00,0.00,50.00
33C4B39C-1C56-4F1E-88AD-E49CDB78C5B2,0911067396229,SAKFRÅGAN,5,S,Mattias,Vepsä,MAN,1980,1975,349,200,93,0,56,t,NEJ,f,f,f,f,57.31,26.65,16.05,0.00,52.44,HUVUD,2023/24,TU13,2024-04-11,1975,106,0,92,0,14,f,f,0.00,86.79,13.21,0.00,49.06
80113BDE-FCDA-4A90-A096-9786B162770B,0205360448417,SAKFRÅGAN,41,S,Peter,Johnsson,MAN,1962,1963,349,279,19,0,51,t,JA,t,f,t,f,79.94,5.44,14.61,0.00,54.44,HUVUD,2010/11,JuU8,2011-01-19,1962,112,93,0,0,19,t,f,83.04,0.00,16.96,0.00,52.68
C4C95EAC-45D0-408B-AAE2-AFD2ABA9F050,025158809026,SAKFRÅGAN,12,V,Ida,Gabrielsson,KVINNA,1981,1975,349,179,21,99,50,t,NEJ,f,f,f,f,51.29,6.02,14.33,28.37,52.15,HUVUD,2022/23,UbU8,2023-04-26,1977,24,0,21,0,3,f,f,0.00,87.50,12.50,0.00,25.00
B68CF3E4-AB51-4134-9144-5195CCD4BB55,0930305890123,SAKFRÅGAN,2,SD,Sara-Lena,Bjälkö,KVINNA,1976,1970,349,249,39,20,41,t,FRÅNVARANDE,f,f,f,f,71.35,11.17,11.75,5.73,54.15,HUVUD,2017/18,KU14,2018-05-16,1975,42,0,34,0,8,f,f,0.00,80.95,19.05,0.00,76.19
CB2DB1B7-8CF9-4D40-81CF-C7D2F4AD9837,011731125914,SAKFRÅGAN,3,S,Ylva,Johansson,KVINNA,1964,1958,349,185,113,6,45,t,NEJ,f,f,f,f,53.01,32.38,12.89,1.72,51.86,HUVUD,2006/07,AU9,2007-03-22,1958,130,0,113,0,17,f,f,0.00,86.92,13.08,0.00,50.77
323B7F53-DC79-46FB-8EDF-C5F4BE69A8DD,0515990253512,SAKFRÅGAN,6,S,Yilmaz,Kerimo,MAN,1963,1963,349,202,85,0,62,t,NEJ,f,f,f,f,57.88,24.36,17.77,0.00,56.73,HUVUD,2012/13,AU7,2013-03-12,1962,112,0,85,0,27,f,f,0.00,75.89,24.11,0.00,50.89
20C20855-0C98-49AB-82D8-E4DD45F4999D,0899112324519,MOTIVFRÅGAN,1,M,Elisabeth,Svantesson,KVINNA,1967,1969,349,234,41,18,56,t,FRÅNVARANDE,f,f,t,f,67.05,11.75,16.05,5.16,54.73,HUVUD,2014/15,UU18,2015-06-04,1968,84,70,0,0,14,t,f,83.33,0.00,16.67,0.00,50.00
FF778B2D-36F5-4067-BE9E-853D5190149F,0744993950910,SAKFRÅGAN,19,S,Anders,Ygeman,MAN,1970,1954,349,127,25,120,77,t,JA,t,f,t,f,36.39,7.16,22.06,34.38,53.58,HUVUD,2005/06,SoU5,2005-11-22,1954,144,113,0,0,31,t,f,78.47,0.00,21.53,0.00,51.39
1FBD47F5-5F9B-4F96-85D4-16E1381A65DF,0938901612810,SAKFRÅGAN,1,M,Fredrik,Reinfeldt,MAN,1965,1954,349,162,131,0,56,t,FRÅNVARANDE,f,f,f,f,46.42,37.54,16.05,0.00,53.30,HUVUD,2005/06,NU20,2006-05-02,1954,55,0,46,0,9,f,f,0.00,83.64,16.36,0.00,58.18
1A44511D-ECC5-4DC0-BFD0-17649A01E0C7,0706528359123,SAKFRÅGAN,52,S,Linus,Sköld,MAN,1983,1969,349,241,21,58,29,t,JA,t,f,t,f,69.05,6.02,8.31,16.62,53.58,HUVUD,2016/17,MJU23,2017-06-20,1969,113,104,0,0,9,t,f,92.04,0.00,7.96,0.00,48.67
EE93E859-15B2-11D8-88F5-0004755053CE,0291542732518,SAKFRÅGAN,2,S,Marie,Nordén,KVINNA,1967,1954,349,251,47,0,51,t,JA,t,f,t,f,71.92,13.47,14.61,0.00,54.73,HUVUD,2003/04,FIU11,2003-11-10,1954,144,127,1,0,16,t,f,88.19,0.69,11.11,0.00,52.78
A3FCA1BC-636B-45F6-90AA-FFF77D1136EF,0504711999229,SAKFRÅGAN,3,-,Pavel,Gamov,MAN,1989,1969,349,277,40,0,32,t,NEJ,f,f,f,f,79.37,11.46,9.17,0.00,54.15,HUVUD,2017/18,KU38,2018-01-31,1970,6,1,3,0,2,f,f,16.67,50.00,33.33,0.00,50.00
4A9060D8-8272-4D3E-9FE8-A2CB487EA57B,0638497389621,SAKFRÅGAN,13,SD,Julia,Kronlid,KVINNA,1980,1973,349,198,74,17,60,t,JA,t,f,t,f,56.73,21.20,17.19,4.87,53.01,HUVUD,2021/22,FöU7,2022-05-04,1976,61,53,0,0,8,t,f,86.89,0.00,13.11,0.00,75.41
E9140FE7-5358-442F-A9F1-4D3E69644995,0963046628824,SAKFRÅGAN,14,SD,Christian,Lindefjärd,MAN,1976,1975,349,200,83,20,46,t,NEJ,f,f,f,f,57.31,23.78,13.18,5.73,56.16,HUVUD,2024/25,CU7,2025-03-26,1977,72,0,62,0,10,f,f,0.00,86.11,13.89,0.00,76.39
AFBCA8FD-54DD-46AF-81CC-702A41438C84,0541320528015,SAKFRÅGAN,7,L,Nina,Lundström,KVINNA,1961,1954,349,128,23,120,78,t,AVSTÅR,f,f,f,f,36.68,6.59,22.35,34.38,54.44,HUVUD,2005/06,KrU3,2005-10-11,1955,48,0,0,39,9,f,t,0.00,0.00,18.75,81.25,54.17
17C03498-3DA2-4CAC-89E5-47365169E130,0901257862125,SAKFRÅGAN,1,V,Hans,Linde,MAN,1979,1969,349,282,23,0,44,t,JA,t,f,t,f,80.80,6.59,12.61,0.00,55.01,HUVUD,2015/16,UU8,2015-11-25,1969,21,20,0,0,1,t,f,95.24,0.00,4.76,0.00,47.62
2F72818E-F491-4004-8B4E-A7F6DB13837B,0565167965311,SAKFRÅGAN,3,S,Eva,Sonidsson,KVINNA,1955,1963,349,175,139,0,35,t,NEJ,f,f,f,f,50.14,39.83,10.03,0.00,54.44,HUVUD,2010/11,AU3,2011-02-28,1962,112,0,96,0,16,f,f,0.00,85.71,14.29,0.00,51.79
1708BEC6-E04E-4A23-B740-4FF6F62657F5,0970607693429,SAKFRÅGAN,7,MP,Lage,Rahm,MAN,1980,1959,349,147,140,0,62,t,NEJ,f,f,f,f,42.12,40.11,17.77,0.00,52.72,HUVUD,2008/09,CU10,2009-02-02,1964,19,0,13,0,6,f,f,0.00,68.42,31.58,0.00,57.89
98FF6015-EFE2-42F5-812F-22638013D1E7,0906336297511,SAKFRÅGAN,41,V,Marie,Engström,KVINNA,1953,1958,349,170,133,0,46,t,NEJ,f,f,f,f,48.71,38.11,13.18,0.00,53.01,HUVUD,2008/09,KrU1,2008-11-24,1958,22,0,19,0,3,f,f,0.00,86.36,13.64,0.00,36.36
52C5F927-AB1F-4E65-8B4D-706753995E86,0962410717322,SAKFRÅGAN,1,S,Sultan,Kayhan,KVINNA,1988,1973,349,41,14,0,294,t,JA,t,f,t,f,11.75,4.01,84.24,0.00,53.01,HUVUD,2020/21,NU15,2021-04-22,1972,100,16,0,0,84,t,f,16.00,0.00,84.00,0.00,50.00
2BE7E08E-844E-4E9D-A6F5-67035CC3AA64,0465398691116,SAKFRÅGAN,3,C,Eskil,Erlandsson,MAN,1957,1954,349,160,127,0,62,t,NEJ,f,f,f,f,45.85,36.39,17.77,0.00,54.44,HUVUD,2004/05,NU16,2005-06-02,1954,22,0,17,0,5,f,f,0.00,77.27,22.73,0.00,59.09
72236185-7DCF-4703-BBEA-ADDEBE7488AA,0483837558914,SAKFRÅGAN,5,S,Anna-Lena,Sörenson,KVINNA,1954,1963,349,180,143,0,26,t,NEJ,f,f,f,f,51.58,40.97,7.45,0.00,56.16,HUVUD,2012/13,TU16,2013-05-07,1962,112,0,102,0,10,f,f,0.00,91.07,8.93,0.00,51.79
B6D551DC-03D2-48E7-829F-E10DD778BA10,051207517226,SAKFRÅGAN,16,SD,Jimmie,Åkesson,MAN,1979,1973,349,174,121,0,54,t,FRÅNVARANDE,f,f,t,f,49.86,34.67,15.47,0.00,53.87,HUVUD,2021/22,NU16,2022-03-17,1975,62,55,0,0,7,t,f,88.71,0.00,11.29,0.00,75.81
F77C2B9D-EFFF-428D-AA9A-C89D981247AF,0274462857213,SAKFRÅGAN,4,S,Petter,Löberg,MAN,1968,1969,349,217,73,16,43,t,JA,t,f,t,f,62.18,20.92,12.32,4.58,53.87,HUVUD,2016/17,KU16,2017-05-03,1969,113,102,0,0,11,t,f,90.27,0.00,9.73,0.00,47.79
65ED3263-0915-4109-8487-BEEB77951E8F,051870309210,SAKFRÅGAN,6,MP,Anna,Sibinska,KVINNA,1963,1973,349,180,94,22,53,t,JA,t,f,t,f,51.58,26.93,15.19,6.30,53.01,HUVUD,2021/22,JuU31,2022-05-31,1978,16,13,0,0,3,t,f,81.25,0.00,18.75,0.00,25.00
E4FD1C08-A052-4380-94FC-921524DB11AE,0274462857213,SAKFRÅGAN,8,S,Petter,Löberg,MAN,1968,1973,349,284,14,0,51,t,JA,t,f,t,f,81.38,4.01,14.61,0.00,52.72,HUVUD,2021/22,UbU32,2022-06-08,1973,100,89,0,0,11,t,f,89.00,0.00,11.00,0.00,48.00
03D3E3A8-0863-4FBD-96D8-E58109291699,0766496753128,SAKFRÅGAN,12,L,Fredrik,Malm,MAN,1977,1973,349,237,83,0,29,t,JA,t,f,t,f,67.91,23.78,8.31,0.00,52.44,HUVUD,2019/20,JuU32,2020-03-04,1971,19,17,0,0,2,t,f,89.47,0.00,10.53,0.00,52.63
7E145941-2159-4F13-A64A-8EB5AD4DB9A6,0262124593702,SAKFRÅGAN,10,S,Kurt,Kvarnström,MAN,1948,1963,349,279,19,0,51,t,JA,t,f,t,f,79.94,5.44,14.61,0.00,56.73,HUVUD,2013/14,JuU14,2014-02-20,1962,112,96,0,0,16,t,f,85.71,0.00,14.29,0.00,50.89
