election_cycle_id,cycle_year,calendar_year,semester,party,ballots_participated,win_rate,yes_rate,approval_rate,participation_rate,seat_count_proxy,documents_produced,avg_rebel_rate,rank_by_seats,rank_by_win_rate,rank_by_productivity,rank_by_engagement,rank_by_effectiveness,percentile_seats,percentile_win_rate,percentile_productivity,quartile_by_size,quartile_by_performance,prev_semester_seats,prev_semester_win_rate,prev_semester_documents,prev_semester_participation,next_semester_seats,next_semester_win_rate,stddev_seats_sector,stddev_win_rate_sector,stddev_seats_party,stddev_win_rate_party,ma_3semester_seats,ma_3semester_win_rate,seat_change_absolute,seat_change_pct,win_rate_change_absolute,win_rate_change_pct,documents_change,electoral_trend,party_size_category,volatility_classification,seat_forecast,performance_forecast,seat_deviation_from_ma,trend_position_seats,electoral_tier,momentum_z_score_seats,momentum_z_score_win_rate,composite_electoral_score,legislative_effectiveness_index,election_readiness_score,projected_seat_change,electoral_warning_flag,is_pre_election_period,is_election_period,is_post_election_period
2026-2029,1,2026,autumn,L,40,100.00,86.09,100.00,86.09,0,200,0.00,1,1,7,3,1,0,0,0.75,1,1,0,99.07,200,80.97,,,0,26.0282372780499513,0,19.3913899821544510,0.00000000000000000000,99.5266666666666667,0,,0.93,0.94,0,STABLE,MINOR_PARTY,STABLE_PARTY,NO_FORECAST,NO_FORECAST,0.00,ON_TREND,BOTTOM_TIER,,0.05,,96.52,,0.0,NORMAL,f,f,f
2018-2021,2,2019,autumn,M,446,56.28,47.89,99.78,88.61,0,1299,0.00,1,24,1,6,1,0,0.6571428571428571,0,3,3,0,59.96,1299,87.09,0,50.12,0,20.4335644868654497,0,21.4463959340491520,0.00000000000000000000,58.4633333333333333,0,,-3.68,-6.14,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,-0.17,,81.80,,0.0,NORMAL,f,f,f
2010-2013,2,2011,autumn,V,426,22.07,18.58,99.30,89.05,0,126,0.06,1,32,29,10,10,0,0.9117647058823529,0.8235294117647058,4,4,0,11.04,126,86.94,0,31.04,0,32.7517818378026634,0,23.7468687485318788,0.00000000000000000000,12.7000000000000000,0,,11.03,99.91,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,0.46,,69.80,,0.0,NORMAL,f,f,f
2002-2005,2,2003,autumn,S,485,96.91,87.51,97.53,88.13,0,850,0.06,1,3,5,5,16,0,0.06896551724137931,0.13793103448275862,1,1,0,97.73,850,91.42,0,97.46,0,17.0820064167597778,0,25.3217137303145420,0.00000000000000000000,97.3200000000000000,0,,-0.82,-0.84,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.03,,95.32,,0.0,NORMAL,f,f,f
2022-2025,1,2022,autumn,M,663,59.43,54.35,93.06,84.05,0,1299,0.00,1,19,1,17,28,0,0.5142857142857142,0,3,3,0,55.72,1299,22.85,0,99.48,0,21.3890099130775194,0,21.4463959340491520,0.00000000000000000000,55.0900000000000000,0,,3.71,6.66,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,0.17,,80.08,,0.0,NORMAL,f,f,f
2018-2021,1,2018,autumn,MP,512,95.12,83.15,98.63,86.71,0,218,0.04,1,4,21,11,11,0,0.08571428571428572,0.5714285714285714,1,1,0,93.70,218,86.23,0,95.96,0,20.4335644868654497,0,24.5096212488075792,0.00000000000000000000,95.2400000000000000,0,,1.42,1.52,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.06,,94.62,,0.0,NORMAL,f,f,f
2022-2025,3,2024,autumn,L,411,99.51,79.26,100.00,79.67,0,200,0.00,1,1,25,31,1,0,0,0.6857142857142857,1,1,0,99.48,200,84.35,0,99.07,0,21.3890099130775194,0,19.3913899821544510,0.00000000000000000000,89.3566666666666667,0,,0.03,0.03,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.00,,94.75,,0.0,NORMAL,f,f,f
2014-2017,3,2016,autumn,L,420,66.43,54.49,99.76,83.77,0,200,0.00,1,19,25,27,2,0,0.5294117647058824,0.7058823529411765,3,3,0,68.99,200,82.21,0,67.89,0,24.5353588811855660,0,19.3913899821544510,0.00000000000000000000,77.8600000000000000,0,,-2.56,-3.71,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.13,,84.13,,0.0,NORMAL,f,f,f
2010-2013,4,2013,autumn,S,480,52.29,42.96,99.17,86.81,0,850,0.06,1,23,5,18,18,0,0.6470588235294118,0.11764705882352941,3,3,0,55.43,850,87.19,0,52.37,0,32.7517818378026634,0,25.3217137303145420,0.00000000000000000000,50.1466666666666667,0,,-3.14,-5.66,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.12,,79.79,,0.0,NORMAL,f,t,f
2010-2013,2,2011,autumn,SD,426,69.25,67.47,99.30,97.08,0,687,0.01,1,19,9,2,10,0,0.5294117647058824,0.23529411764705882,3,3,0,78.72,687,96.65,0,52.55,0,32.7517818378026634,0,14.2380952275696822,0.00000000000000000000,73.9850000000000000,0,,-9.47,-12.03,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,-0.67,,88.33,,0.0,PERFORMANCE_WARNING,f,f,f
2010-2013,2,2011,autumn,S,426,42.72,34.71,99.30,86.17,0,850,0.06,1,27,5,19,10,0,0.7647058823529411,0.11764705882352941,3,3,0,29.87,850,83.97,0,55.43,0,32.7517818378026634,0,25.3217137303145420,0.00000000000000000000,33.8733333333333333,0,,12.85,43.02,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,0.51,,76.31,,0.0,NORMAL,f,f,f
2026-2029,1,2026,autumn,-,40,52.50,42.50,100.00,90.50,0,106,14.15,1,5,9,1,1,0,0.5,1,3,3,0,41.30,106,78.47,,,0,26.0282372780499513,0,24.4867297394595617,0.00000000000000000000,47.0000000000000000,0,,11.20,27.12,0,STABLE,MINOR_PARTY,STABLE_PARTY,NO_FORECAST,NO_FORECAST,0.00,ON_TREND,BOTTOM_TIER,,0.46,,78.88,,0.0,NORMAL,f,f,f
2022-2025,3,2024,autumn,MP,411,38.20,29.45,100.00,81.05,0,218,0.04,1,35,21,27,1,0,0.9714285714285714,0.5714285714285714,4,4,0,47.51,218,80.90,0,35.27,0,21.3890099130775194,0,24.5096212488075792,0.00000000000000000000,53.4066666666666667,0,,-9.31,-19.60,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.38,,73.63,,0.0,PERFORMANCE_WARNING,f,f,f
2010-2013,2,2011,autumn,-,101,0.99,0.99,100.00,7.92,0,106,14.15,1,35,33,35,1,0,1,0.9411764705882353,4,4,0,79.71,106,89.37,0,4.45,0,32.7517818378026634,0,24.4867297394595617,0.00000000000000000000,45.2933333333333333,0,,-78.72,-98.76,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-3.21,,40.20,,0.0,CRITICAL_PERFORMANCE_DROP,f,f,f
2022-2025,2,2023,autumn,MP,381,47.51,37.26,99.74,80.90,0,218,0.04,1,29,21,29,20,0,0.8,0.5714285714285714,4,4,0,74.51,218,75.94,0,38.20,0,21.3890099130775194,0,24.5096212488075792,0.00000000000000000000,70.8100000000000000,0,,-27.00,-36.24,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,-1.10,,76.78,,0.0,CRITICAL_PERFORMANCE_DROP,f,f,f
2006-2009,2,2007,autumn,V,308,13.96,9.47,100.00,82.01,0,126,0.06,1,27,25,10,1,0,0.9285714285714286,0.8571428571428571,4,4,0,60.56,126,77.33,0,8.63,0,32.9711419202364865,0,23.7468687485318788,0.00000000000000000000,50.0166666666666667,0,,-46.60,-76.95,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,-1.96,,65.38,,0.0,CRITICAL_PERFORMANCE_DROP,f,f,f
2006-2009,2,2007,autumn,C,308,100.00,80.13,100.00,80.22,0,393,0.05,1,1,9,15,1,0,0,0.2857142857142857,2,2,0,54.93,393,75.35,0,100.00,0,32.9711419202364865,0,20.0071564636257093,0.00000000000000000000,66.6233333333333333,0,,45.07,82.05,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,2.25,,95.05,,0.0,NORMAL,f,f,f
2018-2021,4,2021,autumn,SD,542,47.42,13.34,95.20,23.43,0,687,0.01,1,32,9,30,28,0,0.8857142857142857,0.22857142857142856,4,4,0,46.28,687,32.95,0,51.58,0,20.4335644868654497,0,14.2380952275696822,0.00000000000000000000,46.0300000000000000,0,,1.14,2.46,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.08,,61.25,,0.0,NORMAL,f,t,f
2018-2021,1,2018,autumn,L,512,66.80,53.73,98.63,83.07,0,200,0.00,1,17,25,15,11,0,0.45714285714285713,0.6857142857142857,2,2,0,67.89,200,83.27,0,73.32,0,20.4335644868654497,0,19.3913899821544510,0.00000000000000000000,67.0400000000000000,0,,-1.09,-1.61,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,-0.06,,83.81,,0.0,NORMAL,f,f,f
2026-2029,1,2026,autumn,MP,40,52.50,38.06,100.00,78.06,0,218,0.04,1,5,6,9,1,0,0.5,0.625,2,2,0,35.27,218,82.06,,,0,26.0282372780499513,0,24.5096212488075792,0.00000000000000000000,41.9900000000000000,0,,17.23,48.85,0,STABLE,MINOR_PARTY,STABLE_PARTY,NO_FORECAST,NO_FORECAST,0.00,ON_TREND,BOTTOM_TIER,,0.70,,77.88,,0.0,NORMAL,f,f,f
2002-2005,2,2003,autumn,L,485,50.93,37.13,97.53,83.55,0,200,0.00,1,23,21,13,16,0,0.7586206896551724,0.6896551724137931,3,3,0,60.23,200,89.61,0,48.44,0,17.0820064167597778,0,19.3913899821544510,0.00000000000000000000,55.5800000000000000,0,,-9.30,-15.44,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.48,,78.10,,0.0,PERFORMANCE_WARNING,f,f,f
2022-2025,3,2024,autumn,SD,411,76.89,65.57,100.00,86.39,0,687,0.01,1,11,9,9,1,0,0.2857142857142857,0.22857142857142856,2,2,0,69.29,687,86.97,0,74.25,0,21.3890099130775194,0,14.2380952275696822,0.00000000000000000000,65.9200000000000000,0,,7.60,10.97,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.53,,88.51,,0.0,NORMAL,f,f,f
2002-2005,3,2004,autumn,MP,512,68.55,52.62,98.05,81.66,0,218,0.04,1,12,17,18,1,0,0.3793103448275862,0.5517241379310345,2,2,0,69.90,218,82.16,0,74.12,0,17.0820064167597778,0,24.5096212488075792,0.00000000000000000000,72.6666666666666667,0,,-1.35,-1.93,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,-0.06,,83.91,,0.0,NORMAL,f,f,f
2018-2021,4,2021,autumn,MP,542,90.41,21.17,95.20,25.22,0,218,0.04,1,8,21,27,28,0,0.2,0.5714285714285714,1,1,0,92.09,218,34.25,0,74.51,0,20.4335644868654497,0,24.5096212488075792,0.00000000000000000000,92.8200000000000000,0,,-1.68,-1.82,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,-0.07,,76.74,,0.0,NORMAL,f,t,f
2014-2017,3,2016,autumn,M,420,63.57,53.94,99.76,88.97,0,1299,0.00,1,20,1,6,2,0,0.5588235294117647,0,3,3,0,70.67,1299,87.96,0,59.15,0,24.5353588811855660,0,21.4463959340491520,0.00000000000000000000,77.4666666666666667,0,,-7.10,-10.05,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.33,,84.43,,0.0,PERFORMANCE_WARNING,f,f,f
2010-2013,2,2011,autumn,KD,426,97.65,82.67,99.30,85.38,0,387,0.01,1,16,17,22,10,0,0.4411764705882353,0.47058823529411764,2,2,0,98.70,387,84.25,0,98.00,0,32.7517818378026634,0,22.5016232516678672,0.00000000000000000000,98.7833333333333333,0,,-1.05,-1.06,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.05,,95.35,,0.0,NORMAL,f,f,f
2002-2005,4,2005,autumn,S,425,96.24,83.94,96.24,84.02,0,850,0.06,1,4,5,11,23,0,0.10344827586206896,0.13793103448275862,1,1,0,97.46,850,85.90,0,85.45,0,17.0820064167597778,0,25.3217137303145420,0.00000000000000000000,96.8700000000000000,0,,-1.22,-1.25,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,-0.05,,93.74,,0.0,NORMAL,f,t,f
2002-2005,3,2004,autumn,C,512,52.73,38.46,98.05,78.44,0,393,0.05,1,20,9,29,1,0,0.6551724137931034,0.27586206896551724,3,3,0,54.85,393,84.21,0,44.94,0,17.0820064167597778,0,20.0071564636257093,0.00000000000000000000,55.1766666666666667,0,,-2.12,-3.87,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,-0.11,,77.57,,0.0,NORMAL,f,f,f
2010-2013,2,2011,autumn,MP,426,44.13,36.72,99.30,85.84,0,218,0.04,1,26,21,21,10,0,0.7352941176470589,0.5882352941176471,3,3,0,25.00,218,85.27,0,52.11,0,32.7517818378026634,0,24.5096212488075792,0.00000000000000000000,31.3533333333333333,0,,19.13,76.52,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,0.78,,76.72,,0.0,NORMAL,f,f,f
2010-2013,3,2012,autumn,S,451,55.43,44.25,99.11,87.19,0,850,0.06,1,21,5,16,26,0,0.5882352941176471,0.11764705882352941,3,3,0,42.72,850,86.17,0,52.29,0,32.7517818378026634,0,25.3217137303145420,0.00000000000000000000,42.6733333333333333,0,,12.71,29.75,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.50,,80.97,,0.0,NORMAL,f,f,f
2022-2025,2,2023,autumn,KD,381,99.48,81.95,99.74,82.17,0,387,0.01,1,3,17,22,20,0,0.05714285714285714,0.45714285714285713,1,1,0,56.11,387,81.29,0,99.27,0,21.3890099130775194,0,22.5016232516678672,0.00000000000000000000,68.7766666666666667,0,,43.37,77.29,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,1.93,,95.29,,0.0,NORMAL,f,f,f
2002-2005,2,2003,autumn,C,485,54.85,42.06,97.53,84.21,0,393,0.05,1,16,9,10,16,0,0.5172413793103449,0.27586206896551724,2,2,0,57.95,393,83.88,0,52.73,0,17.0820064167597778,0,20.0071564636257093,0.00000000000000000000,56.4000000000000000,0,,-3.10,-5.35,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.15,,79.63,,0.0,NORMAL,f,f,f
2002-2005,4,2005,autumn,KD,425,42.59,28.16,96.24,79.91,0,387,0.01,1,30,13,26,23,0,1,0.41379310344827586,4,4,0,47.46,387,82.17,0,52.11,0,17.0820064167597778,0,22.5016232516678672,0.00000000000000000000,47.2666666666666667,0,,-4.87,-10.26,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,-0.22,,73.94,,0.0,NORMAL,f,t,f
2022-2025,2,2023,autumn,SD,381,69.29,58.88,99.74,86.97,0,687,0.01,1,14,9,1,20,0,0.37142857142857144,0.22857142857142856,2,2,0,51.58,687,86.71,0,76.89,0,21.3890099130775194,0,14.2380952275696822,0.00000000000000000000,56.0966666666666667,0,,17.71,34.34,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,1.24,,85.93,,0.0,NORMAL,f,f,f
2014-2017,4,2017,autumn,L,492,67.89,55.35,99.59,83.27,0,200,0.00,1,16,25,30,19,0,0.4411764705882353,0.7058823529411765,2,2,0,66.43,200,83.77,0,66.80,0,24.5353588811855660,0,19.3913899821544510,0.00000000000000000000,67.7700000000000000,0,,1.46,2.20,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.08,,84.48,,0.0,NORMAL,f,t,f
2014-2017,3,2016,autumn,SD,420,53.81,45.92,99.76,86.60,0,687,0.01,1,27,9,17,2,0,0.7647058823529411,0.23529411764705882,3,3,0,48.32,687,85.04,0,54.27,0,24.5353588811855660,0,14.2380952275696822,0.00000000000000000000,51.8500000000000000,0,,5.49,11.36,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.39,,80.42,,0.0,NORMAL,f,f,f
2018-2021,1,2018,autumn,V,512,69.14,59.99,98.63,87.52,0,126,0.06,1,15,29,8,11,0,0.4,0.8,2,2,0,70.12,126,86.94,0,70.85,0,20.4335644868654497,0,23.7468687485318788,0.00000000000000000000,69.6733333333333333,0,,-0.98,-1.40,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.04,,85.73,,0.0,NORMAL,f,f,f
2006-2009,4,2009,autumn,C,341,100.00,79.65,100.00,79.68,0,393,0.05,1,1,9,16,1,0,0,0.2857142857142857,2,2,0,100.00,393,81.21,0,98.70,0,32.9711419202364865,0,20.0071564636257093,0.00000000000000000000,100.0000000000000000,0,,0.00,0.00,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.00,,94.91,,0.0,NORMAL,f,t,f
2018-2021,4,2021,autumn,L,542,68.08,16.75,95.20,23.23,0,200,0.00,1,16,25,32,28,0,0.42857142857142855,0.6857142857142857,2,2,0,75.78,200,31.43,0,69.08,0,20.4335644868654497,0,19.3913899821544510,0.00000000000000000000,72.3933333333333333,0,,-7.70,-10.16,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.40,,68.44,,0.0,PERFORMANCE_WARNING,f,t,f
2006-2009,4,2009,autumn,S,341,29.03,21.49,100.00,82.45,0,850,0.06,1,24,5,6,1,0,0.8214285714285714,0.14285714285714285,4,4,0,33.42,850,82.35,0,29.87,0,32.9711419202364865,0,25.3217137303145420,0.00000000000000000000,35.3200000000000000,0,,-4.39,-13.14,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.17,,70.76,,0.0,NORMAL,f,t,f
2010-2013,4,2013,autumn,V,480,32.29,27.19,99.17,88.73,0,126,0.06,1,28,29,13,18,0,0.7941176470588235,0.8235294117647058,4,4,0,31.04,126,89.72,0,32.37,0,32.7517818378026634,0,23.7468687485318788,0.00000000000000000000,28.4666666666666667,0,,1.25,4.03,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.05,,73.27,,0.0,NORMAL,f,t,f
2014-2017,4,2017,autumn,V,492,70.12,59.80,99.59,86.94,0,126,0.06,1,12,29,14,19,0,0.3235294117647059,0.8235294117647058,2,2,0,69.76,126,86.41,0,69.14,0,24.5353588811855660,0,23.7468687485318788,0.00000000000000000000,69.0666666666666667,0,,0.36,0.52,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.02,,86.17,,0.0,NORMAL,f,t,f
2010-2013,1,2010,autumn,L,308,98.70,80.95,99.68,81.74,0,200,0.00,1,5,25,30,3,0,0.11764705882352941,0.7058823529411765,1,1,0,100.00,200,77.38,0,98.12,0,32.7517818378026634,0,19.3913899821544510,0.00000000000000000000,99.5666666666666667,0,,-1.30,-1.30,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.07,,94.90,,0.0,NORMAL,f,f,f
2010-2013,1,2010,autumn,S,308,29.87,22.81,99.68,83.97,0,850,0.06,1,30,5,28,3,0,0.8529411764705882,0.11764705882352941,4,4,0,29.03,850,82.45,0,42.72,0,32.7517818378026634,0,25.3217137303145420,0.00000000000000000000,30.7733333333333333,0,,0.84,2.89,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,0.03,,71.36,,0.0,NORMAL,f,f,f
2006-2009,2,2007,autumn,M,308,100.00,86.43,100.00,86.47,0,1299,0.00,1,1,1,1,1,0,0,0,1,1,0,59.86,1299,82.22,0,100.00,0,32.9711419202364865,0,21.4463959340491520,0.00000000000000000000,68.9733333333333333,0,,40.14,67.06,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,1.87,,96.62,,0.0,NORMAL,f,f,f
2006-2009,1,2006,autumn,-,357,55.18,38.38,94.96,60.50,0,106,14.15,1,18,29,29,29,0,0.6071428571428571,1,3,3,0,53.41,106,69.05,0,79.71,0,32.9711419202364865,0,24.4867297394595617,0.00000000000000000000,56.1966666666666667,0,,1.77,3.31,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,0.07,,71.06,,0.0,NORMAL,f,f,f
2014-2017,1,2014,autumn,L,380,98.16,78.69,99.47,80.14,0,200,0.00,1,1,25,32,28,0,0,0.7058823529411765,1,1,0,98.75,200,81.15,0,68.99,0,24.5353588811855660,0,19.3913899821544510,0.00000000000000000000,98.3800000000000000,0,,-0.59,-0.60,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,-0.03,,94.26,,0.0,NORMAL,f,f,f
2022-2025,4,2025,autumn,SD,431,74.25,62.95,99.77,86.31,0,687,0.01,1,13,9,10,11,0,0.34285714285714286,0.22857142857142856,2,2,0,76.89,687,86.39,0,97.50,0,21.3890099130775194,0,14.2380952275696822,0.00000000000000000000,73.4766666666666667,0,,-2.64,-3.43,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,-0.19,,87.51,,0.0,NORMAL,f,t,f
2022-2025,3,2024,autumn,KD,411,99.27,81.19,100.00,81.84,0,387,0.01,1,6,17,25,1,0,0.14285714285714285,0.45714285714285713,1,1,0,99.48,387,82.17,0,98.84,0,21.3890099130775194,0,22.5016232516678672,0.00000000000000000000,84.9533333333333333,0,,-0.21,-0.21,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.01,,95.20,,0.0,NORMAL,f,f,f
2022-2025,3,2024,autumn,C,411,57.42,47.59,100.00,84.43,0,393,0.05,1,20,13,15,1,0,0.5428571428571428,0.34285714285714286,3,3,0,45.14,393,85.71,0,52.20,0,21.3890099130775194,0,20.0071564636257093,0.00000000000000000000,57.1133333333333333,0,,12.28,27.20,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,0.61,,81.20,,0.0,NORMAL,f,f,f
2026-2029,1,2026,autumn,S,40,45.00,36.65,100.00,86.25,0,850,0.06,1,8,2,2,1,0,0.875,0.125,4,4,0,52.90,850,86.67,,,0,26.0282372780499513,0,25.3217137303145420,0.00000000000000000000,49.4200000000000000,0,,-7.90,-14.93,0,STABLE,MINOR_PARTY,STABLE_PARTY,NO_FORECAST,NO_FORECAST,0.00,ON_TREND,BOTTOM_TIER,,-0.31,,77.30,,0.0,PERFORMANCE_WARNING,f,f,f
2006-2009,3,2008,autumn,V,371,8.63,5.99,100.00,84.04,0,126,0.06,1,28,25,4,1,0,0.9642857142857143,0.8571428571428571,4,4,0,13.96,126,82.01,0,4.99,0,32.9711419202364865,0,23.7468687485318788,0.00000000000000000000,27.7166666666666667,0,,-5.33,-38.18,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.22,,64.02,,0.0,PERFORMANCE_WARNING,f,f,f
2018-2021,1,2018,autumn,SD,512,51.95,40.84,98.63,82.46,0,687,0.01,1,27,9,16,11,0,0.7428571428571429,0.22857142857142856,3,3,0,54.27,687,84.54,0,44.39,0,20.4335644868654497,0,14.2380952275696822,0.00000000000000000000,53.3433333333333333,0,,-2.32,-4.27,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,-0.16,,78.45,,0.0,NORMAL,f,f,f
2022-2025,4,2025,autumn,-,431,41.30,39.81,99.77,78.47,0,106,14.15,1,34,33,33,11,0,0.9428571428571428,0.9142857142857143,4,4,0,47.20,106,80.52,0,52.50,0,21.3890099130775194,0,24.4867297394595617,0.00000000000000000000,48.3633333333333333,0,,-5.90,-12.50,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,-0.24,,71.89,,0.0,PERFORMANCE_WARNING,f,t,f
