election_cycle_id,cycle_year,calendar_year,semester,party,ballots_participated,win_rate,yes_rate,approval_rate,participation_rate,seat_count_proxy,documents_produced,avg_rebel_rate,rank_by_seats,rank_by_win_rate,rank_by_productivity,rank_by_engagement,rank_by_effectiveness,percentile_seats,percentile_win_rate,percentile_productivity,quartile_by_size,quartile_by_performance,prev_semester_seats,prev_semester_win_rate,prev_semester_documents,prev_semester_participation,next_semester_seats,next_semester_win_rate,stddev_seats_sector,stddev_win_rate_sector,stddev_seats_party,stddev_win_rate_party,ma_3semester_seats,ma_3semester_win_rate,seat_change_absolute,seat_change_pct,win_rate_change_absolute,win_rate_change_pct,documents_change,electoral_trend,party_size_category,volatility_classification,seat_forecast,performance_forecast,seat_deviation_from_ma,trend_position_seats,electoral_tier,momentum_z_score_seats,momentum_z_score_win_rate,composite_electoral_score,legislative_effectiveness_index,election_readiness_score,projected_seat_change,electoral_warning_flag,is_pre_election_period,is_election_period,is_post_election_period
2006-2009,1,2006,autumn,V,426,60.56,47.93,95.77,77.33,0,126,0.06,1,15,25,23,22,0,0.5,0.8571428571428571,2,2,0,75.53,126,80.29,0,13.96,0,32.9711419202364865,0,23.7468687485318788,0.00000000000000000000,70.4933333333333333,0,,-14.97,-19.82,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,-0.63,,79.46,,0.0,CRITICAL_PERFORMANCE_DROP,f,f,f
2006-2009,1,2006,autumn,S,426,85.45,72.96,95.77,82.27,0,850,0.06,1,13,5,8,22,0,0.42857142857142855,0.14285714285714285,2,2,0,96.24,850,84.02,0,43.51,0,32.9711419202364865,0,25.3217137303145420,0.00000000000000000000,93.0500000000000000,0,,-10.79,-11.21,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,-0.43,,89.41,,0.0,CRITICAL_PERFORMANCE_DROP,f,f,f
2002-2005,2,2003,autumn,V,485,79.18,63.50,97.53,80.96,0,126,0.06,1,6,25,21,16,0,0.1724137931034483,0.8275862068965517,1,1,0,77.27,126,81.14,0,75.39,0,17.0820064167597778,0,23.7468687485318788,0.00000000000000000000,78.2250000000000000,0,,1.91,2.47,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.08,,87.33,,0.0,NORMAL,f,f,f
2006-2009,2,2007,autumn,S,308,43.51,33.75,100.00,81.25,0,850,0.06,1,21,5,13,1,0,0.7142857142857143,0.14285714285714285,3,3,0,85.45,850,82.27,0,33.42,0,32.9711419202364865,0,25.3217137303145420,0.00000000000000000000,75.0666666666666667,0,,-41.94,-49.08,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,-1.66,,75.53,,0.0,CRITICAL_PERFORMANCE_DROP,f,f,f
2018-2021,2,2019,autumn,-,364,9.07,16.75,99.73,24.88,0,106,14.15,1,36,33,28,9,0,1,0.9142857142857143,4,4,0,50.32,106,53.03,0,15.59,0,20.4335644868654497,0,24.4867297394595617,0.00000000000000000000,34.8366666666666667,0,,-41.25,-81.98,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,-1.68,,47.20,,0.0,CRITICAL_PERFORMANCE_DROP,f,f,f
2026-2029,1,2026,autumn,KD,40,100.00,81.97,100.00,81.97,0,387,0.01,1,1,5,8,1,0,0,0.5,1,1,0,98.84,387,82.88,,,0,26.0282372780499513,0,22.5016232516678672,0.00000000000000000000,99.3700000000000000,0,,1.16,1.17,0,STABLE,MINOR_PARTY,STABLE_PARTY,NO_FORECAST,NO_FORECAST,0.00,ON_TREND,BOTTOM_TIER,,0.05,,95.49,,0.0,NORMAL,f,f,f
2018-2021,4,2021,autumn,M,542,55.72,14.35,95.20,22.85,0,1299,0.00,1,25,1,34,28,0,0.6857142857142857,0,3,3,0,50.12,1299,31.49,0,59.43,0,20.4335644868654497,0,21.4463959340491520,0.00000000000000000000,54.0400000000000000,0,,5.60,11.17,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.26,,64.01,,0.0,NORMAL,f,t,f
2002-2005,2,2003,autumn,MP,485,69.90,53.50,97.53,82.16,0,218,0.04,1,11,17,16,16,0,0.3448275862068966,0.5517241379310345,2,2,0,79.55,218,90.24,0,68.55,0,17.0820064167597778,0,24.5096212488075792,0.00000000000000000000,74.7250000000000000,0,,-9.65,-12.13,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.39,,84.38,,0.0,PERFORMANCE_WARNING,f,f,f
2018-2021,1,2018,autumn,M,512,59.96,50.46,98.63,87.09,0,1299,0.00,1,23,1,10,11,0,0.6285714285714286,0,3,3,0,59.15,1299,87.22,0,56.28,0,20.4335644868654497,0,21.4463959340491520,0.00000000000000000000,60.8933333333333333,0,,0.81,1.37,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.04,,82.42,,0.0,NORMAL,f,f,f
2010-2013,1,2010,autumn,-,207,79.71,79.71,100.00,89.37,0,106,14.15,1,17,33,9,1,0,0.47058823529411764,0.9411764705882353,2,2,0,55.18,106,60.50,0,0.99,0,32.7517818378026634,0,24.4867297394595617,0.00000000000000000000,62.7666666666666667,0,,24.53,44.45,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,1.00,,88.12,,0.0,NORMAL,f,f,f
2010-2013,4,2013,autumn,C,480,98.75,83.41,99.17,84.16,0,393,0.05,1,2,13,27,18,0,0.029411764705882353,0.35294117647058826,1,1,0,98.23,393,82.02,0,98.16,0,32.7517818378026634,0,20.0071564636257093,0.00000000000000000000,98.3666666666666667,0,,0.52,0.53,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.03,,95.39,,0.0,NORMAL,f,t,f
2018-2021,3,2020,autumn,MP,417,92.09,31.26,98.08,34.25,0,218,0.04,1,5,21,19,19,0,0.11428571428571428,0.5714285714285714,1,1,0,95.96,218,83.69,0,90.41,0,20.4335644868654497,0,24.5096212488075792,0.00000000000000000000,94.3900000000000000,0,,-3.87,-4.03,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.16,,80.31,,0.0,CRITICAL_ENGAGEMENT_DROP,f,f,f
2010-2013,1,2010,autumn,SD,94,78.72,73.30,98.94,96.65,0,687,0.01,1,18,9,3,34,0,0.5,0.23529411764705882,2,2,,,,,0,69.25,0,32.7517818378026634,0,14.2380952275696822,0.00000000000000000000,78.7200000000000000,,,,,,BASELINE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,,,91.45,,,NORMAL,f,f,f
2018-2021,2,2019,autumn,C,446,75.56,67.05,99.78,90.60,0,393,0.05,1,10,13,4,1,0,0.2571428571428571,0.34285714285714286,2,2,0,62.50,393,84.31,0,73.14,0,20.4335644868654497,0,20.0071564636257093,0.00000000000000000000,66.6166666666666667,0,,13.06,20.90,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.65,,89.03,,0.0,NORMAL,f,f,f
2014-2017,1,2014,autumn,V,380,32.37,27.24,99.47,88.77,0,126,0.06,1,33,29,7,28,0,0.9411764705882353,0.8235294117647058,4,4,0,32.29,126,88.73,0,67.32,0,24.5353588811855660,0,23.7468687485318788,0.00000000000000000000,31.9000000000000000,0,,0.08,0.25,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,0.00,,73.38,,0.0,NORMAL,f,f,f
2022-2025,2,2023,autumn,M,381,99.48,86.48,99.74,86.71,0,1299,0.00,1,3,1,3,20,0,0.05714285714285714,0,1,1,0,59.43,1299,84.05,0,99.51,0,21.3890099130775194,0,21.4463959340491520,0.00000000000000000000,71.5433333333333333,0,,40.05,67.39,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,1.87,,96.43,,0.0,NORMAL,f,f,f
2002-2005,4,2005,autumn,C,425,44.94,31.17,96.24,79.94,0,393,0.05,1,28,9,25,23,0,0.9310344827586207,0.27586206896551724,4,4,0,52.73,393,78.44,0,54.93,0,17.0820064167597778,0,20.0071564636257093,0.00000000000000000000,50.8400000000000000,0,,-7.79,-14.77,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,-0.39,,74.77,,0.0,PERFORMANCE_WARNING,f,t,f
2018-2021,3,2020,autumn,SD,417,46.28,15.83,98.08,32.95,0,687,0.01,1,33,9,20,19,0,0.9142857142857143,0.22857142857142856,4,4,0,44.39,687,94.43,0,47.42,0,20.4335644868654497,0,14.2380952275696822,0.00000000000000000000,47.5400000000000000,0,,1.89,4.26,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.13,,63.95,,0.0,CRITICAL_ENGAGEMENT_DROP,f,f,f
2018-2021,4,2021,autumn,V,542,66.05,12.47,95.20,22.07,0,126,0.06,1,18,29,35,28,0,0.4857142857142857,0.8,2,2,0,65.47,126,30.84,0,65.46,0,20.4335644868654497,0,23.7468687485318788,0.00000000000000000000,67.4566666666666667,0,,0.58,0.89,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.02,,67.43,,0.0,NORMAL,f,t,f
2002-2005,1,2002,autumn,C,88,57.95,43.49,97.73,83.88,0,393,0.05,1,15,9,12,9,0,0.4827586206896552,0.27586206896551724,2,2,,,,,0,54.85,0,17.0820064167597778,0,20.0071564636257093,0.00000000000000000000,57.9500000000000000,,,,,,BASELINE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,,,80.68,,,NORMAL,f,f,f
2018-2021,3,2020,autumn,S,417,92.09,29.10,98.08,31.81,0,850,0.06,1,5,5,22,19,0,0.11428571428571428,0.11428571428571428,1,1,0,95.96,850,89.30,0,90.59,0,20.4335644868654497,0,25.3217137303145420,0.00000000000000000000,94.4533333333333333,0,,-3.87,-4.03,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.15,,79.70,,0.0,CRITICAL_ENGAGEMENT_DROP,f,f,f
2014-2017,1,2014,autumn,C,380,98.16,81.77,99.47,83.36,0,393,0.05,1,1,13,28,28,0,0,0.35294117647058826,1,1,0,98.75,393,84.16,0,68.44,0,24.5353588811855660,0,20.0071564636257093,0.00000000000000000000,98.3800000000000000,0,,-0.59,-0.60,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,-0.03,,95.06,,0.0,NORMAL,f,f,f
2010-2013,3,2012,autumn,M,451,98.23,89.58,99.11,90.86,0,1299,0.00,1,9,1,6,26,0,0.23529411764705882,0,1,1,0,98.12,1299,90.83,0,98.75,0,32.7517818378026634,0,21.4463959340491520,0.00000000000000000000,98.3500000000000000,0,,0.11,0.11,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.01,,96.87,,0.0,NORMAL,f,f,f
2002-2005,2,2003,autumn,KD,485,51.75,37.32,97.53,84.56,0,387,0.01,1,22,13,9,16,0,0.7241379310344828,0.41379310344827586,3,3,0,47.73,387,90.50,0,47.46,0,17.0820064167597778,0,22.5016232516678672,0.00000000000000000000,49.7400000000000000,0,,4.02,8.42,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,0.18,,78.63,,0.0,NORMAL,f,f,f
2018-2021,3,2020,autumn,C,417,73.14,22.50,98.08,32.51,0,393,0.05,1,12,13,21,19,0,0.3142857142857143,0.34285714285714286,2,2,0,75.56,393,90.60,0,72.88,0,20.4335644868654497,0,20.0071564636257093,0.00000000000000000000,70.4000000000000000,0,,-2.42,-3.20,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.12,,73.24,,0.0,CRITICAL_ENGAGEMENT_DROP,f,f,f
2002-2005,4,2005,autumn,L,425,44.71,30.79,96.24,80.13,0,200,0.00,1,29,21,24,23,0,0.9655172413793104,0.6896551724137931,4,4,0,48.44,200,83.27,0,56.34,0,17.0820064167597778,0,19.3913899821544510,0.00000000000000000000,48.0266666666666667,0,,-3.73,-7.70,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,-0.19,,74.74,,0.0,NORMAL,f,t,f
2010-2013,1,2010,autumn,M,308,98.70,87.00,99.68,87.98,0,1299,0.00,1,5,1,15,3,0,0.11764705882352941,0,1,1,0,100.00,1299,85.47,0,98.12,0,32.7517818378026634,0,21.4463959340491520,0.00000000000000000000,99.5666666666666667,0,,-1.30,-1.30,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_STABLE,0.00,ON_TREND,BOTTOM_TIER,,-0.06,,96.46,,0.0,NORMAL,f,f,f
2014-2017,4,2017,autumn,-,492,45.12,26.52,99.59,49.88,0,106,14.15,1,32,33,33,19,0,0.9117647058823529,0.9411764705882353,4,4,0,0.00,106,0.00,0,50.32,0,24.5353588811855660,0,24.4867297394595617,0.00000000000000000000,15.0400000000000000,0,,45.12,,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_IMPROVEMENT,0.00,ON_TREND,BOTTOM_TIER,,1.84,,66.04,,0.0,NORMAL,f,t,f
2022-2025,1,2022,autumn,MP,663,74.51,50.29,93.06,75.94,0,218,0.04,1,12,21,35,28,0,0.3142857142857143,0.5714285714285714,2,2,0,90.41,218,25.22,0,47.51,0,21.3890099130775194,0,24.5096212488075792,0.00000000000000000000,85.6700000000000000,0,,-15.90,-17.59,0,STABLE,MINOR_PARTY,STABLE_PARTY,EXPECTED_STABLE,EXPECTED_DETERIORATION,0.00,ON_TREND,BOTTOM_TIER,,-0.65,,83.32,,0.0,CRITICAL_PERFORMANCE_DROP,f,f,f
