table_schema,table_name,column_name
public,view_riksdagen_party_momentum_analysis,momentum
public,view_riksdagen_party_momentum_analysis,moving_avg_4q
public,view_riksdagen_party_momentum_analysis,participation_rate
public,view_riksdagen_party_momentum_analysis,party
public,view_riksdagen_party_momentum_analysis,period
public,view_riksdagen_party_momentum_analysis,prev_quarter_rate
public,view_riksdagen_party_momentum_analysis,quarter
public,view_riksdagen_party_momentum_analysis,stability_classification
public,view_riksdagen_party_momentum_analysis,trend_direction
public,view_riksdagen_party_momentum_analysis,volatility
public,view_riksdagen_party_momentum_analysis,year
public,view_riksdagen_party_role_member,active
public,view_riksdagen_party_role_member,activity_level
public,view_riksdagen_party_role_member,detail
public,view_riksdagen_party_role_member,documents_last_year
public,view_riksdagen_party_role_member,first_name
public,view_riksdagen_party_role_member,from_date
public,view_riksdagen_party_role_member,last_name
public,view_riksdagen_party_role_member,party
public,view_riksdagen_party_role_member,person_id
public,view_riksdagen_party_role_member,role_code
public,view_riksdagen_party_role_member,role_id
public,view_riksdagen_party_role_member,role_type
public,view_riksdagen_party_role_member,to_date
public,view_riksdagen_party_role_member,total_days_served
public,view_riksdagen_party_role_member,total_documents
public,view_riksdagen_party_role_member,total_interpellations
public,view_riksdagen_party_role_member,total_motions
public,view_riksdagen_party_role_member,total_written_questions
public,view_riksdagen_party_signatures_document_summary,party
public,view_riksdagen_party_signatures_document_summary,total
public,view_riksdagen_party_summary,active
public,view_riksdagen_party_summary,active_committee
public,view_riksdagen_party_summary,active_eu
public,view_riksdagen_party_summary,active_government
public,view_riksdagen_party_summary,active_parliament
public,view_riksdagen_party_summary,active_party
public,view_riksdagen_party_summary,active_speaker
public,view_riksdagen_party_summary,avg_collaboration_percentage
public,view_riksdagen_party_summary,avg_documents_last_year
public,view_riksdagen_party_summary,avg_documents_per_member
public,view_riksdagen_party_summary,committee_focused_members
public,view_riksdagen_party_summary,current_assignments
public,view_riksdagen_party_summary,current_committee_assignments
public,view_riksdagen_party_summary,current_committee_leadership_assignments
public,view_riksdagen_party_summary,current_committee_substitute_assignments
public,view_riksdagen_party_summary,current_ministry_assignments
public,view_riksdagen_party_summary,current_party_assignments
public,view_riksdagen_party_summary,current_speaker_assignments
public,view_riksdagen_party_summary,currently_active_members
public,view_riksdagen_party_summary,first_assignment_date
public,view_riksdagen_party_summary,first_party_document
public,view_riksdagen_party_summary,high_activity_members
public,view_riksdagen_party_summary,highly_collaborative_members
public,view_riksdagen_party_summary,individual_focused_members
public,view_riksdagen_party_summary,last_assignment_date
public,view_riksdagen_party_summary,last_party_document
public,view_riksdagen_party_summary,low_activity_members
public,view_riksdagen_party_summary,medium_activity_members
public,view_riksdagen_party_summary,party
public,view_riksdagen_party_summary,party_focused_members
public,view_riksdagen_party_summary,total_active
public,view_riksdagen_party_summary,total_active_committee
public,view_riksdagen_party_summary,total_active_eu
public,view_riksdagen_party_summary,total_active_government
public,view_riksdagen_party_summary,total_active_parliament
public,view_riksdagen_party_summary,total_assignments
public,view_riksdagen_party_summary,total_collaborative_motions
public,view_riksdagen_party_summary,total_committee_assignments
public,view_riksdagen_party_summary,total_committee_leadership_assignments
public,view_riksdagen_party_summary,total_committee_motions
public,view_riksdagen_party_summary,total_committee_substitute_assignments
public,view_riksdagen_party_summary,total_days_served
public,view_riksdagen_party_summary,total_days_served_committee
public,view_riksdagen_party_summary,total_days_served_committee_leadership
public,view_riksdagen_party_summary,total_days_served_committee_substitute
public,view_riksdagen_party_summary,total_days_served_eu
public,view_riksdagen_party_summary,total_days_served_government
public,view_riksdagen_party_summary,total_days_served_parliament
public,view_riksdagen_party_summary,total_days_served_party
public,view_riksdagen_party_summary,total_days_served_speaker
public,view_riksdagen_party_summary,total_documents
public,view_riksdagen_party_summary,total_documents_last_year
public,view_riksdagen_party_summary,total_follow_up_motions
public,view_riksdagen_party_summary,total_individual_motions
public,view_riksdagen_party_summary,total_ministry_assignments
public,view_riksdagen_party_summary,total_party_assignments
public,view_riksdagen_party_summary,total_party_motions
public,view_riksdagen_party_summary,total_speaker_assignments
public,view_riksdagen_party_summary,very_high_activity_members
public,view_riksdagen_person_signed_document_summary,party
public,view_riksdagen_person_signed_document_summary,person_id
public,view_riksdagen_person_signed_document_summary,person_name
public,view_riksdagen_person_signed_document_summary,total
public,view_riksdagen_politician,active
public,view_riksdagen_politician,active_committee
public,view_riksdagen_politician,active_eu
public,view_riksdagen_politician,active_government
public,view_riksdagen_politician,active_parliament
public,view_riksdagen_politician,active_party
public,view_riksdagen_politician,active_speaker
public,view_riksdagen_politician,average_docs_per_year
public,view_riksdagen_politician,born_year
public,view_riksdagen_politician,collaboration_percentage
public,view_riksdagen_politician,committee_motions
public,view_riksdagen_politician,current_assignments
public,view_riksdagen_politician,current_committee_assignments
public,view_riksdagen_politician,current_committee_leadership_assignments
public,view_riksdagen_politician,current_committee_substitute_assignments
public,view_riksdagen_politician,current_ministry_assignments
public,view_riksdagen_politician,current_party_assignments
public,view_riksdagen_politician,current_speaker_assignments
public,view_riksdagen_politician,doc_activity_level
public,view_riksdagen_politician,doc_activity_profile
public,view_riksdagen_politician,document_types
public,view_riksdagen_politician,document_years_active
public,view_riksdagen_politician,documents_last_year
public,view_riksdagen_politician,first_assignment_date
public,view_riksdagen_politician,first_document_date
public,view_riksdagen_politician,first_name
public,view_riksdagen_politician,follow_up_motions
public,view_riksdagen_politician,gender
public,view_riksdagen_politician,individual_motions
public,view_riksdagen_politician,last_assignment_date
public,view_riksdagen_politician,last_document_date
public,view_riksdagen_politician,last_name
public,view_riksdagen_politician,multi_party_motions
public,view_riksdagen_politician,party
public,view_riksdagen_politician,party_motions
public,view_riksdagen_politician,person_id
public,view_riksdagen_politician,total_assignments
public,view_riksdagen_politician,total_committee_assignments
public,view_riksdagen_politician,total_committee_leadership_assignments
public,view_riksdagen_politician,total_committee_substitute_assignments
public,view_riksdagen_politician,total_days_served
public,view_riksdagen_politician,total_days_served_committee
public,view_riksdagen_politician,total_days_served_committee_leadership
public,view_riksdagen_politician,total_days_served_committee_substitute
public,view_riksdagen_politician,total_days_served_eu
public,view_riksdagen_politician,total_days_served_government
public,view_riksdagen_politician,total_days_served_parliament
public,view_riksdagen_politician,total_days_served_party
public,view_riksdagen_politician,total_days_served_speaker
public,view_riksdagen_politician,total_documents
public,view_riksdagen_politician,total_ministry_assignments
public,view_riksdagen_politician,total_party_assignments
public,view_riksdagen_politician,total_speaker_assignments
public,view_riksdagen_politician_ballot_summary,absence_rate
public,view_riksdagen_politician_ballot_summary,analysis_comment
public,view_riksdagen_politician_ballot_summary,born_year
public,view_riksdagen_politician_ballot_summary,election_region
public,view_riksdagen_politician_ballot_summary,first_name
public,view_riksdagen_politician_ballot_summary,first_vote_date
public,view_riksdagen_politician_ballot_summary,gender
public,view_riksdagen_politician_ballot_summary,last_name
public,view_riksdagen_politician_ballot_summary,last_vote_date
public,view_riksdagen_politician_ballot_summary,loyalty_rate
public,view_riksdagen_politician_ballot_summary,no_percentage
public,view_riksdagen_politician_ballot_summary,party
public,view_riksdagen_politician_ballot_summary,person_id
public,view_riksdagen_politician_ballot_summary,rebel_rate
public,view_riksdagen_politician_ballot_summary,status
public,view_riksdagen_politician_ballot_summary,success_rate
public,view_riksdagen_politician_ballot_summary,total_votes
public,view_riksdagen_politician_ballot_summary,voting_consistency_score
public,view_riksdagen_politician_ballot_summary,voting_days
public,view_riksdagen_politician_ballot_summary,voting_participation_rate
public,view_riksdagen_politician_ballot_summary,yes_percentage
public,view_riksdagen_politician_experience_summary,career_phase
public,view_riksdagen_politician_experience_summary,committee_days
public,view_riksdagen_politician_experience_summary,experience_breadth
public,view_riksdagen_politician_experience_summary,experience_level
public,view_riksdagen_politician_experience_summary,first_name
public,view_riksdagen_politician_experience_summary,govt_days
public,view_riksdagen_politician_experience_summary,knowledge_areas_json
public,view_riksdagen_politician_experience_summary,last_name
public,view_riksdagen_politician_experience_summary,leadership_profile
public,view_riksdagen_politician_experience_summary,party_days
public,view_riksdagen_politician_experience_summary,person_id
public,view_riksdagen_politician_experience_summary,political_analysis_comment
public,view_riksdagen_politician_experience_summary,riksdag_days
public,view_riksdagen_politician_experience_summary,role_stability
public,view_riksdagen_politician_experience_summary,roles_json
public,view_riksdagen_politician_experience_summary,specialization_level
public,view_riksdagen_politician_experience_summary,total_days
public,view_riksdagen_politician_experience_summary,total_leadership_days
public,view_riksdagen_politician_experience_summary,total_substitute_days
public,view_riksdagen_politician_experience_summary,total_weighted_exp
public,view_riksdagen_politician_influence_metrics,broker_classification
public,view_riksdagen_politician_influence_metrics,connectivity_level
public,view_riksdagen_politician_influence_metrics,cross_party_bridges
public,view_riksdagen_politician_influence_metrics,first_name
public,view_riksdagen_politician_influence_metrics,influence_assessment
public,view_riksdagen_politician_influence_metrics,influence_score
public,view_riksdagen_politician_influence_metrics,last_name
public,view_riksdagen_politician_influence_metrics,network_connections
public,view_riksdagen_politician_influence_metrics,normalized_centrality
public,view_riksdagen_politician_influence_metrics,party
public,view_riksdagen_politician_influence_metrics,person_id
public,view_riksdagen_politician_influence_metrics,status
public,view_riksdagen_voting_anomaly_detection,abstained_votes
public,view_riksdagen_voting_anomaly_detection,aligned_votes
public,view_riksdagen_voting_anomaly_detection,defection_risk_assessment
public,view_riksdagen_voting_anomaly_detection,discipline_classification
public,view_riksdagen_voting_anomaly_detection,first_name
public,view_riksdagen_voting_anomaly_detection,first_vote_date
public,view_riksdagen_voting_anomaly_detection,last_name
public,view_riksdagen_voting_anomaly_detection,last_vote_date
public,view_riksdagen_voting_anomaly_detection,opposed_votes
public,view_riksdagen_voting_anomaly_detection,party
public,view_riksdagen_voting_anomaly_detection,party_discipline_score
public,view_riksdagen_voting_anomaly_detection,person_id
public,view_riksdagen_voting_anomaly_detection,rebellion_rate
public,view_riksdagen_voting_anomaly_detection,total_votes
public,view_riksdagen_voting_anomaly_detection,unanimous_deviations
public,view_risk_score_evolution,absence_rate
public,view_risk_score_evolution,assessment_period
public,view_risk_score_evolution,assessment_period_end
public,view_risk_score_evolution,ballot_count
public,view_risk_score_evolution,document_count
public,view_risk_score_evolution,first_name
public,view_risk_score_evolution,last_name
public,view_risk_score_evolution,party
public,view_risk_score_evolution,person_id
public,view_risk_score_evolution,prev_risk_score
public,view_risk_score_evolution,rebel_rate
public,view_risk_score_evolution,risk_assessment
public,view_risk_score_evolution,risk_score
public,view_risk_score_evolution,risk_score_change
public,view_risk_score_evolution,risk_severity
public,view_risk_score_evolution,risk_trend
public,view_risk_score_evolution,severity_transition
public,view_risk_score_evolution,violation_categories
public,view_risk_score_evolution,violation_count
public,view_risk_score_evolution,violation_types
public,view_risk_score_evolution,win_rate
