parties_gaining_momentum,parties_losing_momentum,volatile_parties,high_probability_coalitions,cross_bloc_alliances,high_defection_risks,low_discipline_politicians,power_brokers,highly_connected_politicians,crisis_ready_politicians,low_resilience_politicians,stability_assessment,coalition_assessment,latest_vote_data,ballots_last_30_days,intelligence_report_timestamp
0,0,0,0,0,0,0,0,0,0,0,STABLE_POLITICAL_ENVIRONMENT,UNCERTAIN_COALITION_LANDSCAPE,2025-11-19,12,2025-11-25 02:59:24.260893+00
