hjid,file_name,file_size,file_type,file_url,document_attachment_list_doc_0
918706,mot_200506_a_351.pdf,124907,pdf,https://data.riksdagen.se/fil/50AF092A-F0F4-459A-806B-8AC36CEFCF11,918704
615784,mot_200506_u_358.pdf,169090,pdf,https://data.riksdagen.se/fil/EEF6AD40-6BB2-4B56-8C1A-569AB35D29C1,615782
1784926,mot_200607_so_438.pdf,175729,pdf,https://data.riksdagen.se/fil/AFF5497D-8285-484C-9F19-2711051EE972,1784924
1457286,MOT_201213_So_290.doc,58368,doc,https://data.riksdagen.se/fil/F391CB99-B58B-424D-82ED-447562554FB7,1457285
1794819,MOT_200809_MJ_479.doc,40448,doc,https://data.riksdagen.se/fil/A65E9B8D-CEBB-407D-8F58-0C58FA4C348D,1794818
1500161,mot_201011_sk_366.pdf,178416,pdf,https://data.riksdagen.se/fil/803E3FBB-2382-41E4-9C51-20536467EDC7,1500159
2417648,mot_202324__2239.pdf,70811,pdf,https://data.riksdagen.se/fil/493F250C-F029-4EE2-98A5-6CC71F7363B1,2417647
2194515,2025_26_AU4_20251023141126_Publicering.pdf,891505,pdf,https://data.riksdagen.se/fil/CF1A9FBD-7331-4AEE-9908-D7A3C088795F,2194514
1521738,MOT_200910_Fi_217.doc,48640,doc,https://data.riksdagen.se/fil/A0F60856-03F9-47EC-A29C-4AF9D8564CF7,1521737
2769227,mot_202122__1491.docx,73766,docx,https://data.riksdagen.se/fil/1A9765EB-5EC8-4041-9CE0-45F6AD75DED8,2769225
2459755,mot_202425__1731.pdf,77088,pdf,https://data.riksdagen.se/fil/F5F8E98C-CFD2-42D9-B9BE-C3652E34C562,2459754
2676226,mot_202122__1109.docx,72507,docx,https://data.riksdagen.se/fil/5457FC50-7A5F-4710-B567-E58BEC995AEE,2676224
1502595,prop_201011__50.pdf,2627495,pdf,https://data.riksdagen.se/fil/1199E2D2-AF48-41DF-807C-DCF94D3213A5,1502594
2198425,mot_202526__190.docx,78304,docx,https://data.riksdagen.se/fil/CC08674D-78B7-4559-BAEE-031085A86014,2198423
1525229,mot_201112_t_425.pdf,195768,pdf,https://data.riksdagen.se/fil/AB6BE8BA-A999-4031-9B51-8C63F5E4B2F5,1525227
1744865,mot_202425__3057.pdf,105612,pdf,https://data.riksdagen.se/fil/22ED8B62-B35E-469A-9710-803E8DF818FD,1744864
2247797,mot_201617__386.docx,51089,docx,https://data.riksdagen.se/fil/E68D74B7-703A-4901-B702-DB6F88A2D252,2247795
2673276,mot_202324__1056.docx,73063,docx,https://data.riksdagen.se/fil/25285F05-5492-45CF-811B-208B275C2D8A,2673274
1422622,MOT_201213_C_325.doc,56832,doc,https://data.riksdagen.se/fil/B52BF0A0-8F3F-4D77-B056-F8F0ECBBC0CA,1422621
2470832,mot_201112_kr_317.pdf,181084,pdf,https://data.riksdagen.se/fil/DD4DD9E7-6AE4-42FE-8B80-09910EA43321,2470830
2338836,mot_202324__2213.pdf,69133,pdf,https://data.riksdagen.se/fil/62C5C18A-394E-498F-B6D5-8CBC69121079,2338835
1330385,MOT_201213_Ub_206.doc,55808,doc,https://data.riksdagen.se/fil/3C7ADD6A-8FE5-4A8B-81E2-6F8D321EAE8B,1330384
2159944,mot_202526__829.pdf,68860,pdf,https://data.riksdagen.se/fil/D00D962E-1E2F-4496-BE7B-91A34BE72993,2159943
343567,prop_200102__64.pdf,328693,pdf,https://data.riksdagen.se/fil/BB68FDA8-C680-471E-91A0-1BBC0EBFB896,343566
1596433,MOT_200910_K_5.doc,40960,doc,https://data.riksdagen.se/fil/C9CBA9B7-316C-44FB-92B7-51328C095084,1596432
1324599,mot_200708_ub_358.pdf,121938,pdf,https://data.riksdagen.se/fil/BB8664E5-743E-4F7E-AEAB-873A84614998,1324597
1482128,MOT_201314_Ub_572.doc,108032,doc,https://data.riksdagen.se/fil/BDE3FFCC-78B3-448A-8549-F9586B70958D,1482127
649831,MOT_200506_Ju_487.doc,59904,doc,https://data.riksdagen.se/fil/CC11F8B0-0CC5-496D-B4ED-3912768111AA,649830
2169161,mot_202425__3321.docx,72259,docx,https://data.riksdagen.se/fil/B5F0880B-5834-42F1-B4B7-FE5D2A4FDAB2,2169159
2469137,mot_202526__1108.docx,80361,docx,https://data.riksdagen.se/fil/9B5FC6C0-F1C3-4B24-B2BE-A43B7B8A6246,2469135
2210924,mot_201516__2869.docx,49481,docx,https://data.riksdagen.se/fil/2976E77B-86E0-4676-96F8-07DD69A98ED5,2210922
1562620,mot_201213_t_497.pdf,126201,pdf,https://data.riksdagen.se/fil/F9E152AF-7730-4BFF-B882-C45A6AB5D351,1562618
1953578,mot_201516__1179.pdf,60613,pdf,https://data.riksdagen.se/fil/918412AA-BE3E-4740-ABF9-9DD12075B801,1953577
2279752,mot_202324__2140.docx,70817,docx,https://data.riksdagen.se/fil/6D0C44DB-05A7-4878-8D76-A0B83EE8BA6C,2279750
78335,skr_200304__37.pdf,291445,pdf,https://data.riksdagen.se/fil/620AC1FC-DC2C-4CC3-903D-206381C7C15D,78334
1324924,MOT_200708_Ub_348.doc,38400,doc,https://data.riksdagen.se/fil/CDC547B6-0C82-40F9-8626-50972ACDE360,1324923
1752128,mot_201314_a_325.pdf,162285,pdf,https://data.riksdagen.se/fil/4B876B14-6DAF-4915-B90A-B712079297BE,1752126
1514101,mot_201314_ub_447.pdf,190328,pdf,https://data.riksdagen.se/fil/8D551559-23A7-4918-9F81-B643B1650741,1514099
2768838,mot_201516__518.pdf,70084,pdf,https://data.riksdagen.se/fil/EE0F4977-535D-4B41-9574-AD24CF9B7344,2768837
1801808,mot_201415__1004.pdf,66083,pdf,https://data.riksdagen.se/fil/72AB575B-03E9-4185-96AE-7A2D5044CAB7,1801807
1350136,mot_201718__273.docx,57497,docx,https://data.riksdagen.se/fil/DC1B561E-84AD-4866-8580-6E5EBB952C49,1350134
2401181,MOT_201314_So_214.doc,100352,doc,https://data.riksdagen.se/fil/F21B1574-0073-45F7-825D-BE38D8FB143E,2401180
2352158,mot_202425__2017.pdf,82769,pdf,https://data.riksdagen.se/fil/B9659568-7D00-417A-ABFC-88A211801323,2352157
2647102,mot_201718__73.pdf,65975,pdf,https://data.riksdagen.se/fil/21010C3C-9B38-4F48-A526-27C8C3E07267,2647101
2038510,mot_201516__2242.docx,49965,docx,https://data.riksdagen.se/fil/790FFB70-2B94-446F-9392-9BC3E7D0DEC0,2038508
697445,mot_200506_bo_206.pdf,120728,pdf,https://data.riksdagen.se/fil/F1F9110D-C688-431F-BB68-AE19A615D34D,697443
2383565,mot_201718__2476.docx,58743,docx,https://data.riksdagen.se/fil/4581C137-15F8-4058-BE27-9CCF61B0ED20,2383563
2676765,mot_202122__1658.docx,71794,docx,https://data.riksdagen.se/fil/9C41E3DA-FE64-4363-8196-6AD43B555356,2676763
2562225,mot_202425__1329.pdf,112008,pdf,https://data.riksdagen.se/fil/FA1718FF-D237-4646-B801-DEA1AC906DF0,2562222
2049268,mot_201617__1375.docx,51215,docx,https://data.riksdagen.se/fil/AF7BC862-5EE7-42E7-BE36-4AF1A44D79E2,2049266
2239335,mot_201617__1946.docx,52349,docx,https://data.riksdagen.se/fil/D1B119DE-29F6-4C50-B76B-25E45603A4D1,2239333
2762125,mot_201516__533.pdf,60044,pdf,https://data.riksdagen.se/fil/AC304824-3DDE-4FAD-B212-05F61C6141AD,2762123
2453979,MOT_200506_MJ_574.doc,60416,doc,https://data.riksdagen.se/fil/C36CAE89-13D4-49D5-B05C-5AD495B79AEB,2453978
1896607,mot_200607_sf_301.pdf,163411,pdf,https://data.riksdagen.se/fil/629F47D4-75A5-4709-8573-3BF7C9B20224,1896603
2337364,MOT_201112_Ju_325.doc,52736,doc,https://data.riksdagen.se/fil/5161342C-3903-42C9-93FA-7FA62AB1FFC1,2337363
2460886,MOT_201314_So_552.doc,56832,doc,https://data.riksdagen.se/fil/FA26A254-9CD2-46F8-B63A-525011072CBA,2460885
2436036,mot_202324__2735.pdf,103762,pdf,https://data.riksdagen.se/fil/F7C29C87-29EA-4A6F-AF02-C5F56BCBA040,2436035
2340135,mot_201112_sf_299.pdf,130016,pdf,https://data.riksdagen.se/fil/19409753-2E4C-462E-90EC-B1623891A713,2340133
1588339,mot_201415__862.docx,46176,docx,https://data.riksdagen.se/fil/84714B0E-BACC-436E-B42B-4CF073943655,1588337
1771812,mot_202324__762.pdf,71510,pdf,https://data.riksdagen.se/fil/D475AB9A-7FE0-4C3A-876F-0E6FEA78BD87,1771811
2309546,mot_200910_c_278.pdf,129672,pdf,https://data.riksdagen.se/fil/752DD11C-14A2-41AB-B480-BCE3453BC2C1,2309544
1898610,mot_201213_mj_390.pdf,130292,pdf,https://data.riksdagen.se/fil/1BB45C0A-711E-442B-979C-AACE109D0331,1898608
2357932,mot_201718__2762.pdf,62247,pdf,https://data.riksdagen.se/fil/C112B13B-807B-4261-AD7B-8B01866AD988,2357931
1803357,mot_200809_mj_392.pdf,137521,pdf,https://data.riksdagen.se/fil/8D867F11-6DAB-4CBA-A413-9E9722DD7CF3,1803355
1964703,mot_201516__1325.pdf,61722,pdf,https://data.riksdagen.se/fil/65CF9422-895C-467D-8449-80917884211D,1964702
2170833,mot_202526__210.pdf,76441,pdf,https://data.riksdagen.se/fil/10B8BBA9-ABB0-45FD-A5D8-432CDE6771BA,2170832
1694440,mot_202324__887.docx,70210,docx,https://data.riksdagen.se/fil/A9D3A856-D651-4FFF-9BF3-6C5FCCD14267,1694438
1511048,2010_11_CU5.pdf,2134871,pdf,https://data.riksdagen.se/fil/091F9528-E0B0-487A-B604-0E050CD46A70,1511047
2584154,MOT_200809_Ub_250.doc,38400,doc,https://data.riksdagen.se/fil/DEF76354-4511-43CB-8DF2-79B7B4B2D442,2584153
1551076,mot_201415__583.docx,47331,docx,https://data.riksdagen.se/fil/DFD9AF43-8C8A-4B27-A775-B5EF65EA1ED7,1551074
2486740,mot_200607_kr_226.pdf,119758,pdf,https://data.riksdagen.se/fil/CF1750DD-B369-4803-A9E6-90BB968E3673,2486738
2622318,MOT_200809_Fö_210.doc,39424,doc,https://data.riksdagen.se/fil/54F2D604-0870-4FB5-8260-62FADB855FFF,2622317
1558133,MOT_200506_Ub_339.doc,86528,doc,https://data.riksdagen.se/fil/30132082-4322-42B7-955A-D1271237E44C,1558132
1741261,mot_201415__1308.docx,47993,docx,https://data.riksdagen.se/fil/B1BDD90D-D357-49AD-A310-FA27DC147A73,1741259
1377737,MOT_200910_N_471.doc,57856,doc,https://data.riksdagen.se/fil/38B2B9AE-C5B2-4799-94C0-7DB24E2D5458,1377735
2231063,mot_201617__1729.pdf,58652,pdf,https://data.riksdagen.se/fil/654F557C-0AA9-4676-851C-69A5E478015D,2231062
2008594,mot_201617__2077.pdf,56188,pdf,https://data.riksdagen.se/fil/82BA7C7C-6A20-4079-A16C-44385DA4F333,2008593
2758373,MOT_200809_T_330.doc,41984,doc,https://data.riksdagen.se/fil/E09F34C0-EE70-4601-8E2D-FC92EF84C259,2758372
1643725,mot_202526__3375.docx,82267,docx,https://data.riksdagen.se/fil/887992DB-FC4B-4377-BA6C-BD5807FDE671,1643723
2699797,mot_201718__3244.docx,57501,docx,https://data.riksdagen.se/fil/8AE0F53C-E84C-4E80-A652-4E07E7B89295,2699795
2156645,mot_202526__744.pdf,88047,pdf,https://data.riksdagen.se/fil/85E726E6-F64A-46B5-BE16-51A209B62F78,2156644
793585,prop_200405__150_d1.pdf,817324,pdf,https://data.riksdagen.se/fil/817A99B3-C20C-4B50-B5E7-3A8F1E2E3876,793584
2699779,mot_201718__3242.docx,57446,docx,https://data.riksdagen.se/fil/EFB41076-021C-4761-9485-1FEC6FB17EE3,2699777
2240625,MOT_201314_T_450.doc,73728,doc,https://data.riksdagen.se/fil/D3E66822-9680-42B8-8C72-E1DCD12826AB,2240624
1930466,MOT_201314_So_19.doc,67072,doc,https://data.riksdagen.se/fil/23FCAE84-AF67-4414-9DE3-86D431F2CB98,1930465
1718949,mot_202526__3173.docx,87249,docx,https://data.riksdagen.se/fil/5032B9DC-DB0C-4B60-9D59-FB39F39773C5,1718947
301765,mot_201011_n_383.pdf,169706,pdf,https://data.riksdagen.se/fil/61E44FAE-F645-447D-8384-DE705C169D06,301763
637019,mot_200506_ju_231.pdf,125407,pdf,https://data.riksdagen.se/fil/4A0FA066-60F8-4BC1-A6F8-2D3F72F527CD,637017
2400265,mot_202526__1937.docx,78949,docx,https://data.riksdagen.se/fil/58FB5ECA-8745-4408-B5CF-BBA6D5015C22,2400263
2705422,mot_202122__1343.docx,73139,docx,https://data.riksdagen.se/fil/284B8A17-9418-4CF5-BA15-30522123A9B6,2705420
1653424,MOT_201314_Ju_2.doc,63488,doc,https://data.riksdagen.se/fil/4377CA90-430F-4E48-A02F-FA9478C2C9C6,1653423
1594475,mot_200910_c_1.pdf,148663,pdf,https://data.riksdagen.se/fil/00193C44-74A6-42F1-AACA-3B8594C0F186,1594473
1894336,mot_201011_mj_298.pdf,124178,pdf,https://data.riksdagen.se/fil/76F8DCFE-066C-4DEA-91F3-663A5F902597,1894334
650154,mot_200506_sf_400.pdf,127394,pdf,https://data.riksdagen.se/fil/3927F64D-9958-4E8F-98C8-BA3325A2AE00,650152
1843286,MOT_201112_Sk_269.doc,48128,doc,https://data.riksdagen.se/fil/F3B4A704-E34A-4802-A9CF-F3C20B5B406E,1843285
1836083,2006_07_CU3.pdf,3865270,pdf,https://data.riksdagen.se/fil/078E16F9-CBCC-4979-93E8-3509AEF84AE6,1836081
2239288,mot_201617__1956.pdf,80568,pdf,https://data.riksdagen.se/fil/9B46096B-F126-42DB-96B5-36F47BFC3C64,2239287
1629547,mot_200910_mj_450.pdf,142924,pdf,https://data.riksdagen.se/fil/D20CB9E5-047B-412D-ABE6-43FB3BC57EC3,1629545
2647289,MOT_200708_Kr_301.doc,39936,doc,https://data.riksdagen.se/fil/A12C6EBE-A5DB-4081-B1DB-61BF16BDC01F,2647287
1815526,BET_200506_SoU_1.pdf,1642834,pdf,https://data.riksdagen.se/fil/4525ABA6-AB9B-4316-8154-9EE212A2177B,1815525
1602531,MOT_200506_Ub_228.doc,54784,doc,https://data.riksdagen.se/fil/F9AFA246-C24C-4BDF-A94F-679801605BE3,1602530
1342351,2012_13_FiU3.pdf,127004,pdf,https://data.riksdagen.se/fil/D64C1511-5B35-4175-94BC-0FE5B92A4661,1342350
1313037,mot_200506_so_269.pdf,135394,pdf,https://data.riksdagen.se/fil/745F7F8A-992D-4D58-9EEA-FB70D996CAA2,1313035
1716966,MOT_200506_Ju_7.doc,46592,doc,https://data.riksdagen.se/fil/E4A1A198-6AFB-4D1C-A39A-0C5661618F98,1716965
1898702,MOT_201213_MJ_396.doc,54784,doc,https://data.riksdagen.se/fil/DF6BD566-9132-49B7-B301-F9AD5852B80A,1898701
1962917,mot_201516__1543.docx,48888,docx,https://data.riksdagen.se/fil/9D1EA62A-8650-43FA-A6B0-218893CB6342,1962915
