value,count
Avslag,80301
=utskottet,6470
"",5744
Bifall,3961
Delvis bifall,753
= utskottet,508
BifallDelvis,216
"Avslag,Avslag",23
=utskott,19
Bifall delvis,16
utskottet,14
"Bifall,Bifall",7
avslag,7
=Återförvisning till utskottet,6
återförvisning,5
",",4
Lagd till handlingarna,4
"Avslag,Avslag,Avslag",3
-,1
=Bifall till res. 1 under punkt 1. I övrigt bifall till utskottets hemställan,1
=delvis bifall,1
=utkottet,1
"Avslag,Avslag,Avslag,Avslag",1
"Avslag,Bifall",1
"Bifall,BifallDelvis",1
ubtskottet,1
