value,count
"""FP"",""M"",""C"",""KD""",3
"""KD"",""C"",""M"",""FP""",3
"""M"",""FP"",""KD""",3
"""SD"",""C"",""L"",""KD""",3
"""SD"",""KD"",""L""",3
"""V"",""S"",""MP""",3
"""c"",""fp"",""kd"",""v""",3
"""fp"",""kd"",""mp""",3
"""m"",""c"",""fp"",""kd"",""-""",3
"""m"",""fp"",""mp""",3
"""m"",""v""",3
"M, C, KD, L",3
"M, C, L, KD",3
"""-""",2
"""C"",""KD"",""FP"",""M""",2
"""C"",""KD"",""M""",2
"""C"",""M"",""KD"",""FP""",2
"""C"",""V"",""L"",""KD""",2
"""FP"",""C""",2
"""FP"",""C"",""M"",""KD""",2
"""FP"",""SD""",2
"""KD"",""L""",2
"""KD"",""SD""",2
"""M"",""C"",""V"",""KD"",""L""",2
"""M"",""FP"",""KD"",""C""",2
"""MP"",""S""",2
"""S"",""L"",""MP""",2
"""SD"",""L"",""KD""",2
"""SD"",""M""",2
"""SD"",""V"",""L""",2
"""V"",""KD""",2
"""fp"",""kd"",""v""",2
"""m"",""fp"",""-""",2
"""m"",""fp"",""kd"",""mp""",2
"""m"",""kd"",""mp""",2
"""m"",""mp""",2
L,2
"""C"",""KD"",""FP"",""M"",""V""",1
"""C"",""KD"",""L""",1
"""C"",""M"",""FP"",""KD""",1
"""C"",""V"",""KD""",1
"""C"",""V"",""L""",1
"""C"",""V"",""MP""",1
"""FP"",""V"",""M"",""KD"",""C""",1
"""KD"",""M""",1
"""M"",""C"",""KD"",""SD""",1
"""M"",""C"",""V""",1
"""M"",""C"",""V"",""L""",1
"""M"",""FP""",1
"""M"",""FP"",""C"",""SD"",""KD""",1
"""M"",""SD"",""-""",1
"""M"",""SD"",""C"",""L""",1
"""M"",""V"",""C"",""KD"",""MP"",""L""",1
"""M"",""V"",""KD"",""FP"",""C""",1
"""MP"",""C"",""SD"",""V""",1
"""S"",""C"",""V""",1
"""S"",""MP"",""SD""",1
"""S"",""MP"",""SD"",""V""",1
"""SD"",""C"",""L""",1
"""SD"",""C"",""MP""",1
"""SD"",""C"",""V""",1
"""SD"",""C"",""V"",""L"",""KD""",1
"""SD"",""V"",""KD""",1
"""V"",""L""",1
"""V"",""L"",""MP""",1
"""c"",""mp"",""-""",1
"""m"",""c"",""fp"",""kd"",""v"",""mp""",1
"""m"",""c"",""fp"",""mp""",1
"""m"",""c"",""fp"",""v""",1
"""m"",""c"",""fp"",""v"",""mp""",1
"""m"",""c"",""kd"",""mp""",1
"""m"",""c"",""mp""",1
"""m"",""c"",""v""",1
"""m"",""fp"",""v""",1
"""m"",""kd"",""-""",1
"""m"",""kd"",""v"",""mp""",1
"""mp"",""-""",1
"""s"",""c""",1
"""s"",""fp""",1
"""v"",""mp"",""-""",1
KD,1
"M, C",1
"SD, KD",1
"SD, V",1
