value,count
"",5349
Sammansatta utrikes- och försvarsutskottet,1784
EU-nämnden,1210
Utrikesutskottet,1104
Skatteutskottet,1076
Finansutskottet,1062
Utbildningsutskottet,1052
Näringsutskottet,1050
Arbetsmarknadsutskottet,1030
Socialutskottet,1028
Konstitutionsutskottet,1019
Justitieutskottet,1015
Socialförsäkringsutskottet,1009
Trafikutskottet,1001
Miljö- och jordbruksutskottet,999
Nordiska rådets svenska delegation,999
Kulturutskottet,987
Försvarsutskottet,928
Civilutskottet,728
Krigsdelegationen,591
Valberedningen,387
Bostadsutskottet,281
Utrikesnämnden,274
Lagutskottet,257
Riksdagsstyrelsen,232
Riksbanksfullmäktige,190
Sammansatta konstitutions- och utrikesutskottet,189
Riksdagens delegation till OSSE:s parlamentariska församling,171
Riksdagens delegation till Europarådets parlamentariska församling,169
Riksdagens delegation till Interparlamentariska unionen,152
Europaparlamentet,107
Ledamotsrådet,103
Styrelsen för Stiftelsen Riksbankens Jubileumsfond,103
Valprövningsnämnden,94
EG-delegationen,85
Riksdagens delegation till Natos parlamentariska församling,81
EES-utskottet,80
Riksrevisionens styrelse,69
Sammansatta justitie- och socialutskottet,64
Miljöpartiet de gröna,63
Utrikesdepartementet,62
Riksdagens förvaltningskontor,58
Socialdepartementet,55
Finansdepartementet,52
Riksdagens överklagandenämnd,50
Näringsdepartementet,49
Riksdagens råd för Riksrevisionen,45
Utbildningsdepartementet,44
Riksdagens styrgrupp för det bilaterala demokratifrämjande samarbetet,42
Centerpartiet,39
EFTA-delegationen,39
Arbetsmarknadsdepartementet,38
Justitiedepartementet,38
Sammansatta civil- och kulturutskottet,38
Socialdemokraterna,37
Statsrådsberedningen,37
Besvärsnämnden,36
"Sammansatta utrikes-, miljö- och jordbruksutskottet",35
Moderaterna,31
Sammansatta utrikes- och socialutskottet,31
Vänsterpartiet,31
Liberalerna,29
Riksrevisionens parlamentariska råd,29
Delegationen till den gemensamma parlamentariska kontrollgruppen för Europol,27
ESK-delegationen,27
Försvarsdepartementet,27
Systembolaget AB,27
Kristdemokraterna,26
Riksdagens ansvarsnämnd,22
Sverigedemokraterna,22
Domarnämnden,20
Riksdagens delegation till parlamentariska Östersjökonferensen,20
EES-EFTA delegationen,19
Infrastrukturdepartementet,19
Kulturdepartementet,18
Folkpartiet liberalerna,17
Riksdagens delegation till den parlamentariska församlingen för Unionen för Medelhavet,17
Mikael Damberg,15
Pär Nuder,15
Riksdagens delegation till Arktiska parlamentarikerkonferensen,14
Anders Ygeman,12
Ibrahim Baylan,12
Landsbygds- och infrastrukturdepartementet,12
Birgitta Dahl,11
Fullmäktige i riksgäldskontoret,11
Ingvar Carlsson,11
Mikael Sandström,10
Miljödepartementet,10
Mona Sahlin,10
Sten Andersson,10
Thage G Peterson,10
Utbildnings- och kulturdepartementet,10
Beatrice Ask,9
Björn von Sydow,9
Fredrik Reinfeldt,9
Klimat- och näringslivsdepartementet,9
Mats Hellström,9
Thomas Julin,9
Tobias Billström,9
Ardalan Shekarabi,8
Anita Gradin,7
Birgitta Ohlsson,7
Carl Bildt,7
Ewa Björling,7
Jan Björklund,7
Magdalena Andersson,7
Mats Odell,7
Morgan Johansson,7
Alexandra Völker,6
Annika Strandhäll,6
Eliza Roszkowska Öberg,6
Jeff Ahl,6
Josef Fransson,6
Lena Adelsohn Liljeroth,6
Lena Hallengren,6
Miljö- och energidepartementet,6
Miljö- och samhällsbyggnadsdepartementet,6
Per Bolund,6
Pierre Schori,6
Riksdagens delegation till den parlamentariska församlingen för Europa-Medelhavsområdet,6
Stefan Löfven,6
Talman,6
Ylva Johansson,6
Anders Flanking,5
Anne Wibble,5
Annika Nilsson,5
Birgit Friggebo,5
Cinnika Beiming,5
Göran Hägglund,5
Göran Persson,5
Hillevi Engström,5
Hillevi Larsson,5
Jakob Forssmed,5
Julia Kronlid,5
Karl-Erik Svartberg,5
Lena Hjelm-Wallén,5
Magdalena Thuresson,5
Marta Obminska,5
Matilda Ernkrans,5
Per Olsson Fridh,5
Per Westerberg,5
Peter Hultqvist,5
Sven-Erik Bucht,5
Anna Wallén,4
Annie Lööf,4
Arhe Hamednaca,4
Axel Andersson,4
Barbro Feltzing,4
Bengt Lindqvist,4
Bengt Westerberg,4
Björn Wiechel,4
Emma Berginger,4
Erik A Eriksson,4
Fredrik Olovsson,4
Ines Uusmann,4
Ingela Thalén,4
Ivar Virgin,4
Jessica Rosencrantz,4
Jordbruksdepartementet,4
Kalle Olsson,4
Karin Enström,4
Karin Pilsäter,4
Lars-Erik Lövdén,4
Lennart Blom,4
Linda Wemmert,4
Maj Britt Theorin,4
Maj-Inger Klingvall,4
Margareta Gunsdotter,4
Maryam Yazdanfar,4
Miljöpartiet,4
Olof Johansson,4
Riksdagens arvodesnämnd,4
Roger Tiefensee,4
Sara Gille,4
Sonja Rembo,4
Anders Forsberg,3
Anders Hansson,3
Ann Arleklo,3
Aylin Nouri,3
Birger Rosqvist,3
Bo Finnkvist,3
Bosse Ringholm,3
Carl-Oskar Bohlin,3
Cristina Husmark Pehrsson,3
Elisabeth Svantesson,3
Eskil Erlandsson,3
Evert Svensson,3
Fredrik Lundh Sammeli,3
Gertrud Sigurdsen,3
Gustav Fridolin,3
Gösta Bohman,3
Håkan Holmberg,3
Ida Drougge,3
Jan Bergqvist,3
Johan Forssell,3
Johan Linander,3
Karl Erik Olsson,3
Karl-Göran Biörsmark,3
Katarina Köhler,3
Margaretha af Ugglas,3
Maria Ferm,3
Marita Ulvskog,3
Mats Persson,3
Nämnden för prövning av statsråds och vissa andra befattningshavares övergångsrestriktioner,3
Rasmus Ling,3
Romina Pourmokhtari,3
Tobias Krantz,3
Tomas Eneroth,3
Ulf Adelsohn,3
Ulrica Messing,3
Ulrika Heindorff,3
Ulrika Karlsson,3
Åke Gustavsson,3
Åsa Romson,3
Acko Ankarberg Johansson,2
Agneta Brendt 1996-03-23 - 1998-10-05,2
Agneta Lundberg,2
Allan Ekström,2
Amalia Rud Stenlöf,2
Anders Berglöv 1998-10-05 - 2002-09-30,2
Andreas Carlson,2
Angelika Bengtsson,2
Anna-Caren Sätherberg,2
Anna-Greta Leijon,2
Anna-Lena Hedberg,2
Annika Hirvonen,2
Aron Emilsson,2
Bengt Lindqvist 1983-01-13 - 1985-09-30,2
Berit Andnor 1998-10-05 - 2002-09-30,2
Bertil Måbrink,2
Birgitta Hambraeus,2
Björn Samuelson,2
Bo Lundgren,2
Börje Hörnlund,2
Camilla Brunsberg,2
Caroline Szyber,2
Christian Carlsson,2
Daniel Bäckström,2
David Josefsson,2
David Perez,2
Ellen Juntti,2
Emilia Töyrä,2
Erik Ullenhag,2
Erik Åsbrink,2
Eva Thede 1998-04-03 - 1998-05-06,2
Gunilla Carlsson,2
Gunnar Sandberg,2
Gustav Blix,2
Görel Thurdin,2
Gösta Lyngå,2
HG Wessberg,2
Hannah Bergstedt,2
Hans Hoff 1995-11-16 - 1998-10-05,2
Helena Nilsson,2
Ida Karkiainen,2
Ingegerd Sahlström,2
Ingegerd Wärnersson,2
Inger Davidson,2
Inger Lundberg,2
Integrations- och jämställdhetsdepartementet,2
Jan Andersson,2
Jan-Erik Wikström,2
Jarl Lander 1985-09-30 - 1988-10-03,2
Jenny Petersson,2
Jimmie Åkesson,2
Joakim Sandell,2
Johan Hedin,2
Johan Hultberg,2
Johan Löfstrand,2
Jonas Jacobsson Gjörtler,2
Josefin Brink,2
Josefin Malmqvist,2
Jörgen Johansson,2
Karl Hagström,2
Kjell Eldensjö,2
Laila Naraghi,2
Landsbygdsdepartementet,2
Lars Hjälmered,2
Lars Leijonborg,2
Leif Jakobsson 1998-10-05 - 2002-09-30,2
Lennart Brunander,2
Linda W Snecker,2
Liza-Maria Norlin,2
Louise Meijer,2
Magnus Manhammar,2
Maj-Lis Lööw,2
Margareta Israelsson,2
Margareta Winberg,2
Maria Borelius,2
Maria Larsson,2
Maria Malmer Stenergard,2
Maria Wetterstrand,2
Markus Wiechel,2
Martin Nilsson,2
Mats Berglind 1996-03-23 - 1998-10-05,2
Maud Ekendahl 1991-10-05 - 1994-10-03,2
Maud Olofsson,2
Mikael Odenberg,2
Mona Saint Cyr,2
Monica Andersson,2
Niklas Wykman,2
Nyamko Sabuni,2
Ola Möller,2
Patrik Lundqvist,2
Paul Lestander,2
Per Bill,2
Per Landgren,2
Per Unckel,2
Pernilla Zethraeus,2
Roland Utbult,2
Rose-Marie Carlsson,2
Sjukledighet,2
Statsråd,2
Stefan Attefall,2
Sten Tolgfors,2
Sven-Olof Nordlund 1986-10-10 - 1988-10-03,2
Tage Påhlsson 1991-10-05 - 1994-10-03,2
Teresa Carvalho,2
Tobias Billström   Föräldraledighet,2
Tomas Kronståhl,2
Tommy Waidelich,2
Ulf Kristersson,2
Ulf Lönnqvist,2
Ulf Melin 1991-10-05 - 1994-10-03,2
Ulla Tillander,2
Ulla-Britt Åbark,2
Yasmine Bladelius,2
Åsa Torstensson,2
Abir Al-Sahlani 2010-10-04 - 2011-09-29  Statsråd,1
Abir Al-Sahlani 2019-01-14 - 2019-06-19  Föräldraledighet,1
"Abraham Halef 2022-06-28 - 2022-09-26, Solange Olame Bayibsa 2022-09-26 - 2022-10-18",1
Adam Marttinen 2013-05-02 - 2013-08-25  Sjukledighet,1
"Adam Reuterskiöld 2022-10-18 - 2024-09-06, Joanna Lewerentz 2024-09-06 - 2026-09-28",1
Agne Hansson,1
Agneta Brendt 1995-01-10 - 1995-10-09,1
Agneta Brendt 1996-03-04 - 1996-03-23,1
"Agneta Brendt 1996-03-04 - 1996-03-23, Raimo Pärssinen 1996-03-23 - 1996-04-30",1
"Agneta Brendt 1998-10-05 - 1999-04-12, Kenth Högström 1999-04-13 - 1999-06-16",1
Agneta Karlsson 2013-11-04 - 2013-12-31,1
"Agneta Karlsson 2014-10-03 - 2014-10-13, Mathias Tegnér 2014-10-14 - 2015-10-31, Anna Vikström 2015-11-01 - 2016-04-30, Mathias Tegnér 2016-05-01 - 2018-09-24",1
Agneta Nilsson 2023-10-14 - 2023-11-13,1
"Alexander Ojanne 2022-06-08 - 2022-09-26, Elsemarie Bjellqvist 2022-09-26 - 2022-10-18",1
Alexandra Anstrell 2016-08-01 - 2017-01-31,1
Alf Egnerfors 1989-01-30 - 1989-03-05,1
Alf Eriksson 1989-11-11 - 1989-12-15,1
Alf Eriksson 1990-11-10 - 1990-12-09,1
