value,count
Alf Svensson,1
Ali Esbati,1
Ali Esbati 2013-02-13 - 2013-04-30  Sjukledighet,1
Ali Esbati 2013-11-14 - 2014-09-29  Sjukledighet,1
Alice Bah Kuhnke,1
Allan Larsson,1
Amanda Palmstierna 2024-04-18 - 2024-05-31,1
Ameer Sachet 2002-11-19 - 2002-12-19,1
Amir Adan,1
Amir Jawad 2023-05-22 - 2023-07-13,1
Amne Ali 2018-03-01 - 2018-05-31  Föräldraledighet,1
Anders Björck,1
Anders Borg 1994-10-03 - 1994-10-07,1
Anders Frimert 2021-11-30 - 2022-09-26,1
"Anders Frimert 2021-11-30 - 2022-09-26, Lena Bäckelin 2022-09-26 - 2022-10-18",1
Anders Lönnberg 2015-11-01 - 2016-04-30,1
Anders Sjölund 2004-09-06 - 2004-10-31,1
Anders Sundström,1
Anders Svärd,1
"Anders Ygeman 1995-01-10 - 1995-07-31, Kristina Nordström 1995-08-01 - 1995-10-09",1
"Anders Österberg 2017-09-25 - 2018-09-24, Jasenko Omanovic 2018-09-24 - 2021-08-31, Anna-Belle Strömberg 2021-09-01 - 2021-11-15",1
"Andrea Törnestam 2022-06-08 - 2022-09-26, Sultan Kayhan 2022-09-26 - 2022-10-18",1
Andreas Carlgren,1
Andreas Carlson 2010-10-06 - 2014-09-29  Statsråd,1
Andreas Lennkvist Manriquez 2019-08-19 - 2020-02-29,1
Andreas Norlén,1
Anette Rangdag 2022-11-12 - 2022-12-12,1
Anette Rangdag 2023-04-10 - 2023-04-25,1
Anette Rangdag 2023-04-26 - 2023-05-12,1
Anette Rangdag 2024-01-26 - 2024-03-31,1
Anette Rangdag 2024-04-02 - 2024-06-30,1
Anette Rangdag 2025-10-13 - 2025-11-20,1
Anita Modin,1
Anita Modin 1981-05-01 - 1981-06-10,1
Anita Modin 1982-03-01 - 1982-06-12,1
Anita Sidén 1992-03-09 - 1992-05-15,1
"Ann-Charlotte Hammar Johnsson 2006-11-09 - 2010-10-04, Mats Sander 2010-10-04 - 2010-10-05  Statsråd",1
Ann-Louise Hansson 2012-03-12 - 2012-05-20  Föräldraledighet,1
Anna Corshammar-Bojerud 1991-09-30 - 1991-11-30,1
Anna Corshammar-Bojerud 1993-02-23 - 1993-04-30,1
Anna Corshammar-Bojerud 1996-03-11 - 1996-05-31,1
Anna Corshammar-Bojerud 1997-04-21 - 1997-05-31,1
Anna Horn af Rantzien,1
Anna Johansson,1
Anna Kinberg Batra,1
Anna König Jerlmyr,1
Anna Lindgren 1992-10-21 - 1992-11-20,1
Anna Lindh,1
Anna Lindh 1982-10-08 - 1985-09-30,1
"Anna Lindh 1982-10-08 - 1985-09-30, Mats O Karlsson 1985-09-30 - 1988-05-03, Björn Kaaling 1988-05-04 - 1988-06-03, Mats O Karlsson 1988-06-04 - 1988-10-03",1
Anna Rheyneuclaudes Kihlman 2013-03-01 - 2013-05-31  Föräldraledighet,1
"Anna Rheyneuclaudes Kihlman 2013-11-01 - 2014-02-28, Nils Oskar Nilsson 2014-03-01 - 2014-04-10  Föräldraledighet",1
Anna Steele 2013-01-23 - 2014-09-29  Statsråd,1
"Anna Steele 2013-01-23 - 2014-09-29, Karin Karlsbro 2014-09-29 - 2014-10-03  Statsråd",1
Anna Stråkander 1991-11-11 - 1991-12-10,1
Anna Tenje,1
Anna Vedin 2024-01-15 - 2024-04-12,1
Anna Wallentheim,1
Anna af Sillén 2022-10-18 - 2026-09-21  Statsråd,1
Anna-Karin Nylund 2008-11-03 - 2008-12-31,1
Anne Ludvigsson 2001-11-19 - 2001-12-31,1
Anne Rhenman,1
Anne-Li Sjölund 2020-09-22 - 2021-03-31  Föräldraledighet,1
Anne-Marie Wallouch 2007-02-15 - 2007-04-30,1
Anne-Marie von Essen 1991-04-19 - 1991-06-02,1
Anneli Särnblad,1
Annette Rydell 2022-10-05 - 2023-07-31,1
Annica Hjerling 2018-09-24 - 2019-01-21  Statsråd,1
Annika Duàn 2013-01-15 - 2013-06-10  Föräldraledighet,1
Annika Eclund,1
Annika Hirvonen 2018-09-24 - 2019-01-21,1
Annika Jonsell 1994-10-03 - 1994-10-07,1
Annika Jonsell 1995-01-10 - 1995-10-09,1
Arne Gadd,1
Arne Jansson 1991-11-08 - 1991-12-09,1
Arne Mellqvist 1995-01-10 - 1995-10-09,1
Arwin Sohrabi 2023-05-22 - 2023-07-16,1
Avgått på egen begäran,1
Axel Hallberg 2021-09-20 - 2022-05-19,1
"Azadeh Rojhan 2014-10-03 - 2016-08-09, Anna Vikström 2016-08-10 - 2017-04-01, Azadeh Rojhan 2017-04-02 - 2018-09-24",1
"Azadeh Rojhan 2017-04-02 - 2018-09-24, Anders Lönnberg 2018-09-24 - 2019-01-31, Azadeh Rojhan 2019-02-01 - 2020-07-31, Markus Selin 2020-08-01 - 2022-06-28, Abraham Halef 2022-06-28 - 2022-09-26",1
Azadeh Rojhan 2018-09-24 - 2019-01-21  Statsråd,1
Azra Muranovic,1
Barbro Evermo Palmerlund,1
"Barbro Evermo Palmerlund 1988-11-08 - 1991-09-30, Sylvia Lindgren 1991-09-30 - 1991-10-04",1
Barbro Glansén 1993-10-22 - 1993-11-21,1
Barbro Hietala Nordlund 1998-10-05 - 2001-10-25,1
"Barbro Hietala Nordlund 1998-10-05 - 2001-10-25, Kurt Kvarnström 2001-10-25 - 2002-09-30",1
Barbro Nilsson 1986-04-28 - 1986-06-07,1
Barbro Nilsson 1987-04-27 - 1987-06-05,1
Barbro Nilsson 1987-10-06 - 1987-11-08,1
Barbro Nilsson 1987-11-25 - 1987-12-24,1
"Barbro Nilsson 1988-02-16 - 1988-04-04, Göran Åstrand 1988-04-05 - 1988-06-10",1
Barbro Nilsson 1988-05-04 - 1988-06-07,1
Barbro Sandberg 1991-10-01 - 1992-01-09,1
"Bassem Nasr 2022-11-07 - 2023-04-09, Malte Tängmark Roos 2023-04-10 - 2023-05-07",1
Bengt Ahlquist 1993-03-08 - 1993-04-12,1
Bengt Ahlquist 1994-02-07 - 1994-03-31,1
Bengt Dalström,1
Bengt Hurtig,1
Bengt Lindqvist 1985-09-30 - 1985-10-20,1
Bengt Lindqvist 1993-03-15 - 1993-04-30,1
Bengt Lindqvist 1993-05-01 - 1993-05-31,1
Bengt Sjönell 1979-10-12 - 1982-10-04,1
"Bengt Sjönell 1979-10-12 - 1982-10-04, Cecilia Jensfelt 1982-10-04 - 1982-10-08",1
Bengt Wittbom,1
Bengt-Ola Ryttar,1
Berit Andnor,1
Berit Bölander 1986-11-05 - 1988-10-03,1
"Berit Bölander 1986-11-05 - 1988-10-03, Barbro Evermo Palmerlund 1988-10-03 - 1988-11-07",1
Berit Löfstedt 1982-10-15 - 1982-11-14,1
Berit Oscarsson 1980-10-20 - 1980-11-23,1
Berndt Ekholm,1
"Berndt Sköldestig 1996-03-23 - 1998-05-31, Pernilla Mobeck 1998-06-01 - 1998-10-05",1
Bertil Borglund 1995-05-15 - 1995-06-18,1
Bertil Persson,1
Bijan Fahimi 1999-11-22 - 1999-12-28,1
"Bino Drummond 2013-01-01 - 2014-09-29, Alexandra Anstrell 2014-09-29 - 2014-10-03  Statsråd",1
Birgit Henriksson,1
Birgit Henriksson 1995-01-10 - 1995-10-09,1
Birgitta Ahlqvist,1
Björn Ericson 1983-04-06 - 1983-06-03,1
Björn Ericson 1985-04-22 - 1985-05-31,1
"Björn Ericson 1986-10-07 - 1986-10-09, Christina Pettersson 1986-10-10 - 1987-04-30",1
Björn Ericson 1986-10-10 - 1988-06-08,1
"Björn Ericson 1986-10-10 - 1988-06-08, Hans-Eric Andersson 1988-06-08 - 1988-10-03",1
Björn Ericson 1988-10-05 - 1990-01-11,1
"Björn Ericson 1994-10-08 - 1995-10-09, Christina Axelsson 1995-10-10 - 1996-03-22, Björn Ericson 1996-03-23 - 1996-09-30, Christina Axelsson 1996-10-01 - 1998-10-05",1
"Björn Kaaling 1989-10-04 - 1991-09-30, Barbro Andersson Öhrn 1991-09-30 - 1991-10-04",1
Björn Lind 2009-08-07 - 2010-02-15,1
"Björn Petersson 2018-09-24 - 2022-09-26, Björn Petersson 2022-09-26 - 2022-10-06",1
Björn Petersson 2024-02-21 - 2024-03-24,1
Björn Petersson 2024-10-18 - 2025-06-29,1
Björn Rosengren,1
Björn Rubenson 2017-05-03 - 2017-09-30  Sjukledighet,1
"Björn Samuelson 2013-01-01 - 2014-09-29, Isabella Hökmark 2014-09-29 - 2014-10-03",1
"Björn von Sydow 1994-10-08 - 1995-10-09, Eva Arvidsson 1995-10-10 - 1996-03-22",1
Björn von der Esch 1991-10-05 - 1994-10-03,1
"Björn von der Esch 1991-10-05 - 1994-10-03, Margareta Wallin-Johansson 1994-10-03 - 1994-10-07",1
Bo Bernhardsson 2006-10-02 - 2006-10-06,1
Bo Finnkvist 1981-11-04 - 1981-12-17,1
Bo Könberg 1995-01-10 - 1995-10-09,1
Bo Södersten,1
Bodil Francke Ohlsson,1
Bodil Francke Ohlsson 1995-01-10 - 1995-10-22,1
Boriana Åberg 2008-01-07 - 2008-03-14,1
Boriana Åberg 2009-03-02 - 2009-04-30,1
"Bosse Ringholm 1982-10-11 - 1982-12-31, Margareta Persson 1983-01-01 - 1985-09-30",1
Börje Stensson 1990-10-12 - 1990-11-11,1
"Börje Vestlund 2014-10-03 - 2015-09-30, Teres Lindberg 2015-10-01 - 2017-05-28, Anders Österberg 2017-05-29 - 2017-07-27",1
Camilla Dahlin-Andersson 1998-10-13 - 1998-12-31,1
Camilla Dahlin-Andersson 2002-01-26 - 2002-02-27,1
Camilla Hansén 2016-01-18 - 2016-07-31  Föräldraledighet,1
Camilla Mårtensen 2017-05-02 - 2017-07-02,1
Camilla Mårtensen 2017-07-06 - 2017-08-06,1
Camilla Mårtensen 2022-10-18 - 2025-06-27,1
Camilla Rinaldo Miller 2022-10-24 - 2025-09-09,1
Camilla Rinaldo Miller 2025-09-16 - 2026-09-28,1
Camilla Waltersson Grönvall,1
Carin Jämtin,1
Carina Moberg,1
Carl B Hamilton,1
"Carl B Hamilton 2022-10-18 - 2023-08-22, Martin Melin 2023-08-22 - 2025-02-23, Anders Ekegren 2025-02-24 - 2026-09-28",1
Carl Erik Hedlund 1994-10-03 - 1994-10-07,1
Carl Erik Hedlund 1995-01-10 - 1995-10-10,1
Carl Fredrik Graf 1990-03-19 - 1990-05-13,1
Carl Nordblom 2022-10-18 - 2026-09-28,1
Carl Tham 1978-03-07 - 1978-09-30,1
"Carl Tham 1979-10-12 - 1980-08-31, Hadar Cars 1980-09-01 - 1982-10-04",1
Carl-Erik Lundgren 1976-10-03 - 1976-10-08,1
Caroline Helmersson Olsson 2006-10-02 - 2006-10-06,1
Caroline Högström,1
"Caroline Szyber 2014-03-01 - 2014-09-29, Larry Söder 2014-09-29 - 2014-10-03  Statsråd",1
Caroline Täljeblad 2025-11-25 - 2025-12-31,1
Catharina Elmsäter-Svärd,1
Catharina Elmsäter-Svärd 1996-03-01 - 1996-03-31,1
"Cecilia Brinck 2010-10-05 - 2010-10-18, Anton Abele 2010-10-19 - 2010-10-25  Offentligt uppdrag",1
"Cecilia Brinck 2010-10-26 - 2014-09-29, Gustav Blix 2014-09-29 - 2014-10-03  Statsråd",1
Cecilia Engström 2020-01-14 - 2020-08-30  Sjukledighet,1
Charlotte Branting,1
Charlotte Cederschiöld,1
Charlotte Cederschiöld 1987-04-29 - 1987-06-02,1
Chris Dahlqvist 2025-09-10 - 2026-01-31,1
Christer Adelsbo 2016-07-01 - 2017-03-05,1
Christer Eriksson 2010-01-19 - 2010-02-28  Sjukledighet,1
Christer Eriksson 2010-06-08 - 2010-06-13  Sjukledighet,1
"Christer Erlandsson 1996-10-01 - 1998-10-05, Christina Axelsson 1998-10-05 - 1999-10-01",1
Christer Erlandsson 2004-08-30 - 2004-10-04,1
Christer Erlandsson 2006-05-31 - 2006-08-31,1
"Christer Erlandsson 2006-09-01 - 2006-10-02, Jan Emanuel Johansson 2006-10-02 - 2006-10-06",1
Christer Nilsson,1
Christer Nylander 2000-11-21 - 2000-12-20,1
Christian Carlsson 2018-09-24 - 2018-12-31  Sjukledighet,1
Christin Hagberg 1995-01-10 - 1995-10-09,1
Christin Hagberg 2011-04-06 - 2011-05-02  Sjukledighet,1
Christin Hagberg 2012-02-14 - 2012-03-31  Sjukledighet,1
Christin Hagberg 2012-11-14 - 2012-12-19  Sjukledighet,1
Christina Andersson 2007-04-18 - 2007-07-29,1
Christina Andersson 2008-11-24 - 2009-02-01,1
Christina Axelsson 1995-01-10 - 1995-10-09,1
"Christina Axelsson 1996-03-23 - 1996-09-30, Christer Erlandsson 1996-10-01 - 1998-10-05",1
"Christina Axelsson 1996-10-01 - 1998-10-05, Tullia von Sydow 1998-10-05 - 1999-02-02",1
"Christina Axelsson 1998-10-05 - 1999-10-01, Yilmaz Kerimo 1999-10-01 - 2002-09-30",1
Christina Axelsson 1999-10-01 - 2002-09-30,1
Christina Axelsson 1999-10-01 - 2002-09-30  Statsråd,1
Christina Berlin 2004-08-20 - 2004-09-26,1
Christina Linderholm 1991-10-05 - 1994-06-15,1
Christina Nilsson 2021-10-20 - 2021-11-24,1
Christina Pettersson 1988-02-01 - 1988-05-30,1
Christina Pettersson 1991-09-30 - 1991-10-04,1
"Christina Pettersson 2001-06-01 - 2002-09-30, Christer Erlandsson 2002-09-30 - 2002-10-09, Mariam Osman Sherifay 2002-10-10 - 2002-10-20, Niclas Lindberg 2002-10-21 - 2004-06-14, Mariam Osman Sherifay 2004-06-15 - 2004-12-31, Christer Erlandsson 2005-01-01 - 2005-02-23, Conny Fogelström 2005-02-24 - 2005-03-24, Christer Erlandsson 2005-03-25 - 2006-05-30, Maryam Yazdanfar 2006-05-31 - 2006-08-31, Christer Erlandsson 2006-09-01 - 2006-10-02",1
Christoffer Järkeborn 2011-02-07 - 2011-06-03  Föräldraledighet,1
Christopher Ödmann 2007-02-19 - 2007-03-18,1
Christopher Ödmann 2007-05-28 - 2007-07-08,1
Christopher Ödmann 2007-07-09 - 2007-12-31,1
Christopher Ödmann 2008-09-01 - 2008-12-31,1
Cinnika Beiming 1997-02-19 - 1998-10-05,1
"Cinnika Beiming 1997-02-19 - 1998-10-05, Yilmaz Kerimo 1998-10-05 - 1999-10-01, Christina Pettersson 1999-10-01 - 2000-10-01, Dag Ericson 2000-10-02 - 2001-05-31, Christina Pettersson 2001-06-01 - 2002-09-30",1
Claes Västerteg,1
Claes-Göran Larsson,1
ClasGöran Carlsson 2017-07-27 - 2018-09-24,1
"ClasGöran Carlsson 2017-07-27 - 2018-09-24, ClasGöran Carlsson 2018-09-24 - 2022-09-26",1
"ClasGöran Carlsson 2018-09-24 - 2022-09-26, Robert Olesen 2022-09-26 - 2022-10-18",1
Conny Sandholm 1992-03-09 - 1992-04-09,1
Crister Carlsson 2022-10-18 - 2026-09-28,1
Crister Spets 2015-02-03 - 2015-03-10  Föräldraledighet,1
"Crister Spets 2016-06-14 - 2016-07-28, Heidi Karlsson 2016-07-29 - 2017-03-18",1
Crister Spets 2016-10-19 - 2016-12-23  Sjukledighet,1
Crister Spets 2017-03-03 - 2017-03-18  Annan ledighet,1
Crister Spets 2017-03-21 - 2017-06-01  Annan ledighet,1
Crister Spets 2017-10-01 - 2017-10-31  Föräldraledighet,1
Crister Spets 2017-12-01 - 2018-02-28  Föräldraledighet,1
Curt Linderoth 2008-09-08 - 2008-12-07,1
Curt Linderoth 2009-04-21 - 2009-11-23,1
Dag Ericson 1990-07-01 - 1991-09-30,1
Dag Ericson 1994-10-07 - 1994-10-09,1
Dan Hovskär 2022-10-18 - 2026-09-21  Statsråd,1
Dan Nilsson 2006-10-02 - 2006-10-06,1
Dan Nilsson 2008-03-03 - 2009-03-01,1
"Daniel Andersson 2019-01-21 - 2021-09-02, Eva-Lena Jansson 2021-09-03 - 2022-09-26",1
Daniel Bäckström 2013-04-22 - 2013-05-31  Föräldraledighet,1
Daniel Bäckström 2014-04-01 - 2014-06-18  Föräldraledighet,1
"Daniel Färm 2021-05-10 - 2021-05-31, Solange Olame Bayibsa 2021-06-01 - 2021-11-30, Abraham Halef 2021-11-30 - 2022-02-06",1
Daniel Lönn 2025-01-13 - 2025-02-16,1
Daniel Lönn 2025-02-17 - 2025-03-09,1
David Lindvall 2017-10-09 - 2018-07-15,1
Désirée Pethrus,1
Désirée Pethrus 2000-10-09 - 2001-01-14,1
Désirée Pethrus 2006-10-06 - 2010-10-04,1
"Désirée Pethrus 2006-10-06 - 2010-10-04, Caroline Szyber 2010-10-04 - 2013-08-21, Stefan Svanström 2013-08-22 - 2014-02-28, Caroline Szyber 2014-03-01 - 2014-09-29  Statsråd",1
Ebba Busch,1
"Edip Noyan 2011-10-10 - 2012-03-18, Bino Drummond 2012-03-19 - 2012-04-18, Björn Samuelson 2012-04-19 - 2012-04-30  Föräldraledighet",1
"Edip Noyan 2012-04-19 - 2012-08-15, Bino Drummond 2012-08-16 - 2012-12-31, Björn Samuelson 2013-01-01 - 2014-09-29",1
"Edip Noyan 2013-01-01 - 2014-09-29, Erik Ottoson 2014-09-29 - 2014-10-03  Statsråd",1
Eivor Husing 1993-03-08 - 1993-05-31,1
Eleonore Lundkvist 2024-03-25 - 2024-08-12,1
"Elin Gustafsson 2018-09-24 - 2022-09-26, Elin Gustafsson 2022-09-26 - 2022-10-18",1
Elin Nilsson 2022-10-18 - 2025-06-27,1
