value,count
Tidigare riksdagsledamot,1116
Inga uppdrag,402
Tjänstgörande riksdagsledamot,327
Tidigare ersättare,202
Tillgänglig ersättare,69
Avgången riksdagsledamot,30
Status saknas,20
Tidigare statsråd,19
Europaparlamentariker,17
Tjänstgörande statsrådsersättare,13
Tidigare europaparlamentariker,12
"",10
Tjänstgörande ersättare,6
Tjänstledig riksdagsledamot,5
Avliden  1989-05-08,3
Tidigare utrikesminister,3
Avliden  2013-01-11,2
Avliden  2021-07-07,2
Avliden  2021-07-31,2
Avliden  2021-12-19,2
Avliden  2024-07-02,2
Partisekreterare,2
Tidigare kulturminister,2
Tidigare näringsminister,2
Andre vice talman (tjänstgörande riksdagsledamot),1
Arbetsmarknadsminister,1
Avliden  1989-05-06,1
Avliden  1990-02-16,1
Avliden  1991-01-23,1
Avliden  1991-05-26,1
Avliden  1992-01-20,1
Avliden  1992-05-20,1
Avliden  1993-01-22,1
Avliden  1994-09-28,1
Avliden  1995-12-15,1
Avliden  1996-02-22,1
Avliden  1996-10-23,1
Avliden  2000-04-13,1
Avliden  2000-04-28,1
Avliden  2002-03-28,1
Avliden  2002-10-26,1
Avliden  2003-09-11,1
Avliden  2004-09-24,1
Avliden  2005-10-03,1
Avliden  2006-02-18,1
Avliden  2006-04-13,1
Avliden  2006-12-06,1
Avliden  2007-05-17,1
Avliden  2007-05-31,1
Avliden  2007-06-30,1
Avliden  2010-06-13,1
Avliden  2010-07-09,1
Avliden  2010-07-10,1
Avliden  2011-04-19,1
Avliden  2011-06-03,1
Avliden  2011-06-15,1
Avliden  2011-07-24,1
Avliden  2011-09-03,1
Avliden  2011-09-20,1
Avliden  2012-01-02,1
Avliden  2012-04-07,1
Avliden  2012-04-22,1
Avliden  2012-04-24,1
Avliden  2012-06-02,1
Avliden  2012-08-13,1
Avliden  2012-08-15,1
Avliden  2012-09-01,1
Avliden  2012-10-12,1
Avliden  2012-10-28,1
Avliden  2012-11-02,1
Avliden  2012-11-03,1
Avliden  2012-12-24,1
Avliden  2013-01-31,1
Avliden  2013-04-14,1
Avliden  2013-04-25,1
Avliden  2013-05-14,1
Avliden  2013-07-15,1
Avliden  2013-07-17,1
Avliden  2013-12-13,1
Avliden  2014-03-09,1
Avliden  2015-01-07,1
Avliden  2015-01-16,1
Avliden  2015-03-17,1
Avliden  2015-03-27,1
Avliden  2015-04-24,1
Avliden  2015-06-22,1
Avliden  2015-07-19,1
Avliden  2015-07-28,1
Avliden  2015-12-19,1
Avliden  2016-02-16,1
Avliden  2016-03-07,1
Avliden  2016-03-30,1
Avliden  2016-06-06,1
Avliden  2016-08-18,1
Avliden  2016-08-24,1
Avliden  2016-08-27,1
Avliden  2016-09-13,1
Avliden  2016-09-23,1
Avliden  2016-10-11,1
Avliden  2016-10-24,1
Avliden  2016-11-14,1
Avliden  2016-12-05,1
Avliden  2016-12-28,1
Avliden  2017-01-16,1
Avliden  2017-01-17,1
Avliden  2017-02-14,1
Avliden  2017-04-24,1
Avliden  2017-05-03,1
Avliden  2017-06-24,1
Avliden  2017-08-21,1
Avliden  2017-09-05,1
Avliden  2017-09-22,1
Avliden  2017-10-12,1
Avliden  2017-10-14,1
Avliden  2017-12-16,1
Avliden  2018-01-05,1
Avliden  2018-02-25,1
Avliden  2018-03-29,1
Avliden  2018-03-31,1
Avliden  2018-04-06,1
Avliden  2018-07-17,1
Avliden  2018-08-02,1
Avliden  2018-08-04,1
Avliden  2018-09-29,1
Avliden  2018-10-14,1
Avliden  2018-12-31,1
Avliden  2019-01-24,1
Avliden  2019-02-15,1
Avliden  2019-04-29,1
Avliden  2019-05-24,1
Avliden  2019-06-13,1
Avliden  2019-08-03,1
Avliden  2019-08-15,1
Avliden  2019-08-30,1
Avliden  2019-09-05,1
Avliden  2019-10-07,1
Avliden  2019-11-18,1
Avliden  2019-11-30,1
Avliden  2020-01-04,1
Avliden  2020-07-12,1
Avliden  2020-07-15,1
Avliden  2020-08-11,1
Avliden  2020-08-25,1
Avliden  2020-10-08,1
Avliden  2020-11-13,1
Avliden  2020-12-09,1
Avliden  2020-12-20,1
Avliden  2020-12-28,1
Avliden  2021-01-02,1
Avliden  2021-01-18,1
Avliden  2021-08-10,1
Avliden  2021-08-25,1
Avliden  2021-11-12,1
Avliden  2021-11-18,1
Avliden  2021-12-03,1
Avliden  2021-12-06,1
Avliden  2021-12-25,1
Avliden  2022-04-12,1
Avliden  2022-05-28,1
