value,count
2021/22,239065
2020/21,195440
2017/18,193695
2003/04,177641
2005/06,176594
2013/14,166473
2012/13,164728
2016/17,163681
2024/25,154607
2018/19,153909
2011/12,153560
2015/16,151815
2002/03,150768
2004/05,149023
2010/11,145882
2019/20,139600
2023/24,133667
2022/23,131922
2009/10,121452
2007/08,120754
2008/09,112378
2014/15,104002
2006/07,97720
2025/26,31410
