value,count
2021/22,460
2017/18,451
2005/06,418
2013/14,408
2020/21,401
2009/10,391
2019/20,363
2016/17,356
2001/02,355
2025/26,345
2008/09,338
2012/13,334
2015/16,331
2024/25,331
2011/12,327
2004/05,324
2018/19,320
2023/24,313
2022/23,310
2000/01,297
2003/04,296
2007/08,282
2014/15,267
2002/03,255
2006/07,255
1999/2000,177
2010/11,35
