value,count
FiU,865
KU,822
JuU,734
SkU,636
MJU,563
SoU,552
NU,527
CU,488
UbU,458
TU,443
UU,427
SfU,418
AU,310
KrU,257
FöU,250
LU,193
SKU,119
FIU,115
JUU,112
SOU,77
UBU,68
UFöU,68
SFU,64
BOU,48
KRU,48
BoU,32
FÖU,27
KUU,8
UFÖU,7
CKrU,1
UMJU,1
USOU,1
ku,1
