GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
service.external.esv,com.hack23.cia.service.external.esv.impl,EsvExcelReaderImpl.EsvExcelReaderException,5,0,0,0,2,0,1,0,1,0
service.external.esv,com.hack23.cia.service.external.esv.impl,EsvGovernmentBodyOperationOutcomeReaderImpl.DataType,0,36,0,0,0,9,0,4,0,4
service.external.esv,com.hack23.cia.service.external.esv.impl,EsvGovernmentOperationsExcelReaderImpl,0,87,0,6,0,23,0,6,0,3
service.external.esv,com.hack23.cia.service.external.esv.impl,EsvExcelReaderImpl.ExcelColumn,0,34,0,4,0,5,0,5,0,3
service.external.esv,com.hack23.cia.service.external.esv.impl,EsvGovernmentBodyOperationOutcomeReaderImpl,6,462,4,10,2,85,4,24,0,21
service.external.esv,com.hack23.cia.service.external.esv.impl,EsvGovernmentBodyOperationOutcomeReaderImpl.MonthColumn,0,9,0,0,0,1,0,1,0,1
service.external.esv,com.hack23.cia.service.external.esv.impl,EsvExcelReaderImpl,20,342,4,14,5,53,4,26,0,21
service.external.esv,com.hack23.cia.service.external.esv.impl,EsvApiImpl,0,359,1,39,0,71,1,39,0,20
service.external.esv,com.hack23.cia.service.external.esv.api,GovernmentOperationPeriodOutcome,0,65,0,0,0,24,0,17,0,17
service.external.esv,com.hack23.cia.service.external.esv.api,GovernmentOperationPeriodOutcome.Variables,0,63,0,0,0,12,0,3,0,3
service.external.esv,com.hack23.cia.service.external.esv.api,GovernmentBodyAnnualOutcomeSummary,0,91,0,0,0,24,0,13,0,13
service.external.esv,com.hack23.cia.service.external.esv.api,GovernmentBodyAnnualSummary,0,84,0,0,0,27,0,15,0,15
