GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Citizen Intelligence Agency/web-widgets,com.hack23.cia.web.widgets.charts,SankeyChart,65,0,0,0,15,0,6,0,6,0
Citizen Intelligence Agency/web-widgets,com.hack23.cia.web.widgets.charts,SankeyChartState,41,0,0,0,11,0,4,0,4,0
Citizen Intelligence Agency/service.impl,com.hack23.cia.service.impl.task,RefreshViewsJob,8,0,0,0,3,0,2,0,2,0
Citizen Intelligence Agency/service.impl,com.hack23.cia.service.impl.task,UpdateSearchIndexJob,17,0,0,0,7,0,2,0,2,0
Citizen Intelligence Agency/service.impl,com.hack23.cia.service.impl.task,AbstractJob,33,0,0,0,11,0,3,0,3,0
Citizen Intelligence Agency/service.impl,com.hack23.cia.service.impl.task,JobContextHolderImpl,23,0,0,0,10,0,4,0,4,0
Citizen Intelligence Agency/service.impl,com.hack23.cia.service.impl.task,AgentJob,28,0,0,0,4,0,2,0,2,0
Citizen Intelligence Agency/service.impl,com.hack23.cia.service.impl.action.application.encryption,VaultManagerImpl,201,0,16,0,49,0,14,0,6,0
Citizen Intelligence Agency/service.impl,com.hack23.cia.service.impl,ConfigurationManagerImpl,189,0,24,0,39,0,18,0,6,0
Citizen Intelligence Agency/service.impl,com.hack23.cia.service.impl,SecurityAuthenticationProvider,9,0,0,0,3,0,3,0,3,0
Citizen Intelligence Agency/service.impl,com.hack23.cia.service.impl,UserConfigurationImpl,21,0,0,0,8,0,4,0,4,0
Citizen Intelligence Agency/service.impl,com.hack23.cia.service.impl,ViewDataDataContainerFactoryImpl,121,0,0,0,18,0,17,0,17,0
Citizen Intelligence Agency/service.impl,com.hack23.cia.service.impl,GenericDataContainer,125,0,0,0,18,0,15,0,15,0
