GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
model.external.riksdagen.dokumentlista.impl,com.hack23.cia.model.external.riksdagen.dokumentlista.impl,DocumentContainerElement_,3,0,0,0,1,0,1,0,1,0
model.external.riksdagen.dokumentlista.impl,com.hack23.cia.model.external.riksdagen.dokumentlista.impl,DocumentType,0,384,0,4,0,40,0,6,0,4
model.external.riksdagen.dokumentlista.impl,com.hack23.cia.model.external.riksdagen.dokumentlista.impl,DocumentElement,0,402,0,0,0,164,0,100,0,100
model.external.riksdagen.dokumentlista.impl,com.hack23.cia.model.external.riksdagen.dokumentlista.impl,DocumentSubType,0,120,0,4,0,16,0,6,0,4
model.external.riksdagen.dokumentlista.impl,com.hack23.cia.model.external.riksdagen.dokumentlista.impl,DocumentContainerElement,0,194,0,6,0,73,0,44,0,41
model.external.riksdagen.dokumentlista.impl,com.hack23.cia.model.external.riksdagen.dokumentlista.impl,DefaultStringIdentifier,0,7,0,0,0,3,0,3,0,3
model.external.riksdagen.dokumentlista.impl,com.hack23.cia.model.external.riksdagen.dokumentlista.impl,DocumentElement_,3,0,0,0,1,0,1,0,1,0
model.external.riksdagen.dokumentlista.impl,com.hack23.cia.model.external.riksdagen.dokumentlista.impl,ObjectFactory,0,26,0,0,0,6,0,5,0,5
