global_id_pk,local_id,fragment,type_name,owner_id_fk
4323,4030,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
5640,5347,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
1390,1097,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
4516,4223,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
3596,3303,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
5119,4826,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
5532,5239,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
2226,1933,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
4608,4315,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
3045,2752,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
2860,2567,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
5332,5039,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
2762,2469,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
5521,5228,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
1022,729,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
3756,3463,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
5877,5584,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
1572,1279,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
3512,3219,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
5688,5395,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
2389,2096,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
2394,2101,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
5987,5694,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
5171,4878,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
5656,5363,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
6061,5768,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
5488,5195,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
6096,5803,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
1107,814,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
4111,3818,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
4028,3735,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
2326,2033,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
6615,6322,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
3328,3035,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
1050,757,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
4122,3829,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
1839,1546,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
1468,1175,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
2429,2136,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
5106,4813,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
4300,4007,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
6219,5926,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
1142,849,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
3186,2893,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
6179,5886,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
299,6,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
862,569,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
5741,5448,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
2288,1995,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
1575,1282,,com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,
