snapshot_pk,type,version,state,changed_properties,managed_type,global_id_fk,commit_fk
424800,INITIAL,1,"{
  ""annualWorkHeadCount"": 313,
  ""year"": 2015,
  ""headCount"": 342,
  ""name"": ""Patent- och registreringsverket"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1065,
  ""comment"": """",
  ""mCode"": ""PRV"",
  ""governmentBodyId"": ""PRV"",
  ""id"": 4054,
  ""orgNumber"": ""202100-2072"",
  ""ministry"": ""Näringsdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,4347,4345
418000,INITIAL,1,"{
  ""annualWorkHeadCount"": 87,
  ""year"": 2015,
  ""headCount"": 91,
  ""name"": ""Kommerskollegium"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1027,
  ""comment"": """",
  ""mCode"": ""KOMK"",
  ""governmentBodyId"": ""KOMK"",
  ""id"": 3986,
  ""orgNumber"": ""202100-2007"",
  ""ministry"": ""Utrikesdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,4279,4277
189200,INITIAL,1,"{
  ""annualWorkHeadCount"": 21,
  ""year"": 2005,
  ""headCount"": 21,
  ""name"": ""Sametinget"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1211,
  ""comment"": """",
  ""mCode"": ""SA"",
  ""governmentBodyId"": ""SA"",
  ""id"": 1698,
  ""orgNumber"": ""202100-4573"",
  ""ministry"": ""Landsbygdsdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,1991,1989
109400,INITIAL,1,"{
  ""annualWorkHeadCount"": 0,
  ""year"": 2002,
  ""headCount"": 0,
  ""name"": ""Naturhistoriska riksmuseet"",
  ""vat"": ""Ja"",
  ""consecutiveNumber"": 1037,
  ""comment"": """",
  ""mCode"": ""NRM"",
  ""governmentBodyId"": ""NRM"",
  ""id"": 900,
  ""orgNumber"": ""202100-1124"",
  ""ministry"": ""Kulturdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,1193,1191
211300,INITIAL,1,"{
  ""annualWorkHeadCount"": 10,
  ""year"": 2006,
  ""headCount"": 10,
  ""name"": ""Nämnden för offentlig upphandling"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1210,
  ""comment"": """",
  ""mCode"": ""NOU"",
  ""governmentBodyId"": ""NOU"",
  ""id"": 1919,
  ""orgNumber"": ""202100-4482"",
  ""ministry"": ""Finansdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,2212,2210
391200,INITIAL,1,"{
  ""annualWorkHeadCount"": 154,
  ""year"": 2014,
  ""headCount"": 176,
  ""name"": ""Ekonomistyrningsverket"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1246,
  ""comment"": """",
  ""mCode"": ""ESV"",
  ""governmentBodyId"": ""ESV"",
  ""id"": 3718,
  ""orgNumber"": ""202100-5026"",
  ""ministry"": ""Finansdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,4011,4009
290400,INITIAL,1,"{
  ""annualWorkHeadCount"": 80,
  ""year"": 2009,
  ""headCount"": 80,
  ""name"": ""Statens historiska museer"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1008,
  ""comment"": """",
  ""mCode"": ""SHMM"",
  ""governmentBodyId"": ""SHMM"",
  ""id"": 2710,
  ""orgNumber"": ""202100-4953"",
  ""ministry"": ""Kulturdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,3003,3001
134300,INITIAL,1,"{
  ""annualWorkHeadCount"": 0,
  ""year"": 2003,
  ""headCount"": 0,
  ""name"": ""Mälardalens högskola"",
  ""vat"": ""Ja"",
  ""consecutiveNumber"": 1157,
  ""comment"": """",
  ""mCode"": ""MDH"",
  ""governmentBodyId"": ""MDH"",
  ""id"": 1149,
  ""orgNumber"": ""202100-2916"",
  ""ministry"": ""Utbildningsdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,1442,1440
97100,INITIAL,1,"{
  ""annualWorkHeadCount"": 0,
  ""year"": 2002,
  ""headCount"": 0,
  ""name"": ""Blekinge tekniska högskola"",
  ""vat"": ""Ja"",
  ""consecutiveNumber"": 1185,
  ""comment"": """",
  ""mCode"": ""BTH"",
  ""governmentBodyId"": ""BTH"",
  ""id"": 777,
  ""orgNumber"": ""202100-4011"",
  ""ministry"": ""Utbildningsdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,1070,1068
68000,INITIAL,1,"{
  ""annualWorkHeadCount"": 0,
  ""year"": 2000,
  ""headCount"": 0,
  ""name"": ""Steriliseringsersättningsnämnden"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1260,
  ""comment"": ""Ansl 1999-07-01"",
  ""mCode"": ""SEN"",
  ""governmentBodyId"": ""SEN"",
  ""id"": 486,
  ""orgNumber"": ""202100-5109"",
  ""ministry"": ""Socialdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,779,777
480600,INITIAL,1,"{
  ""annualWorkHeadCount"": 15,
  ""year"": 2018,
  ""headCount"": 21,
  ""name"": ""Fastighetsmäklarinspektionen"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1229,
  ""comment"": """",
  ""mCode"": ""FMI"",
  ""governmentBodyId"": ""FMI"",
  ""id"": 4612,
  ""orgNumber"": ""202100-4870"",
  ""ministry"": ""Finansdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,4905,4903
67200,INITIAL,1,"{
  ""annualWorkHeadCount"": 0,
  ""year"": 2000,
  ""headCount"": 0,
  ""name"": ""Statens strålskyddsinstitut"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1111,
  ""comment"": """",
  ""mCode"": ""SSI"",
  ""governmentBodyId"": ""SSI"",
  ""id"": 478,
  ""orgNumber"": ""202100-0571"",
  ""ministry"": ""Miljödepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,771,769
505800,INITIAL,1,"{
  ""annualWorkHeadCount"": 103,
  ""year"": 2019,
  ""headCount"": 111,
  ""name"": ""Institutet för rymdfysik"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1095,
  ""comment"": """",
  ""mCode"": ""IRF"",
  ""governmentBodyId"": ""IRF"",
  ""id"": 4864,
  ""orgNumber"": ""202100-3567"",
  ""ministry"": ""Utbildningsdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,5157,5155
189100,INITIAL,1,"{
  ""annualWorkHeadCount"": 60,
  ""year"": 2005,
  ""headCount"": 77,
  ""name"": ""Sameskolstyrelsen"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1168,
  ""comment"": """",
  ""mCode"": ""SAMS"",
  ""governmentBodyId"": ""SAMS"",
  ""id"": 1697,
  ""orgNumber"": ""202100-4631"",
  ""ministry"": ""Utbildnings- och kulturdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,1990,1988
156000,INITIAL,1,"{
  ""annualWorkHeadCount"": 0,
  ""year"": 2004,
  ""headCount"": 0,
  ""name"": ""Lunds universitet"",
  ""vat"": ""Ja"",
  ""consecutiveNumber"": 1030,
  ""comment"": """",
  ""mCode"": ""LU"",
  ""governmentBodyId"": ""LU"",
  ""id"": 1366,
  ""orgNumber"": ""202100-3211"",
  ""ministry"": ""Utbildnings- och kulturdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,1659,1657
473900,INITIAL,1,"{
  ""annualWorkHeadCount"": 107,
  ""year"": 2017,
  ""headCount"": 129,
  ""name"": ""Statens museer för världskultur"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1259,
  ""comment"": """",
  ""mCode"": ""SMVK"",
  ""governmentBodyId"": ""SMVK"",
  ""id"": 4545,
  ""orgNumber"": ""202100-5075"",
  ""ministry"": ""Kulturdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,4838,4836
5600,INITIAL,1,"{
  ""createdDate"": ""2026-01-27T01:00:10.449"",
  ""languageEnabled"": false,
  ""languageCode"": ""ak"",
  ""languageName"": ""Akan"",
  ""hjid"": 56
}","[
  ""createdDate"",
  ""languageEnabled"",
  ""languageCode"",
  ""languageName"",
  ""hjid""
]",com.hack23.cia.model.internal.application.system.impl.LanguageData,155,153
462800,INITIAL,1,"{
  ""annualWorkHeadCount"": 144,
  ""year"": 2017,
  ""headCount"": 201,
  ""name"": ""Konstfack"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1052,
  ""comment"": """",
  ""mCode"": ""KF"",
  ""governmentBodyId"": ""KF"",
  ""id"": 4434,
  ""orgNumber"": ""202100-1199"",
  ""ministry"": ""Utbildningsdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,4727,4725
634900,INITIAL,1,"{
  ""annualWorkHeadCount"": 48,
  ""year"": 2025,
  ""headCount"": 55,
  ""name"": ""Justitiekanslern"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1035,
  ""comment"": """",
  ""mCode"": ""JK"",
  ""governmentBodyId"": ""JK"",
  ""id"": 6155,
  ""orgNumber"": ""202100-0035"",
  ""ministry"": ""Justitiedepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,6448,6446
155200,INITIAL,1,"{
  ""annualWorkHeadCount"": 0,
  ""year"": 2004,
  ""headCount"": 0,
  ""name"": ""Lantmäteriverket"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1005,
  ""comment"": """",
  ""mCode"": ""LMV"",
  ""governmentBodyId"": ""LMV"",
  ""id"": 1358,
  ""orgNumber"": ""202100-4888"",
  ""ministry"": ""Miljö- och samhällsbyggnadsdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,1651,1649
490600,INITIAL,1,"{
  ""annualWorkHeadCount"": 75,
  ""year"": 2018,
  ""headCount"": 81,
  ""name"": ""Myndigheten för ungdoms- och civilsamhällesfrågor"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1141,
  ""comment"": """",
  ""mCode"": ""MUCF"",
  ""governmentBodyId"": ""MUCF"",
  ""id"": 4712,
  ""orgNumber"": ""202100-1173"",
  ""ministry"": ""Utbildningsdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,5005,5003
43200,INITIAL,1,"{
  ""annualWorkHeadCount"": 0,
  ""year"": 1999,
  ""headCount"": 0,
  ""name"": ""Teaterhögskolan i Stockholm"",
  ""vat"": ""Ja"",
  ""consecutiveNumber"": 1042,
  ""comment"": """",
  ""mCode"": ""TH"",
  ""governmentBodyId"": ""TH"",
  ""id"": 238,
  ""orgNumber"": ""202100-1249"",
  ""ministry"": ""Utbildningsdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,531,529
35800,INITIAL,1,"{
  ""annualWorkHeadCount"": 0,
  ""year"": 1999,
  ""headCount"": 0,
  ""name"": ""Riksrevisionsverket"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1070,
  ""comment"": """",
  ""mCode"": ""RRV"",
  ""governmentBodyId"": ""RRV"",
  ""id"": 164,
  ""orgNumber"": ""202100-0878"",
  ""ministry"": ""Finansdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,457,455
196600,INITIAL,1,"{
  ""annualWorkHeadCount"": 1068,
  ""year"": 2005,
  ""headCount"": 1238,
  ""name"": ""Örebro universitet"",
  ""vat"": ""Ja"",
  ""consecutiveNumber"": 1159,
  ""comment"": """",
  ""mCode"": ""ORU"",
  ""governmentBodyId"": ""ORU"",
  ""id"": 1772,
  ""orgNumber"": ""202100-2924"",
  ""ministry"": ""Utbildnings- och kulturdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,2065,2063
645700,INITIAL,1,"{
  ""annualWorkHeadCount"": 307,
  ""year"": 2025,
  ""headCount"": 401,
  ""name"": ""Statens historiska museer"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1008,
  ""comment"": """",
  ""mCode"": ""SHMM"",
  ""governmentBodyId"": ""SHMM"",
  ""id"": 6263,
  ""orgNumber"": ""202100-4953"",
  ""ministry"": ""Kulturdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,6556,6554
649100,INITIAL,1,"{
  ""annualWorkHeadCount"": 37,
  ""year"": 2025,
  ""headCount"": 41,
  ""name"": ""Trafikanalys"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1368,
  ""comment"": """",
  ""mCode"": ""TA"",
  ""governmentBodyId"": ""TA"",
  ""id"": 6297,
  ""orgNumber"": ""202100-6305"",
  ""ministry"": ""Landsbygds- och infrastrukturdepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,6590,6588
584100,INITIAL,1,"{
  ""annualWorkHeadCount"": 0,
  ""year"": 2022,
  ""headCount"": 0,
  ""name"": ""Säkerhetspolisen"",
  ""vat"": ""Rätt till kompensation"",
  ""consecutiveNumber"": 1233,
  ""comment"": """",
  ""mCode"": ""SAPO"",
  ""governmentBodyId"": ""SAPO"",
  ""id"": 5647,
  ""orgNumber"": ""202100-6594"",
  ""ministry"": ""Justitiedepartementet""
}","[
  ""annualWorkHeadCount"",
  ""year"",
  ""headCount"",
  ""name"",
  ""vat"",
  ""consecutiveNumber"",
  ""comment"",
  ""mCode"",
  ""governmentBodyId"",
  ""id"",
  ""orgNumber"",
  ""ministry""
]",com.hack23.cia.model.internal.application.data.ministry.impl.GovernmentBodyData,5940,5938
