value,count
AD,28
AGV,28
ARN,28
AV,28
BFN,28
BO,28
BOV,28
BRA,28
BROM,28
BTH,28
CSN,28
DO,28
DOM,28
EBM,28
EKN,28
ELSAK,28
FHS,28
FI,28
FM,28
FMV,28
FORTV,28
FRA,28
GU,28
HBOR,28
HDAL,28
HH,28
HIG,28
HIS,28
HKR,28
IFAU,28
IRF,28
ISP,28
JK,28
JO,28
KAFS,28
KAMK,28
KAU,28
KB,28
KBV,28
KEMI,28
KF,28
KI,28
KKH,28
KKV,28
KMH,28
KN,28
KOMK,28
KONJ,28
KOV,28
KSLOTT,28
KTH,28
KUR,28
KVV,28
LBLEK,28
LDAL,28
LFV,28
LGAVLE,28
LGOTL,28
LHAL,28
LI,28
LIU,28
LJAMTL,28
LJONK,28
LKALM,28
LKRON,28
LNBOTT,28
LOGTL,28
LORE,28
LSKANE,28
LSODER,28
LSTHLM,28
LTU,28
LU,28
LUPPS,28
LV,28
LVARML,28
LVASTM,28
LVBOTT,28
LVGOTL,28
LVNORR,28
MH,28
MIGR,28
MM,28
NAI,28
NRM,28
NV,28
ORU,28
POLAR,28
PRV,28
PTS,28
RA,28
RAA,28
RD,28
RGK,28
RK,28
RMV,28
RS,28
SA,28
SAMS,28
SAPO,28
SBU,28
SCB,28
SFV,28
SGI,28
SGU,28
SH,28
SHK,28
SHMM,28
SI,28
SIDA,28
SIS,28
SJOV,28
SJV,28
SKOL,28
SLU,28
SLV,28
SMHI,28
SMVK,28
SOS,28
SPV,28
STEM,28
SU,28
SVA,28
SVK,28
SWEDAC,28
TV,28
UMU,28
UU,28
VTI,28
ESV,27
MI,27
SFHM,27
SK,27
SST,27
STKT,27
ESF,26
FOI,26
FORMAS,26
OKS,26
VINOVA,26
VR,26
FB,25
SIEPS,25
LEHIST,24
LMV,24
MAH,24
RIKSR,24
BOLAGS,23
IAF,23
MDH,23
SKV,23
DIN,22
FK,22
NMW,22
GTN,21
LSH,20
SOFI,20
AF,19
EMI,19
FPR,19
KFM,19
RU,19
SIN,19
SPSM,19
SSIP,19
SSM,19
TLV,19
CEP,18
FUD,18
MD,18
MTUA,18
MYH,18
PBR,18
RN,18
TS,18
TVV,18
AM,17
FMN,17
HTU,17
IHS,17
LINU,17
MSB,17
PM,17
PSN,17
RAK,17
RPS,17
SMUS,17
SSHM,17
SVO,17
TA,17
TPB,17
TPV,17
TRV,17
US,17
VAN,17
DN,16
HaV,16
MKA,16
VAL,16
DH,15
EPG,15
EPLI,15
EPLU,15
EPS,15
EPU,15
EPUM,15
FAS,15
FHI,15
HGO,15
IFS,15
OHS,15
SMI,15
SSC,15
ASJ,14
BKN,14
HSV,14
IPRO,14
ISA,14
IVO,14
UHR,14
UKÄ,14
VHS,14
FIV,13
FOHM,13
HSAN,13
SKH,13
SMR,13
BV,12
DI,12
GRN,12
MFD,12
PO,12
RT,12
RTVV,12
SB,12
SF,12
SIKA,12
TH,12
UHM,12
VV,12
EHM,11
FMI,11
FORTE,11
GBV,11
GIH,11
HKAL,11
HV,11
MFF,11
MIA,11
MTM,11
MUCF,11
MVOA,11
NUTEK,11
POLM,11
PPM,11
SIUN,11
SKS,11
SMV,11
VXU,11
ÅKM,11
ALB,10
ARKDES,10
HO,10
HOMO,10
JAMO,10
RI,10
SBL,10
SKI,10
SMM,10
SPF,10
SRV,10
SSI,10
ALI,9
AMV,9
Digg,9
HANDIS,9
IGN,9
IPM,9
ITPS,9
IV,9
JäMy,9
KY,9
LHS,9
NOU,9
SPM,9
UN,9
EPM,8
HKF,8
IEH,8
ISOF,8
KKR,8
MNU,8
MPRT,8
Mynak,8
SISUS,8
SIT,8
CFL,7
CFN,7
EUFOU,7
FUN,7
KBM,7
NPO,7
OCB,7
ONT,7
SADEV,7
SLI,7
SUK,7
SVN,7
TD,7
BD,6
FEM,6
IMY,6
LFN,6
MRTV,6
MSU,6
NIA,6
NM,6
RFV,6
TPPV,6
DISTUM,5
Delmos,5
IMR,5
ITIS,5
JVS,5
MDU,5
MPF,5
MVA,5
RR,5
RRV,5
RSV,5
SEN,5
TRM,5
DJURSK,4
ER,4
KRU,4
LFS,4
LM,4
MAU,4
MTFA,4
RFV/FK,4
SAI,4
SBN,4
SSVH,4
SSVN,4
TCN,4
VALID,4
AVNM,3
AVSM,3
ISF,3
LMI,3
MEMY,3
RK/UD,3
STDH,3
UBEM,3
VERVA,3
AAB,2
AALI,2
AFF,2
AFU,2
AI,2
AIV,2
ASIKI,2
AVERVA,2
AVO,2
AVPPM,2
AVSKS,2
BFR,2
CBM,2
CBN,2
CBS,2
FFA,2
FOA,2
FRN,2
HSFR,2
KFB,2
MFR,2
MHV,2
NFR,2
OSK,2
RALF,2
RRVAVV,2
SASB,2
SBIR,2
SEKE,2
SFR,2
SHAL,2
SIH,2
SIR,2
SJFR,2
SKRI,2
SMAN,2
TFR,2
TRC,2
VA,2
AISA,1
AVDO,1
MCF,1
SMMTF,1
SSN,1
STK,1
